id,feature_type,DEPOSIT_NAME,longitude,latitude,geometry_name,geometry_type,STATE,OPERATING_STATUS,COMMODITY_NAMES,ENO,SYNONYMS,LONG_GDA94,LAT_GDA94,ACCURACY_M,COMMODITY_CODES,COMPANIES,COMPANY_WEBSITES,PROVINCES,GEOLOGIC_AGE,DEPOSIT_MODEL,LINKED_FILES
MineralDeposits.360110,Feature,Picante,121.0328,-30.6169,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,360110,Kunanalling Project,121.0328,-30.6169,500.0,Au,Phoenix Gold Limited,http://www.phoenixgold.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.360112,Feature,Eldorado - Fortnum,118.3592,-25.3335,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,360112,Grosvenor Gold Project,118.3592,-25.3335,500.0,Au,"Westgold Resources Limited, Resource and Investment NL","http://www.westgold.com.au/, http://rninl.com.au/",Yilgarn Craton,Proterozoic,,N
MineralDeposits.361052,Feature,Alpha,122.7235,-28.7245,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,361052,Brightstar Project,122.7235,-28.7246,500.0,Au,Brightstar Resources Ltd,https://www.brightstarresources.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,,N
MineralDeposits.361054,Feature,Beta,122.644,-28.8404,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,361054,"Brightstar Project, Mikado",122.644,-28.8404,500.0,Au,Brightstar Resources Ltd,https://www.brightstarresources.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,,N
MineralDeposits.361056,Feature,Golden Gate - Nullagine,120.4169,-21.8083,DEPOSIT_LOCATION,Point,WA,operating mine,Gold,361056,Nullagine Gold Project,120.4169,-21.8083,500.0,Au,Millennium Minerals Limited,http://www.millenniumminerals.com.au/,Pilbara Craton,Archean,,N
MineralDeposits.361059,Feature,Trident - Higginsville,121.7313,-31.725,DEPOSIT_LOCATION,Point,WA,closed,Gold,361059,Higginsville Gold Operations,121.7313,-31.725,500.0,Au,"Karora Resources Inc, Metals X Limited, RNC Minerals","http://www.metalsx.com.au/, http://www.rncminerals.com/, https://www.karoraresources.com/","Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Terrane",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.361115,Feature,Swift - Gum Creek,119.4203,-27.2526,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,361115,Gidgee Project,119.4203,-27.2526,500.0,Au,"Horizon Gold Limited, Panoramic Resources Limited","http://www.horizongold.com.au, http://www.panoramicresources.com/",Yilgarn Craton,Archean,,N
MineralDeposits.361117,Feature,North Well,120.8794,-28.4034,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,361117,Thunderbox Project,120.8794,-28.4034,500.0,Au,"Saracen Mineral Holdings Limited, Menzies project","http://www.saracen.com.au/, http://www.goldenstate.com.au",Yilgarn Craton,Archean,,N
MineralDeposits.361239,Feature,Regent - Wiluna,120.2471,-26.7017,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,361239,Matilda Gold Project,120.2471,-26.7017,500.0,Au,Blackham Resources Limited,http://www.blackhamresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.361241,Feature,Williamson,120.318,-26.7735,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,361241,Matilda Gold Project,120.318,-26.7735,500.0,Au,Blackham Resources Limited,http://www.blackhamresources.com.au/,"Yilgarn Craton, Kalgoorlie Terrane",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.361243,Feature,Wingina Well,118.5834,-20.845,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,361243,Turner River Gold Field,118.5834,-20.845,500.0,Au,De Grey Mining Limited,http://www.degreymining.com.au/,Pilbara Craton,Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.361291,Feature,Lake Cowan,121.8973,-31.6683,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,361291,Lake Cowan,121.8973,-31.6683,500.0,Au,"Alacer Gold Corporation, Karora Resources Inc, Metals X Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, https://www.karoraresources.com/",Yilgarn Craton,Archean,,N
MineralDeposits.362672,Feature,Hamersley Iron - Brockman No 4,117.1737,-22.6113,DEPOSIT_LOCATION,Point,WA,operating mine,"Iron, Iron ore",362672,,117.1737,-22.6113,999.0,"Fe, FeOre",Rio Tinto Limited,http://www.riotinto.com.au/,Pilbara Craton,,,N
MineralDeposits.362714,Feature,Tapinos,120.576,-27.634,DEPOSIT_LOCATION,Point,WA,historic mine,"Nickel, Cobalt",362714,,120.576,-27.634,,"Ni, Co",Jubilee Mines NL,http://www.jubileemines.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,,N
MineralDeposits.362727,Feature,Waterloo Nickel,120.978,-28.1438,DEPOSIT_LOCATION,Point,WA,care and maintenance,"Nickel, Platinum group elements, Copper",362727,Wildara,120.978,-28.1438,50.0,"Ni, PGE, Cu",Saracen Mineral Holdings Limited,http://www.saracen.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,,N
MineralDeposits.362729,Feature,Sonoma,147.86,-20.62,DEPOSIT_LOCATION,Point,QLD,operating mine,Coal - black,362729,Cows,147.86,-20.62,999.0,Cbl,"Cliffs Natural Resources, QCoal Pty Ltd","http://qcoal.com.au/, http://www.cliffsnaturalresources.com",Bowen Basin,,,N
MineralDeposits.362733,Feature,Lanfranchi,121.8429,-31.5055,DEPOSIT_LOCATION,Point,WA,care and maintenance,"Nickel, (Copper, Iron)",362733,,121.8429,-31.5055,500.0,"Ni, (Cu, Fe)",Black Mountain Metals LLC,https://www.blackmountainmetals.com,"Yilgarn Craton, Eastern Goldfields Province",Proterozoic,"Environment: Magmatic, Group: Komatiite, Type: Komatiite nickel-copper-PGE",N
MineralDeposits.533377,Feature,Splinter,121.4201,-28.9322,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533377,Leonora - Raeside Project,121.4201,-28.9322,999.0,Au,Navigator Resources Limited,http://www.navigatorresources.com.au,Yilgarn Craton,Archean,,N
MineralDeposits.533385,Feature,Mount Penny,150.055,-32.438,DEPOSIT_LOCATION,Point,NSW,mineral deposit,Coal - black,533385,EL7406,150.055,-32.438,999.0,Cbl,"Cascade Resources Limited, White Energy Company Ltd","http://www.cascaderesourcesltd.com.au/, http://www.whiteenergyco.com/",Sydney Basin,,,N
MineralDeposits.533389,Feature,Cooroorah,148.943,-23.421,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Coal - black,533389,Blackwater,148.943,-23.421,999.0,Cbl,Bowen Coking Coal Ltd,https://www.bowencokingcoal.com.au/,Bowen Basin,,,N
MineralDeposits.533392,Feature,Orion Downs,148.361,-24.425,DEPOSIT_LOCATION,Point,QLD,operating mine,Coal - black,533392,"Inderi, Meteor Downs South",148.361,-24.425,999.0,Cbl,U&D Coal Limited,http://www.udmining.com.au/,Bowen Basin,,,N
MineralDeposits.533395,Feature,Drake,147.816,-20.708,DEPOSIT_LOCATION,Point,QLD,operating mine,Coal - black,533395,,147.816,-20.708,999.0,Cbl,QCoal Pty Ltd,http://qcoal.com.au/,Bowen Basin,,,N
MineralDeposits.533405,Feature,City of Chester,117.7938,-27.3359,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533405,Cuddingwarra Project,117.7938,-27.3359,500.0,Au,"Metals X Limited, Westgold Resources Limited","http://www.metalsx.com.au/, http://www.westgold.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.533415,Feature,Marwest,119.6433,-25.1623,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533415,Plutonic Dome Project,119.6433,-25.1623,500.0,Au,"Vango Mining Ltd, Dampier Gold Limited","http://www.vangomining.com, http://www.dampiergold.com/",Yilgarn Craton,,,N
MineralDeposits.533417,Feature,Mareast OP,119.6623,-25.1543,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533417,Plutonic Dome Project,119.6623,-25.1543,500.0,Au,"Vango Mining Ltd, Dampier Gold Limited","http://www.vangomining.com, http://www.dampiergold.com/",Yilgarn Craton,,,N
MineralDeposits.533421,Feature,Midnight - Fortnum,118.3607,-25.3229,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533421,Grosvenor Gold Project,118.3607,-25.3229,500.0,Au,"Westgold Resources Limited, Resource and Investment NL","http://www.westgold.com.au/, http://rninl.com.au/",Yilgarn Craton,Proterozoic,,N
MineralDeposits.533423,Feature,Dougies - Fortnum,118.3579,-25.3163,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533423,Grosvenor Gold Project,118.3579,-25.3163,500.0,Au,"Westgold Resources Limited, Resource and Investment NL","http://www.westgold.com.au/, http://rninl.com.au/",Yilgarn Craton,Proterozoic,,N
MineralDeposits.533425,Feature,Horseshoe,118.6049,-25.4598,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533425,Grosvenor Gold Project,118.6049,-25.4598,500.0,Au,"Westgold Resources Limited, Fe Ltd","http://www.westgold.com.au/, http://www.felimited.com.au/irm/content/iron-ore.aspx?RID=209",Yilgarn Craton,Proterozoic,,N
MineralDeposits.533485,Feature,Pencil Tiger,119.2406,-30.1954,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533485,Marda Project,119.2406,-30.1954,500.0,Au,"Black Oak Minerals Limited, Southern Cross Goldfields Limited","http://www.scross.com.au/, http://wwwb.blackoakminerals.com.au",Yilgarn Craton,Archean,,N
MineralDeposits.533487,Feature,Cobra,119.2478,-30.1934,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533487,Marda Project,119.2478,-30.1934,500.0,Au,Southern Cross Goldfields Limited,http://www.scross.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.533489,Feature,Greentree,119.2467,-30.1962,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533489,Marda Project,119.2467,-30.1962,500.0,Au,"Black Oak Minerals Limited, Southern Cross Goldfields Limited","http://wwwb.blackoakminerals.com.au, http://www.scross.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.533495,Feature,Taipan - Marda,119.2598,-30.1998,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533495,Marda Project,119.2598,-30.1998,500.0,Au,"Black Oak Minerals Limited, Southern Cross Goldfields Limited","http://wwwb.blackoakminerals.com.au, http://www.scross.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.533505,Feature,Jaq,120.5524,-27.7478,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533505,Miranda JV,120.5524,-27.7478,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.533509,Feature,Quartz City,120.5597,-27.7313,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533509,Miranda JV,120.5597,-27.7313,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.533511,Feature,Scorpion,120.5457,-27.7329,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533511,Miranda JV,120.5457,-27.7329,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,,N
MineralDeposits.533654,Feature,Rheingold Group,117.7974,-27.3809,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533654,Cuddingwarra Project,117.7974,-27.3809,500.0,Au,Westgold Resources Limited,http://www.westgold.com.au/,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown",N
MineralDeposits.533657,Feature,Razorback,119.7311,-32.1417,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533657,,119.7311,-32.1417,999.0,Au,Convergent Minerals Limited,http://www.convergentminerals.com/,Yilgarn Craton,,,N
MineralDeposits.533660,Feature,Red Leap,120.5217,-29.8701,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533660,Mulline Area Project,120.5217,-29.8701,500.0,Au,Swan Gold Mining Limited,http://www.swangoldmining.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.533821,Feature,Enigma,118.6569,-25.6664,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533821,Peak Hill Project,118.6569,-25.6664,500.0,Au,"Montezuma Mining Limited, Westgold Resources Limited","http://montezumamining.com.au/, http://www.westgold.com.au/",Yilgarn Craton,,,N
MineralDeposits.533823,Feature,Southern Belle,117.8157,-28.0403,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,533823,Mt Magnet Project,117.8157,-28.0403,500.0,Au,Ramelius Resources Limited,http://www.rameliusresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.533829,Feature,Eclipse-Justice,121.4105,-29.3778,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533829,South Kookynie Project,121.4105,-29.3778,500.0,Au,Nex Metals Explorations Limited,http://www.nexmetals.com/,Yilgarn Craton,Archean,,N
MineralDeposits.533831,Feature,Wills Paleochannel,121.6438,-31.4963,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,533831,,121.6438,-31.4963,500.0,Au,"Karora Resources Inc, Metals X Limited, RNC Minerals","http://www.metalsx.com.au/, http://www.rncminerals.com/, https://www.karoraresources.com/",Yilgarn Craton,,,N
MineralDeposits.533833,Feature,Vine,121.7199,-31.7561,DEPOSIT_LOCATION,Point,WA,operating mine,Gold,533833,Higginsville Gold Operations,121.7199,-31.7561,500.0,Au,"Karora Resources Inc, Metals X Limited, RNC Minerals","http://www.metalsx.com.au/, http://www.rncminerals.com/, https://www.karoraresources.com/",Yilgarn Craton,Archean,,N
MineralDeposits.534114,Feature,Byerwen,147.8157,-21.342,DEPOSIT_LOCATION,Point,QLD,operating mine,Coal - black,534114,,147.8157,-21.342,1000.0,Cbl,"JFE Holdings Inc, QCoal Pty Ltd","https://www.jfe-holdings.co.jp/en/, http://qcoal.com.au/",Bowen Basin,,,N
MineralDeposits.534118,Feature,Jax,147.87,-20.72,DEPOSIT_LOCATION,Point,QLD,operating mine,Coal - black,534118,,147.87,-20.72,999.0,Cbl,QCoal Pty Ltd,http://qcoal.com.au/,Bowen Basin,,,N
MineralDeposits.534125,Feature,Dysart East,148.41,-22.55,DEPOSIT_LOCATION,Point,QLD,feasibility,Coal - black,534125,,148.41,-22.55,999.0,Cbl,Bengal Coal Pty Limited,https://www.bengalcoal.com/,Bowen Basin,,,N
MineralDeposits.534132,Feature,Grosvenor West,147.92,-21.936,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Coal - black,534132,Mabbin Creek,147.92,-21.936,999.0,Cbl,"Carabella Resources, Wealth Mining Pty Limited","http://www.carabellaresources.com.au, https://www.wrgroup.com.au/",Bowen Basin,,,N
MineralDeposits.534571,Feature,MLS167,129.667,-20.4058,DEPOSIT_LOCATION,Point,NT,historic mine,Gold,534571,"Carbine, Central Tanami Project, Dogbolter, Harleys, Phoenix, Redback SE",129.667,-20.4058,500.0,Au,Tanami Gold NL,http://www.tanami.com.au/,Tanami Orogen,Proterozoic,,N
MineralDeposits.534573,Feature,MLS168,129.6207,-20.1581,DEPOSIT_LOCATION,Point,NT,historic mine,Gold,534573,"Camel Bore, Central Tanami Project, Jims Main",129.6207,-20.1581,500.0,Au,Tanami Gold NL,http://www.tanami.com.au/,Tanami Orogen,Proterozoic,,N
MineralDeposits.534575,Feature,MLS180,129.4079,-19.9703,DEPOSIT_LOCATION,Point,NT,historic mine,Gold,534575,"Banjo, Beaver, Bonsai, Central Tanami Project",129.4079,-19.9703,500.0,Au,Tanami Gold NL,http://www.tanami.com.au/,Tanami Orogen,Proterozoic,"Environment: unknown, Group: unknown, Type: unknown",N
MineralDeposits.577889,Feature,Goongarrie South Iron,121.1633,-30.0905,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Cobalt, Manganese, Nickel, Alumina, Iron, Chromium",577889,,121.1633,-30.0905,,"Co, Mn, Ni, Al2O3, Fe, Cr",Ardea Resources Limited,https://ardearesources.com.au/reports,,,,N
MineralDeposits.577896,Feature,Little John,118.1086,-27.5001,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577896,Tuckabianna Project,118.1086,-27.5001,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577897,Feature,Jaffas Folly,118.1312,-27.4677,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577897,Tuckabianna Project,118.1312,-27.4677,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577898,Feature,Sherwood,118.1559,-27.4341,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577898,Tuckabianna Project,118.1559,-27.4341,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577900,Feature,TMC/Katies,118.125,-27.4781,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577900,Tuckabianna Project,118.125,-27.4781,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577901,Feature,Exodus,118.1369,-27.4619,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,577901,Tuckabianna Project,118.1369,-27.4619,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577910,Feature,Friars,118.0937,-27.53,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577910,Tuckabianna Project,118.0937,-27.53,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577912,Feature,Genesis - Tuckabianna,118.1389,-27.4611,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,577912,Tuckabianna Project,118.1389,-27.4611,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577915,Feature,Comet North,118.0469,-27.5345,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577915,Comet Project,118.0469,-27.5345,500.0,Au,"Westgold Resources Limited, Silver Lake Resources Limited","http://www.westgold.com.au/, http://www.silverlakeresources.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.577916,Feature,Pinnacles - Tuckabianna,118.0402,-27.5403,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577916,Comet Project,118.0402,-27.5403,500.0,Au,"Westgold Resources Limited, Silver Lake Resources Limited","http://www.westgold.com.au/, http://www.silverlakeresources.com.au/",,Archean,,N
MineralDeposits.577917,Feature,Eclipse,118.0373,-27.548,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577917,Comet Project,118.0373,-27.548,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577918,Feature,Venus,118.0249,-27.5645,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577918,Comet Project,118.0249,-27.5645,500.0,Au,"Westgold Resources Limited, Silver Lake Resources Limited","http://www.westgold.com.au/, http://www.silverlakeresources.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.577919,Feature,Comet,118.0436,-27.5401,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577919,Comet Project,118.0436,-27.5401,500.0,Au,"Westgold Resources Limited, Silver Lake Resources Limited","http://www.westgold.com.au/, http://www.silverlakeresources.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.577921,Feature,Lena,117.8328,-27.6926,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,577921,Moyagee Project,117.8328,-27.6926,500.0,Au,"Ramelius Resources Limited, Musgrave Minerals Ltd",http://www.rameliusresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577923,Feature,Numbers,117.8257,-27.7321,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,577923,Moyagee Project,117.8257,-27.7321,500.0,Au,"Musgrave Minerals Ltd, Ramelius Resources Limited",http://www.rameliusresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.577925,Feature,Break of Day,117.8318,-27.6973,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,577925,Moyagee Project,117.8318,-27.6973,500.0,Au,"Ramelius Resources Limited, Musgrave Minerals Ltd",http://www.rameliusresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.578011,Feature,Dinnie - Reggio,121.9155,-31.0101,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,578011,Mount Monger Project,121.9155,-31.0101,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.578029,Feature,Kailis,121.2884,-28.8403,DEPOSIT_LOCATION,Point,WA,under development,Gold,578029,,121.2884,-28.8403,500.0,Au,Saracen Mineral Holdings Limited,http://www.saracen.com.au/,"Yilgarn Craton, Burtville Terrane",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.578041,Feature,Copper Chert,145.5905,-42.0352,DEPOSIT_LOCATION,Point,TAS,mineral deposit,"Copper, Gold, Silver",578041,Mount Lyell Project,145.5905,-42.0352,500.0,"Cu, Au, Ag",Vedanta Resources PLC,http://www.vedantaresources.com/,,,,N
MineralDeposits.578045,Feature,Dionysus,116.348,-31.18,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, Alumina",578045,,116.348,-31.18,1000.0,"Bx, Al2O3",Bauxite Resources Limited,http://www.bauxiteresources.com.au,,,,N
MineralDeposits.592647,Feature,Indicator,117.7217,-27.2143,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,592647,,117.7217,-27.2143,999.0,Au,"Metals X Limited, Westgold Resources Limited","http://www.metalsx.com.au/, http://www.westgold.com.au/",,Archean,,N
MineralDeposits.592661,Feature,South Victory,117.8014,-27.3993,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,592661,Cuddingwarra Project,117.8014,-27.3993,500.0,Au,"Metals X Limited, Westgold Resources Limited","http://www.metalsx.com.au/, http://www.westgold.com.au/",,Archean,,N
MineralDeposits.592721,Feature,Athena,116.793,-32.516,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Bauxite, Alumina",592721,,116.793,-32.516,1000.0,"Bx, Al2O3",Australian Silica Quartz Group Ltd,,,,,N
MineralDeposits.592751,Feature,Corona,121.7294,-31.7552,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,592751,,121.7294,-31.7552,500.0,Au,"Karora Resources Inc, Metals X Limited, RNC Minerals","http://www.metalsx.com.au/, http://www.rncminerals.com/, https://www.karoraresources.com/",,Archean,,N
MineralDeposits.592755,Feature,Napoleon,121.8826,-31.6618,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,592755,,121.8826,-31.6618,500.0,Au,"Karora Resources Inc, Metals X Limited, RNC Minerals","http://www.metalsx.com.au/, http://www.rncminerals.com/, https://www.karoraresources.com/",,Archean,,N
MineralDeposits.592761,Feature,TNT,121.5985,-30.9956,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,592761,,121.5985,-30.9956,500.0,Au,"Metals X Limited, Northern Star Resources Limited","http://www.metalsx.com.au/, http://www.nsrltd.com/",,Archean,,N
MineralDeposits.592763,Feature,Celebration,121.5903,-30.0059,DEPOSIT_LOCATION,Point,WA,operating mine,Gold,592763,,121.5903,-30.0059,500.0,Au,"Metals X Limited, Northern Star Resources Limited","http://www.metalsx.com.au/, http://www.nsrltd.com/",,Archean,,N
MineralDeposits.592769,Feature,Peaceful Chief,121.6038,-31.0154,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,592769,South Kalgoorlie Operations,121.6038,-31.0154,500.0,Au,Northern Star Resources Limited,http://www.nsrltd.com/,,Archean,,N
MineralDeposits.592773,Feature,Mount Goddard,121.6086,-31.0565,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,592773,South Kalgoorlie Operations,121.6086,-31.0565,500.0,Au,"Metals X Limited, Westgold Resources Limited","http://www.metalsx.com.au/, http://www.westgold.com.au/",,Archean,,N
MineralDeposits.592779,Feature,28 Pit,121.2467,-30.9637,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,592779,,121.2467,-30.9637,500.0,Au,"Metals X Limited, Northern Star Resources Limited","http://www.metalsx.com.au/, http://www.nsrltd.com/",,Archean,,N
MineralDeposits.592781,Feature,Barbara,121.2482,-30.9614,DEPOSIT_LOCATION,Point,WA,care and maintenance,Gold,592781,,121.2482,-30.9614,500.0,Au,Aeris Resources Limited,,,Archean,,N
MineralDeposits.592785,Feature,Surprise -South Kalgoorlie,121.2609,-30.9634,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,592785,South Kalgoorlie Operations,121.2609,-30.9634,500.0,Au,"Metals X Limited, Northern Star Resources Limited","http://www.metalsx.com.au/, http://www.nsrltd.com/",,Archean,,N
MineralDeposits.592789,Feature,Nobel 6,121.2339,-30.0131,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,592789,South Kalgoorlie Operations,121.2339,-30.0131,500.0,Au,Northern Star Resources Limited,http://www.nsrltd.com/,,,,N
MineralDeposits.593199,Feature,Ammaroo South,135.8356,-21.7917,DEPOSIT_LOCATION,Point,NT,mineral deposit,"Phosphate, Phosphorus oxide",593199,,135.8356,-21.7917,1000.0,"Phos, P2O5",Rum Jungle Resources Limited,http://www.rumjungleresources.com.au/,Georgina Basin,,"Environment: Basin chemical, Group: Phosphorite, Type: Phosphorite",N
MineralDeposits.333868,Feature,Kambalda,121.6506,-31.179,DEPOSIT_LOCATION,Point,WA,historic mine,"Nickel, Copper, Platinum group elements, Cobalt, Iridium, Osmium, Palladium, Platinum, Rhodium, (Ruthenium)",333868,,121.6506,-31.179,100.0,"Ni, Cu, PGE, Co, Ir, Os, Pd, Pt, Rh, (Ru)",,,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,"Environment: Magmatic, Group: Komatiite, Type: Komatiite nickel-copper-PGE",N
MineralDeposits.336197,Feature,Eulaminna,121.766,-28.9634,DEPOSIT_LOCATION,Point,WA,historic mine,"Silver, Zinc, Copper",336197,Anaconda,121.766,-28.9634,2000.0,"Ag, Zn, Cu",,,"Yilgarn Craton, Eastern Goldfields Province, Teutonic Bore Base Metal Metallogenic Province",Archean,"Environment: unknown, Group: unknown, Type: unknown",N
MineralDeposits.865418,Feature,Western Hub,116.8796,-22.4315,DEPOSIT_LOCATION,Point,,mineral deposit,"Hematite, Iron ore, Iron",865418,,116.8796,-22.4315,,"Hem, FeOre, Fe",,,,,,N
MineralDeposits.334176,Feature,Orebody 42 and 43,119.8867,-23.326,DEPOSIT_LOCATION,Point,WA,mineral deposit,Iron,334176,Mt Newman,119.8867,-23.326,100.0,Fe,,,Hamersley Basin,Archean,,N
MineralDeposits.335545,Feature,Mitchells Creek,148.993,-32.4497,DEPOSIT_LOCATION,Point,NSW,historic mine,"Gold, Silver",335545,Mitchells Creek,148.993,-32.4497,2000.0,"Au, Ag",,,"Lachlan Orogen, Lachlan Orogen, Hill End, Macquarie Igneous Province, Molong - Sofala Igneous Subprovince",,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.518390,Feature,Flamingo,119.6428,-25.2062,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,518390,,119.6428,-25.2062,999.0,Au,,,Yilgarn Craton,,,N
