id,feature_type,DEPOSIT_NAME,longitude,latitude,geometry_name,geometry_type,STATE,OPERATING_STATUS,COMMODITY_NAMES,ENO,SYNONYMS,LONG_GDA94,LAT_GDA94,ACCURACY_M,COMMODITY_CODES,COMPANIES,COMPANY_WEBSITES,PROVINCES,GEOLOGIC_AGE,DEPOSIT_MODEL,LINKED_FILES
MineralDeposits.335370,Feature,Cooloola,153.0,-26.1268,DEPOSIT_LOCATION,Point,QLD,mineral deposit,"Rutile, Zircon, Ilmenite, Monazite, Mineral sands",335370,,153.0,-26.1268,2000.0,"Rt, Zrn, Ilm, Mnz, Mnsd",Department of Natural Resources and Mines,http://www.nrm.qld.gov.au,Maryborough Basin,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands",N
MineralDeposits.335371,Feature,Curtis Island (IA),151.17,-23.6269,DEPOSIT_LOCATION,Point,QLD,mineral deposit,"Rutile, Zircon, Ilmenite",335371,,151.17,-23.6269,2000.0,"Rt, Zrn, Ilm",Department of Natural Resources and Mines,http://www.nrm.qld.gov.au,New England Orogen,,,N
MineralDeposits.335372,Feature,Inskip Point (IA),153.0,-25.8168,DEPOSIT_LOCATION,Point,QLD,mineral deposit,"Rutile, Zircon, Ilmenite, Monazite, Mineral sands",335372,Cooloola,153.0,-25.8168,2000.0,"Rt, Zrn, Ilm, Mnz, Mnsd",Department of Natural Resources and Mines,http://www.nrm.qld.gov.au,Maryborough Basin,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands",N
MineralDeposits.335373,Feature,Labouchere,118.2701,-25.2658,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335373,Deep South,118.2701,-25.2658,500.0,Au,"Westgold Resources Limited, Gleneagle Gold Limited, Resource and Investment NL","http://www.westgold.com.au/, http://rninl.com.au/, http://www.gleneaglegold.net.au/",Padbury Basin,Proterozoic,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.335374,Feature,Mount Bonnie,131.549,-13.5417,DEPOSIT_LOCATION,Point,NT,historic mine,"Zinc, Silver, Gold, Lead, (Copper)",335374,,131.549,-13.5417,2000.0,"Zn, Ag, Au, Pb, (Cu)",Northern Gold,http://www.northerngold.com.au,"Pine Creek Orogen, Mount Todd Gold Metallogenic Province",Proterozoic,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Felsic-siliciclastic VMS",N
MineralDeposits.335375,Feature,Hamersley Iron - Paraburdoo,117.579,-23.2292,DEPOSIT_LOCATION,Point,WA,operating mine,"Iron ore, Iron",335375,"Paraburdoo 4 East, Paraburdoo 4 west",117.579,-23.2292,25.0,"FeOre, Fe","Rio Tinto Limited, HIsmelt","http://www.riotinto.com.au/, http://www.hismelt.com.au",Hamersley Basin,Archean,,N
MineralDeposits.335376,Feature,Stawell Project,142.8002,-37.0589,DEPOSIT_LOCATION,Point,VIC,operating mine,Gold,335376,Stawell Project,142.8002,-37.0589,500.0,Au,Arete Capital Partners,,"Hume Superprovince, Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province, Stawell Zone",,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.335378,Feature,Century,138.625,-18.7381,DEPOSIT_LOCATION,Point,QLD,operating mine,"Zinc, (Silver, Lead)",335378,,138.625,-18.7381,2000.0,"Zn, (Ag, Pb)",Sibanye Stillwater,https://www.sibanyestillwater.com/,"Mount Isa Orogen, Century Domain, Lawn Hill Platform",Mesoproterozoic,"Environment: Basin hydrothermal, Group: Sediment-hosted, Type: Siliciclastic-carbonate zinc-lead",N
MineralDeposits.335383,Feature,Baal Gammon,145.3269,-17.3775,DEPOSIT_LOCATION,Point,QLD,care and maintenance,"Copper, Indium, Tin, Silver",335383,"UNA, Watsonville",145.3269,-17.3775,2000.0,"Cu, In, Sn, Ag","Kagara Limited, Monto Minerals NL","http://www.kagara.com.au/, http://www.montominerals.com/",Hodgkinson Province,,"Environment: Magmatic hydrothermal, Group: Vein, Type: Vein tin polymetallic",N
MineralDeposits.335390,Feature,Torrington,151.682,-29.2632,DEPOSIT_LOCATION,Point,NSW,historic mine,"Tungsten, Tungsten trioxide (wolframite), Topaz, Bismuth, Tin",335390,,151.682,-29.2632,500.0,"W, WO3, Toz, Bi, Sn",Green Critical Minerals Ltd,https://gcminerals.com.au/,New England Orogen,,,N
MineralDeposits.335394,Feature,Cloncurry Copper Project,140.5105,-20.7206,DEPOSIT_LOCATION,Point,QLD,under development,"Copper, Gold, Cobalt",335394,"Cloncurry Copper-Gold Restart Project, Paddock Lode",140.5105,-20.7206,500.0,"Cu, Au, Co",True North Copper Ltd,https://truenorthcopper.com.au/,"Mount Isa Orogen, Mary Kathleen Zone",Proterozoic,"Environment: Regional metasomatic, Group: IOCG, Type: Magnetite-dominant IOCG",N
MineralDeposits.335395,Feature,Kangaroo Rat,140.755,-20.837,DEPOSIT_LOCATION,Point,QLD,historic mine,"Copper, (Gold, Cobalt)",335395,Wallace,140.755,-20.837,500.0,"Cu, (Au, Co)",True North Copper Ltd,https://truenorthcopper.com.au/,"Mount Isa Orogen, Cloncurry-Selwyn Zone",Proterozoic,,N
MineralDeposits.335396,Feature,McCabe,140.4906,-21.0658,DEPOSIT_LOCATION,Point,QLD,historic mine,"Copper, Cobalt",335396,Mt McCabe,140.4906,-21.0658,2000.0,"Cu, Co",Fetch Metals,,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,,N
MineralDeposits.335399,Feature,Crown Lyell,145.588,-42.0499,DEPOSIT_LOCATION,Point,TAS,historic mine,"Gold, Copper, Silver, Zinc, Lead",335399,"Crown Lyell 1, Crown Lyell 2, Crown Lyell 3",145.588,-42.0499,500.0,"Au, Cu, Ag, Zn, Pb",Vedanta Resources PLC,http://www.vedantaresources.com/,"Delamerian Orogen, Dundas Trough, Mount Lyell Copper-Gold Metallogenic Province",,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Bimodal felsic VMS",N
MineralDeposits.335402,Feature,Dead Bullock Soak,129.9336,-20.5256,DEPOSIT_LOCATION,Point,NT,historic mine,Gold,335402,"Colliwobble Ridge, Dead Bullock Ridge, Fumarole, Tanami Project, Villa",129.9336,-20.5256,500.0,Au,Newmont Mining Corporation,http://www.newmont.com/,"Callie, The Granites-Tanami Block",Paleoproterozoic,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.335405,Feature,Rustlers Roost,131.4984,-12.917,DEPOSIT_LOCATION,Point,NT,historic mine,Gold,335405,Mt Bundy Project,131.4984,-12.917,999.0,Au,China Hanking Holdings Limited,http://www.hankingmining.com/?lang=en,"Pine Creek Orogen, Mount Todd Gold Metallogenic Province",Proterozoic,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.335406,Feature,Hope Downs 4,119.5788,-23.1459,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Iron ore, Iron",335406,"Coondiner, East Angelas, Kalgan, Kalgan West-Parmelia",119.5788,-23.1459,2000.0,"FeOre, Fe","Hancock Prospecting Pty Ltd, Rio Tinto Limited","http://www.hancockprospecting.com.au/, http://www.riotinto.com.au/",Hamersley Basin,Archean,,N
MineralDeposits.335407,Feature,Cargo,148.7957,-33.4339,DEPOSIT_LOCATION,Point,NSW,mineral deposit,"Gold, Copper",335407,,148.7957,-33.4339,200.0,"Au, Cu",Golden Cross Resources Limited,http://www.goldencross.com.au/,"Lachlan Orogen, Macquarie Igneous Province, Molong - Sofala Igneous Subprovince",Paleozoic,"Environment: Magmatic hydrothermal, Group: Porphyry, Type: Porphyry copper ± gold",N
MineralDeposits.335408,Feature,Aladdin,118.3472,-26.8695,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335408,Nannine Project,118.3472,-26.8695,999.0,Au,Reed Resources Limited,http://www.reedresources.com/,Yilgarn Craton,Archean,,N
MineralDeposits.335411,Feature,Brilliant - Coolgardie,121.1828,-30.9695,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335411,Tindals Project,121.1828,-30.9695,500.0,Au,Focus Minerals Limited,http://www.focusminerals.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.335414,Feature,Lawlers Project,120.5357,-28.0789,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,335414,"Fairyland, Great Eastern, Hidden Secret, Lawlers Project, New Holland",120.5357,-28.0789,500.0,Au,Gold Fields Limited,http://www.goldfields.co.za/,"Yilgarn Craton, Eastern Goldfields Province",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.335416,Feature,Pug Hill,138.1136,-30.3094,DEPOSIT_LOCATION,Point,SA,mineral deposit,"Magnesite, Magnesia (magnesium oxide), Magnesium",335416,,138.1136,-30.3094,20.0,"Mgs, MgO, Mg",Archer Exlporation Limited,http://www.archerexploration.com.au,,,"Environment: Basin evaporative, Group: Evaporite, Type: Marine evaporite magnesite",N
MineralDeposits.335420,Feature,Boundary Hill,150.4941,-24.1994,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Coal - black,335420,includes Kilburnie,150.4941,-24.1994,999.0,Cbl,Anglo Coal Australia Pty Ltd,http://www.anglocoal.com.au/,Callide Basin,,,N
MineralDeposits.335421,Feature,Boundary - Dingo Range,121.437,-27.3667,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,335421,,121.437,-27.3667,500.0,Au,Bullseye Mining Ltd,http://www.bullseyemining.com.au,"Yilgarn Craton, Eastern Goldfields Province",Archean,,N
MineralDeposits.335423,Feature,Mount Margaret (Including Marshall Pool),120.9861,-28.3119,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Nickel, Cobalt",335423,,120.9861,-28.3119,100.0,"Ni, Co",Glencore Plc,http://www.glencore.com/,"Yilgarn Craton, Eastern Goldfields Province",Cenozoic,,N
MineralDeposits.335424,Feature,Ridgeway,148.9759,-33.4353,DEPOSIT_LOCATION,Point,NSW,care and maintenance,"Copper, Gold, (Silver, Molybdenum, Arsenic)",335424,Cadia Valley,148.9759,-33.4353,500.0,"Cu, Au, (Ag, Mo, As)",Newcrest Mining Limited,http://www.newcrest.com.au/,"Lachlan Orogen, Lachlan Orogen, Cadia Porphyry Copper Gold Metallogenic Province",,"Environment: Magmatic hydrothermal, Group: Epithermal, Type: Low-sulfidation (LS) epithermal gold-silver",N
MineralDeposits.335430,Feature,Ellendale 9,124.8562,-17.562,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Diamond - undifferentiated, Diamond - industrial, Diamond - gem and cheap gem",335430,,124.8562,-17.562,50.0,"Dmd, Dmdi, Dmdg",Gem Diamonds Limited,http://www.gemdiamonds.com/,,,"Environment: Magmatic, Group: Kimberlite, Type: Kimberlite diamond",N
MineralDeposits.335431,Feature,Golf Bore,134.0194,-29.5815,DEPOSIT_LOCATION,Point,SA,mineral deposit,Gold,335431,,134.0194,-29.5815,999.0,Au,"Dominion Mining Ltd, Southern Gold Limited","http://www.dml.com.au, http://www.southerngold.com.au/",Gawler Craton,Proterozoic,,N
MineralDeposits.335432,Feature,Mindarie,140.2075,-34.795,DEPOSIT_LOCATION,Point,SA,operating mine,"Zircon, Rutile, Ilmenite, Leucoxene, Titanium",335432,Mercunda Project,140.2075,-34.795,999.0,"Zrn, Rt, Ilm, Leu, Ti",Murray Zircon Pty Ltd,https://murrayzircon.com.au/,Murray Basin,,"Environment: Erosional, Group: Placer, Type: Paleoplacer heavy mineral sands",N
MineralDeposits.335434,Feature,Orion,119.3189,-26.9296,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,335434,Gidgee Project,119.3189,-26.9296,500.0,Au,Horizon Gold Limited,http://www.horizongold.com.au,Yilgarn Craton,Archean,,N
MineralDeposits.335435,Feature,Eagle,119.4125,-27.2649,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335435,Gidgee Project,119.4125,-27.2649,500.0,Au,Horizon Gold Limited,http://www.horizongold.com.au,Yilgarn Craton,Archean,,N
MineralDeposits.335438,Feature,Black Cat - Dunnsville,120.91,-30.7065,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,335438,,120.91,-30.7065,250.0,Au,Ramelius Resources Limited,http://www.rameliusresources.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,,N
MineralDeposits.335440,Feature,Toedter,119.3451,-26.8221,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335440,Gidgee Project,119.3451,-26.8221,500.0,Au,"Horizon Gold Limited, Panoramic Resources Limited","http://www.horizongold.com.au, http://www.panoramicresources.com/",Yilgarn Craton,Archean,,N
MineralDeposits.335441,Feature,Anchor,122.345,-27.6719,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,335441,,122.345,-27.6719,100.0,Au,Regis Resources Limited,http://www.regisresources.com/,"Yilgarn Craton, Eastern Goldfields Province",Archean,,N
MineralDeposits.335444,Feature,Atric Zone,144.3528,-16.513,DEPOSIT_LOCATION,Point,QLD,mineral deposit,Gold,335444,,144.3528,-16.513,999.0,Au,Republic Gold Ltd.,http://www.republicgold.com.au,Mossman Orogen,Paleozoic,,N
MineralDeposits.335446,Feature,Raleigh - Kundana,121.2432,-30.7276,DEPOSIT_LOCATION,Point,WA,operating mine,Gold,335446,East Kundana JV,121.2432,-30.7276,500.0,Au,"Rand Mining Limited, Tribune Resources Limited, Northern Star Resources Limited","http://www.randmining.com.au/, http://www.tribune.com.au/, http://www.nsrltd.com/","Yilgarn Craton, Eastern Goldfields Province",Archean,,N
MineralDeposits.335447,Feature,British King,121.2437,-27.9404,DEPOSIT_LOCATION,Point,WA,care and maintenance,Gold,335447,,121.2437,-27.9404,999.0,Au,"Central Iron Ore Ltd, BK Gold Mines Pty Ltd","https://www.centralironorelimited.com/, https://www.bkgm.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.335448,Feature,Santa,122.2028,-31.0456,DEPOSIT_LOCATION,Point,WA,operating mine,Gold,335448,Randalls Project,122.2028,-31.0456,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.335449,Feature,Caustons,118.1393,-27.4568,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335449,Tuckabianna Project,118.1393,-27.4568,500.0,Au,Silver Lake Resources Limited,http://www.silverlakeresources.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.335451,Feature,Brockman-Hastings,127.785,-18.3195,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Rare earth oxides, (Zirconia, Niobium pentoxide, Yttrium oxide, Gallium, Hafnium oxide, Tantalum pentoxide, Hafnium, Niobium, Uranium, Tantalum, Yttrium, Zirconium, Rare earth elements, Zircon)",335451,Brockman,127.785,-18.3195,2000.0,"REO, (ZrO2, Nb2O5, Y2O3, Ga, HfO2, Ta2O5, Hf, Nb, U, Ta, Y, Zr, REE, Zrn)",Hastings Rare Metals Limited,http://www.hastingsraremetals.com,"Halls Creek Orogen, Lamboo Province",Paleoproterozoic,"Environment: Magmatic, Group: Peralkaline igneous, Type: Peralkaline igneous HFSE-REE",N
MineralDeposits.335452,Feature,Croydon,142.2315,-18.182,DEPOSIT_LOCATION,Point,QLD,historic mine,Gold,335452,,142.2315,-18.182,2000.0,Au,Chase Mining Corporation Limited,http://chasemining.com.au,"Croydon Gold Metallogenic Province, Croydon Igneous Province, Croydon Province, Georgetown Block",,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Epizonal orogenic gold",N
MineralDeposits.335453,Feature,East Kalkaroo,140.6756,-31.7409,DEPOSIT_LOCATION,Point,SA,mineral deposit,"Uranium, Uranium oxide",335453,Yarramba,140.6756,-31.7409,999.0,"U, U3O8",Boss Resources Ltd,http://bossresources.com.au/,Lake Eyre Basin,Cenozoic,,N
MineralDeposits.335454,Feature,Forest Reefs,149.0766,-33.4581,DEPOSIT_LOCATION,Point,NSW,historic mine,Gold,335454,,149.0766,-33.4581,1000.0,Au,Newcrest Mining Limited,http://www.newcrest.com.au/,"Lachlan Orogen, Lachlan Orogen, Hill End",,,N
MineralDeposits.335456,Feature,Kintyre,122.0722,-22.3374,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Uranium, (Uranium oxide)",335456,,122.0722,-22.3374,2000.0,"U, (U3O8)","CAMECO, Cameco Corporation","http://www.cameco.com/, http://www.cameco.com/australia/","Paterson Orogen, Rudall PGE (prospective) Metallogenic Province, Rudall Province",Proterozoic,"Environment: Basin hydrothermal, Group: Unconformity-related, Type: Unconformity-related uranium",N
MineralDeposits.335457,Feature,Mount Bischoff,145.5264,-41.4269,DEPOSIT_LOCATION,Point,TAS,care and maintenance,"Tin, Copper",335457,,145.5264,-41.4269,2000.0,"Sn, Cu","Metals X Limited, Yunnan Tin Group","http://en.ytc.cn, http://www.metalsx.com.au/","Delamerian Orogen, Dundas Trough",,"Environment: Magmatic hydrothermal, Group: Skarn, Type: Skarn tin ± copper ± Mo",N
MineralDeposits.335458,Feature,Starra,140.4744,-21.6784,DEPOSIT_LOCATION,Point,QLD,historic mine,"Copper, Gold",335458,Selwyn,140.4744,-21.6784,2000.0,"Cu, Au",Inova Resources,http://www.inovaresources.com/,"Mount Isa Orogen, Selwyn Metallogenic Province, Cloncurry-Selwyn Zone",Paleoproterozoic,"Environment: Regional metasomatic, Group: IOCG, Type: Magnetite-dominant IOCG",N
MineralDeposits.335459,Feature,Sherlock Bay,117.5406,-20.8112,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Nickel, (Cobalt, Copper)",335459,,117.5406,-20.8112,2000.0,"Ni, (Co, Cu)","Sherlock Investors Pty Ltd, Sabre Resources Ltd",https://www.sabresources.com/,"Pilbara Craton, Sherlock Bay Nickel Metallogenic Province",Archean,,N
MineralDeposits.335460,Feature,Wolfram Camp,144.9705,-17.083,DEPOSIT_LOCATION,Point,QLD,historic mine,"Molybdenum, (Tungsten trioxide (wolframite), Molybdenite, Bismuth, Tungsten)",335460,,144.9705,-17.083,2000.0,"Mo, (WO3, MoS2, Bi, W)",EQ Resources Limited,https://www.eqresources.com.au/site/content/,"Hodgkinson Province, North Queensland Igneous Province",,"Environment: Magmatic hydrothermal, Group: Greisen, Type: Greisen tin ± W-Mo",N
MineralDeposits.335462,Feature,Youanmi,118.8401,-28.6078,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335462,,118.8401,-28.6078,100.0,Au,Rox Resources Limited,http://www.roxresources.com.au/,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province, Southern Cross Domain (Youanmi Terrane)",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.335463,Feature,Jimblebar (BHP),120.1391,-23.3793,DEPOSIT_LOCATION,Point,WA,operating mine,"Iron ore, (Iron)",335463,"Ferro Gully, McCameys, McCameys Monster, Wheelarra Hill",120.1391,-23.3793,100.0,"FeOre, (Fe)",Itochu Corporation,http://www.itochu.co.jp/main/index_e.html,Hamersley Basin,Archean,"Environment: Basin chemical, Group: Iron formation, Type: Superior-type banded iron formation",N
MineralDeposits.335464,Feature,Devon,122.4482,-29.2847,DEPOSIT_LOCATION,Point,WA,care and maintenance,Gold,335464,"Linden, Olympic-Devon",122.4482,-29.2847,500.0,Au,Matsa Resources Limited,http://www.matsa.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,"Environment: unknown, Group: unknown, Type: unknown",N
MineralDeposits.335465,Feature,Willowdale,116.0618,-32.8451,DEPOSIT_LOCATION,Point,WA,operating mine,"Bauxite, Alumina",335465,,116.0618,-32.8451,2000.0,"Bx, Al2O3",Alcoa,http://www.alcoa.com.au,"Yilgarn Craton, Southwest Terrane, Western Gneiss Terrane",Cenozoic,"Environment: Supergene, Group: Laterite, Type: Bauxite",N
MineralDeposits.335466,Feature,Dianne Project,138.8179,-18.7956,DEPOSIT_LOCATION,Point,QLD,mineral deposit,"Copper, Silver",335466,,138.8179,-18.7956,999.0,"Cu, Ag",Revolver Resources Ltd,https://revolverresources.com.au/,Hodgkinson Province,,"Environment: Basin hydrothermal, Group: Sediment-hosted, Type: Siliciclastic-carbonate zinc-lead",N
MineralDeposits.335470,Feature,Walhalla-Wood's Point Goldfield,146.45,-37.947,DEPOSIT_LOCATION,Point,VIC,historic mine,Gold,335470,Walhalla Gold Project,146.45,-37.947,5000.0,Au,Orion Gold NL,http://www.oriongold.com.au/,"Lachlan Orogen, Lachlan Orogen, Walhalla-Wood's Point Gold Metallogenic Province",,,N
MineralDeposits.335472,Feature,Radio Hill,116.8648,-20.9825,DEPOSIT_LOCATION,Point,WA,care and maintenance,"Nickel, Copper, Cobalt, (Gold)",335472,,116.8648,-20.9825,100.0,"Ni, Cu, Co, (Au)",Artemis Resources Limited,http://www.artemisresources.com.au/,"Pilbara Craton, Radio Hill Nickel Metallogenic Province",Archean,"Environment: Magmatic, Group: Ultramafic and (or) mafic intrusion, Type: U-M intrusion nickel-copper-PGE",N
MineralDeposits.335473,Feature,Cowal,147.4067,-33.6369,DEPOSIT_LOCATION,Point,NSW,operating mine,"Gold, (Silver)",335473,"Endeavour 42, Lake Cowal",147.4067,-33.6369,500.0,"Au, (Ag)",Evolution Mining Limited,http://www.evolutionmining.com.au/,"Lachlan Orogen, Lachlan Orogen, Cadia Porphyry Copper Gold Metallogenic Province, Junee - Narromine Igneous Subprovince",,"Environment: Magmatic hydrothermal, Group: Epithermal, Type: Low-sulfidation (LS) epithermal gold-silver",N
MineralDeposits.335474,Feature,Callide,150.6222,-24.3109,DEPOSIT_LOCATION,Point,QLD,operating mine,Coal - black,335474,includes EPC188 & Boundary Hill,150.6222,-24.3109,50.0,Cbl,Batchfire Resources Pty Ltd,,Callide Basin,,,N
MineralDeposits.335587,Feature,Kingfisher,119.4272,-27.2856,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335587,Gidgee Project,119.4272,-27.2856,500.0,Au,"Horizon Gold Limited, Panoramic Resources Limited","http://www.horizongold.com.au, http://www.panoramicresources.com/","Yilgarn Craton, Bounty Gold Metallogenic Province, Murchison Domain",Archean,,N
MineralDeposits.335588,Feature,Bullen,121.7987,-32.1979,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335588,Norseman Project,121.7987,-32.1979,500.0,Au,Norseman Gold PLC,http://www.norsemangoldplc.com/,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province",Archean,,N
MineralDeposits.335590,Feature,Batman,132.101,-14.1387,DEPOSIT_LOCATION,Point,NT,mineral deposit,Gold,335590,Mt Todd,132.101,-14.1387,500.0,Au,Vista Gold Corporation,http://vistagold.com/,Pine Creek Orogen,,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold",N
MineralDeposits.335593,Feature,Transvaal (Mt Morgans),122.0766,-28.7495,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,335593,Mount Morgans Gold Project,122.0766,-28.7495,500.0,Au,"Dacian Gold Limited, Range River Gold Limited","http://daciangold.com.au/, http://www.rangerivergold.com.au/",Yilgarn Craton,Archean,,N
MineralDeposits.335595,Feature,Windarling,119.2645,-30.0122,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Iron ore, Iron",335595,"W1, W2, W3, W4, W5, Windarling Peak",119.2645,-30.0122,999.0,"FeOre, Fe",Cliffs Natural Resources,http://www.cliffsnaturalresources.com,Yilgarn Craton,,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic, Type: Algoma-type banded iron formation",N
MineralDeposits.335596,Feature,Westside,151.57,-32.9468,DEPOSIT_LOCATION,Point,NSW,historic mine,Coal - black,335596,,151.57,-32.9468,500.0,Cbl,"Marubeni Corporation, Xstrata plc","http://www.marubeni.com, http://www.xstrata.com/",Sydney Basin,,,N
MineralDeposits.335597,Feature,Baal Bone,150.05,-33.2669,DEPOSIT_LOCATION,Point,NSW,closed,Coal - black,335597,,150.05,-33.2669,500.0,Cbl,Glencore Plc,http://www.glencore.com/,Sydney Basin,,,N
MineralDeposits.335599,Feature,Duncan,148.1105,-41.5552,DEPOSIT_LOCATION,Point,TAS,historic mine,Coal - black,335599,Blackwood Mt Nicholas,148.1105,-41.5552,999.0,Cbl,Cornwall Coal Company NL,,Tasmania Basin,,,N
MineralDeposits.335601,Feature,Michaelangelo West,116.2812,-28.6868,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,335601,Gullewa Project,116.2812,-28.6868,500.0,Au,Doray Minerals Limited,http://www.dorayminerals.com.au/,Yilgarn Craton,Archean,,N
MineralDeposits.335602,Feature,Trojan,122.0453,-30.8969,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,335602,South Kalgoorlie Operations,122.0453,-30.8969,500.0,Au,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,,N
MineralDeposits.335604,Feature,Harry's Hill,122.5562,-31.0465,DEPOSIT_LOCATION,Point,WA,care and maintenance,Gold,335604,Aldiss Project,122.5562,-31.0465,500.0,Au,"Integra Mining Limited, Silver Lake Resources Limited","http://www.integramining.com.au, http://www.silverlakeresources.com.au/","Yilgarn Craton, Eastern Goldfields Province",Archean,,N
MineralDeposits.335605,Feature,Anna,139.3847,-34.429,DEPOSIT_LOCATION,Point,SA,mineral deposit,Coal - brown,335605,,139.3847,-34.429,999.0,Cbr,Anglo Coal Australia Pty Ltd,http://www.anglocoal.com.au/,Murray Basin,,,N
MineralDeposits.335609,Feature,Seagull,119.7376,-32.5543,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Nickel, (Cobalt)",335609,,119.7376,-32.5543,100.0,"Ni, (Co)",IGO Ltd,https://www.igo.com.au/site/content/,"Yilgarn Craton, Southern Cross Province",Archean,,N
MineralDeposits.335616,Feature,Goongarrie,121.1476,-30.0086,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Nickel, Cobalt, (Scandium, Iron, Alumina, Chromium, Manganese)",335616,,121.1476,-30.0086,999.0,"Ni, Co, (Sc, Fe, Al2O3, Cr, Mn)","Ardea Resources Limited, Heron Resources Limited","https://ardearesources.com.au/reports, https://www.heronresources.com.au/","Yilgarn Craton, Eastern Goldfields Province",Cenozoic,,N
MineralDeposits.335617,Feature,Magazine-Grants,118.485,-26.6122,DEPOSIT_LOCATION,Point,WA,historic mine,Gold,335617,Paddy's Flat Project,118.485,-26.6122,999.0,Au,"Westgold Resources Limited, Reed Resources Limited","http://www.westgold.com.au/, http://www.reedresources.com/",Yilgarn Craton,Archean,,N
MineralDeposits.335618,Feature,Mount Deans,121.7851,-32.3045,DEPOSIT_LOCATION,Point,WA,mineral deposit,"Tin, Tantalum pentoxide, Tantalum, Lithium, Niobium, Niobium pentoxide",335618,,121.7851,-32.3045,100.0,"Sn, Ta2O5, Ta, Li, Nb, Nb2O5",Aruma Resources Ltd,https://www.arumaresources.com/,Yilgarn Craton,,,N
MineralDeposits.335619,Feature,Gunga West,121.215,-30.9097,DEPOSIT_LOCATION,Point,WA,mineral deposit,Gold,335619,Coolgardie,121.215,-30.9097,100.0,Au,FMR Investments Pty Ltd,,Yilgarn Craton,,,N
MineralDeposits.335620,Feature,Mount Pleasant (MACH Energy Pty Limited),150.84,-32.2368,DEPOSIT_LOCATION,Point,NSW,operating mine,Coal - black,335620,,150.84,-32.2368,500.0,Cbl,"Mach Energy Pty Limited, Rio Tinto Limited","https://machenergyaustralia.com.au/, http://www.riotinto.com.au/",Sydney Basin,,,N
