Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
1196 HK Equity,REALORD GROUP HO,HK,Common Stock,3.49B,83.26M,3.95B,186,Waste and Disposal Services,Waste and Disposal Services,Trading Companies & Distributors,Trading Companies & Distributors,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
600667 CH Equity,WUXI TAIJI IND-A,CN,Common Stock,3.27B,7.41B,7.21B,--,Construction and Materials,Engineering and Contracting Services,Semiconductors & Semiconductor Equipment,Semiconductors,Engineering & Construction,Engineering Services,--,--
688631 CH Equity,NANJING LES IN-A,CN,Common Stock,3.24B,339.25M,841.93M,--,Software and Computer Services,Computer Services,Aerospace & Defense,Aerospace & Defense,Engineering & Construction,Engineering Services,Ind & Traffic Engineering Svcs,--
1961 JP Equity,SANKI ENGINEERIN,JP,Common Stock,2.82B,2.55B,2.15B,--,Construction and Materials,Building: Climate Control,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
AFRY SS Equity,AFRY AB,SE,Common Stock,2.81B,3.90B,4.13B,18k,Construction and Materials,Engineering and Contracting Services,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,--,--
301632 CH Equity,GUANGDONG PROV-A,CN,Common Stock,2.77B,252.33M,617.26M,2k,Industrial Support Services,Professional Business Support Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
2068 HK Equity,CHALIECO-H,CN,Common Stock,2.77B,5.06B,9.12B,11k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
6691 TT Equity,YANKEY,TW,Common Stock,2.71B,717.55M,773.75M,852,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
6196 TT Equity,MARKETECH INTL,TW,Common Stock,2.64B,2.87B,2.30B,--,Technology Hardware and Equipment,Production Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,Engineering & Construction,Engineering Services,Ind & Traffic Engineering Svcs,--
300815 CH Equity,EIT ENVIRONMEN-A,CN,Common Stock,2.58B,1.52B,2.02B,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
FRCB MK Equity,FRONTKEN CORP,MY,Common Stock,2.47B,188.91M,357.32M,--,Industrial Support Services,Professional Business Support Services,Commercial Services & Supplies,Diversified Support Services,Engineering & Construction,Engineering Services,--,--
300284 CH Equity,JSTI GROUP-A,CN,Common Stock,2.41B,996.54M,3.56B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
NORCO NO Equity,NORCONSULT AS,NO,Common Stock,2.37B,1.47B,1.01B,7k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
CYL IN Equity,CYIENT LTD,IN,Common Stock,2.28B,1.34B,1.44B,12k,Software and Computer Services,Computer Services,IT Services,IT Consulting & Other Services,Engineering & Construction,Engineering Services,--,--
1820 JP Equity,NISHIMATSU CONST,JP,Common Stock,2.27B,3.69B,6.33B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Construction Engineering Svcs,--
MND AU Equity,MONADELPHOUS GRP,AU,Common Stock,2.19B,2.15B,1.01B,7k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
603588 CH Equity,BEIJING GEOENV-A,CN,Common Stock,2.14B,3.06B,6.04B,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
DAR LN Equity,DAR GLOBAL PLC,GB,Common Stock,2.14B,364.50M,2.33B,258,Real Estate Investment and Services,Real Estate Holding and Development,Real Estate Management & Development,Real Estate Development,Engineering & Construction,Engineering Services,--,--
603227 CH Equity,XINJIANG XUEFE-A,CN,Common Stock,2.13B,1.29B,1.75B,--,Chemicals,Specialty Chemicals,Chemicals,Commodity Chemicals,Engineering & Construction,Engineering Services,--,--
600292 CH Equity,SPIC YUANDA EN-A,CN,Common Stock,2.06B,995.18M,2.10B,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
ENGR IN Equity,ENGINEERS INDIA,IN,Common Stock,2.01B,560.31M,986.35M,3k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
000928 CH Equity,SINOSTEEL ENGI-A,CN,Common Stock,1.91B,3.72B,6.09B,--,Industrial Metals and Mining,General Mining,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Ind & Traffic Engineering Svcs,--
1885 JP Equity,TOA CORP,JP,Common Stock,1.91B,3.33B,3.20B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Construction Engineering Svcs,--
603929 CH Equity,L&K ENGINEERIN-A,CN,Common Stock,1.83B,1.13B,894.77M,741,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
300203 CH Equity,FOCUSED PHOTON-A,CN,Common Stock,1.82B,761.52M,2.08B,--,Electronic and Electrical Equipment,Electronic Equipment: Pollution Control,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
002059 CH Equity,YUNNAN TOURISM-A,CN,Common Stock,1.74B,117.39M,721.68M,--,Travel and Leisure,Travel and Tourism,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",Engineering & Construction,Engineering Services,Architectural Services,--
600502 CH Equity,ANHUI CONST-A,CN,Common Stock,1.68B,20.34B,44.74B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Architectural Services,--
603257 CH Equity,CHINA NERIN EN-A,CN,Common Stock,1.68B,521.70M,1.15B,2k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
HANGJI CY Equity,HANGJI GLOBAL,VG,Common Stock,1.64B,218.91M,341.94M,--,General Industrials,Diversified Industrials,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,--,--
GDWN LN Equity,GOODWIN PLC,GB,Common Stock,1.62B,433.06M,596.64M,1k,General Industrials,Diversified Industrials,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Engineering Services,--,--
1926 JP Equity,RAITO KOGYO,JP,Common Stock,1.54B,1.22B,1.31B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
MEG US Equity,MONTROSE ENVIRON,US,Common Stock,1.53B,1.06B,1.60B,--,Industrial Support Services,Professional Business Support Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
300355 CH Equity,M-GRASS ECOLOG-A,CN,Common Stock,1.52B,452.14M,3.43B,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
002542 CH Equity,CHINA ZHONGHUA-A,CN,Common Stock,1.45B,322.45M,1.34B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
301038 CH Equity,SHENZHEN WATER-A,CN,Common Stock,1.45B,180.12M,437.00M,--,Construction and Materials,Engineering and Contracting Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Architectural Services,--
1946 JP Equity,TOENEC CORP,JP,Common Stock,1.40B,2.73B,3.32B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
002973 CH Equity,QIAOYIN CITY M-A,CN,Common Stock,1.37B,824.91M,1.83B,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
605598 CH Equity,SHANGHAI GEOHA-A,CN,Common Stock,1.32B,273.26M,517.41M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
003013 CH Equity,GUANGZHOU METR-A,CN,Common Stock,1.31B,579.10M,1.36B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
AXET IN Equity,AXISCADES TECHNO,IN,Common Stock,1.29B,187.05M,211.14M,2k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Ind & Traffic Engineering Svcs,--
002469 CH Equity,SHANDONG SUNWA-A,CN,Common Stock,1.23B,538.28M,803.31M,--,Chemicals,Specialty Chemicals,Energy Equipment & Services,Oil & Gas Equipment & Services,Engineering & Construction,Engineering Services,--,--
301058 CH Equity,COFCO TECHNOLO-A,CN,Common Stock,1.20B,558.89M,1.08B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
TEA AU Equity,TASMEA LTD,AU,Common Stock,1.20B,547.91M,493.56M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
300384 CH Equity,BEIJING SANLIA-A,CN,Common Stock,1.14B,226.33M,799.28M,--,Industrial Engineering,Machinery: Industrial,Commercial Services & Supplies,Diversified Support Services,Engineering & Construction,Engineering Services,--,--
603018 CH Equity,CHINA DESIGN G-A,CN,Common Stock,1.13B,933.16M,2.88B,--,Construction and Materials,Engineering and Contracting Services,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,Construction Engineering Svcs,--
BWMN US Equity,BOWMAN CONSULTIN,US,Common Stock,1.12B,646.95M,817.92M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
1982 JP Equity,HIBIYA ENGINEER,JP,Common Stock,1.10B,904.14M,1.07B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
RMON IT Equity,OG RIMON CONSULT,IL,Common Stock,1.09B,373.46M,690.25M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
300021 CH Equity,DAYU IRRIGATIO-A,CN,Common Stock,1.08B,922.77M,2.07B,--,Waste and Disposal Services,Waste and Disposal Services,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
000711 CH Equity,KINGLAND TECHN-A,CN,Common Stock,1.07B,79.63M,278.34M,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
920019 CH Equity,TONGGUAN MINES-A,CN,Common Stock,1.05B,294.08M,374.96M,3k,--,--,--,--,Engineering & Construction,Engineering Services,--,--
300237 CH Equity,SHANDONG MEICH-A,CN,Common Stock,1.04B,374.90M,1.22B,--,Automobiles and Parts,Auto Parts,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Architectural Services,--
603955 CH Equity,DAQIAN ECOLOGY-A,CN,Common Stock,1.04B,24.17M,562.23M,--,Construction and Materials,Engineering and Contracting Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Architectural Services,--
873806 CH Equity,BEIJING YUNXIN-A,CN,Common Stock,960.21M,484.05M,801.71M,967,--,--,--,--,Engineering & Construction,Engineering Services,Ind & Traffic Engineering Svcs,--
WAGA FP Equity,WAGA ENERGY SA,FR,Common Stock,958.12M,91.30M,493.63M,241,Alternative Energy,Alternative Fuels,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,Engineering & Construction,Engineering Services,--,--
300844 CH Equity,GUANGZHOU S.P-A,CN,Common Stock,943.06M,96.78M,208.82M,--,Construction and Materials,Engineering and Contracting Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,--,--
DIG VN Equity,DEVELOPMENT INVE,VN,Common Stock,921.33M,78.76M,1.18B,2k,Real Estate Investment and Services,Real Estate Holding and Development,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
603163 CH Equity,ACTER TECHNOLO-A,CN,Common Stock,914.62M,423.10M,432.48M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
603315 CH Equity,LIAONING FU-AN-A,CN,Common Stock,911.15M,260.74M,632.81M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Engineering & Construction,Engineering Services,--,--
603359 CH Equity,DONGZHU ECOLOG-A,CN,Common Stock,907.43M,79.22M,1.53B,--,Construction and Materials,Engineering and Contracting Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Architectural Services,--
688480 CH Equity,SCIENCE ENVIRO-A,CN,Common Stock,903.55M,195.39M,404.49M,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
003001 CH Equity,ZHONGYAN TECHN-A,CN,Common Stock,902.36M,166.06M,424.20M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
300266 CH Equity,XINGYUAN ENVRI-A,CN,Common Stock,900.21M,221.51M,2.13B,--,Waste and Disposal Services,Waste and Disposal Services,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
000779 CH Equity,GANSU ENGINEER-A,CN,Common Stock,899.99M,416.65M,1.22B,--,Construction and Materials,Engineering and Contracting Services,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,--,--
9621 JP Equity,CTI ENGINEERING,JP,Common Stock,865.90M,978.54M,900.97M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Architectural Services,--
300664 CH Equity,PENYAO ENVIRON-A,CN,Common Stock,852.13M,402.45M,1.79B,--,"Gas, Water and Multi-utilities",Water,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
8132 JP Equity,SINANEN HOLDINGS,JP,Common Stock,841.58M,3.19B,1.13B,--,"Oil, Gas and Coal",Oil Refining and Marketing,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
301068 CH Equity,HANGZHOU DADI -A,CN,Common Stock,831.97M,199.53M,299.63M,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
7752 TT Equity,CENTURY HUAXIN W,TW,Common Stock,818.19M,36.94M,409.06M,--,--,--,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
300774 CH Equity,BGT GROUP CO L-A,CN,Common Stock,815.81M,219.27M,522.81M,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
GESAN TI Equity,GIRISIM ELEKTRIK,TR,Common Stock,813.73M,701.95M,989.99M,2k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
300983 CH Equity,SHANGHAI URBAN-A,CN,Common Stock,811.58M,45.09M,663.41M,--,Construction and Materials,Engineering and Contracting Services,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,--,--
002663 CH Equity,PUBANG LANDSCA-A,CN,Common Stock,774.52M,419.07M,1.09B,--,Construction and Materials,Engineering and Contracting Services,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,Architectural Services,--
9930 HK Equity,HORIZON CONSTRUC,CN,Common Stock,766.86M,2.44B,8.07B,4k,Industrial Transportation,Commercial Vehicle-Equipment Leasing,Trading Companies & Distributors,Trading Companies & Distributors,Engineering & Construction,Engineering Services,--,--
300989 CH Equity,LAY-OUT PLANNI-A,CN,Common Stock,765.23M,67.18M,270.22M,--,Construction and Materials,Engineering and Contracting Services,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,--,--
300190 CH Equity,WELLE ENVIRON-A,CN,Common Stock,763.24M,431.51M,1.69B,--,Waste and Disposal Services,Waste and Disposal Services,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
836208 CH Equity,GREETEC CO LTD-A,CN,Common Stock,762.38M,202.05M,344.47M,2k,--,--,--,--,Engineering & Construction,Engineering Services,--,--
MULTI NO Equity,MULTICONSULT ASA,NO,Common Stock,759.68M,895.30M,535.31M,4k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
9755 JP Equity,OYO CORP,JP,Common Stock,747.15M,742.19M,1.10B,--,Construction and Materials,Engineering and Contracting Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,--,--
603628 CH Equity,CLENERGY TECHN-A,CN,Common Stock,744.71M,404.42M,676.06M,--,Alternative Energy,Renewable Energy Equipment,Electrical Equipment,Electrical Components & Equipment,Engineering & Construction,Engineering Services,--,--
MCDIF US Equity,MCDERMOTT INTERN,US,Common Stock,732.58M,--,--,--,"Oil, Gas and Coal",Oil Equipment and Services,--,--,Engineering & Construction,Engineering Services,--,--
CC1 VN Equity,CONSTRUCTION COR,VN,Common Stock,731.14M,615.12M,1.06B,1k,--,--,--,--,Engineering & Construction,Engineering Services,--,--
688509 CH Equity,ZHENGYUAN GEOM-A,CN,Common Stock,728.20M,139.31M,761.89M,--,Software and Computer Services,Computer Services,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,--,--
603843 CH Equity,ZHENGPING ROAD-A,CN,Common Stock,727.22M,287.01M,1.62B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Construction Engineering Svcs,--
300692 CH Equity,ANHUI ZHONGHUA-A,CN,Common Stock,718.84M,201.77M,1.52B,--,"Gas, Water and Multi-utilities",Water,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Construction Engineering Svcs,--
000826 CH Equity,TUS ENVIRONMEN-A,CN,Common Stock,698.28M,1.11B,4.59B,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
CVL AU Equity,CIVMEC LTD,AU,Common Stock,694.14M,810.59M,911.90M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
001230 CH Equity,JINGLV ENVIRON-A,CN,Common Stock,691.82M,324.30M,701.42M,--,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,--
300746 CH Equity,HANJIA DESIGN -A,CN,Common Stock,690.94M,222.83M,846.34M,--,Construction and Materials,Engineering and Contracting Services,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,Architectural Services,--
002949 CH Equity,SHENZHEN CAPOL-A,CN,Common Stock,689.41M,245.92M,678.32M,--,Construction and Materials,Engineering and Contracting Services,Professional Services,Research & Consulting Services,Engineering & Construction,Engineering Services,Architectural Services,--
300732 CH Equity,HENAN ZHONGGO-A,CN,Common Stock,683.53M,316.26M,1.44B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Construction Engineering Svcs,--
1799 JP Equity,DAIICHI KENSETSU,JP,Common Stock,678.01M,584.12M,897.27M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Construction Engineering Svcs,--
301136 CH Equity,FUJIAN TENDERI-A,CN,Common Stock,658.29M,126.65M,464.27M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
CYIENTDL IN Equity,CYIENT DLM LTD,IN,Common Stock,652.92M,275.77M,317.31M,741,Technology Hardware and Equipment,Electronic Components,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,Engineering & Construction,Engineering Services,--,--
836892 CH Equity,GUANGDONG GUANGZ,CN,Common Stock,648.05M,118.19M,188.86M,1k,--,--,--,--,Engineering & Construction,Engineering Services,--,--
603637 CH Equity,ZHENHAI PETROC-A,CN,Common Stock,647.70M,109.07M,305.66M,--,"Oil, Gas and Coal",Oil Equipment and Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Architectural Services,--
603316 CH Equity,ZHEJIANG CHENG-A,CN,Common Stock,647.31M,73.31M,604.46M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Architectural Services,--
TSSI US Equity,TSS INC,US,Common Stock,645.00M,224.68M,156.13M,--,Industrial Support Services,Professional Business Support Services,IT Services,IT Consulting & Other Services,Engineering & Construction,Engineering Services,--,--
603959 CH Equity,HUNAN BAILI EN-A,CN,Common Stock,642.27M,256.43M,624.10M,--,Electronic and Electrical Equipment,Electrical Components,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,--,--
