Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
2899 HK Equity,ZIJIN MINING-H,CN,Common Stock,143.69B,63.99B,87.85B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
NEM US Equity,NEWMONT CORP,US,Common Stock,136.09B,28.33B,91.11B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AEM CN Equity,AGNICO EAGLE MIN,CA,Common Stock,122.90B,12.57B,48.48B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ABX CN Equity,BARRICK MINING C,CA,Common Stock,85.51B,19.60B,77.00B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
WPM CN Equity,WHEATON PRECIOUS,CA,Common Stock,74.06B,1.95B,12.00B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
FNV CN Equity,FRANCO-NEVADA CO,CA,Common Stock,62.54B,1.69B,10.24B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AAL LN Equity,ANGLO AMER PLC,GB,Common Stock,61.21B,41.39B,104.88B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Platinum Group,--
GFI SJ Equity,GOLD FIELDS LTD,ZA,Common Stock,54.14B,7.89B,16.40B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AU US Equity,ANGLOGOLD ASHANT,GB,Common Stock,51.90B,8.79B,21.27B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AMMN IJ Equity,AMMAN MINERAL IN,ID,Common Stock,50.65B,4.04B,17.98B,6k,Precious Metals and Mining,Gold Mining,Metals & Mining,Copper,Metals & Mining,Precious Metals,Gold,--
K CN Equity,KINROSS GOLD,CA,Common Stock,43.17B,7.81B,17.57B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
600547 CH Equity,SHANDONG GOLD-A,CN,Common Stock,35.03B,17.39B,35.66B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
FRES LN Equity,FRESNILLO PLC,MX,Common Stock,34.28B,5.30B,9.51B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Silver,Metals & Mining,Precious Metals,--,--
NST AU Equity,NORTHERN STAR RE,AU,Common Stock,29.62B,6.41B,20.43B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
VAL SJ Equity,VALTERRA PLATINU,ZA,Common Stock,24.17B,9.02B,14.62B,28k,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,Platinum Group,--
PE&OLES* MM Equity,INDUSTRIAS PENOL,MX,Common Stock,24.16B,10.09B,16.60B,15k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,--,--
PAAS CN Equity,PAN AMER SILVER,CA,Common Stock,23.33B,4.28B,11.65B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
LUG CN Equity,LUNDIN GOLD INC,CA,Common Stock,23.04B,1.81B,2.47B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AGI CN Equity,ALAMOS GOLD INC,CA,Common Stock,20.58B,2.04B,8.63B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
1818 HK Equity,ZHAOJIN MINING-H,CN,Common Stock,19.36B,2.43B,11.87B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
EVN AU Equity,EVOLUTION MINING,AU,Common Stock,19.13B,4.35B,9.64B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
RGLD US Equity,ROYAL GOLD INC,US,Common Stock,19.13B,1.09B,5.48B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
600489 CH Equity,ZHONGJIN GOLD-A,CN,Common Stock,18.85B,13.82B,12.32B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
CDE US Equity,COEUR MINING INC,US,Common Stock,16.97B,1.60B,3.72B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
HAR SJ Equity,HARMONY GOLD MNG,ZA,Common Stock,15.56B,6.28B,6.65B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
IMP SJ Equity,IMPALA PLATINUM,ZA,Common Stock,15.38B,7.27B,11.66B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,Platinum Group,--
EDV CN Equity,ENDEAVOUR MINING,GB,Common Stock,14.29B,4.06B,8.91B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
EQX CN Equity,EQUINOX GOLD COR,CA,Common Stock,12.38B,2.30B,10.85B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
MNG MC Equity,MANAGEM,MA,Common Stock,12.35B,1.35B,4.82B,141,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
000975 CH Equity,SHANJIN INTERN-A,CN,Common Stock,11.98B,2.86B,4.03B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,--,--
600988 CH Equity,CHIFENG JILONG-A,CN,Common Stock,11.45B,1.90B,4.50B,7k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
HL US Equity,HECLA MINING CO,US,Common Stock,11.13B,1.41B,4.82B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,--,--
OR CN Equity,OR ROYALTIES INC,CA,Common Stock,10.63B,289.92M,2.23B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
2099 HK Equity,CHINA GOLD INTER,CA,Common Stock,10.30B,1.15B,4.75B,2k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
SSW SJ Equity,SIBANYE STILLWAT,ZA,Common Stock,10.07B,9.28B,11.81B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,Platinum Group,--
IMG CN Equity,IAMGOLD CORP,CA,Common Stock,9.84B,2.48B,8.69B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
BTO CN Equity,B2GOLD CORP,CA,Common Stock,9.04B,2.88B,7.78B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
TFPM CN Equity,TRIPLE FLAG,CA,Common Stock,8.85B,407.97M,2.86B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
ELD CN Equity,ELDORADO GOLD,CA,Common Stock,8.60B,2.01B,9.44B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
NPH SJ Equity,NORTHAM PLATINUM,ZA,Common Stock,8.34B,2.80B,4.99B,23k,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,Platinum Group,--
ARTG CN Equity,ARTEMIS GOLD INC,CA,Common Stock,8.26B,0,1.92B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
NGD CN Equity,NEW GOLD INC,CA,Common Stock,7.91B,1.40B,3.24B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AG CN Equity,FIRST MAJESTIC S,CA,Common Stock,7.87B,850.24M,3.20B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,Silver,--
ANTM IJ Equity,ANEKA TAMBANG TB,ID,Common Stock,7.54B,6.62B,4.43B,4k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
DPM CN Equity,DPM METALS INC,CA,Common Stock,7.46B,920.60M,2.30B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
002155 CH Equity,HUNAN GOLD COR-A,CN,Common Stock,7.09B,5.87B,1.82B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
SSRM CN Equity,SSR MINING INC,US,Common Stock,7.03B,1.51B,8.39B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
OGC CN Equity,OCEANAGOLD CORP,CA,Common Stock,7.03B,1.96B,4.02B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
RMS AU Equity,RAMELIUS RESOURC,AU,Common Stock,6.72B,1.20B,2.39B,250,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
GMIN CN Equity,G MINING VENTURE,CA,Common Stock,6.35B,220.30M,2.38B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
PRU AU Equity,PERSEUS MINING,AU,Common Stock,5.81B,1.93B,3.77B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
GMD AU Equity,GENESIS MINERALS,AU,Common Stock,5.71B,920.14M,1.80B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
601069 CH Equity,WESTERN REGION-A,CN,Common Stock,5.50B,1.48B,1.69B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SSL CN Equity,SANDSTORM GOLD,CA,Common Stock,5.32B,267.36M,2.99B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
MDKA IJ Equity,MERDEKA COPPER G,ID,Common Stock,5.30B,3.40B,8.47B,9k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
TXG CN Equity,TOREX GOLD RESOU,CA,Common Stock,5.23B,1.24B,2.40B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
OLA CN Equity,ORLA MINING LTD,CA,Common Stock,5.17B,521.61M,967.42M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
CMM AU Equity,CAPRICORN METALS,AU,Common Stock,4.99B,505.89M,1.04B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
NG CN Equity,NOVAGOLD RES,CA,Common Stock,4.62B,0,168.28M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
VAU AU Equity,VAULT MINERALS L,AU,Common Stock,4.49B,1.43B,2.44B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
GGP AU Equity,GREATLAND RESOUR,AU,Common Stock,4.29B,957.37M,2.12B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
KNT CN Equity,K92 MINING,CA,Common Stock,4.23B,531.77M,1.02B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
RRL AU Equity,REGIS RESOURCES,AU,Common Stock,4.16B,1.65B,2.28B,432,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
DSV CN Equity,DISCOVERY SILVER,CA,Common Stock,4.16B,0,138.07M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Silver,Metals & Mining,Precious Metals,Silver,--
3330 HK Equity,LINGBAO GOLD-H,CN,Common Stock,4.13B,2.50B,1.60B,4k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ORA CN Equity,AURA MINERALS,US,Common Stock,3.99B,901.14M,1.75B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
FVI CN Equity,FORTUNA MINING C,CA,Common Stock,3.80B,1.61B,3.42B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
PODERC1 PE Equity,COMPANIA MINERA,PE,Common Stock,3.78B,1.06B,1.09B,790,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
WGX AU Equity,WESTGOLD RESOURC,AU,Common Stock,3.75B,1.36B,3.21B,2k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
GOR AU Equity,GOLD ROAD RESOUR,AU,Common Stock,3.70B,527.96M,1.54B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
002716 CH Equity,HUNAN SILVE-A,CN,Common Stock,3.69B,1.75B,1.22B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Silver,--
PAF LN Equity,PAN AFRICAN RESO,ZA,Common Stock,3.53B,834.45M,1.53B,2k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
WAF AU Equity,WEST AFRICAN RES,AU,Common Stock,3.47B,724.50M,1.97B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
002237 CH Equity,SHANDONG HUMON-A,CN,Common Stock,3.33B,15.97B,5.48B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
DRD SJ Equity,DRDGOLD LTD,ZA,Common Stock,3.32B,669.99M,1.05B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
HOC LN Equity,HOCHSCHILD MININ,PE,Common Stock,3.30B,1.44B,2.67B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
WDO CN Equity,WESDOME GOLD MIN,CA,Common Stock,3.19B,617.89M,838.92M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SEA CN Equity,SEABRIDGE GOLD,CA,Common Stock,3.12B,0,1.63B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SKE CN Equity,SKEENA RESOURCES,CA,Common Stock,3.10B,0,308.30M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ARIS CN Equity,ARIS MINING CORP,CA,Common Stock,3.01B,774.41M,3.22B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
PPTA CN Equity,PERPETUA RESOURC,US,Common Stock,2.98B,0,190.15M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
EDR CN Equity,ENDEAVOUR SILVER,CA,Common Stock,2.98B,330.08M,1.16B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,--,--
000603 CH Equity,SHENGDA RESOUR-A,CN,Common Stock,2.98B,424.26M,1.46B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Silver,--
CG CN Equity,CENTERRA GOLD IN,CA,Common Stock,2.95B,1.84B,3.66B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
KOZAL TI Equity,KOZA ALTIN,TR,Common Stock,2.94B,403.77M,1.73B,2k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
EMR AU Equity,EMERALD RESOURCE,AU,Common Stock,2.86B,430.41M,756.12M,328,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AAUC CN Equity,ALLIED GOLD CORP,CA,Common Stock,2.75B,1.11B,2.13B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
MAU CN Equity,MONTAGE GOLD COR,CA,Common Stock,2.59B,--,413.92M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AYA CN Equity,AYA GOLD & SILVE,CA,Common Stock,2.48B,59.33M,646.90M,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,Silver,--
001337 CH Equity,SICHUAN GO-A,CN,Common Stock,2.37B,134.84M,443.75M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
PNR AU Equity,PANTORO GOLD LTD,AU,Common Stock,2.09B,229.43M,560.88M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
VZLA CN Equity,VIZSLA SILVER CO,CA,Common Stock,2.05B,0,469.84M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Silver,--
CYL AU Equity,CATALYST METALS,AU,Common Stock,2.05B,361.41M,651.93M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ARCI IJ Equity,ARCHI INDONESIA,ID,Common Stock,2.00B,436.22M,1.40B,658,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
OBM AU Equity,ORA BANDA MINING,AU,Common Stock,1.91B,404.29M,444.42M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SGD CN Equity,SNOWLINE GOLD CO,CA,Common Stock,1.90B,--,77.60M,--,--,--,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SXGC CN Equity,SOUTHERN CROSS G,CA,Common Stock,1.90B,0,277.37M,23,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
000506 CH Equity,ZHAOJIN INTERN-A,CN,Common Stock,1.89B,70.22M,558.79M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
340 HK Equity,TONGGUAN GOLD GR,HK,Common Stock,1.87B,311.94M,956.16M,575,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
RSG AU Equity,RESOLUTE MINING,AU,Common Stock,1.79B,1.21B,1.33B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SVM CN Equity,SILVERCORP METAL,CA,Common Stock,1.75B,458.60M,1.82B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,Silver,--
ZIM AU Equity,ZIMPLATS HOLDING,GG,Common Stock,1.74B,1.28B,3.99B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,Platinum Group,--
CNL CN Equity,COLLECTIVE MININ,CA,Common Stock,1.71B,0,68.81M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
RUP CN Equity,RUPERT RESOURCES,CA,Common Stock,1.52B,0,202.11M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
APX PM Equity,APEX MINING,PH,Common Stock,1.48B,400.89M,891.58M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
BGL AU Equity,BELLEVUE GOLD LT,AU,Common Stock,1.48B,394.97M,1.25B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ALK AU Equity,ALKANE RESOURCES,AU,Common Stock,1.45B,262.36M,519.38M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
WA1 AU Equity,WA1 RESOURCES LT,AU,Common Stock,1.38B,--,75.47M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,--,--
OGP PM Equity,OCEANAGOLD PHILI,PH,Common Stock,1.38B,520.15M,1.13B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
MINEROS CB Equity,MINEROS SA,CO,Common Stock,1.29B,820.83M,941.79M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
PSAB IJ Equity,J RESOURCES ASIA,ID,Common Stock,1.26B,357.95M,1.40B,708,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
DVP AU Equity,DEVELOP GLOBAL L,AU,Common Stock,1.24B,147.23M,471.23M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
USA CN Equity,AMERICAS GOLD AN,CA,Common Stock,1.23B,151.95M,311.46M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Silver,--
MUX US Equity,MCEWEN INC,CA,Common Stock,1.19B,264.62M,1.07B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
IAU CN Equity,I-80 GOLD CORP,CA,Common Stock,1.16B,76.34M,1.06B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
APM CN Equity,ANDEAN PRECIOUS,CA,Common Stock,1.11B,385.25M,509.45M,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,Silver,--
PX PM Equity,PHILEX MINING CO,PH,Common Stock,1.09B,216.64M,1.48B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
DTR AU Equity,DATELINE RESOURC,AU,Common Stock,1.08B,0,10.03M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
ASE CN Equity,ASANTE GOLD CORP,CA,Common Stock,1.08B,699.88M,1.15B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ASM CN Equity,AVINO SILVER,CA,Common Stock,1.06B,100.37M,240.44M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,--,--
GGD CN Equity,GOGOLD RESOURCES,CA,Common Stock,1.06B,55.38M,450.26M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Silver,Metals & Mining,Precious Metals,Gold,--
PDI AU Equity,PREDICTIVE DISCO,AU,Common Stock,1.01B,0,231.32M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SOLG LN Equity,SOLGOLD PLC,AU,Common Stock,1.01B,0,695.00M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Copper,Metals & Mining,Precious Metals,Gold,--
CMCL US Equity,CALEDONIA MINING,ZA,Common Stock,974.70M,277.58M,563.24M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
ABRA CN Equity,ABRASILVER RESOU,CA,Common Stock,970.60M,0,44.58M,--,"Oil, Gas and Coal",Oil: Crude Producers,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,--,--
GAU CN Equity,GALIANO GOLD INC,CA,Common Stock,969.89M,350.86M,808.98M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
FVL CN Equity,FREEGOLD VENTURE,CA,Common Stock,937.21M,0,166.99M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
GTWO CN Equity,G2 GOLDFIELDS IN,CA,Common Stock,936.66M,695.74k,118.61M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
RML CN Equity,RUSORO MINING LT,CA,Common Stock,933.64M,0,1.26M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SCZ CN Equity,SANTACRUZ SILVER,CA,Common Stock,931.65M,429.19M,604.73M,--,"Oil, Gas and Coal",Oil: Crude Producers,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Silver,--
RBX CN Equity,ROBEX RESOURCES,CA,Common Stock,909.68M,175.33M,449.27M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ORE CN Equity,OREZONE GOLD COR,CA,Common Stock,881.48M,430.00M,725.27M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
BC8 AU Equity,BLACK CAT SYNDIC,AU,Common Stock,869.05M,0,157.80M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
THX CN Equity,THOR EXPLORATION,CA,Common Stock,862.62M,292.91M,451.21M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
ODV CN Equity,OSISKO DEVELOPME,CA,Common Stock,853.76M,5.05M,962.79M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
MTA CN Equity,METALLA ROYALTY,CA,Common Stock,821.80M,8.92M,434.40M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,--,--
DC US Equity,DAKOTA GOLD CORP,US,Common Stock,812.45M,0,154.17M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
RIO CN Equity,RIO2 LTD/NEW,CA,Common Stock,808.78M,0,281.01M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
ATX CN Equity,ATEX RESOURCES I,CA,Common Stock,793.76M,0,10.52M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
