Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
1986986D LN Equity,BHP GROUP UK LTD,AU,Common Stock,285.05B,84.93B,153.37B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
BHP AU Equity,BHP GROUP LTD,AU,Common Stock,201.33B,79.21B,165.51B,91k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
1088 HK Equity,CHINA SHENHUA-H,CN,Common Stock,160.93B,71.31B,147.97B,90k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
RIO AU Equity,RIO TINTO LTD,AU,Common Stock,160.22B,81.38B,166.19B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
RIO LN Equity,RIO TINTO PLC,GB,Common Stock,160.22B,81.38B,166.19B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
DSSA IJ Equity,DIAN SWASTATIKA,ID,Common Stock,80.04B,4.58B,5.97B,2k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
VALE3 BZ Equity,VALE SA,BR,Common Stock,74.90B,58.19B,130.04B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
FMG AU Equity,FORTESCUE LTD,AU,Common Stock,57.64B,24.01B,46.42B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
3993 HK Equity,CMOC-H,CN,Common Stock,56.11B,44.89B,37.71B,12k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
BYAN IJ Equity,BAYAN RESOURCES,ID,Common Stock,55.36B,5.23B,5.69B,4k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
8053 JP Equity,SUMITOMO CORP,JP,Common Stock,54.21B,73.43B,124.33B,--,Industrial Support Services,Industrial Suppliers,Trading Companies & Distributors,Trading Companies & Distributors,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
ADE IN Equity,ADANI ENTERPRISE,IN,Common Stock,50.14B,17.73B,37.12B,3k,General Industrials,Diversified Industrials,Trading Companies & Distributors,Trading Companies & Distributors,Metals & Mining,Coal Mining,--,--
8015 JP Equity,TOYOTA TSUSHO,JP,Common Stock,44.83B,103.82B,75.44B,--,General Industrials,Diversified Industrials,Trading Companies & Distributors,Trading Companies & Distributors,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
601225 CH Equity,SHAANXI COAL I-A,CN,Common Stock,42.79B,38.81B,50.62B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Metallurgical Coal,--
COAL IN Equity,COAL INDIA LTD,IN,Common Stock,41.84B,23.04B,48.74B,220k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
600111 CH Equity,CHINA NORTHERN-A,CN,Common Stock,36.23B,6.95B,10.05B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth
1898 HK Equity,CHINA COAL ENE-H,CN,Common Stock,30.81B,39.91B,79.25B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
1171 HK Equity,YANKUANG ENRGY-H,CN,Common Stock,25.68B,26.24B,78.93B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,Bituminous Coal Underground
MP US Equity,MP MATERIALS COR,US,Common Stock,19.66B,309.18M,3.77B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth
CUAN IJ Equity,PETRINDO JAYA KR,ID,Common Stock,16.27B,1.22B,2.87B,5k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
LYC AU Equity,LYNAS RARE EARTH,AU,Common Stock,14.52B,556.51M,2.94B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth
000831 CH Equity,CHINA RARE EAR-A,CN,Common Stock,11.59B,637.97M,1.22B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth
NMDC IN Equity,NMDC LTD,IN,Common Stock,11.58B,4.34B,7.68B,6k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
601699 CH Equity,SHANXI LU'AN -A,CN,Common Stock,9.56B,7.55B,17.78B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
KIO SJ Equity,KUMBA IRON ORE L,ZA,Common Stock,9.20B,5.67B,8.45B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
UNTR IJ Equity,UNITED TRACTORS,ID,Common Stock,9.08B,12.86B,16.85B,39k,Industrial Metals and Mining,General Mining,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Mining Services,Coal Support Services,--
000983 CH Equity,SHANXI COKING-A,CN,Common Stock,8.98B,9.54B,24.35B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
900948 CH Equity,INNER MONGOLIA-B,CN,Common Stock,8.61B,10.95B,18.59B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
CMIN3 BZ Equity,CSN MINERACAO SA,BR,Common Stock,8.14B,4.66B,9.53B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
MIN AU Equity,MINERAL RESOURCE,AU,Common Stock,7.68B,4.47B,11.93B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
PLS AU Equity,PILBARA MINERALS,AU,Common Stock,7.44B,768.85M,4.67B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium
600985 CH Equity,HUAIBEI MINING-A,CN,Common Stock,7.27B,13.88B,19.44B,--,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,--,--
002683 CH Equity,GUANGDONG HONG-A,CN,Common Stock,7.26B,2.88B,4.35B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Coal Mining,Thermal Coal,--
600925 CH Equity,JIANGSU XUKUA-A,CN,Common Stock,7.26B,2.99B,8.68B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
YAL AU Equity,YANCOAL AUSTRALI,AU,Common Stock,7.18B,6.90B,12.36B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
600704 CH Equity,WUCHAN ZHONGDA-A,CN,Common Stock,6.60B,126.34B,38.96B,--,Industrial Support Services,Industrial Suppliers,Distributors,Distributors,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
002738 CH Equity,SINOMINE RESOU-A,CN,Common Stock,6.59B,1.13B,3.81B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mining Services,--,--
CNR US Equity,CORE NATURAL RES,US,Common Stock,5.93B,3.26B,4.66B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
600348 CH Equity,SHAN XI HUA YA-A,CN,Common Stock,5.84B,5.28B,17.94B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
WHC AU Equity,WHITEHAVEN COAL,AU,Common Stock,5.63B,5.83B,11.83B,4k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
EXX SJ Equity,EXXARO RESOURCES,ZA,Common Stock,5.56B,3.37B,8.10B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,Bitum Coal & Lignite Surface
600711 CH Equity,CHENGTUN MININ-A,CN,Common Stock,5.56B,5.42B,8.31B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
601001 CH Equity,JINNENG HOLDIN-A,CN,Common Stock,5.10B,3.17B,8.32B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
AADI IJ Equity,ADARO ANDALAN IN,ID,Common Stock,5.03B,8.07B,9.69B,3k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
HCC US Equity,WARRIOR MET COAL,US,Common Stock,5.01B,2.31B,4.19B,--,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,Metallurgical Coal,--
600098 CH Equity,GUANGZHOU DEVE-A,CN,Common Stock,4.91B,10.18B,16.95B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
GEMS IJ Equity,GOLDEN ENERGY MI,ID,Common Stock,4.82B,4.10B,2.00B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
SHPC1 PE Equity,SHOUGAN HIERRO-C,PE,Common Stock,4.64B,2.37B,4.55B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
000723 CH Equity,SHANXI MEIJIN-A,CN,Common Stock,4.53B,4.01B,9.98B,--,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,--,--
KIOCL IN Equity,KIOCL LTD,IN,Common Stock,4.50B,107.16M,428.67M,352,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
000937 CH Equity,JIZHONG ENERGY-A,CN,Common Stock,4.49B,3.95B,11.78B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
ADRO IJ Equity,ALAMTRI RESOURCE,ID,Common Stock,4.45B,3.15B,10.84B,10k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
1142 HK Equity,E&P GLOBAL HOLDI,HK,Common Stock,4.35B,96.37M,304.08M,15,Personal Goods,Clothing and Accessories,Trading Companies & Distributors,Trading Companies & Distributors,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
600546 CH Equity,SHANXI COAL -A,CN,Common Stock,4.29B,6.23B,8.94B,--,"Oil, Gas and Coal",Coal,Trading Companies & Distributors,Trading Companies & Distributors,Metals & Mining,Coal Mining,--,--
601666 CH Equity,PINGDINGSHAN -A,CN,Common Stock,4.24B,6.38B,16.98B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
1164 HK Equity,CGN MINING,HK,Common Stock,4.22B,1.68B,1.63B,17,Alternative Energy,Alternative Fuels,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
BTU US Equity,PEABODY ENERGY,US,Common Stock,4.19B,6.43B,9.63B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
600301 CH Equity,GUANGXI HUAXI -A,CN,Common Stock,4.17B,975.91M,1.71B,--,Industrial Metals and Mining,Nonferrous Metals,Chemicals,Commodity Chemicals,Metals & Mining,Mining Services,Metals Support Services,--
DMC PM Equity,DMCI HLDGS INC,PH,Common Stock,3.98B,2.71B,8.01B,--,"Oil, Gas and Coal",Coal,Industrial Conglomerates,Industrial Conglomerates,Metals & Mining,Coal Mining,Thermal Coal,Bituminous Coal Underground
SCC PM Equity,SEMIRARA MINING,PH,Common Stock,3.96B,1.73B,1.98B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
BUMI IJ Equity,BUMI RESOURCES,ID,Common Stock,3.85B,2.06B,6.73B,1k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
001203 CH Equity,DAZHONG MINING C,CN,Common Stock,3.83B,809.82M,3.41B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
ADMR IJ Equity,ALAMTRI MINERALS,ID,Common Stock,3.68B,1.75B,3.35B,574,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,--,--
002240 CH Equity,CHENGXIN LITHI-A,CN,Common Stock,3.60B,965.48M,4.82B,--,Industrial Metals and Mining,General Mining,Chemicals,Specialty Chemicals,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium
601969 CH Equity,HAINAN MINING -A,CN,Common Stock,3.56B,856.76M,2.83B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
601918 CH Equity,CHINA COAL-A,CN,Common Stock,3.55B,2.68B,9.89B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
METC US Equity,RAMACO RESOURC-A,US,Common Stock,3.37B,1.01B,1.09B,--,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,Thermal Coal,--
NHC AU Equity,NEW HOPE CORP LT,AU,Common Stock,3.30B,1.78B,3.54B,1k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
AMR US Equity,ALPHA METALLURGI,US,Common Stock,3.29B,4.49B,3.94B,4k,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,Metallurgical Coal,--
002978 CH Equity,SICHUAN ANNING-A,CN,Common Stock,3.20B,391.34M,2.10B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,--,--
GMDC IN Equity,GUJARAT MINERAL,IN,Common Stock,3.13B,517.35M,1.45B,950,Industrial Metals and Mining,General Mining,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,Bitum Coal & Lignite Surface
ARI SJ Equity,AFRICAN RAINBOW,ZA,Common Stock,3.12B,995.78M,6.38B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
603505 CH Equity,CHINA KINGS RE-A,CN,Common Stock,3.09B,580.01M,1.47B,--,Industrial Metals and Mining,General Mining,Chemicals,Commodity Chemicals,Metals & Mining,Mineral & Precious Stone Mining,--,--
SCRVP BB Equity,SCR-SIBELCO-AUC,BE,Common Stock,3.08B,3.65B,5.13B,5k,--,--,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,--
000552 CH Equity,GANSU ENERGY C-A,CN,Common Stock,2.93B,2.02B,7.39B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
639 HK Equity,SHOUGANG FUSHAN,HK,Common Stock,2.83B,982.95M,4.78B,4k,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,Thermal Coal,--
301487 CH Equity,TIANJIN GUOAN -A,CN,Common Stock,2.68B,378.04M,726.78M,--,Chemicals,Specialty Chemicals,Electrical Equipment,Electrical Components & Equipment,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium
3858 HK Equity,JIAXIN INTERNATI,HK,Common Stock,2.67B,0,388.16M,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mining Services,--,--
PTBA IJ Equity,BUKIT ASAM TBK P,ID,Common Stock,2.50B,4.09B,4.15B,2k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
CIA AU Equity,CHAMPION IRON LT,AU,Common Stock,2.43B,1.77B,3.38B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
600395 CH Equity,GUIZHOU PANJIA-A,CN,Common Stock,2.39B,1.88B,9.63B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
ITMG IJ Equity,INDO TAMBANGRAYA,ID,Common Stock,2.38B,3.50B,3.89B,2k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
NSLNISP IN Equity,NMDC STEEL LTD,IN,Common Stock,2.37B,1.54B,5.33B,3k,Industrial Metals and Mining,General Mining,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
975 HK Equity,MONGOL MINING,MN,Common Stock,2.35B,1.58B,3.45B,3k,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,Thermal Coal,--
PRN AU Equity,PERENTI LTD,AU,Common Stock,2.35B,3.49B,3.33B,10k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mining Services,Metals Support Services,--
BANPU TB Equity,BANPU PUB CO LTD,TH,Common Stock,2.31B,7.81B,20.05B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
601101 CH Equity,BEIJING HAOHUA-A,CN,Common Stock,2.28B,1.93B,6.30B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
600997 CH Equity,KAILUAN ENERGY-A,CN,Common Stock,2.26B,4.46B,5.99B,--,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,--,--
603698 CH Equity,CHANGZHENG ENG-A,CN,Common Stock,2.21B,718.55M,1.89B,--,Construction and Materials,Engineering and Contracting Services,Energy Equipment & Services,Oil & Gas Equipment & Services,Metals & Mining,Coal Mining,--,--
000923 CH Equity,HBIS RESOURCES-A,CN,Common Stock,2.14B,1.18B,3.63B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Mineral & Precious Stone Mining,--,--
605050 CH Equity,FRIEND CO LTD/-A,CN,Common Stock,2.11B,2.38B,1.93B,--,Industrial Support Services,Industrial Suppliers,Metals & Mining,Steel,Metals & Mining,Iron,Iron Foundries,--
1277 HK Equity,KINETIC DEVELOPM,CN,Common Stock,2.10B,1.19B,2.88B,3k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
600123 CH Equity,SHANXI LANHUA-A,CN,Common Stock,2.09B,2.46B,6.61B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
600058 CH Equity,MINMETALS DEVE-A,CN,Common Stock,2.07B,14.17B,5.30B,--,Industrial Metals and Mining,Iron and Steel,Trading Companies & Distributors,Trading Companies & Distributors,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
NWH AU Equity,NRW HOLDINGS LTD,AU,Common Stock,2.05B,3.27B,1.70B,9k,Industrial Metals and Mining,General Mining,Construction & Engineering,Construction & Engineering,Metals & Mining,Mining Services,--,--
LIF CN Equity,LABRADOR IRON OR,CA,Common Stock,1.98B,229.70M,939.45M,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
002192 CH Equity,YOUNGY CO LTD-A,CN,Common Stock,1.96B,118.31M,958.48M,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium
600403 CH Equity,HENAN DAYOU-A,CN,Common Stock,1.92B,1.04B,4.54B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
600508 CH Equity,SHANGHAI DATUN-A,CN,Common Stock,1.89B,2.00B,4.36B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
SMR AU Equity,STANMORE RESOURC,AU,Common Stock,1.76B,3.63B,5.18B,--,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,--,--
600971 CH Equity,ANHUI HENGYUAN-A,CN,Common Stock,1.75B,1.47B,4.55B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
RHIM IN Equity,RHI MAGNESITA IN,IN,Common Stock,1.72B,657.69M,969.55M,2k,Industrial Support Services,Industrial Suppliers,Construction Materials,Construction Materials,Metals & Mining,Mining Services,--,--
000409 CH Equity,YUNDING TECHNO-A,CN,Common Stock,1.68B,284.68M,606.92M,--,Software and Computer Services,Computer Services,Metals & Mining,Steel,Metals & Mining,Mining Services,--,--
IMD AU Equity,IMDEX LTD,AU,Common Stock,1.67B,431.40M,830.15M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mining Services,Metals Support Services,--
LLOYDSET IN Equity,LLOYDS ENTERPRIS,IN,Common Stock,1.66B,270.09M,797.52M,14,Industrial Metals and Mining,Iron and Steel,Trading Companies & Distributors,Trading Companies & Distributors,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
MAD AU Equity,MADER GROUP LTD,AU,Common Stock,1.63B,872.20M,346.99M,--,Industrial Support Services,Industrial Suppliers,Commercial Services & Supplies,Diversified Support Services,Metals & Mining,Mining Services,--,--
603071 CH Equity,ZJMI ENVIRONME-A,CN,Common Stock,1.60B,9.42B,2.59B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,--,--
866 HK Equity,CHINA QINFA,CN,Common Stock,1.56B,548.11M,1.91B,5k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
KKF IN Equity,KIRLOSKAR FERR,IN,Common Stock,1.56B,1.19B,1.19B,3k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Foundries,--
600397 CH Equity,ANYUAN COAL IN-A,CN,Common Stock,1.54B,1.14B,1.29B,--,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
300706 CH Equity,FUJIAN ACETRON-A,CN,Common Stock,1.45B,249.30M,421.88M,--,Technology Hardware and Equipment,Electronic Components,Chemicals,Commodity Chemicals,Metals & Mining,Mineral & Precious Stone Mining,--,--
000968 CH Equity,SHANXI BLUE FL-A,CN,Common Stock,1.43B,477.51M,2.52B,--,"Oil, Gas and Coal",Oil: Crude Producers,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
3788 HK Equity,CHINA HANKING,CN,Common Stock,1.39B,523.50M,795.62M,2k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
SANDUMA IN Equity,SANDUR MANGANESE,IN,Common Stock,1.34B,563.12M,1.06B,3k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
HRUM IJ Equity,HARUM ENERGY,ID,Common Stock,1.29B,1.96B,4.16B,4k,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,--
CAP CI Equity,CAP,CL,Common Stock,1.28B,2.73B,10.28B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
HNRG US Equity,HALLADOR ENERGY,US,Common Stock,1.27B,613.33M,596.80M,--,"Oil, Gas and Coal",Coal,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders,Metals & Mining,Coal Mining,Thermal Coal,--
603113 CH Equity,JINNENG SCIENC-A,CN,Common Stock,1.25B,3.43B,4.21B,--,Chemicals,Specialty Chemicals,Metals & Mining,Steel,Metals & Mining,Coal Mining,--,--
601011 CH Equity,BAOTAILONG NEW-A,CN,Common Stock,1.22B,272.02M,2.64B,--,"Oil, Gas and Coal",Coal,Metals & Mining,Steel,Metals & Mining,Coal Mining,Thermal Coal,--
300480 CH Equity,ZHENGZHOU GL T-A,CN,Common Stock,1.21B,120.81M,441.17M,--,Electronic and Electrical Equipment,Electronic Equipment: Gauges and Meters,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,Metals & Mining,Mining Services,Coal Support Services,--
LAC CN Equity,LITHIUM AMERICAS,CA,Common Stock,1.20B,0,1.69B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium
