Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
603307 CH Equity,YANGZHOU JINQU-A,CN,Common Stock,585.11M,175.04M,388.12M,--,Leisure Goods,Recreational Products,Leisure Products,Leisure Products,Engineering & Construction,Infrastructure Construction,--,--
WGN AU Equity,WAGNERS HOLDING,AU,Common Stock,559.23M,431.27M,417.56M,--,Construction and Materials,Cement,Construction Materials,Construction Materials,Engineering & Construction,Infrastructure Construction,--,--
EMSLIMIT IN Equity,EMS LTD,IN,Common Stock,556.38M,175.27M,218.29M,534,Construction and Materials,Engineering and Contracting Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Water Utility Line Construction
605003 CH Equity,ZHONGWANG FABR-A,CN,Common Stock,555.76M,116.02M,351.60M,--,Industrial Materials,Textile Products,"Textiles, Apparel & Luxury Goods",Textiles,Engineering & Construction,Infrastructure Construction,--,--
300141 CH Equity,SUZHOU INDUSTR-A,CN,Common Stock,552.50M,90.22M,236.93M,--,Electronic and Electrical Equipment,Electrical Components,Electrical Equipment,Electrical Components & Equipment,Engineering & Construction,Infrastructure Construction,Utility Line Construction,--
1815 JP Equity,TEKKEN CORP,JP,Common Stock,543.54M,1.86B,2.41B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
1929 JP Equity,NITTOC CONSTRUCT,JP,Common Stock,542.30M,676.85M,608.71M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
PC1 VN Equity,PC1 GROUP JSC,VN,Common Stock,528.23M,610.79M,1.33B,2k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Electric Utility Line Const
DUR AU Equity,DURATEC LTD,AU,Common Stock,522.61M,573.03M,251.37M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
1938 JP Equity,NIPPON RIETEC CO,JP,Common Stock,519.06M,691.50M,1.01B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction
SJG VN Equity,SONG DA CORP,VN,Common Stock,508.95M,334.88M,1.41B,3k,--,--,--,--,Engineering & Construction,Infrastructure Construction,--,--
BFUT IN Equity,BF UTILITIES LTD,IN,Common Stock,503.73M,177.94M,446.56M,7,Industrial Transportation,Transportation Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
300517 CH Equity,HAIBO HEAVY EN-A,CN,Common Stock,493.89M,88.43M,340.91M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
VIKRAN IN Equity,VIKRAN ENGINEERI,IN,Common Stock,487.35M,165.47M,253.76M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
ORN US Equity,ORION GROUP HOLD,US,Common Stock,486.16M,1.21B,674.72M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Maritime Construction
PCD LS Equity,PHOUSY CONSTRUCT,LA,Common Stock,482.84M,0,59.65M,--,--,--,--,--,Engineering & Construction,Infrastructure Construction,--,--
000669 CH Equity,JINHONG HOLDIN-A,CN,Common Stock,473.91M,275.47M,542.71M,--,"Personal Care, Drug and Grocery Stores",Drug Retailers,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
RAJESH IN Equity,RAJESH POWER SER,IN,Common Stock,473.84M,200.97M,100.89M,1k,--,--,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,--
TRK PW Equity,TRAKCJA SA,PL,Common Stock,469.64M,801.46M,650.33M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction
CTD VN Equity,COTECCONS CONSTR,VN,Common Stock,468.08M,1.51B,1.72B,3k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
BALI IJ Equity,BALI TOWERINDO S,ID,Common Stock,467.25M,100.03M,604.03M,650,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
TOR PW Equity,TORPOL SA,PL,Common Stock,466.12M,555.59M,471.68M,797,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction
MORLD NO Equity,MORELD ASA,NO,Common Stock,461.12M,1.00B,1.02B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
B5A0 GR Equity,BAUER AG,DE,Common Stock,444.78M,3.34B,2.82B,13k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
1869 JP Equity,MEIKO CONSTRUCTI,JP,Common Stock,434.25M,938.22M,1.17B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction
SHELL MP Equity,VIVO ENERGY MAUR,MU,Common Stock,432.21M,620.03M,173.77M,--,"Oil, Gas and Coal",Oil Refining and Marketing,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
256A JP Equity,TOBISHIMA HOLDIN,JP,Common Stock,431.35M,1.39B,1.68B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
BAJEL IN Equity,BAJEL PROJECTS L,IN,Common Stock,429.53M,209.41M,247.05M,583,Construction and Materials,Construction,Electric Utilities,Electric Utilities,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Electric Utility Line Const
SINF IN Equity,SIMPLEX INFRASTR,IN,Common Stock,422.01M,192.39M,812.78M,726,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
TDSA PL Equity,TEIXEIRA DUARTE,PT,Common Stock,419.09M,1.27B,2.44B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
OKP SP Equity,OKP HOLDINGS LTD,SG,Common Stock,409.48M,206.24M,365.42M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
GVPIL IN Equity,GE POWER INDIA L,IN,Common Stock,401.73M,190.02M,376.94M,1k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Power Plant Construction
SYL AU Equity,SYMAL GROUP LTD,AU,Common Stock,401.47M,879.60M,362.37M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
CFEB BB Equity,CFE,BE,Common Stock,400.54M,1.94B,1.84B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
PLINTAS MK Equity,PROLINTAS INFRA,MY,Common Stock,380.58M,106.76M,1.32B,--,Industrial Transportation,Transportation Services,Transportation Infrastructure,Highways & Railtracks,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
ALFEN NA Equity,ALFEN N.V.,NL,Common Stock,373.99M,799.85M,606.97M,--,Electronic and Electrical Equipment,Electronic Equipment: Gauges and Meters,Electrical Equipment,Heavy Electrical Equipment,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,--
SLND US Equity,SOUTHLAND HOLDIN,US,Common Stock,368.36M,1.49B,1.95B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
1599 HK Equity,BEIJING URBAN-H,CN,Common Stock,362.93M,1.82B,5.44B,5k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
ADVAIT IN Equity,ADVAIT ENERGY TR,IN,Common Stock,338.24M,72.43M,92.19M,--,--,--,Electrical Equipment,Electrical Components & Equipment,Engineering & Construction,Infrastructure Construction,Communication Infra Const,--
CENT IJ Equity,CENTRATAMA TELEK,ID,Common Stock,337.69M,235.72M,2.77B,325,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
JYS IN Equity,JYOTI STRUCTURES,IN,Common Stock,337.33M,89.49M,563.02M,110,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Electric Utility Line Const
SPML IN Equity,SPML INFRA LTD,IN,Common Stock,336.29M,132.66M,368.42M,155,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
GTLI IN Equity,GTL INFRASTRUCTU,IN,Common Stock,335.14M,243.91M,771.18M,787,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
5512 TT Equity,RICH DEVT,TW,Common Stock,332.73M,281.11M,2.04B,--,Real Estate Investment and Services,Real Estate Holding and Development,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Water Utility Line Construction
ABP IM Equity,AZIENDA BRESCIAN,IT,Common Stock,330.97M,117.25M,156.77M,--,Construction and Materials,Construction,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Infrastructure Construction,--,--
GECS OM Equity,GALFAR ENGINEER,OM,Common Stock,329.07M,1.13B,1.25B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
EMDV IT Equity,EMILIA DEVELOPME,IL,Common Stock,328.66M,846.43M,1.14B,--,Investment Banking and Brokerage Services,Diversified Financial Services,Financial Services,Multi-Sector Holdings,Engineering & Construction,Infrastructure Construction,Utility Line Construction,--
ACF AU Equity,ACROW LTD,AU,Common Stock,326.48M,241.66M,406.14M,--,Industrial Metals and Mining,General Mining,Trading Companies & Distributors,Trading Companies & Distributors,Engineering & Construction,Infrastructure Construction,--,--
1662 HK Equity,YEE HOP HOLDINGS,HK,Common Stock,323.70M,218.25M,206.72M,354,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
BGRL IN Equity,BGR ENERGY SYS,IN,Common Stock,321.67M,80.90M,880.62M,389,Construction and Materials,Engineering and Contracting Services,Electrical Equipment,Heavy Electrical Equipment,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Power Plant Construction
GARUDA IN Equity,GARUDA CONSTRUCT,IN,Common Stock,315.02M,40.95M,76.30M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
AEL SL Equity,ACCESS ENGINEERI,LK,Common Stock,311.80M,177.98M,595.10M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
114190 KS Equity,KANGWON ENERGY C,KR,Common Stock,309.23M,249.51M,179.21M,--,Industrial Engineering,Machinery: Industrial,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,--
VT IN Equity,VINDHYA TELELINK,IN,Common Stock,303.66M,735.77M,1.45B,609,Construction and Materials,Engineering and Contracting Services,Communications Equipment,Communications Equipment,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Cable Line Construction
5521 TT Equity,KUNG SING ENGINE,TW,Common Stock,300.23M,335.31M,595.51M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction
PPIH US Equity,PERMA-PIPE INTER,US,Common Stock,292.55M,241.57M,264.13M,--,Industrial Metals and Mining,Metal Fabricating,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
TFIN IM Equity,TREVI FINANZIARI,IT,Common Stock,290.46M,1.07B,1.26B,3k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
SALASAR IN Equity,SALASAR TECHNO E,IN,Common Stock,288.28M,262.67M,323.18M,1k,Industrial Metals and Mining,Iron and Steel,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
PHOE US Equity,PHOENIX ASIA HOL,HK,Common Stock,281.63M,11.31M,8.60M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
HLSH SP Equity,HOCK LIAN SENG,SG,Common Stock,277.81M,208.18M,416.96M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
HILL IJ Equity,HILLCON TBK PT,ID,Common Stock,276.34M,377.42M,624.43M,3k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Engineering & Construction,Infrastructure Construction,--,--
DPG VN Equity,DAT PHUONG GROUP,VN,Common Stock,259.81M,216.59M,407.21M,847,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
ESOA US Equity,ENERGY SERVICES,US,Common Stock,256.98M,533.83M,228.05M,--,"Oil, Gas and Coal",Oil Equipment and Services,Energy Equipment & Services,Oil & Gas Equipment & Services,Engineering & Construction,Infrastructure Construction,--,--
IRMENERG IN Equity,IRM ENERGY LTD,IN,Common Stock,244.97M,177.02M,237.86M,220,"Gas, Water and Multi-utilities",Gas Distribution,Gas Utilities,Gas Utilities,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Gas Utility Line Construction
TRAINB SS Equity,TRAIN ALLIANCE A,SE,Common Stock,238.63M,37.25M,261.94M,--,Industrial Transportation,Transportation Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction
ELTEL SS Equity,ELTEL AB,SE,Common Stock,237.12M,1.36B,979.52M,4k,General Industrials,Diversified Industrials,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,--
NRC NO Equity,NRC GROUP ASA,NO,Common Stock,226.83M,971.80M,653.70M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction
VPRPL IN Equity,VISHNU PRAKASH R,IN,Common Stock,225.68M,224.56M,376.44M,1k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
BUKK IJ Equity,BUKAKA TEKNIK UT,ID,Common Stock,224.66M,348.76M,909.87M,482,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
SRM IN Equity,SRM CONTRACTORS,IN,Common Stock,222.52M,95.84M,76.36M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
6378 JP Equity,KIMURA CHEMICAL,JP,Common Stock,217.99M,266.16M,362.46M,--,Industrial Engineering,Machinery: Industrial,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,--
DENTA IN Equity,DENTA WATER AND,IN,Common Stock,208.97M,36.89M,80.42M,--,"Gas, Water and Multi-utilities",Water,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Water Utility Line Construction
ABINFRA IN Equity,AB INFRABUILD LT,IN,Common Stock,207.59M,37.78M,46.67M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
036190 KS Equity,GEUMHWA PSC CO,KR,Common Stock,207.21M,378.26M,504.97M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Power Plant Construction
INGEVEC CI Equity,INGEVEC SA,CL,Common Stock,202.25M,390.12M,410.60M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
5918 JP Equity,TAKIGAMI STEEL C,JP,Common Stock,201.93M,240.07M,686.00M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
1832 JP Equity,HOKKAIDENKO CORP,JP,Common Stock,198.99M,694.07M,532.32M,--,Industrial Support Services,Professional Business Support Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Cable Line Construction
CONCONC CB Equity,CONCONCRETO SA,CO,Common Stock,192.87M,329.34M,811.22M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
1844 JP Equity,OHMORI CO LTD,JP,Common Stock,192.24M,67.10M,124.19M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Water Utility Line Construction
KEIR AB Equity,CARE INTERNATION,SA,Common Stock,191.59M,83.93M,189.32M,--,Telecommunications Service Providers,Telecommunications Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
C4G VN Equity,CIENC04 GROUP JS,VN,Common Stock,188.91M,197.68M,596.94M,485,--,--,--,--,Engineering & Construction,Infrastructure Construction,--,--
003070 KS Equity,KOLON GLOBAL COR,KR,Common Stock,186.90M,3.24B,2.97B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
SPII IN Equity,SUPREME INFRASTR,IN,Common Stock,183.39M,12.01M,500.23M,51,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
MSZ PW Equity,MOSTALZAB,PL,Common Stock,182.79M,384.95M,340.20M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
MWIDE PM Equity,MEGAWIDE CONSTRU,PH,Common Stock,182.09M,584.70M,1.76B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
AENZAC1 PE Equity,AENZA SAA,PE,Common Stock,178.18M,1.60B,2.46B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
UUE MK Equity,UUE HOLDINGS BHD,MY,Common Stock,177.58M,57.47M,64.92M,331,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,--
BRAN IT Equity,BARAN GROUP LTD,IL,Common Stock,176.30M,280.72M,348.10M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
CMER IT Equity,C. MER INDUSTRIE,IL,Common Stock,174.86M,272.14M,232.50M,--,Telecommunications Equipment,Telecommunications Equipment,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
1981 JP Equity,KYOWA NISSEI CO,JP,Common Stock,169.70M,376.78M,303.12M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Water Utility Line Construction
094820 KS Equity,ILJIN POWER CO L,KR,Common Stock,169.16M,214.68M,295.75M,--,Construction and Materials,Construction,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
VIVIANA IN Equity,VIVIANA POWER TE,IN,Common Stock,169.06M,39.74M,9.63M,--,--,--,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,--
UNIQ TB Equity,UNIQUE ENGINEER,TH,Common Stock,168.88M,445.50M,2.19B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
ERB PW Equity,ERBUD,PL,Common Stock,166.04M,1.14B,793.15M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
2516 TT Equity,NEW ASIA,TW,Common Stock,165.83M,454.63M,359.37M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
1716 JP Equity,DAI-ICHI CUTTER,JP,Common Stock,164.15M,209.05M,234.67M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
KREATE FH Equity,KREATE GROUP OYJ,FI,Common Stock,164.10M,451.84M,219.94M,605,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
GRNT MS Equity,GRANIT SKOPJE,MK,Common Stock,164.01M,94.54M,251.64M,--,Construction and Materials,Construction,--,--,Engineering & Construction,Infrastructure Construction,--,--
ESF IM Equity,EDIL SAN FELICE,IT,Common Stock,163.95M,64.34M,106.85M,267,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
BCG VN Equity,BAMBOO CAPITAL,VN,Common Stock,162.89M,264.68M,2.95B,2k,Construction and Materials,Construction,Industrial Conglomerates,Industrial Conglomerates,Engineering & Construction,Infrastructure Construction,--,--
LIKHITHA IN Equity,LIKHITHA INFRAST,IN,Common Stock,162.06M,94.38M,79.76M,613,"Oil, Gas and Coal",Pipelines,Energy Equipment & Services,Oil & Gas Equipment & Services,Engineering & Construction,Infrastructure Construction,--,--
DRT CN Equity,DIRTT ENVIRONMEN,CA,Common Stock,161.17M,264.39M,191.14M,--,Construction and Materials,"Building, Roofing/Wallboard and Plumbing",Building Products,Building Products,Engineering & Construction,Infrastructure Construction,--,--
HZOR IN Equity,HAZOOR MULTI PRO,IN,Common Stock,159.29M,115.72M,225.91M,19,Real Estate Investment and Services,Real Estate Holding and Development,Real Estate Management & Development,Real Estate Development,Engineering & Construction,Infrastructure Construction,--,--
SITOWS FH Equity,SITOWISE GROUP P,FI,Common Stock,154.57M,316.42M,446.89M,2k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
UNIVASTU IN Equity,UNIVASTU INDIA,IN,Common Stock,154.22M,31.06M,35.15M,76,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
011560 KS Equity,SEBO MANUFACTUR,KR,Common Stock,152.89M,876.97M,417.29M,--,Construction and Materials,Building Materials: Other,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
NAIM MK Equity,NAIM HOLDINGS BE,MY,Common Stock,152.50M,165.43M,688.10M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
025950 KS Equity,DONGSHIN ENGINEE,KR,Common Stock,151.98M,76.68M,123.17M,104,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
SHIM US Equity,SHIMMICK CORP,US,Common Stock,150.27M,728.88M,376.53M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Water Utility Line Construction
RPP IN Equity,RPP INFRA PROJ,IN,Common Stock,150.24M,261.22M,178.60M,403,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
1903 HK Equity,JBB BUILDERS INT,MY,Common Stock,148.20M,107.03M,87.93M,68,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
1372 HK Equity,CHINA CARBON NEU,HK,Common Stock,147.95M,121.76M,92.21M,301,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
5079 JP Equity,NOVAC CO LTD,JP,Common Stock,145.54M,279.46M,284.47M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
LEY SP Equity,LEY CHOON GROUP,SG,Common Stock,143.98M,149.60M,116.36M,941,Construction and Materials,"Building, Roofing/Wallboard and Plumbing",Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Water Utility Line Construction
TES IM Equity,TESMEC SPA,IT,Common Stock,143.94M,392.91M,709.37M,1k,Industrial Engineering,Machinery: Industrial,Machinery,Construction Machinery & Heavy Transportation Equipment,Engineering & Construction,Infrastructure Construction,--,--
MUHI MK Equity,MUHIBBAH ENGR,MY,Common Stock,143.60M,643.78M,1.30B,--,Industrial Engineering,Machinery: Construction and Handling,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
1787 JP Equity,NAKABOHTEC CORRO,JP,Common Stock,142.77M,148.29M,129.83M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
HSIND SP Equity,HIAP SENG INDUST,SG,Common Stock,142.77M,26.21M,42.95M,--,Construction and Materials,Engineering and Contracting Services,--,--,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
1776 JP Equity,SUMIKEN MITSUI,JP,Common Stock,139.46M,303.68M,262.47M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
DEMCO TB Equity,DEMCO PCL,TH,Common Stock,133.77M,128.03M,315.08M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,--
1439 TT Equity,ASCENT DEVELOPME,TW,Common Stock,133.69M,4.63M,287.21M,--,Real Estate Investment and Services,Real Estate Holding and Development,Distributors,Distributors,Engineering & Construction,Infrastructure Construction,--,--
GIRIRAJ IN Equity,GIRIRAJ CIVIL DE,IN,Common Stock,133.35M,8.89M,12.98M,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
MYG AU Equity,MAYFIELD GROUP H,AU,Common Stock,133.24M,118.14M,65.95M,--,Software and Computer Services,Computer Services,Electrical Equipment,Heavy Electrical Equipment,Engineering & Construction,Infrastructure Construction,--,--
