Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
ANA SM Equity,ACCIONA SA,ES,Common Stock,16.41B,31.48B,57.93B,68k,Construction and Materials,Construction,Electric Utilities,Electric Utilities,Engineering & Construction,Infrastructure Construction,--,--
INDUSTOW IN Equity,INDUS TOWERS LTD,IN,Common Stock,16.16B,5.47B,11.83B,4k,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
600039 CH Equity,SICHUAN ROAD-A,CN,Common Stock,15.71B,22.60B,53.11B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
001965 CH Equity,CHINA MERCHANT-A,CN,Common Stock,14.03B,2.68B,35.26B,--,Industrial Transportation,Transportation Services,Transportation Infrastructure,Highways & Railtracks,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
MASAR AB Equity,UMM AL QURA FOR,SA,Common Stock,13.68B,737.13M,10.79B,--,Real Estate Investment and Services,Real Estate Holding and Development,Real Estate Management & Development,Real Estate Development,Engineering & Construction,Infrastructure Construction,--,--
ACKB BB Equity,ACKERMANS & VAN,BE,Common Stock,13.49B,9.77B,33.95B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
RVNL IN Equity,RAIL VIKAS NIGAM,IN,Common Stock,12.88B,3.62B,3.84B,885,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction
TE FP Equity,TECHNIP ENERGIES,FR,Common Stock,12.55B,11.02B,15.46B,--,"Oil, Gas and Coal",Oil Equipment and Services,Energy Equipment & Services,Oil & Gas Equipment & Services,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
GAM MK Equity,GAMUDA BHD,MY,Common Stock,12.00B,5.67B,11.34B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
DY US Equity,DYCOM INDS,US,Common Stock,11.83B,7.16B,4.66B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,--
ROAD US Equity,CONSTRUCTION P-A,US,Common Stock,11.37B,2.77B,2.22B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
FLR US Equity,FLUOR CORP,US,Common Stock,10.93B,24.74B,14.78B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
1944 JP Equity,KINDEN CORP,JP,Common Stock,10.71B,7.10B,8.78B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Electric Utility Line Const
PRIM US Equity,PRIMORIS SERVICE,US,Common Stock,10.55B,9.66B,6.78B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
601117 CH Equity,CHINA NATIONAL-A,CN,Common Stock,9.59B,39.33B,51.70B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,--
FCC SM Equity,FCC,ES,Common Stock,9.39B,14.88B,23.81B,--,Construction and Materials,Construction,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Infrastructure Construction,--,--
GVA US Equity,GRANITE CONSTR,US,Common Stock,7.30B,6.08B,4.89B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
WOR AU Equity,WORLEY LTD,AU,Common Stock,7.21B,11.22B,11.02B,46k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
MAIRE IM Equity,MAIRE SPA,IT,Common Stock,7.14B,9.61B,12.40B,10k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
ACA US Equity,ARCOSA INC,US,Common Stock,7.12B,3.90B,7.95B,--,Construction and Materials,Building Materials: Other,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
WBD IM Equity,WEBUILD SPA,IT,Common Stock,6.77B,18.09B,30.54B,43k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
ECG US Equity,EVERUS CONSTRUCT,US,Common Stock,6.36B,4.32B,2.08B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
552 HK Equity,CHINA COMM SER-H,CN,Common Stock,6.16B,31.61B,30.26B,--,Telecommunications Service Providers,Telecommunications Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,--
002487 CH Equity,DAJIN HEAVY IN-A,CN,Common Stock,5.97B,796.51M,2.56B,--,Alternative Energy,Renewable Energy Equipment,Electrical Equipment,Heavy Electrical Equipment,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,--
028050 KS Equity,SAMSUNG E&A CO L,KR,Common Stock,5.91B,11.08B,10.95B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,--
BDX PW Equity,BUDIMEX,PL,Common Stock,5.57B,3.47B,3.06B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
601611 CH Equity,CHINA NUCLEAR -A,CN,Common Stock,5.55B,23.93B,50.03B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Nuclear Power Construction
257 HK Equity,CHINA EVERBRIGHT,HK,Common Stock,5.35B,5.88B,38.72B,15k,Waste and Disposal Services,Waste and Disposal Services,Commercial Services & Supplies,Environmental & Facilities Services,Engineering & Construction,Infrastructure Construction,--,--
1959 JP Equity,KYUDENKO CORP,JP,Common Stock,5.23B,4.77B,5.22B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Power Plant Construction
NMDCENR UH Equity,NMDC ENERGY,AE,Common Stock,5.12B,5.96B,7.28B,--,"Oil, Gas and Coal",Oil Equipment and Services,Energy Equipment & Services,Oil & Gas Equipment & Services,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
1721 JP Equity,COMSYS HOLDINGS,JP,Common Stock,5.05B,6.19B,5.77B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,--
SCYR SM Equity,SACYR SA,ES,Common Stock,5.02B,7.50B,30.07B,14k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
5536 TT Equity,ACTER GROUP,TW,Common Stock,4.93B,1.43B,1.68B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,--
DOW AU Equity,DOWNER EDI LTD,AU,Common Stock,4.91B,10.48B,6.48B,--,Construction and Materials,Engineering and Contracting Services,Commercial Services & Supplies,Diversified Support Services,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
600970 CH Equity,SINOMA INTERNA-A,CN,Common Stock,4.85B,9.72B,13.01B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
1951 JP Equity,EXEO GROUP INC,JP,Common Stock,4.66B,6.76B,6.87B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,--
IRB IN Equity,IRB INFRASTRUCTU,IN,Common Stock,4.52B,1.28B,10.10B,1k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
MTEL IJ Equity,DAYAMITRA TELEKO,ID,Common Stock,4.49B,890.23M,5.78B,579,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
CKWN SW Equity,CKW AG,CH,Common Stock,4.42B,1.81B,4.19B,2k,Electricity,Conventional Electricity,Electric Utilities,Electric Utilities,Engineering & Construction,Infrastructure Construction,Utility Line Construction,--
600820 CH Equity,SHANG TUNNEL-A,CN,Common Stock,4.36B,14.50B,38.26B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction
5076 JP Equity,INFRONEER HOLDIN,JP,Common Stock,4.28B,8.53B,15.51B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
GEKTERNA GA Equity,GEK TERNA,GR,Common Stock,4.23B,5.33B,14.04B,5k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
VNT AU Equity,VENTIA SERVICES,AU,Common Stock,4.23B,6.11B,2.94B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
MYRG US Equity,MYR GROUP INC/DE,US,Common Stock,4.21B,5.10B,2.54B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Electric Utility Line Const
600339 CH Equity,CHINA PETRO EN-A,CN,Common Stock,4.16B,18.11B,24.02B,--,"Oil, Gas and Coal",Oil Equipment and Services,Energy Equipment & Services,Oil & Gas Equipment & Services,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
SITES1 MM Equity,OPERADORA DE SIT,MX,Common Stock,4.03B,1.10B,8.26B,281,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
KECI IN Equity,KEC INTL LTD,IN,Common Stock,3.97B,3.91B,4.15B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,--
1963 JP Equity,JGC HOLDINGS COR,JP,Common Stock,3.97B,8.64B,8.38B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
ENO SM Equity,ELECNOR,ES,Common Stock,3.73B,6.25B,6.03B,28k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
TBIG IJ Equity,TOWER BERSAMA,ID,Common Stock,3.68B,656.82M,4.70B,738,Telecommunications Equipment,Telecommunications Equipment,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
KPIL IN Equity,KALPATARU PROJEC,IN,Common Stock,3.65B,4.05B,4.79B,13k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Electric Utility Line Const
IJM MK Equity,IJM CORP BHD,MY,Common Stock,3.65B,2.13B,7.86B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
TRE SM Equity,TECNICAS REUNIDA,ES,Common Stock,3.60B,7.30B,7.75B,11k,"Oil, Gas and Coal",Oil Equipment and Services,Energy Equipment & Services,Oil & Gas Equipment & Services,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Oil & Gas Infra Construction
052690 KS Equity,KEPCO ENGINEERIN,KR,Common Stock,3.58B,615.23M,1.04B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Nuclear Power Construction
IHS US Equity,IHS HOLDING LTD,GB,Common Stock,3.46B,2.60B,6.92B,3k,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
SKBN IT Equity,SHIKUN & BINUI L,IL,Common Stock,3.40B,3.48B,12.20B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
TOWR IJ Equity,SARANA MENARA,ID,Common Stock,3.28B,1.22B,7.74B,3k,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
PAALB DC Equity,PER AARSLEFF HOL,DK,Common Stock,3.13B,4.79B,3.03B,9k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
HTWS LN Equity,HELIOS TOWER,GB,Common Stock,3.00B,1.20B,3.76B,--,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
IRCON IN Equity,IRCON INTERNATIO,IN,Common Stock,2.95B,1.95B,3.66B,834,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
002062 CH Equity,HONGRUN CONSTR-A,CN,Common Stock,2.93B,1.25B,3.36B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
AFCONS IN Equity,AFCONS INFRASTUC,IN,Common Stock,2.91B,2.27B,3.21B,4k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
EGL PL Equity,MOTA ENGIL SGPS,PT,Common Stock,2.91B,9.76B,13.33B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
CTRI US Equity,CENTURI HOLDINGS,US,Common Stock,2.87B,4.00B,3.34B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Utility Line Construction,--
GEX VN Equity,GELEX GROUP JSC,VN,Common Stock,2.84B,2.04B,3.41B,9k,Electronic and Electrical Equipment,Electronic Equipment: Gauges and Meters,Electrical Equipment,Electrical Components & Equipment,Engineering & Construction,Infrastructure Construction,--,--
1414 JP Equity,SHO-BOND HD,JP,Common Stock,2.76B,937.45M,1.36B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
1417 JP Equity,MIRAIT ONE CORP,JP,Common Stock,2.73B,5.83B,5.75B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Communication Infra Const,--
097230 KS Equity,HJ SHIPBUILDING,KR,Common Stock,2.63B,2.10B,2.41B,--,Construction and Materials,Construction,Machinery,Construction Machinery & Heavy Transportation Equipment,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
002941 CH Equity,XINJIANG COMMU-A,CN,Common Stock,2.58B,1.45B,4.41B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
SGP PM Equity,SYNERGY GRID & D,PH,Common Stock,2.47B,1.40B,14.23B,--,Electricity,Conventional Electricity,Electric Utilities,Electric Utilities,Engineering & Construction,Infrastructure Construction,--,--
SRTG IJ Equity,SARATOGA INVESTA,ID,Common Stock,2.44B,507.90M,5.75B,67,Investment Banking and Brokerage Services,Diversified Financial Services,Capital Markets,Asset Management & Custody Banks,Engineering & Construction,Infrastructure Construction,--,--
002061 CH Equity,ZHEJIANG COMMU-A,CN,Common Stock,2.40B,10.07B,17.40B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
CEMPRO IN Equity,CEMINDIA PROJECT,IN,Common Stock,2.37B,1.65B,1.22B,3k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
UNIT US Equity,UNITI GROUP INC,US,Common Stock,2.36B,1.77B,8.54B,--,Telecommunications Equipment,Telecommunications Equipment,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
GLRMK TI Equity,GULERMAK AGIR SA,TR,Common Stock,2.34B,1.60B,1.91B,3k,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
603220 CH Equity,CHINA BESTER G-A,CN,Common Stock,2.32B,628.91M,1.79B,--,Telecommunications Service Providers,Telecommunications Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Network Construction
NJCC IN Equity,NCC LTD,IN,Common Stock,2.31B,4.03B,3.93B,7k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
IMPN SW Equity,IMPLENIA AG-REG,CH,Common Stock,2.29B,6.13B,5.52B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
BDGI CN Equity,BADGER INFRASTRU,CA,Common Stock,2.22B,1.13B,1.08B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
GRINFRA IN Equity,G R INFRAPROJECT,IN,Common Stock,2.19B,1.34B,2.80B,11k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
002051 CH Equity,CHINA CAMC -A,CN,Common Stock,2.17B,2.57B,5.33B,--,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
002761 CH Equity,ZHEJIANG CONST-A,CN,Common Stock,2.13B,16.99B,26.78B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
POS AV Equity,PORR AG,AT,Common Stock,2.05B,10.15B,7.09B,21k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,--
000498 CH Equity,SHANDONG HI-SP-A,CN,Common Stock,2.00B,15.04B,36.18B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
000885 CH Equity,CITY DEVELOPME-A,CN,Common Stock,1.97B,1.39B,6.80B,--,Waste and Disposal Services,Waste and Disposal Services,Construction Materials,Construction Materials,Engineering & Construction,Infrastructure Construction,--,--
600284 CH Equity,SHANGHAI PUDO-A,CN,Common Stock,1.95B,3.97B,7.25B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
2543 TT Equity,HWANG CHANG,TW,Common Stock,1.93B,587.15M,822.48M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Airport & Highway Const
AWPT AB Equity,ALKHORAYEF WATER,SA,Common Stock,1.92B,788.97M,1.02B,--,"Gas, Water and Multi-utilities",Water,Water Utilities,Water Utilities,Engineering & Construction,Infrastructure Construction,Utility Line Construction,--
6013 JP Equity,TAKUMA CO,JP,Common Stock,1.86B,1.52B,2.04B,--,Waste and Disposal Services,Waste and Disposal Services,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,--
HMFC IN Equity,HFCL LTD,IN,Common Stock,1.86B,737.60M,1.41B,4k,Telecommunications Equipment,Telecommunications Equipment,Diversified Telecommunication Services,Integrated Telecommunication Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,Comm & Transmission Const
1950 JP Equity,NIPPON DENSETSU,JP,Common Stock,1.77B,2.18B,3.17B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Power Plant Construction
8926 TT Equity,TAIWAN COGEN,TW,Common Stock,1.69B,431.34M,1.35B,--,Construction and Materials,Engineering and Contracting Services,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Power Plant Construction
1890 JP Equity,TOYO CONSTRUCTIO,JP,Common Stock,1.67B,1.74B,1.93B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
VATW IN Equity,VA TECH WABAG LT,IN,Common Stock,1.67B,597.77M,986.69M,1k,"Gas, Water and Multi-utilities",Water,Water Utilities,Water Utilities,Engineering & Construction,Infrastructure Construction,Utility Line Construction,Water Utility Line Construction
ESG UH Equity,ESG EMIRATES,AE,Common Stock,1.64B,525.86M,1.62B,--,Household Goods and Home Construction,Household Furnishings,Industrial Conglomerates,Industrial Conglomerates,Engineering & Construction,Infrastructure Construction,--,--
ARE CN Equity,AECON GROUP INC,CA,Common Stock,1.64B,4.70B,3.62B,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,--,--
POWM IN Equity,POWERMECH PROJEC,IN,Common Stock,1.63B,947.34M,864.52M,4k,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Energy Infra Construction,Power Plant Construction
