Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
036890 KS Equity,JINSUNG T.E.C.,KR,Common Stock,316.18M,434.17M,497.94M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Industrial Machinery & Supplies & Components,Machinery,Construction & Mining Machinery,Construction Machinery,--
1660 HK Equity,ZHAOBANGJI LIFES,HK,Common Stock,271.81M,38.96M,85.67M,395,Industrial Engineering,Machinery: Construction and Handling,Trading Companies & Distributors,Trading Companies & Distributors,Machinery,Construction & Mining Machinery,Construction Machinery,--
SOM LN Equity,SOMERO ENTERPRIS,US,Common Stock,250.37M,165.55M,158.64M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
EEI IN Equity,EIMCO ELECON LTD,IN,Common Stock,202.78M,44.40M,91.41M,123,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,--,--
6358 JP Equity,SAKAI HVY INDUST,JP,Common Stock,194.18M,280.49M,455.62M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
ANG AU Equity,AUSTIN ENGINEERI,AU,Common Stock,179.95M,376.73M,303.33M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Const & Mining Mach Parts & Svcs,--
6390 JP Equity,KATO WORKS CO,JP,Common Stock,175.93M,533.02M,1.10B,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
6294 JP Equity,OKADA AIYON CORP,JP,Common Stock,174.75M,267.69M,384.75M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
MIO ID Equity,MINCON GROUP PLC,IE,Common Stock,174.15M,239.26M,353.79M,510,Industrial Engineering,Machinery: Industrial,Machinery,Industrial Machinery & Supplies & Components,Machinery,Construction & Mining Machinery,--,--
CVW CN Equity,CVW SUSTAINABLE,CA,Common Stock,163.17M,0,22.24M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,--
BVSAN TI Equity,BULBULOGLU VINC,TR,Common Stock,160.22M,126.75M,152.03M,561,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
041440 KS Equity,HYUNDAI EVERDIGM,KR,Common Stock,150.98M,394.82M,324.26M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
FAVCO MK Equity,FAVELLE FAVCO BH,MY,Common Stock,136.76M,299.07M,521.14M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
GAPI IN Equity,GUJARAT APOLLO,IN,Common Stock,101.51M,7.54M,103.89M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
SHHM SP Equity,SIN HENG HEAVY,SG,Common Stock,89.87M,57.06M,148.67M,--,Industrial Engineering,Machinery: Construction and Handling,Trading Companies & Distributors,Trading Companies & Distributors,Machinery,Construction & Mining Machinery,Construction Machinery,--
109860 KS Equity,DONGIL METAL CO,KR,Common Stock,81.04M,95.60M,192.85M,--,Industrial Transportation,Commercial Vehicles and Parts,Metals & Mining,Steel,Machinery,Construction & Mining Machinery,Construction Machinery,--
S188 GR Equity,SMT SCHARF AG,DE,Common Stock,73.79M,155.87M,300.75M,543,Industrial Transportation,Railroads,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,Underground Mining Machinery
010240 KS Equity,HEUNGKUK METALTE,KR,Common Stock,67.58M,143.10M,138.12M,--,Industrial Engineering,Machinery: Industrial,Machinery,Industrial Machinery & Supplies & Components,Machinery,Construction & Mining Machinery,Const & Mining Mach Parts & Svcs,--
GMA VN Equity,G-AUTOMOBILE JSC,VN,Common Stock,63.79M,170.23M,94.91M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,--,--
RVTH IN Equity,REVATHI EQUIPMEN,IN,Common Stock,63.39M,32.17M,44.66M,--,Industrial Engineering,Machinery: Construction and Handling,Energy Equipment & Services,Oil & Gas Equipment & Services,Machinery,Construction & Mining Machinery,--,--
317850 KS Equity,DAEMO ENGINEERIN,KR,Common Stock,63.01M,45.94M,67.26M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Const & Mining Mach Parts & Svcs,--
YMAO SP Equity,YONGMAO HLDGS,SG,Common Stock,57.62M,187.12M,496.43M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
APCS TB Equity,ASIA PRECISION,TH,Common Stock,46.52M,57.47M,160.76M,--,Construction and Materials,Engineering and Contracting Services,Machinery,Industrial Machinery & Supplies & Components,Machinery,Construction & Mining Machinery,--,--
ROBIT FH Equity,ROBIT OYJ,FI,Common Stock,45.85M,148.09M,152.78M,229,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,--
PAT PW Equity,PATENTUS SA,PL,Common Stock,45.25M,37.80M,78.90M,148,Industrial Engineering,Machinery: Industrial,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
2102 HK Equity,TAK LEE MACHINER,HK,Common Stock,43.29M,54.55M,96.37M,118,Industrial Engineering,Machinery: Construction and Handling,Trading Companies & Distributors,Trading Companies & Distributors,Machinery,Construction & Mining Machinery,Construction Machinery,--
ICMB IN Equity,INTL COMBUSTION,IN,Common Stock,34.19M,53.17M,43.15M,562,Industrial Engineering,Machinery: Industrial,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,Mining Material Handling Equip
FBR AU Equity,FBR LTD,AU,Common Stock,32.38M,1.31M,69.84M,--,Industrial Engineering,Machinery: Construction and Handling,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
2078 HK Equity,PANASIALUM HOLDI,HK,Common Stock,32.29M,178.28M,294.32M,615,Electronic and Electrical Equipment,Electrical Components,"Electronic Equipment, Instruments & Components",Electronic Components,Machinery,Construction & Mining Machinery,Const & Mining Mach Parts & Svcs,--
SPL BD Equity,SAIF POWERTEC L,BD,Common Stock,32.14M,66.70M,395.03M,2k,Industrial Support Services,Professional Business Support Services,Commercial Services & Supplies,Diversified Support Services,Machinery,Construction & Mining Machinery,--,--
CROWN IN Equity,CROWN LIFTERS LT,IN,Common Stock,32.07M,5.16M,20.00M,--,Industrial Transportation,Commercial Vehicles and Parts,--,--,Machinery,Construction & Mining Machinery,Construction Machinery,--
READYMIX IN Equity,READYMIX CONSTRU,IN,Common Stock,29.80M,12.82M,7.17M,--,--,--,Construction & Engineering,Construction & Engineering,Machinery,Construction & Mining Machinery,Construction Machinery,--
CLEV US Equity,CONCRETE LEVELIN,US,Common Stock,27.58M,1.19k,28.58k,--,Construction and Materials,Building Materials: Other,--,--,Machinery,Construction & Mining Machinery,--,--
INTA RO Equity,INDEPENDENTA,RO,Common Stock,26.01M,3.62M,14.69M,34,Electronic and Electrical Equipment,Electronic Equipment: Other,--,--,Machinery,Construction & Mining Machinery,Construction Machinery,--
NORRH FH Equity,NORRHYDRO GROUP,FI,Common Stock,25.09M,39.74M,40.08M,145,Industrial Engineering,Machinery: Specialty,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Const & Mining Mach Parts & Svcs,--
NTBK IJ Equity,NUSATAMA BERKAH,ID,Common Stock,14.99M,10.09M,16.76M,32,Industrial Transportation,Commercial Vehicles and Parts,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,--
SC MK Equity,SC ESTATE BUILDE,MY,Common Stock,14.75M,661.16k,13.57M,--,Household Goods and Home Construction,Home Construction,Construction & Engineering,Construction & Engineering,Machinery,Construction & Mining Machinery,Construction Machinery,--
L10 VN Equity,LILAMA 10 JSC,VN,Common Stock,13.62M,64.97M,87.52M,--,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Machinery,Construction & Mining Machinery,Construction Machinery,--
TLO PW Equity,TELESTO,PL,Common Stock,12.65M,3.32M,2.78M,7,Industrial Engineering,Machinery: Specialty,--,--,Machinery,Construction & Mining Machinery,--,--
CRNX IN Equity,CRANEX LTD,IN,Common Stock,9.94M,9.35M,10.58M,139,Industrial Transportation,Commercial Vehicles and Parts,Machinery,Construction Machinery & Heavy Transportation Equipment,Machinery,Construction & Mining Machinery,Construction Machinery,--
MTS VN Equity,VINACOMIN MATERI,VN,Common Stock,7.76M,247.04M,36.65M,643,--,--,--,--,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,--
UZHM ZU Equity,OZBEKKIMYOMASH Z,UZ,Common Stock,5.35M,--,--,--,--,--,--,--,Machinery,Construction & Mining Machinery,Construction Machinery,--
MOJ PW Equity,MOJ,PL,Common Stock,5.12M,27.91M,32.78M,--,Industrial Engineering,Machinery: Industrial,Machinery,Industrial Machinery & Supplies & Components,Machinery,Construction & Mining Machinery,Const & Mining Mach Parts & Svcs,--
MHEL IN Equity,MEWAR HI-TECH EN,IN,Common Stock,5.04M,9.17M,8.57M,--,Industrial Engineering,Machinery: Industrial,Machinery,Industrial Machinery & Supplies & Components,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,Mining Material Handling Equip
SRES LN Equity,SUNRISE RESOURCE,GB,Common Stock,3.94M,215.48k,4.10M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Precious Metals & Minerals,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,Mining Material Handling Equip
SAEN IN Equity,SOUTH ASIAN ENT,IN,Common Stock,2.88M,329.27k,685.85k,14,Travel and Leisure,Recreational Services,"Electronic Equipment, Instruments & Components",Technology Distributors,Machinery,Construction & Mining Machinery,Construction Machinery,--
UEM VN Equity,VINACOMIN UONG B,VN,Common Stock,2.21M,9.24M,6.56M,164,--,--,--,--,Machinery,Construction & Mining Machinery,Mining Machinery & Equipment,--
URCB RO Equity,URC SA VASCAU,RO,Common Stock,212.44k,13.48k,159.12k,--,--,--,--,--,Machinery,Construction & Mining Machinery,--,--
HDRURA BK Equity,HIDRAULIK AD KNE,BA,Common Stock,142.37k,--,--,--,--,--,--,--,Machinery,Construction & Mining Machinery,--,--
RDHK ME Equity,RADOJE DAKIC U S,ME,Common Stock,3.26k,58.76k,82.92M,17,--,--,--,--,Machinery,Construction & Mining Machinery,Construction Machinery,--
4221781Z IM Equity,MCI MACCHINE CEN,IT,Private Comp,--,-257.74k,1.04M,--,--,--,--,--,Machinery,Construction & Mining Machinery,--,--
4001676Z IM Equity,IMT INTERNATIONA,IT,Private Comp,--,0,12.12M,--,--,--,--,--,Machinery,Construction & Mining Machinery,--,--
ISGI US Equity,INTERNATIONAL SA,US,Common Stock,--,0,5.74k,--,Industrial Support Services,Professional Business Support Services,Professional Services,Research & Consulting Services,Machinery,Construction & Mining Machinery,Construction Machinery,--
MOU LN Equity,MOUNT ENGINEERIN,GB,Common Stock,--,0,37.47M,--,Industrial Engineering,Machinery: Industrial,--,--,Machinery,Construction & Mining Machinery,--,--
