Company_neo4j_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
comp_248,-0.07787048,0.9379892,-0.22493915,-0.020555213,-0.20462112,-0.15415446,-0.16682748,-0.4812227,0.5928662,-0.7907205,0.9101944,-0.15462302,0.064258724,-0.1526824,0.4594968,-0.94379854
comp_250,-0.04556284,-0.15287657,-0.29912657,0.16183688,-0.13803378,0.07188488,0.3815469,-0.59391207,-0.52473843,-0.64369416,0.81933063,0.14897521,-0.32963148,0.01607597,-0.1998674,0.18277042
comp_251,0.70502126,-0.09366655,0.33390355,-0.50892776,-0.14837734,-0.647892,0.26701173,0.09961122,-0.025029443,-0.2731497,0.32870203,0.0072652292,0.20749485,-0.1272744,-0.7661656,0.07434015
comp_253,-0.67374647,-0.012729762,0.39355543,-0.0870269,0.15946509,-0.23240887,0.1509203,-0.3257156,0.025324043,0.059906986,0.008891849,-0.21233572,0.07814669,-0.108370915,-0.06427413,-0.61653244
comp_254,0.31079507,-0.2647157,1.4360942,0.03711117,0.033756327,-0.49365196,0.8194614,0.16942874,0.18777663,-0.52371496,0.1228294,-0.077161476,-0.33113635,0.19318064,0.30651563,-0.0152252875
comp_257,0.09278294,-0.029476874,-0.33097565,-0.33978015,-0.4593087,0.31102037,-0.37757424,-0.7701272,-0.5012961,-0.08561419,0.26508287,-0.2866998,-0.34754613,-0.5371651,-0.5215208,-0.61713654
comp_259,0.15997839,-0.77459836,-0.1946201,0.8646085,0.8541175,-0.20044157,0.9296412,0.6693595,-0.2954116,-0.17044297,0.642892,-0.26762348,-0.5579094,0.09139236,0.076423064,-0.29401124
comp_260,-1.1204839,-0.18401833,0.4375784,-0.1945927,-0.23899712,-0.39908326,-0.9754197,0.7230748,0.24270108,0.057185195,0.85104877,-0.32751548,-0.55061007,0.6316443,-0.4626938,0.06729537
comp_265,-0.334288,0.09051215,0.30941343,-0.31799293,-0.30995175,-0.15539804,-0.29738545,-0.33396214,0.9607347,0.2433507,0.3062856,-0.020101646,-0.44278648,0.43522757,-0.026522031,-0.4654049
comp_267,0.031638794,0.56268835,-0.52960473,-0.02305974,0.057720177,0.026043607,0.20500676,0.22282934,-0.3347813,0.07068248,0.8612313,-0.053227913,0.016657518,-0.64105916,0.01915212,-0.5350372
comp_268,-0.8138245,-0.41918984,-0.18408722,-0.2573627,-0.28789052,-0.30102804,0.3509923,-0.27031067,0.5137151,-0.15524203,0.7052961,0.24295889,-0.2658553,-0.34214485,0.26455474,0.3544436
comp_270,-0.29308465,0.030832725,0.330327,0.0093549825,0.014661624,-0.10377573,0.29785046,0.14316213,-0.17906466,0.06158896,0.14251056,0.050570052,-0.039788593,0.02527635,0.28567776,0.08976754
comp_271,-0.34259745,0.16202992,0.15804613,0.09835114,-0.19099614,1.0430222,0.27657104,0.4467498,0.1804627,-0.29671732,-0.061449304,-0.91901314,0.4785141,0.057490993,0.4292063,0.21424049
comp_272,-0.27143887,0.25158647,-0.3396175,-0.2115081,0.12493646,-0.2155894,0.214788,-0.44487426,-0.34872746,-0.09292126,0.01758902,0.13050184,-0.29365283,-0.4714126,0.19452912,-0.2290144
comp_275,0.23474112,0.23868833,-0.40488723,-0.3632353,0.069880635,-0.14326221,-0.1315097,0.434305,-0.7677616,-1.2140183,0.71624494,0.19664533,0.32767186,-0.026904238,-0.04477182,-0.5465525
comp_276,-0.4001706,0.2661741,-0.61630523,-0.93558496,-0.67266834,-0.58707285,1.0645494,-0.05944535,-1.073197,0.69978094,-1.3014007,0.034195498,-0.067438684,0.37905806,-0.47532383,0.4930249
comp_278,-0.41187873,0.03888,0.55311877,-0.91306365,-0.036038555,0.15151103,0.3656751,-0.4264443,0.09082563,0.019753952,-0.07069311,-0.029314717,-0.25333986,0.36895713,-0.013855834,-0.022017501
comp_280,-0.46319658,0.12807785,-0.83924174,-0.43022603,-0.44929662,0.41790056,-0.67930377,-0.19819625,-0.6937931,-0.084652215,1.5044273,0.0010389395,0.746307,-0.3129357,-0.290856,0.12112294
comp_281,-0.36776263,0.17546742,1.5208033,-0.88282764,-0.046172112,0.37820804,0.69271344,0.8294471,0.26236913,-0.364683,-0.5470615,-0.6590077,0.4008548,-0.14227675,-0.22542538,-0.97231853
comp_282,-0.5161334,-0.032471552,-0.16589522,-0.071743906,0.75760764,0.5028899,0.6354833,0.69677323,0.22839005,0.7483548,0.0035428747,0.5448161,-0.5032713,0.019010914,-0.05955847,0.89689386
comp_283,-0.6088647,1.3204023,0.018951768,0.21365203,-0.08906459,0.3447297,-0.30836758,0.5589262,-0.5732503,-0.48860836,-0.09159675,0.2182975,-0.34071907,-0.60295534,0.86014616,-0.9372886
comp_289,-0.15012948,-0.10085344,-0.12341489,-0.7140737,-1.770989,-0.5776022,-1.0068663,-1.486243,-0.3776616,-0.086944774,0.45247743,0.005619198,0.8495786,0.8636192,0.08956017,-0.23043934
comp_290,-0.18775566,0.36137024,0.77408135,0.09967991,0.19212325,-0.28315082,-0.22755386,-0.28213364,-0.09646477,-0.18424034,0.27700743,-0.14905825,-0.12913974,0.12294578,0.24175349,-0.06653662
comp_295,1.244702,0.6664015,1.5226723,-0.010204979,0.7755565,0.05353766,0.17405403,0.049443547,-0.7641878,-0.3609565,-0.06262135,0.0028876788,-0.17706586,-0.042100377,0.5805409,-0.21786909
comp_296,-0.5225153,-0.248828,-0.76682043,-0.20920154,-0.49566993,0.363377,-0.5085167,0.43998918,-0.27881056,-0.007009925,0.16511992,0.6026937,-1.1052238,-0.6726037,0.24473573,0.29007235
comp_299,0.11565024,-0.17817377,0.17261553,0.1046716,-0.14657721,-0.35120428,-0.15672512,-0.27665123,-0.77820724,0.1863507,0.4318807,-0.021399863,0.067978136,-0.63447225,-0.828643,-0.5260902
comp_300,-0.05062752,-0.3984794,0.24090914,0.1792643,0.219674,-0.17157468,-0.13499673,-0.29213956,0.13287258,-0.12194509,0.32547483,0.28010365,-0.41619462,-0.49380052,-0.28850362,0.09222603
comp_301,0.47085148,0.116972715,-0.10434957,-0.6773327,0.12171338,0.13828689,-0.07785686,0.6012897,-0.1277856,-0.29028675,0.3161992,0.3695818,0.32722583,-0.7841158,-0.053872585,-0.26571926
comp_302,-0.34045494,-0.2611652,0.8195106,-0.09814992,-0.10901049,0.42517594,0.11699416,-0.40454978,-0.3081776,-0.5395386,-0.84348863,-0.11495299,0.17932658,0.67904174,0.2640012,-0.44757947
comp_303,0.039708246,0.08607647,-0.066767156,-0.8177199,-0.20208822,-0.53595144,-0.20862027,-0.23802099,-0.097282946,0.040879484,0.3817795,-0.10038825,-0.08212296,0.29123464,0.4758668,-0.61140907
comp_307,-0.5072234,0.5382819,-0.14844298,0.36508068,-0.5079049,0.23646949,0.5049225,-0.16281167,0.20202121,-0.06843111,0.2367438,0.9037346,0.22500381,-0.6222798,0.3318303,-0.34049898
comp_309,0.24128634,1.4725161,-0.4694304,-0.2544685,-0.66200745,-0.14995691,0.045652136,-0.11485791,0.39768568,-0.89089835,0.10481275,0.11873006,-0.023814952,0.011630631,0.29409477,-0.36914745
comp_312,-0.30951837,0.33515593,0.27598196,0.017957866,-0.7658478,-0.32089308,-0.25842825,0.48475575,-1.0892946,0.2527061,0.3936438,-0.25969183,-0.24383911,-0.39475897,-0.0010263401,0.07636659
comp_315,-0.09180489,0.07194687,-0.54311335,-0.25481293,-0.18200395,-0.22610413,0.6367025,-0.3531073,-0.16791743,-0.15807654,0.30737057,-0.28268024,-0.39948905,0.19382419,0.22331804,-0.1467569
comp_317,0.027525252,-0.9455385,-1.1231054,0.53975785,0.06697535,0.029017732,0.25133544,-0.5003829,0.7755879,-0.42603305,0.76016843,-0.71752435,-0.46453947,-0.1711101,0.42923623,-0.054731064
comp_318,0.6928191,-0.84103584,-0.1614484,-0.02593117,0.4164965,-0.19913964,0.5505306,-0.25136065,-0.26017386,0.23005527,0.33339152,0.4002248,-0.4147049,-0.28380784,-0.6065007,-0.23185582
comp_319,-0.0053498684,0.10025575,0.65341157,-0.09917891,-0.15850566,-0.09371935,-0.056615446,0.25152227,-0.96764076,-0.24867108,0.5288773,-0.24201299,0.16361476,0.29671597,-0.10518612,-0.18174024
comp_323,-0.3074383,-0.10734345,0.13762498,-0.79717857,-1.4004279,-0.3602743,0.21801011,0.041189693,-0.13485384,-0.6518206,0.7055139,0.3992033,0.12139474,-0.094519176,-0.3338945,0.5010027
comp_324,-0.24392444,-0.3742384,-0.014922562,0.42708012,0.019599188,0.11386003,-0.114180215,-0.5466991,-0.035499305,-1.1830233,0.10298597,0.25625238,-0.0796713,-0.22204213,0.39583963,-0.08546708
comp_326,0.23265168,0.03736035,-0.61309034,-0.648965,0.9753941,0.014467408,0.39111578,-0.10884409,-0.14028624,-0.68847525,0.5920075,0.009623205,-0.28034082,1.4054892,0.23494147,-0.16533297
comp_328,0.33996746,0.031568985,0.2977264,-0.4904798,0.03263695,0.45850322,0.033690456,-0.6250565,-0.50020117,0.18780756,0.15983495,-0.38877022,0.8221278,-0.71074575,-0.49442804,-0.28901735
comp_332,-0.58881336,0.79119205,-0.19374631,-0.2298724,-0.05073997,-0.05429314,-0.17172304,-0.45343822,-0.4063498,-0.45954108,-0.036718808,0.17088662,-0.10920899,-0.089585125,0.09384263,0.21152672
comp_334,1.8357801,0.253304,-0.102708384,-0.088745214,0.36914125,-0.20341974,-0.07851528,-0.18949372,-0.4544972,-0.47992197,0.7162805,-0.19132759,-0.86290085,0.20292445,0.23836511,-0.021126913
comp_335,-0.671315,0.22208868,-0.36220387,-0.11079649,-0.45360273,-0.17118056,-0.3152437,0.15386148,-0.3301483,0.033147547,0.080586,0.17317653,-0.34096426,-0.37418357,0.2181575,-0.059960518
comp_337,0.9509823,0.5964424,0.5967325,-0.9933974,0.10786076,-0.29338056,-0.37395653,0.9977912,-0.24782465,0.24240878,0.43391025,-0.11328122,0.8973335,0.1563449,-0.14323117,-0.7209401
comp_338,-0.4244955,0.14481892,0.10850876,0.51764727,-0.39359307,-0.025786899,0.25418767,-0.3906631,-0.27789333,-0.97525156,-0.50832236,-0.7848538,-0.67546016,-0.0285979,-0.4596719,-0.016252529
comp_340,-0.25728458,0.5738804,-0.09754348,-0.27355155,-0.38968197,1.3157586,-0.055888355,-0.5737504,0.6832837,0.48875487,0.16014561,0.26461685,0.47684735,-0.3637328,-0.19048359,-0.1797664
comp_341,0.14459573,0.83731943,-0.2789119,-1.1455414,-0.54086393,-0.22483426,0.10390825,-0.13539639,-0.45311394,-0.7712495,-0.39686444,-0.49995193,0.703969,-0.27533594,0.085177414,-0.8248537
comp_346,0.6822367,-0.26307422,0.30229038,-0.77300626,-0.37502372,-0.28174016,-0.4629912,0.6200354,-0.64240086,-0.6685809,0.28135046,0.044487566,-0.1966986,-0.1806019,0.24205774,-0.5898829
comp_347,-0.11328254,0.46425298,-0.60728437,-0.12952785,0.45935205,-1.3173755,-0.32866436,0.2522827,-0.11263054,-0.117397055,0.38858336,0.2039201,-0.32196286,0.43337977,-0.20453852,0.08491848
comp_349,-0.52702564,-0.08310795,0.31503162,-0.08051855,-0.691652,-0.118901856,-0.1298315,0.7925549,0.21538448,-0.115243085,0.5024549,0.4328906,-0.27627763,0.24200343,0.16229351,-0.44633338
comp_350,-0.36673608,0.72793067,-0.53047466,0.56890446,-0.08365722,0.28898224,-0.5704005,-0.42248175,-0.02276319,1.1460177,-0.26344833,0.2953319,0.12654404,-0.024951443,-0.021823963,-0.72043836
comp_351,-0.23973288,0.15589915,0.34212205,-0.34457088,0.48518515,-0.55197877,0.8435553,0.33727115,0.49812418,0.61553997,1.0373453,0.24884969,0.6843096,-0.03233565,-0.46667013,-0.004275961
comp_356,-0.13074324,-0.031406894,-0.5711984,0.47336766,-0.21100073,-0.0038839527,-0.9269552,0.25084236,-0.12963478,-0.857116,0.67882925,0.9215931,0.32613978,0.48162457,-0.40400213,-0.33158258
comp_357,-0.80758053,1.0208793,-0.116844565,1.1003156,0.20319602,0.76391065,-0.43649256,-0.9165435,-0.4570273,-0.5373895,0.12326454,0.33585835,-0.1969229,0.94750446,-0.3072951,-1.1622801
comp_360,0.07674724,0.7572357,-0.80792624,0.52552706,-0.004090437,0.51507735,-0.22785619,0.48702243,-0.46826664,-0.5478725,0.79419637,0.5899742,0.3641536,0.507667,0.23155761,0.11136682
comp_362,-0.19608904,-0.25658298,0.49065948,0.1090345,0.1813335,-0.5366791,-0.14063835,-0.39820668,-0.17939718,0.085076615,0.23521878,0.06924319,0.031306155,0.15199073,0.17583314,-0.47222996
comp_366,0.5851455,0.14352477,0.0716297,0.19032764,0.49702606,-0.053272113,-1.0281906,0.22468996,0.06207351,0.2892758,0.94962585,0.53372896,0.028252203,-0.29380375,-0.51427627,0.604549
comp_370,0.3006916,1.2883021,0.14007257,-0.14344008,-1.7263362,0.0040487554,0.411726,-0.6524023,-0.46931875,-0.13272683,-0.85169435,0.7940929,0.35241014,1.2353047,-0.34986892,-0.8562551
comp_371,0.092995085,-0.8284341,0.059448235,0.45002842,-0.69200104,-0.7753366,-0.42826468,0.02336949,-0.67743313,-0.9074981,-0.7271585,-0.001234014,-0.46690828,-0.24283642,-0.54923695,-1.0622541
comp_375,-0.3143708,-0.030950412,0.040619116,-0.34419462,-0.16997048,-0.08528354,0.6672271,0.45185477,-0.5285956,-0.69595194,0.07455116,0.64948636,-0.26001444,-0.24851425,-0.20143348,-0.06571426
comp_376,-0.7887008,-0.21678804,-0.08120288,0.51269495,-0.2319029,0.7154535,-0.299123,-0.24896677,-0.46030927,-0.19545266,0.17272946,-0.104786046,-0.7101267,-0.5600061,-0.04450886,0.097931676
comp_377,0.12017891,-0.7536758,-0.75585246,-0.2854279,0.61907244,-0.71083266,0.63396764,0.2561116,-0.6817741,-0.75057536,0.38214758,0.027392773,-1.1697499,-0.03973595,-0.60340834,1.4713864
comp_379,0.34394714,-0.4241005,-0.21654677,0.2597473,-0.5469848,-0.09586001,-0.3665997,0.7234837,-0.17067862,-0.26880255,0.2533812,-0.5912276,-0.59365654,0.22451924,-1.1628538,-0.7825699
comp_384,0.4198052,0.15181148,-0.176515,-0.86810416,0.7312646,-0.28328177,-0.15544075,-0.010908317,-0.041579146,-0.41636154,0.82964164,0.5170423,0.41370115,0.5612916,-0.40354288,0.30754778
comp_385,0.70267445,0.65510225,0.33946532,1.4311223,-0.7528657,-0.09482642,0.05694778,-0.088652395,0.7296738,0.0126865925,-0.18974492,-0.18516573,-0.25167465,-1.0332778,-0.66756433,-0.22318366
comp_386,0.11464334,0.35785568,-0.3495416,0.5627762,-0.34894985,-0.25017852,0.29412377,-0.1239939,-0.02674819,-0.2537224,-0.018706001,0.6955764,-0.58671355,-0.14654031,-0.055924345,-0.21498114
comp_388,0.20509067,0.4084092,-0.9567895,-0.49584964,0.24436785,0.0027973952,0.4571034,-0.64959216,-0.6363698,-0.4324273,-0.44753006,-0.30762926,-0.42045245,-0.35164917,0.18620212,-0.4430239
comp_395,0.06793833,0.5766361,-0.15788934,0.075876474,-0.3342402,-0.15584196,0.3469337,-0.5187215,-0.2517879,0.22955896,0.5680461,-0.507626,-0.23207049,-0.1318351,0.14216542,-0.52410686
comp_400,0.6897327,-0.05844965,-0.30137914,-1.4722291,-0.59162104,-0.2659759,-0.29325333,0.43485814,-0.9394153,0.8286365,-0.3121919,0.11000382,0.25979692,-0.27399194,-0.3201392,-0.9679065
comp_401,-0.7020213,-0.5610758,-0.08701637,-0.26148748,0.28336117,-0.046572454,0.13220675,-0.06967509,-0.5461332,0.14461389,0.35773164,0.025997862,0.10505625,-0.4906899,-0.97252005,-0.17895709
comp_406,0.8677171,0.11264857,-0.43672603,-0.18778147,0.71647793,0.22568855,-0.6534959,-0.8876188,-0.10580491,0.07006996,0.07750021,-0.7722739,0.19416487,0.100792006,-0.435619,0.35125518
comp_407,0.09217205,0.4653112,-0.12492705,0.03751635,0.08541002,-0.37356722,0.6548058,0.4635823,-0.36375207,0.080331616,0.6362601,-0.0019417033,0.10482691,-0.030238254,-0.06304993,0.4039151
comp_408,-0.24425708,0.6934909,0.13415153,-0.28529504,-0.4064515,-0.06129142,-0.4972103,-0.7718031,-0.22090407,0.4914124,-0.39131927,-0.41900083,0.013303433,-0.71664107,-0.15412517,0.68082196
comp_410,-0.9578011,-0.252539,-0.25839552,-0.33515778,-0.44582164,1.0229578,0.47984332,-0.24964479,-0.21843198,0.6386588,-0.43528923,0.3989585,-0.25234523,0.6155433,0.035219006,-0.321342
comp_411,0.14832865,-0.15226565,-0.03736679,-0.93754655,0.33982426,-0.15524213,0.20063727,-0.66751146,-0.3549057,-0.2289508,-0.8616642,0.15138206,-0.25546777,-0.4434683,-0.6562956,-0.16216616
comp_412,-0.0991556,-0.62429863,0.05140039,-0.24204761,-0.12583542,0.08937216,-0.113187686,0.15015942,-0.0050171083,-0.50421077,0.42799282,0.13664243,-0.23428884,-0.21300429,-0.35126835,0.26029274
comp_420,-0.8665947,-0.10806798,0.21107915,0.013840306,-0.33959025,-0.15401822,-0.8171728,-0.1467127,-0.12683772,0.17908844,0.70122206,-0.048283365,0.11144577,0.026554331,0.21501364,-0.17785524
comp_421,0.033510506,-0.061725497,0.82893497,0.8208287,0.70983976,-0.2527112,-0.13198413,0.6487088,-0.32205486,-0.7155701,0.79056585,-0.47244632,-0.0038475161,-0.35733318,-0.051291548,0.27340502
comp_422,-0.0024232026,-0.09418806,0.2513621,-0.009224956,0.12902817,-0.1144437,-0.7220124,-0.31084174,0.1900147,-0.24544555,0.63725936,-0.1538845,-0.17650479,0.1172972,-0.19245581,0.2595292
comp_423,0.07720072,0.33767623,0.9430641,0.36484516,0.3397152,0.020268656,-0.26186645,-0.32808053,0.15884982,-0.4785975,0.33287084,0.20074852,-0.14457424,-0.13059007,0.30042604,-0.35618857
comp_425,1.4597468,-0.72841716,-0.21850152,0.24803829,0.5684402,0.27971876,-0.6150926,-0.4905959,-1.5285194,-0.37135538,0.61184967,-0.06541313,0.30080676,0.5386966,0.05518984,-0.8307452
comp_429,0.01676329,0.16869652,0.5784037,-0.17140596,0.20448294,-0.35354403,0.17100297,-1.149776,0.25281483,0.27906278,0.19099268,-0.18878119,0.25358978,0.69910556,-0.38279969,1.1276942
comp_430,0.7202122,0.40068603,-0.15988411,0.49410284,-0.015496321,-0.1428078,0.78118384,0.32942,0.056340504,0.42872468,-0.51502514,-0.10725981,-0.099284634,0.0077666263,-0.34635168,-0.44677112
comp_431,-0.5691568,0.071447425,-0.5673701,-0.14053427,-0.021628927,-0.0024277917,0.39779878,-0.7590039,0.14499217,-0.15128604,-0.04852852,-0.43024272,-0.8474958,0.028556114,0.0021514026,-0.06734326
comp_432,0.46385604,0.03425317,-0.29641148,-0.3215303,-0.355581,-0.08923499,0.22380573,-0.65980494,-0.010569543,-0.39413068,-0.50053954,-0.14017099,-0.50652975,-0.15075064,-0.055921566,-0.44705558
comp_433,-0.4332402,-0.21243463,-0.11057521,-0.24494709,-0.28985924,-0.10933367,0.03810627,-0.28652906,-0.038650386,-0.27217636,0.33830872,-0.52695924,-0.66582096,-0.08662158,-0.009748805,0.86318994
comp_435,-0.41165325,-0.7076086,0.022302067,0.28489116,-0.574254,-0.4677622,-0.11642734,-0.629658,0.48865977,-0.49679634,0.74288094,0.28440547,-0.34722453,0.1317412,-0.081515,-0.26392636
comp_438,-0.9000265,0.65222305,-0.03705334,-0.32903332,0.1453097,-0.31353134,-0.26154104,0.541519,0.062485605,0.7652194,-0.20988189,0.40707552,-0.4604764,0.27984527,0.69628555,-0.5392984
comp_439,-0.017977258,0.9802759,-0.53175306,-0.49359965,-0.054038845,0.53592736,-0.8067898,0.5419243,-0.95338494,-0.03147192,0.45960552,0.29908228,1.174419,-0.027408794,-0.25233576,0.1852382
comp_440,-0.518153,-0.2820031,0.23388281,-0.74575824,-0.73689145,-0.027575754,-0.8682272,0.026125057,-1.0206944,-0.015853817,0.54555434,0.83861893,0.545323,0.03299126,0.37677234,-0.43120304
comp_441,-0.27929875,0.71746904,-0.48479965,-0.528867,0.23030388,0.32636508,0.3163915,0.2629431,-0.24682598,-0.1851196,0.17266046,0.130592,0.14088029,-0.37662715,0.6790992,-0.35273245
comp_443,-0.82443523,-0.2512963,0.9098315,-1.02455,-0.88139814,0.46183324,0.64922994,0.5387612,-0.84557414,-0.6367073,1.0917854,0.39268816,0.38912275,-0.067773625,-0.34632576,0.14886904
comp_444,-0.28856954,-0.21522607,0.49071237,-0.6376025,1.1373674,-0.08847115,0.88254535,0.23662046,1.3696982,0.57366985,0.3409286,0.5399246,-0.47280344,-0.027597036,-0.24514864,-0.6516447
comp_445,-0.082154386,-0.10322389,-0.06488024,0.3705789,-0.35272217,-0.16636115,0.8364466,-0.23762298,0.2910187,0.03017332,0.16282065,0.4705826,-0.5601047,0.021611147,0.7228037,0.7650357
comp_450,-0.92382914,-0.042970072,0.16450712,-0.54475826,-0.35492474,1.4231188,0.4942954,0.11927134,0.04488246,0.3969741,-0.44005778,-0.3577056,-0.7298992,0.4768903,1.4402927,0.30197126
comp_452,0.115590036,0.45266894,0.48487958,-1.0102351,-0.7222123,0.31701225,0.09981242,-0.21460822,0.95157075,0.44953105,-0.58476645,-1.0333956,-0.19551301,-0.030095438,0.24222064,-0.13254268
comp_454,-0.59310794,0.30093104,0.053799868,0.1651754,-0.04069056,-0.08675342,0.035031922,0.39072,0.3632776,0.29963148,0.3676194,-0.08870014,-0.7089548,-0.24852337,-0.5526821,-0.49069676
comp_458,0.9977552,-0.45448717,0.22260253,-0.36432347,0.9520328,0.31408447,0.36663574,-0.35071063,-1.285853,-0.62377626,1.6315956,0.34949994,0.77023375,-0.22604945,0.4367467,0.052732322
comp_463,-0.4239325,0.26994586,0.2942686,0.5872068,0.19213416,-0.24382149,0.62771857,-0.184675,-0.3295862,-0.21840702,0.1513999,0.72615904,-0.3050951,-0.39505705,-0.27756935,0.31448832
comp_465,-0.3318084,-0.13602217,-0.040347867,-0.20714355,0.71754915,-0.60778487,-0.09323834,-0.16090168,-0.122961245,0.3886172,-0.036514085,-0.39896116,-0.82039106,-0.40519777,0.7033982,-0.033642836
comp_473,-0.9155673,-0.30441844,-0.80782217,0.20739451,-0.80221224,-0.6984648,-0.32049868,-0.42134398,0.35358587,0.014722677,0.820435,-1.1257845,-1.2173222,-0.5133916,-0.24227448,-0.21679038
comp_475,0.4124083,-0.15924032,1.440021,0.27464804,0.12800601,0.9113052,0.17822096,-1.1839681,0.49726534,-0.63507754,0.7836167,0.77160376,-0.31753358,-0.8722423,0.37012726,0.054831553
comp_477,-0.17274264,0.10202112,0.3088036,0.1862394,-0.8308157,-0.89307237,0.7535108,0.00049618725,0.5829024,0.37934777,0.044900794,0.32683682,0.9297099,-0.479977,0.12072891,-0.12823236
comp_479,-0.010209558,-0.56743056,-0.4150489,0.006866183,-0.17728443,-0.4877058,0.57116514,-0.32968152,-0.24686843,0.47198737,0.33728385,-0.1976609,-0.30590385,-0.014742976,-0.09827734,-0.39108035
comp_481,0.031985648,0.79251933,0.9509858,-0.3235992,-0.6233166,0.09745222,0.10993932,0.41130108,-0.7860843,-0.91991264,-0.90446275,0.6843512,0.50592697,-0.90829,-0.56724924,-0.47904173
comp_482,-0.006213502,0.13985293,0.3224163,-0.2009279,-0.27036318,-0.0910793,0.3581863,-0.14482388,0.047368474,0.14749914,0.8001172,-0.32440993,-0.4473633,-0.7413186,0.26378387,0.1746138
comp_485,-1.0455745,0.10167818,0.8523994,-0.3093083,-0.085120924,0.22689086,0.36853734,-0.6785547,0.24042714,-0.43797028,-1.0744864,0.26782304,-0.4303469,-0.30319834,-0.9643247,-0.03632478
comp_486,0.04085161,0.20918813,0.27242973,-0.09401544,0.12487343,0.17901593,0.17255682,0.2130155,-0.3371321,-0.34675744,0.33490917,0.11620023,-0.025706623,0.41084695,-0.36297837,-0.377703
comp_487,0.2524829,0.16574739,-0.2631441,-0.22142932,0.048205774,-0.3985462,-0.3577309,0.56566644,-0.26429236,1.0065998,0.5276457,0.13709909,-0.33473274,-0.12282129,-0.19066983,0.21720134
comp_488,0.43047628,-0.78405386,-0.37620363,-0.77336144,0.07909044,-0.16850685,0.34350392,-0.6606137,0.108460404,0.061740335,0.10224489,0.4414365,-0.74785185,-0.0787973,-0.2510009,0.41751167
comp_490,-0.17367186,-0.91683877,0.28595302,-0.27607882,0.94116956,-0.031453364,-0.4373831,-0.11316736,0.14105326,-0.8224386,0.043674763,0.6102108,-1.0617812,-0.23487209,-0.24819767,-1.1469961
comp_492,-0.8147541,-0.61693716,0.35450265,0.23111388,-0.13193469,-0.27435654,0.10503406,-1.418896,0.19649506,0.4115767,0.20090638,-0.5013745,-0.0141435,0.26162472,-0.3646866,0.029723184
comp_493,-0.609638,-0.80110514,-0.97377586,0.41581658,-0.12422544,0.96880347,-0.19841036,1.4185075,-0.1848012,-0.278022,0.48018384,-0.0066113365,-0.19854793,-0.7510197,-0.36017942,0.7909508
comp_494,-0.16867845,-0.008425076,0.38760054,-0.025562854,-0.3064211,-0.16202538,0.28865463,-0.4362012,0.29005963,-0.42156297,0.70934176,0.20523666,-0.15784593,-0.2699973,0.044773847,-0.10808456
comp_495,-0.1952149,1.0701712,0.12951782,-1.6474112,-0.54523796,-0.31467956,0.58728427,0.18925199,0.30563042,0.32010412,0.6386553,-0.3458468,0.005461491,1.2524315,0.035132054,0.75553936
comp_496,-0.38086656,-0.34313667,0.66998774,-0.026124988,-1.1321018,-0.35828874,0.20901276,0.12453445,-0.17752387,-1.0872936,0.5276986,0.3803909,-0.34288803,0.025114795,0.09914574,-0.14735757
comp_497,-0.027207192,-0.41936246,1.0139346,-0.92457926,-0.072852306,-0.34862497,0.88107437,0.021968523,-0.6042585,0.06827292,0.711625,-0.3096002,0.056177642,-0.68047714,0.493702,-0.24259038
comp_498,-0.008303294,0.45014954,-0.012300079,0.23177421,-0.36444157,0.4124891,-0.031611875,-0.31878322,-0.3194426,0.0504979,0.30350804,-0.4584634,-0.60703033,-0.47853065,0.38000116,-0.20535083
comp_499,-0.45079947,0.5061223,0.45299074,-0.10802668,0.6936211,-0.5585886,0.47041202,0.71159685,-0.4413836,0.14743748,0.34763595,0.02198584,0.23945136,-0.02419532,0.077020876,-0.14586717
comp_503,0.32365406,0.17712307,0.94661987,-0.41006026,0.15509132,0.1703671,0.8177362,0.3903938,-0.19255535,0.013166263,0.18605341,-0.89013326,0.29447338,1.5546029,0.06413851,-0.71326756
comp_505,0.65488416,0.28303733,-0.21946287,0.013684345,-0.99170715,-0.20960306,-0.098193474,0.37963435,0.44118148,0.542918,-0.017757937,0.53929305,-0.60439056,-1.4385413,-0.014041805,-0.4334569
comp_506,0.61035573,0.0013063503,-0.07080507,-0.23044226,2.310164,-0.8384639,0.07620204,-0.7105417,0.69811547,0.20567925,-0.37999862,0.42512313,-0.16188996,-0.16906923,0.6470604,-0.6077674
comp_508,-0.74770993,0.031837694,-0.43643463,-0.58064955,-0.46055898,-0.19457471,0.7869177,-0.4404227,0.3074955,1.355002,0.6105356,-0.5724688,0.08952201,-2.4709175,-0.81538117,-0.25035673
comp_511,-0.33377862,0.62661034,0.3513191,0.2752177,0.08966128,-0.48705325,-0.06380745,0.45064273,0.26637244,0.25325125,0.5228581,0.37807375,0.31824875,0.092427805,0.61543024,-0.015311677
comp_517,-0.22770663,0.3750295,-0.16806474,0.3981623,0.1437548,0.0017500827,-0.45976806,-0.12951504,0.51079357,1.0873566,0.072429955,-0.4701583,-0.34594014,-0.54630536,-0.07583474,0.034777127
comp_518,-0.39872003,0.032686584,-0.57598287,-0.053135067,0.37071818,-0.42821902,0.40007618,-0.046451915,-0.0561488,0.9147286,-0.2634479,0.15260625,0.37131268,-0.16489753,0.020510705,-0.13811132
