NODE_neo4j_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
48,0.09777268,0.6693666,0.17028348,-0.020784585,-0.22919971,-0.23310694,0.48263457,-0.29158285,-1.2662758,0.78228253,2.047651,0.28643775,-2.00206,0.017987095,0.65562344,1.6817359,-0.2030863,0.7645772,0.7274362,-1.4355515,-0.37883458,0.3235653,1.388952,0.5938894,-0.60536796,-0.06549545,0.1158143,0.14076158,0.270942,1.6219643,0.17427993,1.3972633,2.4836135,0.21528423,-0.062337846,0.31823695,0.54687756,0.5169751,0.47935116,-0.5574675,-0.23445585,1.3343586,-1.5799319,0.7210699,0.5543489,0.1744428,-0.34495252,0.7547568,-0.33682594,0.20090067,0.05237039,0.5975066,2.0628946,0.82591057,0.9478124,0.07679835,0.053412095,-0.633788,-1.1816218,-0.13918091,0.82152814,1.1819296,-0.33094963,0.89865935,0.4119868,-0.7655728,-1.6157804,1.2435013,0.8548928,-0.39749005,0.4711369,0.84051126,-0.076676734,-0.8475924,-0.012492109,-0.1733294,-0.52062774,0.07144436,0.058408745,-0.8290644,-0.12868503,1.0672055,0.53807086,0.7817134,-1.2147555,-0.11682182,-0.7496137,-0.21610747,0.039996717,-0.64664567,0.36662847,0.046759006,0.90655583,1.2839301,0.35334283,0.15550669,-0.30513102,0.5177675,2.1056244,-0.93708426,-1.1374654,-0.20460296,0.0108221015,-0.30805033,1.4482387,-1.1744381,0.012960075,-0.043727662,0.45327947,-0.03452637,-0.20272182,0.008550182,0.5581189,0.029993474,1.3059669,1.2209458,-0.42571214,0.19612321,0.3269715,-0.382439,0.26664492,0.8098774,0.6954054,1.0385724,-0.9166818,-0.43194276,0.5503158,0.049799465
49,-0.6009059,0.42119783,0.050755005,1.573859,-0.5092863,-0.15438235,0.013789146,-0.40895838,-0.92886764,1.0538474,-0.43922892,0.14252865,-0.17942195,-1.5031277,-0.26280674,0.033070836,-1.3154606,0.15880479,0.18244143,0.4502568,0.3160064,-0.74095434,-1.013067,0.065659724,0.45934397,0.0017543249,-2.0714264,0.3989243,1.3304788,-0.7268589,-0.00044053723,0.6787137,-0.4855193,-0.57819,-1.0611595,-0.22055632,0.42002735,-1.5402434,-0.31126687,1.8439479,0.5977981,-0.010055045,-1.3717515,0.72572714,0.39237747,0.9133014,-0.8020125,0.4993104,0.14233837,0.89635533,1.0152591,-2.567904,-2.2430174,-0.55762017,0.28874606,1.7390622,1.1511956,0.3499032,1.0184921,-0.26026478,-0.14629789,0.12683952,-0.53129065,-0.79078805,0.16394508,0.053032786,-0.49611565,-0.029005455,-0.73844063,-0.029117279,0.919299,-1.0729283,-2.6728225,1.5898501,-0.9403503,-0.9455097,1.7829103,0.40629047,-0.6046051,0.7422337,-0.1222836,-2.005232,0.8229914,-1.4180394,0.9046084,0.8509318,-1.1108602,0.4876682,0.6483864,2.1493344,-0.9460178,0.39636046,0.12704338,-0.13656092,0.7694794,0.35049278,1.4810406,-0.29071647,1.694287,-0.76419985,-0.1389486,-1.8987513,-2.0882065,0.54704905,0.005774661,1.178843,0.9710498,1.1374736,-1.0916634,-0.28420025,0.8378604,0.98870206,2.4763937,-0.38847905,-0.7908824,-0.9149891,0.87440944,-1.290006,0.35011595,-1.0125726,1.2081221,-0.4027069,0.07194147,-0.725659,-1.0974103,-0.3482178,-1.8644816,0.3767779
50,0.16310315,0.6056338,-0.7204766,0.6867823,0.5720676,0.6516875,-0.7231381,0.30261555,0.020325784,-0.80877393,-0.2874248,-0.8593735,1.2772242,0.07224586,0.15109092,-0.034757398,2.576851,-0.33221784,0.5531371,0.70621526,1.247283,1.4293032,1.4269372,0.010974089,-1.5229572,-1.2604525,1.4341303,-1.4799026,0.20108853,1.4840878,-0.15159646,-0.5069039,0.065601125,-0.27587044,-0.6779063,-0.09529382,0.26683882,1.7835767,0.45935193,-1.2935644,-0.6476633,0.04373864,-1.6872221,-0.3775436,0.7244549,0.15758401,-0.07129187,-1.9514054,-0.27022508,0.63741106,0.7523197,-1.6036855,1.1953278,1.1215004,-0.38449284,-0.09870129,1.0237651,0.8099782,0.23973109,0.36769804,-0.65568554,0.52877873,0.022765074,-0.32851988,0.077006966,-2.1385784,-0.32491302,-0.58459616,0.95783526,-0.010010601,-0.45533255,-1.1354475,-2.268771,0.7688599,-0.37494904,-1.4876403,-1.314015,0.45428675,-0.15101086,-2.0108962,0.40906647,0.6727684,1.1885924,-0.41006598,1.3407652,0.35234702,-0.7042197,0.56293917,0.3208921,-0.36831927,-0.35847306,-0.44273043,0.5102504,2.1701405,-0.88472193,-0.74659336,0.28846455,-1.5691798,2.327177,0.61221635,-0.5675386,1.2613009,-0.630693,0.05042458,0.55285287,-0.98971087,1.1647838,0.67126894,-0.94929975,1.053051,0.074972264,0.4915105,0.15198939,1.5702982,0.19756728,-0.18143445,0.73397017,-0.726873,1.3817962,-2.0810719,0.8084642,0.40219977,0.41444427,0.76833177,-1.3750355,0.19560969,0.8880248,-0.83882785
51,1.5260124,-0.014845965,-0.8940818,0.96531326,0.6574041,-0.0792437,2.0161214,-1.6022042,0.14657493,0.20313986,0.4936827,1.54915,1.433076,0.18842052,-1.6956217,0.31450385,1.9995382,-0.038940974,-0.84912497,0.7162952,1.2841167,0.09251768,-0.05573047,-1.3258461,0.5987839,-0.69147754,0.3201542,1.2414154,0.60267097,0.11867897,2.2892656,-0.4360276,-1.1444098,-0.7639953,-0.02813825,0.40995514,-1.169276,-1.3908674,0.17820537,-0.071062885,-0.8950042,0.51875544,0.038939267,-0.5266587,0.5525068,1.4822688,-1.3202461,0.22422494,1.5363532,0.4440659,0.7904243,-0.6357088,0.62701565,-0.040246107,-0.060135774,-0.8624919,1.5151498,-1.9352733,-2.1523252,1.2327863,0.29909983,-0.20454377,-0.26829273,-0.37729418,0.055725064,0.98854077,-0.39945918,-0.46353838,0.83011776,-0.2976664,-0.14384212,0.8099452,0.24944665,-0.017509785,0.18407531,0.30998316,-0.8105349,0.42734197,-0.5772623,-0.97457343,-0.17475161,-0.4555969,-0.7971723,1.7487942,-1.8241313,-0.5852349,-0.12853909,-0.8531026,0.2857961,0.48190168,1.0644389,-0.81086487,0.6403666,-0.078043714,-1.0078902,-0.9765616,-0.1928772,-0.24159066,0.4867438,0.58690375,0.0068684244,-0.5533175,-1.0190151,-1.4441386,0.16378027,-0.99559623,-1.6822965,-1.3762872,0.76971793,-1.1235359,0.3385394,1.3633198,-0.14075789,-2.317438,0.20641275,-0.7945121,0.105702505,0.8456705,-1.0315312,0.11737104,-0.63712597,-0.34676862,-2.4320524,-1.1764069,0.9887757,-0.59798366,-0.34266216,-0.6893034
52,-1.2531925,-0.12656789,-0.27353776,-0.56091136,0.9478679,0.7334286,-1.2808647,0.4493033,0.16942549,0.15307371,0.31072903,1.9289862,0.93321204,0.09459681,0.7773805,-0.19322826,-0.6923923,-0.46416265,-0.3834061,-0.43235084,0.77083725,-0.031084886,1.121295,0.28871787,1.1371944,-0.80835676,-0.14757498,0.5432671,-0.6397567,0.25748923,1.0535247,-0.19311483,0.25855497,-0.061651956,0.102035,0.49495712,-0.1837031,1.628171,-0.38410884,0.04681461,-0.061085276,-0.54042125,-0.42627114,1.2898412,0.61819506,1.8571383,0.03454823,0.34379402,-0.11108336,0.07428703,1.4222143,-0.08683083,-0.35918406,-0.15852202,-1.8146021,0.036684804,0.04887553,-1.69901,-0.18602374,-0.8329356,-0.5904402,0.5231883,1.5473844,-1.1333264,-0.9907743,-1.0551095,-0.3570884,-1.7398489,0.33361238,0.21365166,-0.576709,0.018922547,-1.8918829,0.2856808,-0.6754675,1.0106391,0.705812,-0.13001655,0.57299125,0.07271922,0.83348733,0.33030534,-1.1307629,0.44061834,0.13018279,-0.3252127,-0.048314296,-1.7261652,0.08451451,-0.55583024,-0.27938518,-1.5494711,0.19399613,-0.32453156,-0.69531167,1.0353919,-0.15845023,-0.34226525,0.37939975,-0.49234763,0.43674567,0.065065205,1.0458117,-0.88721347,-0.29564482,0.23185281,-0.40435103,-0.59955686,0.211122,0.5850135,-0.0011577683,-0.71251345,-0.7963989,0.40178052,-1.5194232,-0.43114963,1.2893332,0.61020833,-0.31937763,-0.46582413,-0.56019056,-1.7929399,-0.51874506,-0.26570854,-0.5821019,0.011722473,0.017005235,1.3414724
53,0.8342997,0.22180244,-1.2172865,0.6519528,1.7221582,0.42548132,-0.88137263,-0.4328684,-0.7429978,0.19066161,0.08525713,-0.17705521,-1.3433503,0.99468565,0.27001956,1.1776454,0.082139,0.05672244,-0.2837167,-0.1524641,0.55705917,-0.4137167,0.71648026,-0.008731052,-0.3753178,-0.03685549,-0.44837365,1.1301559,0.3756347,0.18374941,0.10993406,1.2986101,-0.38972694,-1.4413381,0.68900007,1.0590696,0.3668296,-0.23967817,-1.5140423,-1.355623,0.09051905,0.5500825,0.68514377,-0.48469865,-0.39011323,-0.20361087,-0.36777627,-0.59022593,-0.35571718,-0.6223294,0.93368053,-0.01857291,-1.0713967,0.7969904,-0.5670713,-3.0040286,0.84059674,-0.5088926,3.7078276,-0.22191948,-1.8287238,1.8481797,-0.3086417,-1.4431534,0.43435153,-0.20871344,-1.0747061,0.4773205,-0.56808996,0.9511098,-0.34684175,-0.71265244,-0.5887987,-0.6471337,-0.07880016,0.5604102,0.06312565,-1.1565942,-1.8190094,-1.4799137,-0.4227565,-1.2865139,0.62441665,-0.120515816,-0.33410403,-0.70325136,-0.19824782,0.6230295,-0.94708407,0.12205612,0.47275674,-0.6094989,-1.0414244,-1.5113766,-0.35817322,-1.9542918,-0.73879486,-0.7872461,-2.0383246,1.074004,-0.18622762,2.1526847,1.1174358,0.51397574,-0.4382307,0.43985704,0.4423527,-0.15463124,1.8851987,0.3711529,-0.41113427,-0.0030107778,0.27534512,-0.72257274,0.2440613,0.87337106,0.060748823,0.2460061,-0.1751695,-0.7409837,-0.8871684,0.7553728,1.3107187,0.39398363,-0.036384158,-0.2986379,0.1411782,0.2557339
54,-0.66079456,-0.1940407,-0.20629255,-0.7358508,0.1591301,-1.5053289,-0.3402534,1.571409,-0.0005907463,0.18879318,0.86755663,0.62088275,0.3398447,-0.87012315,-1.3941996,-1.5988264,1.6727909,0.21545967,0.7583501,1.6653597,0.017503392,-0.8672723,0.7701797,-0.33363852,-0.29418173,0.635359,-0.8668238,-1.1250985,-1.1903793,0.37476566,-0.94975024,-1.3895355,1.0555024,1.9423093,0.5771929,-0.6051526,-0.6748347,-0.41375613,0.055522002,-0.41225773,0.4644712,-0.21906464,1.1919743,-0.93934125,-0.44683003,-0.58083177,-0.63929987,0.5582966,-0.7340695,-1.8842295,-1.2289412,-0.4799807,1.3264767,-0.06791235,0.5715977,0.021992497,-0.29151094,0.9019291,-0.4102584,0.0453714,0.3336005,0.7945073,0.5322669,-1.8980877,-0.007945702,0.2524714,-0.23357736,-0.95620126,1.7635529,1.2651842,-1.1397942,-0.79536027,0.15055224,-0.9845698,0.45016748,-1.6953954,-0.21106912,-0.5827641,0.5562833,-0.8846907,-0.529179,-0.06003886,-0.46215087,-0.29078907,1.9210321,0.1837593,0.53164726,-0.6853849,-0.50104684,0.82959116,-0.86481285,-0.51313084,-1.2849021,-0.57523966,-3.806044,-1.6764401,-1.705218,-1.2078303,0.64451,-0.07308005,0.026848638,-0.36857313,-0.33464575,-0.26621965,-1.137571,2.0023518,-0.25350776,0.28490007,0.01208826,-0.9333627,-1.5501648,1.0846206,-1.2176557,0.66172874,1.0828512,-0.12211701,-0.46172813,0.46593228,-0.7482708,0.77137315,-1.5452528,0.01180727,0.68267363,0.18952277,0.32511184,0.26479226,-0.23408225,1.437689
55,-1.0852014,0.6985431,-0.5338303,1.007522,1.6482427,0.9752224,0.15749916,-1.1248431,-0.56606424,0.34251672,-1.6209971,-0.10183838,-0.31254148,-1.7239847,0.48502633,0.08430981,0.33192107,2.1444595,0.051451392,-0.62263256,0.93314946,0.23482734,-1.4632888,0.71965814,-0.16888693,-1.4583145,0.17089012,-0.13097115,-0.14409003,1.0236955,-0.58511454,1.8225621,-0.5210349,0.2440449,0.3233818,-0.3759468,0.64067674,0.44438246,-0.21481483,-0.1343423,0.025627749,0.3546981,0.4763118,0.03298144,-1.2200747,0.19441438,-0.53687865,0.18640652,-0.24066332,-0.5760233,0.41388035,-0.024113435,0.3032736,0.81917953,0.66216534,-0.73207605,-0.44094363,-1.3354907,2.1199954,-0.64137316,-0.53722954,0.38922325,1.0660976,-0.54873896,1.5079783,-0.15516351,-1.3340284,-1.2409422,-0.7840508,-0.3658323,-0.70399815,-1.4017447,0.30207494,0.0036192331,0.16344506,0.63454247,-0.16102625,-0.57981586,-1.156748,0.34844851,-0.6193853,0.35596836,-0.1329128,0.749994,-0.2432292,0.04783608,-2.1132646,-0.98988736,1.2223785,1.1791772,-0.051856842,-0.29001683,-0.78168815,-0.21156266,0.18589464,0.96391684,0.16274044,-1.256813,-0.6975505,0.36395827,-1.4067793,-1.5913682,0.16217859,1.3758996,-1.1694288,1.5092845,0.57668036,0.22884414,0.123884104,0.620851,0.7411139,-1.2024662,0.039393492,1.135624,0.76283056,0.12722515,-0.10361056,0.7289301,-1.1974117,-1.2711684,-0.373921,0.45632428,-1.467524,0.70871,0.10764693,-0.49527654,-0.024551233,0.44687846
56,0.60881144,-0.7052795,-0.05298364,-0.3717646,-0.09519455,-0.20991777,-1.06154,-0.0148504125,0.70866746,2.3127182,-1.647228,-1.2392093,-1.2275062,-0.34600785,0.7622764,0.4955599,-0.82429135,-0.55777,0.38856527,-0.1664621,0.56803566,1.1126518,0.28454953,-1.1183197,-0.3066912,-1.620878,-0.49651635,0.865768,-0.38700572,-0.45055643,0.70454574,0.3854204,0.70097584,2.0002515,-0.03575848,0.9254067,0.27977207,0.73958653,1.2995865,-0.027960552,-1.425355,-0.84229505,0.48218617,-0.2953445,1.1192718,-0.8529213,-1.0242915,1.2049689,-0.6721836,0.11724093,-0.38965377,1.9185139,-0.9549918,-0.9565331,0.081583634,-1.07019,-0.2704908,0.32949394,0.019317899,0.95027936,-0.58465713,-0.62722,1.2556369,-1.5243313,-0.61813587,-1.0014566,0.39124355,0.33336556,-1.3675414,-0.86606884,1.6822026,-0.2703862,-0.7646464,-1.3443056,1.3857327,-1.8523222,-1.0429709,-1.3430668,0.399036,-0.68334067,-2.792174,-1.4912121,1.633377,0.40348527,-0.68227684,-0.14078963,0.6152664,-2.3841033,-0.08417884,1.1403184,0.5406402,-0.6608586,-0.3880373,1.2733116,0.67342055,-0.9770941,0.4289876,1.4505577,-1.053695,0.6864,0.11249704,0.48621416,-1.5931942,-2.3153033,-0.5087093,0.7848418,-0.8593566,-0.20309027,1.3928773,-0.47137046,0.66994,0.74984884,-1.3437628,1.6340213,-0.122680195,-1.8941164,-0.50325525,-0.6194873,1.1417532,0.42456335,0.3882854,-0.52696186,0.7674012,0.6407436,-0.5459877,1.1928115,-0.044092458,-0.718101
57,0.75092876,0.91848963,-2.2305536,0.31734872,0.75759256,-1.362732,0.19702047,1.9855858,0.99851394,1.0428989,0.45487732,-1.143683,-0.30474952,-2.1230714,0.11175323,-0.7432919,0.6134271,0.5127402,0.7002644,0.5654395,0.6695853,-0.68103456,1.2356068,-0.12305913,-0.063208155,-0.12341795,1.0789814,0.75599617,0.45096025,-0.73101926,-0.18804419,-1.3718903,0.73270565,-0.17803803,1.3484126,-0.51124734,-0.20259556,0.16298887,-0.4477957,0.9012911,0.2381725,-0.3386553,-1.4709244,-1.2993779,-0.9648865,-1.1073453,1.6850547,0.38293648,-0.13783893,0.31518367,0.0049765105,-0.43682438,-0.18496557,1.2551916,0.09089317,0.21104622,0.16480863,-1.3499147,0.12992325,0.42042276,-1.1862918,-0.09924098,0.6097844,-0.40000325,0.9366466,1.7645966,-0.18964687,0.51515,-0.011700192,1.0320784,-0.3716198,-0.108133584,0.9331792,-0.07809721,0.108354986,0.10893562,0.16557488,-0.19065346,1.3465111,0.34325644,-0.3707072,0.6785694,0.86915004,0.03956729,-0.7681978,0.63855124,-0.1348105,1.0536643,-0.7955906,0.5170138,1.4665164,0.47614074,0.29823288,0.1684416,-0.85191184,0.42291856,-0.75296247,0.17507282,0.20334579,-0.29090935,0.41360828,-0.29191214,-0.5702102,0.3099447,-0.16389257,0.28972414,1.0375941,-0.244149,0.41947013,0.2815355,0.46167892,0.27337632,2.1661508,-0.77764165,-0.19204742,0.26434892,-0.11340143,0.109595284,-0.14626634,0.6068104,0.47831178,-0.06612655,0.258441,1.3496292,-0.827963,1.2131135,0.38094267,0.07684001
58,0.46252683,0.066444054,-0.2163011,-0.88371736,-0.6023935,1.4370668,-0.7226654,0.029172925,0.09725661,0.35865578,0.47651458,1.7758743,-0.828039,-0.027717795,-0.24402858,0.61442983,-0.5916505,-1.3358108,0.50306284,0.08487281,1.1267503,0.6520772,-0.5384959,0.018308192,0.23257445,-1.0596417,0.9781748,-1.5273896,-0.15446305,0.01050904,1.6318139,-1.6821052,0.053502366,0.4352306,-1.232365,0.55561894,0.27789426,0.63229084,0.7497221,-0.65157795,-0.93870336,0.434389,0.14408639,-0.40446666,-2.9155645,0.4600303,0.053825725,-0.071062624,0.06547853,-0.51167893,-0.6561777,-0.26714668,0.9268334,-0.05606978,0.079762824,2.664198,1.3580967,0.868058,0.46901906,-0.74911886,2.062379,-1.4070216,-0.52603,-0.14785923,-1.2367783,0.3834173,-0.15008315,-0.46969905,0.6333029,-0.4835269,0.6211289,-0.5766391,0.2185782,0.23454596,0.036570814,-0.85399634,-0.5459163,1.2314545,0.95229757,0.39279675,0.499,-0.054971308,-0.91941273,-1.7830573,-0.034495883,1.3329263,-0.8426171,1.7711718,0.6627725,0.98956174,0.17201932,0.18985388,-0.8978438,-0.704533,-0.43468693,-0.39731088,0.12786996,-0.08006983,-1.0098588,0.5133686,-0.6851936,-0.6302275,0.6371366,1.3528531,1.0393136,-2.2432704,-2.3489478,-0.14146224,0.81410974,-0.7812341,0.97257394,-0.070660375,-1.4084841,-0.8329864,-0.71651703,-1.3911186,0.24794452,-0.39908743,-0.6271268,0.44698882,-1.06742,0.7416307,-0.5568369,-0.99835336,0.053965397,0.2173594,-1.4523686,1.6936432
59,-1.3961507,0.048067454,1.3364011,0.5399285,0.086703494,0.7295262,-0.66823924,-0.38458583,-1.7317153,-2.092428,-1.5233877,0.55161047,0.42534786,-1.4572191,0.49101558,0.30368385,0.86892885,-0.23265284,-0.9307349,1.0924691,-0.012516024,-0.64655036,0.5667215,-1.3643239,-0.082257226,1.3470002,0.49875763,-1.0873237,-1.5284632,-0.12743115,-0.15870564,1.1925405,0.30737674,-0.7986428,1.3172909,-0.9122578,-0.28628573,-0.29072925,-1.2896787,-0.39088908,1.4421514,1.1102321,0.24945551,-0.5410173,-0.4370637,-0.5628248,1.0806328,-1.166081,0.6297308,0.05668172,-0.4446563,1.7833982,0.9069487,-0.15394342,0.17409119,0.043779783,0.4282657,0.19855341,0.066042095,0.44744834,-1.0264299,-1.0740879,0.43017954,-1.2939378,0.5520475,-0.80663705,0.47812018,0.17909998,0.23606953,0.13930802,0.14926673,0.7785981,-0.5876321,0.6808931,-0.35156316,-1.740265,1.4427676,0.015885841,-0.37337777,-0.56288785,-1.3347583,1.5313884,0.13980062,0.6111124,-0.78237706,0.82171,-1.5101112,-0.040503405,-0.46165374,0.5807387,0.61656845,-0.75739735,-1.4658636,-0.7956677,-0.23060974,-0.30840686,-0.60630375,-0.31046224,0.53052825,-0.33831874,0.7552996,-0.10793398,-0.35750404,-0.16361515,0.24562067,0.3289835,-0.72044504,-1.4752295,-0.09606508,0.381629,0.21575846,0.4119925,0.6372252,-2.0175877,2.1747231,0.11596258,-0.4625609,0.5015473,0.5071582,-1.3709639,-0.08213017,0.67793447,-1.028127,0.5109013,0.6190596,-2.1153367,0.70059204,-0.3466768
60,2.10833,-0.58573663,0.36157662,-0.6118825,-0.01040641,0.8044957,-1.2189034,-1.4573702,0.5261242,0.73837906,-0.56233436,-0.84384936,-0.08830494,-0.23231363,0.4576581,-1.4688506,1.92959,-0.6193819,-0.58929414,0.13534456,-0.32503185,-0.18819992,-0.034025975,0.522783,0.94251055,-0.1415573,0.3142905,0.41848677,-2.5610607,-0.47659528,0.82270235,0.94142795,-1.4065741,-1.8757752,0.7835666,0.07366376,-2.4993582,-0.8451724,0.6696721,0.63657844,0.49839783,0.21081671,0.22267503,-1.5906956,-0.034274023,-1.7312214,1.1799204,0.802126,1.1257279,-1.0602149,-0.51340795,-0.67946947,-0.41086304,-1.2659899,0.8625819,0.91484106,0.25373298,0.85618675,-0.96185565,0.3663075,-1.1044405,-0.45373192,-0.24848327,0.009102133,0.89497715,-1.1997336,0.61477023,-1.1149068,0.2994629,-0.74982065,1.1065997,-0.4678422,0.1177565,0.046025094,0.11882202,1.2194809,0.9520856,-1.5732377,0.5047375,0.54058564,0.19672193,0.6148398,0.3689398,1.7127478,1.3303576,-0.17165036,-1.661527,0.6680704,-0.049875498,-0.57431406,0.567108,0.33385077,0.4349128,0.42957607,0.88676804,0.985175,-0.5094932,0.5444292,-0.52335846,0.0841953,-0.6647993,0.42755884,0.2859301,-0.18718888,0.44515535,0.057264335,1.8081672,-0.65991426,-0.008613348,0.5278046,0.43146962,-0.14942099,-0.21965683,0.7219314,1.4819444,-1.3567108,0.3814676,-0.580272,0.7106827,0.1312568,-0.25711983,-1.9888304,0.46690553,-2.2725286,0.3614391,-0.56845474,-1.8128825,-1.8951964
61,-0.20319018,-0.7701025,0.022259755,0.54416585,-0.7966005,0.2656383,-0.061737157,0.70463336,-0.83851856,-0.21992804,0.73052317,-0.028726444,-0.04501317,-1.3771985,0.5791949,-1.1528589,0.6809378,0.20077804,0.19298099,1.511343,-0.40123934,-0.22669603,-0.6183782,0.7719657,0.012576722,-0.110978045,0.04799548,0.42559493,0.6875322,1.6680869,-0.11258444,-0.14885257,-1.1284395,-0.38194242,-0.5117682,-1.4651828,-0.88692194,-0.36710602,0.3208941,1.5193219,0.26666576,1.297727,0.8287585,0.9086208,-1.2653289,0.5168639,1.2387377,-0.32357064,0.5281791,-1.762212,0.072923705,0.8672026,-0.2701089,0.12015151,0.17257047,0.12999283,0.10060419,1.2471644,-1.0702946,-0.3851807,-0.031908598,-2.606758,-0.603026,-0.3470088,-0.67876,2.1974776,0.91023636,-0.5073101,0.20580165,0.62750196,-0.24545698,0.43383133,-0.5509892,-0.5890902,-0.28291652,1.0786312,0.2037958,-0.57452697,0.35357308,-0.14038527,0.007390864,0.67114085,0.7315962,0.11290637,0.07841752,0.498987,-0.18701376,0.27573127,0.14869098,0.69429076,0.06674473,-0.659172,0.0092760995,-1.5788141,-0.0922146,-0.55071235,-0.70725507,1.2945012,-0.20151415,-0.26388696,-0.6010806,-1.7085538,-0.1693055,-0.6474442,0.3686573,0.73071975,0.09835811,1.7489936,0.35054037,-0.54718965,0.6361162,0.33682865,0.05286188,0.5773198,-1.9070705,-1.3893563,0.7674661,1.0868698,1.0642977,0.06577636,-0.98815566,0.57944775,0.44534948,-0.08037157,-0.28954604,-0.06962998,-1.0581378,1.2232634
62,-0.1851754,1.2387638,0.16042997,1.371362,-0.36605242,-1.39999,0.4300419,0.980228,0.5366912,-0.6510385,-1.0207312,0.71849567,0.6581739,-0.9165776,0.27500466,-0.12756696,1.273327,0.600029,0.5110622,-0.45651266,0.11170999,0.47761166,0.12374295,-0.7160842,0.031717144,0.07375703,0.3727943,0.5677684,0.37840423,-0.12458949,0.33422437,1.4350739,-1.5931962,1.7701193,-0.5818918,0.08971174,-0.19548097,0.035074383,-0.22667582,0.3207309,0.5429162,-0.31888324,-0.712343,-0.49055314,-0.09817048,0.3757586,0.26829818,-1.5226152,-0.8073487,0.7281697,0.26957062,-0.25368676,0.6304321,0.8922927,-0.7017752,0.12835397,-0.24794108,0.42182475,-0.43042794,0.5688023,0.02047586,1.4941285,-1.7070394,1.3521231,0.4832333,0.52621776,0.41830644,-0.23310134,0.20582055,-1.6277387,0.4661669,0.51826864,-1.4102564,0.47210762,-0.15348037,-0.93586105,-1.4157865,1.4002608,0.22975715,0.27277723,0.55267555,-1.9046916,1.1765442,-0.44951528,1.4014823,-0.86171657,-0.078603,-0.53300977,-0.7470493,-0.2549777,0.06130352,0.21312034,0.93089485,0.22949082,0.24795261,0.7116968,0.38806385,-0.5523292,-0.41919017,0.6660106,2.0090725,-1.1241392,0.51679206,-1.9018447,-0.69527805,0.4763243,0.5432233,-2.141289,-1.444995,0.98467207,-0.3243908,-1.136959,-0.94250846,0.61937803,-0.34171817,0.00399575,0.06875612,0.32289106,-0.13491514,1.0145859,0.9238605,1.0267351,1.1053194,0.09321235,0.6977012,0.8883411,-0.98968065,0.21787675
63,-0.098280214,-0.6192598,0.48017478,0.2434645,-1.0598197,0.58932126,1.4400611,1.3167524,-0.09497244,0.6342574,1.0487096,-1.3020737,-0.8637191,-0.16948678,-0.95034444,-0.14582743,0.06618652,1.3196087,1.5490732,0.89133114,0.66241264,0.540046,1.2677567,0.89122176,0.38271374,0.20098646,-1.7483996,-0.33276936,-0.1934895,-0.7535502,1.9121708,1.3679082,1.6294761,-1.9678613,-0.09704423,-0.56005484,0.6633719,2.1535974,-0.23082493,-1.8610445,0.9371346,0.95723563,0.92185825,1.8586057,0.40380988,-1.1908351,0.14830963,-0.5946109,1.3318831,2.031325,0.48100263,-0.30477872,-0.3050627,-1.8604994,0.43822432,1.4426816,0.63837373,0.9257796,1.1791557,0.4646414,-0.3364217,0.13093418,0.9003624,-0.7915235,0.10585792,0.1951773,0.193443,0.6885026,-0.088798515,-0.70690185,1.0926611,-0.27069798,0.32339656,0.63525283,0.5699895,0.13826008,0.7637465,-0.43556687,-1.2446347,0.14536086,-0.5454891,0.8823916,-2.3994923,-0.16706102,0.5477789,-0.58068895,-0.114923574,0.2616774,1.2713358,0.058316406,-0.40846977,0.6162767,-0.5134983,-1.6687558,-0.3722455,-0.78357226,-0.98001087,-0.13467632,-0.8253805,-1.7751011,0.6506961,0.33466208,-0.37526667,-0.7714488,-0.5486835,-0.098319516,-1.2865945,-0.21850523,-0.88750505,0.5672918,-0.89498574,-0.49199662,0.11250098,-0.76938474,0.33601373,0.6873007,0.4140474,-0.7845193,1.3211534,-0.33747044,0.20213878,-0.3317375,0.6796413,-1.1726089,0.5045126,0.1687407,0.36832723,0.9127416
