NODE_neo4j_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
2888,2.5312483,0.10329883,-1.140907,0.6891766,0.38505393,-0.31418946,-0.2561086,0.98899084,1.3250728,-0.74543333,-0.70197713,0.18151668,-0.98271227,-0.24916187,-1.0283478,-0.6312137,1.7024866,-0.6226956,-0.44089952,1.087334,-1.5342953,-0.16064632,0.80672956,-0.8023494,0.060223594,0.73601174,0.6555766,1.6759927,-0.046508882,0.16713747,0.84460413,-1.0636727,-0.9382817,0.32213005,1.553243,0.27194357,0.24526803,-0.3035481,1.0897007,-0.9064402,0.664095,-1.2384193,0.52004915,-0.8120713,-1.1768693,-1.7995414,-0.5452991,-1.6886122,0.21571845,0.23818646,0.90433127,1.6040965,-0.21322657,0.7845982,-1.5890486,0.24772556,0.496201,0.56752324,-0.7364243,1.6548193,0.002569982,0.39116758,0.35024709,-2.0624034,0.9034717,0.5153667,0.082023405,-0.9481825,-0.97871226,-1.8887625,-1.920306,1.9617267,0.044893865,-1.9316876,0.042022556,-0.4134193,-2.1350396,0.70798254,-0.7176078,-1.9353241,-0.79860514,0.69872314,0.7974275,0.33950084,0.8711227,1.439784,1.8824005,0.31999445,0.120880865,1.023771,-0.9900453,-0.40206924,-0.20349267,-0.9463547,-0.38440838,0.63995606,-0.45073715,0.60604423,0.25831825,1.6070867,-0.70047957,-0.20789766,0.36655262,-1.0688124,2.5762303,-0.40450594,-0.78144294,0.0873088,-0.6511901,-0.52440983,-0.6351773,0.22647272,-0.12708646,0.8743779,-0.5701296,0.10232361,-0.9695755,0.84077805,0.94888335,-0.3920501,-1.3033699,0.31147254,1.9191204,0.29125997,-0.04819677,0.37993297,-1.083841,0.112299465
2889,-0.14736441,1.3986045,0.20915735,0.6799556,-1.8408277,0.5061648,-0.5891901,0.5720965,0.20064531,-1.452943,0.38030058,0.017402733,1.1691602,0.11460512,-0.6941976,0.42873347,-1.003417,-0.15924244,0.31226134,0.5403627,1.326684,1.4255534,0.3870729,-0.11828489,-1.5067167,-0.8962079,0.02620536,-0.13624577,0.18185078,0.19507003,0.40714827,0.21746057,-0.4373634,-0.38737,-0.5282371,0.9209965,-1.527483,-1.4367254,0.5766992,-0.9548397,0.49972114,-0.7557847,0.89315164,0.17605686,-0.77371424,-1.461996,-0.27877754,1.1265029,0.29525116,-0.076858446,-0.24329741,1.1602176,-0.5010848,-1.9864863,0.72647804,0.6244618,1.3016367,0.5213607,0.4510636,0.22072347,-0.61849296,1.1971895,-0.49624106,0.57241875,0.28259876,-0.5767098,0.23432493,-0.13132876,0.34802607,-0.4538344,-0.26138666,0.07265382,-0.6460457,0.6594625,1.5770235,-1.0248722,-1.3906991,0.22102603,-0.82493144,-0.53904605,1.0117029,0.7196138,0.5243009,-0.11763327,0.6275543,-0.21229114,-1.4823172,0.65778786,-0.94209397,0.038905878,1.0722593,1.1646506,2.2096736,0.16727167,0.35267338,1.2772866,-0.8540377,1.276345,0.35212585,0.3504757,0.24381097,0.8986764,1.8906568,1.9649754,-0.5967736,0.71028036,0.98112327,-1.3670672,0.71214277,-1.1853657,0.43838152,0.8191495,0.82156575,-0.14424014,0.19114965,-2.46586,0.098667264,1.6791296,0.9149144,0.79096085,-1.8225132,0.11911423,0.49141204,0.85004836,-0.3859741,-0.8455172,-0.21627675,0.6668387
2890,0.053443644,0.52531767,0.4091065,-0.60210353,-0.76997524,0.77107567,0.5779727,-1.1106175,1.5749744,0.091148496,1.0227484,-0.6400303,-0.61412024,0.31594542,0.8659612,-0.45278743,0.7158104,-1.3886534,0.118805915,0.37143013,0.050310332,-0.09172317,0.034810197,0.42559928,0.33758813,1.3996993,-0.23812425,-0.13634288,-0.07557464,0.21242277,-1.1505239,-0.39073354,0.16553213,1.4180101,-0.07701405,1.8339195,-0.16313963,-0.85599244,0.008532588,0.390909,1.7445321,0.6491821,0.60756785,-1.6320982,-0.676096,1.0170859,-1.2316005,-0.97335047,0.12130532,-1.6808398,0.13079634,-0.610672,1.3430073,0.8687773,0.3041397,-1.1390964,0.5403503,0.7548067,0.929257,0.23541738,0.9697067,-0.49456674,1.0569571,0.3899933,0.7447557,-0.9255994,0.8811245,0.8368505,-1.4606321,-0.7097355,-0.5075442,-0.4628337,-1.3042922,-0.74412614,-1.1698806,1.6053174,-0.96728504,-0.2578252,-0.2832292,1.7005906,0.74457705,-0.20762384,-0.27953187,0.24769303,0.31086382,1.140262,-0.008983346,0.9540709,-1.5495951,-0.23415416,0.29771936,0.16842896,0.754186,0.77621955,0.23938936,-0.13167614,0.18419993,-0.62962747,-0.25973845,-1.0609136,1.7212771,-1.6085546,-0.8429641,-0.59603155,-1.2212046,-0.54284555,-0.7758417,1.396255,0.3686445,0.17936881,1.2341561,-0.91096586,-0.08498885,0.2883402,1.4679557,-0.6704753,1.0194496,-0.11402311,1.0738299,-0.8439265,-0.74761057,1.397451,1.280026,-0.2357156,-0.7953675,-1.3540965,0.2285452,0.6455534
2891,-0.13421369,0.17929292,-0.49014038,1.516971,-1.2372215,-0.054625418,1.0121791,0.5457691,0.008843674,-1.529001,1.1137248,0.3433976,0.21916555,-0.4175019,0.73014754,0.13067073,-1.4751582,-0.1760542,0.22615413,-0.1885112,0.63331634,0.42417607,-0.75355947,-0.75078815,0.15135588,-1.7843269,-1.1162593,-0.4412408,0.26686078,-1.7392876,-1.2463495,-0.83161753,1.1680764,1.3108404,-0.43367988,0.2868262,-0.089169346,0.8030742,0.3689868,-0.90439934,-0.46276003,-0.409883,-0.052588854,0.13031192,0.24579811,-0.33627024,-0.13473319,-1.2309519,-0.7702747,2.0653348,-0.002316135,0.7804635,0.618637,1.7952485,1.1081905,-0.34827393,1.738142,0.37118268,-1.1939495,0.33727586,0.5894976,-0.46790242,-0.35093373,-0.7784108,0.6043293,-0.46194363,-0.20745637,0.77300394,1.7272385,0.28378552,0.37473953,0.43142188,-0.5879064,-1.0948583,-0.44395515,-0.71341765,1.3295809,-0.22188501,-0.15692091,-0.93310165,0.3536001,-0.13957477,0.95280796,-0.12102969,0.58488554,-0.29937905,0.6416452,-1.4815146,0.9434307,-0.06767362,0.61984634,0.26866773,0.90894717,0.51908916,-0.30572295,-0.71203697,-0.38764995,0.06888913,0.031176198,0.91786325,-0.9067622,-0.054090675,-0.16192937,1.3681318,-0.21438162,-0.72563297,0.011198666,0.92040545,-1.4178783,-0.36032102,0.8596242,0.4253551,1.6267754,0.58762413,-1.4006381,-0.5084096,2.0602012,-0.26232177,1.6421015,0.4554466,-0.12244474,-1.1079707,1.2490139,-0.9962627,-0.24083309,-0.41410518,-0.57691354,-1.9666193
2892,-0.49545616,-0.16833693,0.7388312,-1.4060652,0.84767795,0.5988563,-0.49691194,-0.55609524,-1.4510636,0.0060202545,0.38632587,-0.6180219,0.34951645,0.6657635,-0.12594391,0.29386258,-0.44401485,0.48816383,1.0807203,0.6425126,0.6160835,-0.9604677,0.108471565,-0.059854098,1.9690952,1.4687821,0.40880376,-0.011059801,0.8274153,-1.0599052,-1.7593896,-0.35130623,-1.1235377,-0.90503496,-0.5704899,-0.84998554,-0.023424786,1.4354836,-1.1385843,-0.21532273,-0.5768852,0.8276649,-1.5325441,-0.46610713,-0.24766131,0.66621333,-0.19025096,-0.33626297,-0.058205806,0.045464583,-1.8298011,0.3997368,0.8200146,1.3423878,-1.2759033,-1.9914528,-0.9236189,-0.21208583,1.3963478,-1.0977087,0.78744125,-0.31036267,0.03288115,0.21328421,-0.7692313,0.6740896,-0.47446603,-0.93045926,0.30798513,0.024491739,-1.770992,1.451178,-0.21689087,-0.9600065,0.4110015,-0.37642932,0.7869986,-1.2107806,1.21062,0.8770227,0.22266755,-0.18655148,-0.60621834,0.42689323,-0.78383744,-0.28004113,1.3231957,0.45194668,-1.0759375,-1.830865,1.3777586,0.2294213,-0.7541679,0.4176424,-0.57996505,0.69156146,-0.4262811,-1.1938599,-0.4096365,-1.5982628,-0.49909857,1.691071,0.1502507,1.0247272,0.2377206,0.85353,-0.36243108,0.041351102,-0.5218482,0.55120116,-0.653846,-0.6516658,-1.4067079,-1.6760811,0.4562062,-1.3092393,0.23637848,-0.9280944,0.06613776,-0.05826024,1.8466327,0.18586878,-0.9477603,-0.40246242,-1.0773939,-0.3946609,0.24424799,-0.16798754
2893,-0.7412008,-0.16523324,0.60664046,0.6048024,1.0745506,1.639854,-1.2845596,-1.004825,0.16557933,0.52131915,-0.061621185,-0.30618796,0.28234565,1.6254456,0.93319035,0.3325957,0.73109007,-0.688313,1.7058268,0.14276367,1.177771,2.154006,0.37725186,-0.07521419,0.3470429,0.2506893,1.3087819,-0.26539385,2.9209232,1.7240381,0.25238994,1.0676548,-1.2195363,0.2745015,0.68616766,1.8869867,-0.016645417,0.13274014,0.55312544,-1.555031,-0.46715587,1.653237,-2.5880318,-0.6955834,-0.48434106,0.49089384,2.1514113,-0.5764901,1.0030121,0.57794744,0.5761638,-0.4377799,2.2931871,0.104372956,0.98083794,-0.84596467,-0.04070988,-0.3349732,-1.0189865,0.88742465,1.4497513,0.90286106,0.42909974,-0.6011004,-0.7596259,-0.43058413,0.8691673,-0.44147894,1.987416,-1.0322087,-1.0899191,1.3249406,0.9027777,2.1563451,0.2479119,1.3101829,-0.50548446,-0.3819698,-0.22729923,-1.6134537,-2.0751514,-0.41387314,-0.049377162,0.005774375,-1.4461399,-0.7788253,2.725016,1.5053246,0.76029855,1.7586752,-0.103620045,-1.1415753,-0.92236483,-0.59195536,1.1898686,-0.6865602,-0.5096381,0.48943263,-0.69418246,0.43002093,2.0116405,0.39558932,-1.8909088,0.19695678,1.5065957,0.051493723,-2.0753162,0.75955814,-0.7340631,-0.05830235,-1.5443941,-0.17585759,-0.20256647,0.5341364,-1.151432,-0.85949963,-0.40460092,-0.3154717,-0.93876904,-1.0148604,1.2307976,-0.5657615,-1.0059851,0.41259196,-0.06470251,2.1691346,-0.14632049,-0.59958273
2894,-0.15738653,-0.9487672,-0.5758811,-0.56505126,0.19615044,0.13860418,-0.88448465,0.4272376,-0.8039788,-0.35733205,-0.6448821,0.28066647,-0.46701342,1.197738,1.2014185,-1.3091414,0.6952581,0.070335105,0.5178018,-0.18318063,-0.33314294,-1.4044228,0.19723356,0.4386045,-0.07526748,-0.953386,-0.9216071,-1.0250722,1.3582873,-0.78590935,0.54679936,1.505229,-0.32505342,1.6999708,-1.4273807,-0.14682195,-1.428038,-0.24938309,-1.7628424,0.16062225,-0.062894054,1.6383923,0.20189336,0.3657881,-0.5127946,1.1037446,0.7232613,-0.8240633,-0.11798261,-0.8211449,1.8248237,-0.6600797,1.2551801,-0.18835154,0.1385725,0.5000917,-0.2067976,-2.5576117,-0.27826,0.43825507,-0.57191586,1.442503,-1.0328526,-0.009534763,-0.5053395,-0.23949994,1.597585,-0.73367536,1.3205583,-0.38880128,-0.09694667,0.5476703,-0.4717004,-1.0998335,0.47829315,-0.6315724,0.35769472,-0.091611154,-1.342471,0.5308423,0.9699543,-0.058297575,0.39906028,-0.0870619,-0.17592373,0.52908975,-1.2068021,1.4745215,0.825084,-1.625354,-0.41084328,-0.36317283,-0.02526268,0.6258904,-0.63288707,-0.4731017,-0.45019582,-0.4085561,-2.0924125,1.0064806,-0.35823074,-1.240568,-0.975308,-1.1476927,0.31843942,1.9153377,-0.94450074,-0.5457766,1.079987,0.8582842,0.8051632,-0.8102168,2.3371427,1.687391,1.3324579,0.59826255,1.4318148,0.15660284,-0.7262536,0.8046275,-0.0048766257,1.0744362,-2.7661161,-0.9803917,-1.4209892,1.4929433,0.87073207,1.8073863
2895,-0.50774497,-0.5744486,-0.61822736,0.41165996,0.023709955,0.12800993,-0.43941352,0.8213391,0.06653722,0.19161619,0.09495538,0.31867075,0.07572216,0.45510504,0.7868548,1.6350058,0.1278221,1.038615,-0.6166794,-0.13216859,1.0491695,0.9925057,-0.16785015,-0.18732148,1.7921367,0.59126157,-0.6075407,-0.5925164,-0.36681035,-0.49951598,0.017642701,0.57262576,0.10856307,-1.2305917,1.2615385,-0.67664677,2.1273189,-1.5246524,-0.37353384,0.24073859,-0.5992937,-1.7810965,-1.5757138,-0.99028385,-0.89082,-1.141296,-0.8488958,1.9200683,-0.31647426,-0.82341367,-1.2661979,0.5803671,0.7287111,0.8387579,-0.41164753,-0.3030862,-0.707275,1.7954252,1.676636,0.37318155,1.3557321,-0.26638865,-1.3521857,0.027075876,-0.41842216,0.5999726,-1.7672668,-0.8279597,-0.6636009,2.5639265,1.6220082,0.9912992,0.55904496,0.18842413,0.62377393,-0.87953335,-0.26062277,-0.61789393,-0.11767096,0.41021705,0.85764396,-0.16409694,-1.0633703,0.31319675,0.31118488,1.6823032,0.49360648,-0.39367974,0.39169863,-1.0783051,-1.2551584,0.6608844,-1.1573737,-1.7503299,0.9263785,0.3777577,0.258895,1.461199,-0.6437104,-1.1890947,-1.4553226,0.59463596,1.0413685,2.6246383,0.3262691,-2.246468,-0.07861166,-0.23649926,-0.32539886,0.7541089,-0.19411573,-0.455672,-0.80092275,0.88817775,-1.4906898,-0.549379,-0.56808716,-0.69911313,1.4686382,-2.2581193,0.5223937,-0.4381685,-0.8528165,0.15677918,1.2499616,-0.67007583,-0.20943059,-0.016370727
2896,0.7506176,0.63701737,-0.8581753,0.6462739,-1.2603621,0.34170583,0.017385887,-0.19966336,-1.1328886,-1.2739457,0.2591361,-1.6971339,-1.3692615,0.6741356,1.5310079,0.22682762,1.2086618,0.6892621,1.9383028,1.4193486,0.15843707,0.32157403,0.4977555,-0.5911115,0.050256215,-1.0772029,-1.0347562,-1.7764348,0.5697583,0.7973873,-0.23641357,-0.8738955,-1.1372463,-0.07174367,1.4573407,-0.48793823,-0.028439363,1.3626583,0.06656529,-0.47030354,-0.6078821,0.7336748,0.22509283,-0.22623834,0.348044,-1.1705394,-1.0712911,-1.8136749,1.4259881,-0.19129132,0.45696434,0.49485,-2.0924864,-1.2991148,-0.2581108,0.1117977,0.53482294,0.66172326,1.184307,-1.2949251,-1.8029075,-1.2816061,-1.1907539,-0.28032818,0.3428284,-0.4033231,0.7174643,-0.21101402,1.0705353,0.059798073,-0.67570424,0.27125704,-1.5254704,-1.1685051,0.5578249,2.0994434,1.7474507,0.55488384,0.09581022,-1.7548358,1.797596,-0.26550817,0.52690357,0.31628466,-0.46327138,0.6077997,-0.9947757,-0.036868185,0.90256315,-0.013757708,-0.52532196,0.47680357,-0.3811992,-0.31269673,1.0148315,0.15342215,-1.5012574,0.36394534,-0.12290227,-2.1499822,-1.0293816,0.46500793,-1.2796552,-0.031751197,0.61972874,1.5626967,0.21692452,-1.4727561,-0.4020353,-0.13889296,-0.71250194,1.2249341,-0.4263762,-0.04559822,0.7817428,-0.47357577,0.6169397,-0.92198616,-0.97397584,1.4623544,-0.41874644,1.1668918,1.3896829,-0.06681449,1.4681197,-0.5338522,0.24980015,1.8358393
2897,-0.341277,1.4366782,-0.7379526,-0.33009142,-1.2348185,-0.6475082,-0.091468014,-0.15693235,1.3947575,0.51669514,0.8388758,-0.52337605,1.62779,-0.6559553,0.8964217,0.5053983,1.5207132,0.41408774,-1.1414202,-1.2341816,0.09146585,0.17566861,-0.0454522,0.21533528,2.37832,1.213902,0.116961315,-0.57215995,1.0381625,0.6231981,0.7079815,-0.32203332,0.83199555,0.2174753,1.141307,1.2760639,-0.6129289,0.30323648,1.0930363,-0.31676903,1.0901309,-1.5181836,0.20927447,-2.3087268,1.1326505,1.1414344,1.1583785,1.4024225,-0.86304283,1.0135047,-0.8869538,0.11550697,-0.22789583,-1.1666464,-0.6662182,-0.12774307,0.21823072,-0.72077405,-0.2908366,-1.783775,-0.18010795,-0.61215603,-0.13258147,-0.15159796,0.24239244,0.23604134,-1.0312371,0.040743694,-1.3349901,0.09298389,0.0628226,0.9724422,-0.100596644,1.0414323,0.50355095,1.4898001,-1.6659217,-0.6948261,-0.58566815,-0.27482918,1.0079086,0.08026024,0.32846993,-1.0548021,-1.155301,-1.1426336,-1.0277271,-0.3164737,0.47668117,0.46939933,0.548665,-0.2116605,1.2653089,-0.32579342,-1.2031206,-0.23292497,0.67609566,1.8784971,0.2413244,0.067649804,0.2300963,0.19470555,-0.5201692,-2.25177,0.8716169,0.3650089,0.5828899,-0.32131898,0.1536108,-0.017691506,-1.2376597,1.3611364,-0.1289174,-0.9649185,0.77500206,1.8260057,-0.5074387,-0.42607784,-0.1860236,0.66728246,-0.09927062,1.5359507,0.1380975,1.438368,-0.61671066,0.29120135,0.06565538,-1.1635126
2898,-0.48480463,-0.0041495115,-0.31769216,2.3110619,-0.29943457,-0.111575894,0.51715374,-0.37644604,1.9048365,0.012766237,-0.45928153,-1.5119265,0.4663832,1.1698784,-1.0349647,-2.7962117,0.4622116,-0.08121818,-0.7127323,0.87231565,0.44694102,1.5346872,1.1842815,-0.32334247,0.5830108,-0.055875335,0.5695581,-1.022825,0.32911146,-0.85706973,-1.2743912,1.3271666,-0.6283745,-0.6904326,-0.4144041,0.912712,1.1999762,-0.65727377,1.4420146,1.4524039,-1.8999088,-1.0191569,-1.3144407,1.7423822,0.3724098,0.7988115,0.51014906,-1.0998725,1.5602071,0.47590232,-0.15550038,-0.24914984,0.5492728,-0.6171711,0.14917263,1.0218035,1.2973413,-0.88465685,1.3474684,0.001227129,-0.28618726,2.257807,1.5003746,-0.76186633,-2.124512,0.27415842,-0.17529187,-0.82662386,1.982373,1.2029636,-0.07988363,0.26528153,2.2574503,-0.6144795,0.6061361,-0.0105772335,1.3046081,-0.29135296,0.87772083,1.5341356,0.76373196,0.35570133,-1.417738,1.174307,-0.2711565,0.6697129,1.3157492,0.24512656,1.297262,0.25634834,-1.0872762,-0.19057702,1.3479317,-0.27096727,-2.3322027,1.1536405,-0.075904734,0.7671882,-1.8052726,0.9313687,-1.6115727,-1.6018262,0.22463961,-0.2435932,0.71358365,-0.33414248,-0.3474129,0.64515996,1.2606001,0.79891527,-0.73504406,-0.39180344,0.2925213,0.1434964,0.9466939,0.020238196,-0.5845128,-1.2872617,-0.73446065,0.9418412,-0.6798365,-0.03246364,1.4425925,-0.6504524,-1.5765884,1.0794034,0.48771924,-0.27226007
2899,-0.38081256,-0.15292265,0.3180413,-0.20043427,-0.47261572,-0.81263775,-0.30453134,-0.9835547,-0.12983583,0.6580999,-0.040489625,0.48940873,0.57685465,0.8731091,-1.1380539,0.6642038,0.3662224,-0.056715067,1.0364978,1.6469461,-0.9231319,-0.32294157,1.0909731,-0.79083145,1.414858,1.4598646,-0.096586816,-0.10440922,-0.5357108,1.184825,0.71542704,1.1063409,-0.79493546,-0.17931218,-0.6413952,-0.89488184,1.6852583,0.71788543,-0.6757107,1.9145151,-1.8205384,0.19704466,1.9906458,-0.8517868,-1.8632419,0.3257314,0.2326859,1.1029204,-1.1605666,0.38883182,2.0247684,-0.301491,-0.93147516,-0.50525737,-0.4125257,-0.5082783,0.40824,-0.39299363,0.45615518,-0.15754429,1.0783027,-0.94135386,0.2486997,0.69578063,0.024703205,0.43040082,0.35366645,-1.6418047,0.4897229,-0.05440383,0.39109728,-0.18676075,0.47485027,-0.81607115,-0.7425797,-1.1851945,1.2425176,0.22704855,0.5859626,0.21460754,-2.404019,-0.15234485,0.31974483,-0.3235367,-0.33329365,-1.7655127,0.69666654,-0.18771769,-1.2711331,0.6561898,2.100267,0.6299457,1.9473398,-0.81947094,-0.29861653,0.87636596,-1.3167146,1.3019305,0.5789426,2.0205863,0.5589729,-0.37373182,-0.66121614,0.5441526,-1.1188427,-0.34101266,-0.27427918,0.3614589,2.048184,-0.86048853,-0.47943625,0.8500117,1.0954659,1.4920884,1.7399032,-1.831389,-0.06759444,0.005295617,-0.6721872,0.8487108,-0.64299184,-0.43787462,0.49895307,-1.7685745,0.99431217,-0.8027509,0.109576836,-0.3734464
2900,0.9356619,0.7961219,-0.28262758,0.118357934,0.06522059,-1.1903737,-0.34737742,1.3460495,0.17193484,0.67531973,-0.00062013086,-0.40580842,0.04264697,-0.96975034,1.9073807,0.38294372,-0.10196529,0.8571414,-0.6013767,-1.0508363,-1.3910208,0.24186982,-0.82509756,-0.7325975,-0.71230483,-1.4621041,-0.43640316,-2.2151277,-1.5632136,-0.35618114,0.056092124,-0.785252,0.8156874,0.24199957,0.8912582,-1.2815975,0.3312278,-1.6031661,0.67532235,0.7485205,0.028911177,0.41657805,0.76854795,2.170805,-1.5392022,-0.54220456,-0.592935,-1.275752,1.0670663,1.1672142,1.5016227,0.26912385,-1.1518208,-0.6989327,-0.5157293,-1.1989009,-0.28385404,0.8493417,0.30338022,-0.46468475,0.22337979,-0.5716773,2.7159755,0.7193139,-0.97084653,0.52715665,-0.75548863,0.51768327,0.3820271,0.45679718,-0.9243477,2.1231818,-0.09893107,-0.124919355,0.44811067,-0.2781753,-0.4783745,-0.1102991,0.965042,-2.6861598,-0.26636407,-1.0971414,-1.0629808,2.2132266,0.9021262,-1.2569317,-1.4460518,-0.4410938,-1.398576,0.78398395,0.45787403,0.89057356,0.13861004,-0.17681341,0.8043256,0.96607345,2.5656734,-0.6778638,0.50402766,-0.40989196,-0.016587764,-0.672591,-0.023921425,0.6275892,-0.68665123,1.456926,-0.7464202,-0.76315403,0.8864868,-0.21218868,-0.7416295,0.18710133,0.15219031,0.36688772,1.2421031,-0.5243392,0.29472327,2.1114342,-0.4140265,0.56572425,-0.8384833,-0.22378576,-0.76848537,0.74494267,0.8502635,-1.142967,0.01882366,1.8872825
2901,0.9222856,0.018348385,-0.28525448,0.94409174,-0.5823346,-0.5597573,-0.37672445,-0.10172703,-0.13294408,-0.61093503,1.1910611,0.6801145,-1.1092643,0.6151678,-0.46591818,-0.02913472,-0.30980664,2.2490613,-1.9723172,-0.48343968,0.6824528,-0.6678462,-1.1276479,0.07708225,0.57478017,-0.40795916,1.0876285,0.0913772,1.6912863,-1.7931672,0.92983294,-0.27554825,-0.5824496,1.1768453,-0.90302294,0.17070921,1.6795926,-0.076778784,0.70577234,1.1932998,-2.3818462,0.22131841,0.65170413,-0.35315743,-0.29597348,0.16741736,0.9455838,-1.971811,-1.394438,-0.15424973,0.16795966,0.79094523,0.27226737,-1.0656254,0.529168,0.78968626,-0.45062938,1.6201085,-0.7404791,-0.16852133,1.004364,1.1098293,-1.3822306,0.026179444,-0.9538797,-0.06728793,-0.8808898,-0.1884444,-0.06754788,1.2633107,-0.70150113,0.0023220393,-0.41624987,-0.23159277,1.4681994,0.6125918,-0.18627113,0.98681855,0.6846689,1.0715997,-1.6413707,0.5848676,-0.4247873,0.4310278,0.9772159,-0.7985587,-0.8462458,2.1437628,1.0646222,-0.78559005,1.2067343,1.8934118,0.5684555,-1.7438784,-0.58868945,-0.4636976,1.1373312,-0.84046817,-0.89345884,-1.220709,1.0412567,-0.8695705,-1.1454688,1.3545136,0.2459202,0.13784462,-0.0030308885,-0.5613767,0.21225752,-0.074090675,0.5702729,1.458831,0.5054163,-0.5671437,1.3690836,0.67784226,-0.9168015,-0.7764529,0.37719712,0.52716786,-2.823573,-0.8791674,0.5944215,-0.6214179,-0.75828093,-0.15141374,-0.36004835,0.39344338
2902,0.6992985,-0.44692454,1.4560791,-0.3107854,1.2126598,-0.7404042,-0.12565471,-0.13743365,-1.1622745,0.71399194,1.3279567,1.4494921,-0.17914535,0.7133318,1.488016,-1.6000049,0.89404416,-0.8891511,0.6010872,1.0376358,-0.37650594,-0.76090485,-0.08772811,-1.0869802,-0.7499484,-0.26083195,-1.8596,-0.18419369,-0.73722893,-0.36101803,0.85560495,2.2297657,-1.0438479,-1.0348293,-0.49899378,0.07647738,-1.0977741,1.7884825,0.36191985,-0.07227467,3.1948817,-2.0270958,-0.6379583,-0.49403372,-1.0576987,1.0121032,-1.5535823,-0.7678718,0.7936598,1.3023373,-1.4405661,-1.1950779,-1.2709491,-0.901895,-0.92854106,0.35009778,0.47123468,-0.7348508,0.83949757,0.9358099,1.7834318,-0.2571837,1.0464141,-0.22722073,0.19583796,-1.6879785,-0.84680504,-0.055419195,1.5074166,0.41707864,-1.542029,0.48964083,-0.94181496,0.7577718,0.43946424,-1.2972577,-0.30493397,0.33349591,2.726125,0.12189184,-1.6745659,0.031981584,0.43788946,-0.6614765,-1.2361673,-0.46340728,0.51891005,-1.3541073,-0.7898364,1.0621569,-0.98500776,-1.6672809,0.2792923,-1.5128586,-0.42248252,-0.8277368,0.15320426,-0.5196607,-0.74293983,-0.7780342,-1.6949763,-1.7874539,-0.33006567,-0.5928701,-0.22798552,0.987199,0.09982492,-0.17857496,-0.24583584,0.3444695,-0.67685574,-0.49138123,-0.85836965,2.1134074,0.1671344,-0.113501236,-1.0447658,-0.5501698,2.1757336,-0.014186822,1.2755147,-0.17772464,0.4071003,0.082968615,1.059751,-0.371445,0.68721306,-0.4931251
2903,0.6634295,0.92888635,0.115470655,2.0819752,-1.1959199,-0.20380141,-0.49506077,0.52577174,0.6736527,-1.420215,-1.1254525,2.1213062,-1.7620645,-1.408977,0.39141193,0.80338794,-0.07650758,0.9526509,1.0511432,1.056431,-0.35106483,0.15524349,-0.49827975,-0.8905159,0.011033083,-2.03636,1.1779954,0.094926454,-0.34696475,0.14382282,-0.31761196,-0.18582796,1.7310728,-1.1291525,-0.6370748,0.44167727,-0.43847162,-0.53998554,-1.7340943,1.017338,-0.019966152,1.1029456,-0.23601855,-0.10588929,-0.7309294,-1.657853,-0.14449829,-0.5020708,0.1611662,0.33362266,-0.8834524,-0.7152956,-0.58280957,-0.73170465,-0.116330214,-0.18317947,0.49261945,-0.5898682,-0.09799771,-0.050691634,0.10042156,-0.87328386,0.89244765,-0.2534667,-0.7954878,1.2992522,-0.7091756,-0.83433247,0.73810744,0.41499597,-0.66010356,-0.6791596,-0.52036345,0.65327877,-0.5058496,-0.11255644,-0.3040818,-1.7283795,0.6214922,0.19625024,0.5925874,-1.0352149,-0.9536619,0.6203939,-0.39975864,-0.5646753,0.6321843,-0.68920577,-0.65433234,0.1696476,-0.8974204,0.624206,-0.04520347,0.20351163,1.2621354,0.964002,0.7095317,0.025789395,-0.26520675,0.116048016,-0.056835648,2.2994552,1.6502017,0.84793466,-1.7852652,1.1125004,0.08459937,0.9271563,0.64635044,-1.0493445,-0.32275715,-0.9433093,-1.2803848,1.4401946,0.124737546,-0.08116787,-0.24126567,-0.24472246,-1.3066959,0.39312142,-0.7389923,-1.2698735,0.31758097,-1.0805925,-1.0772146,-0.071341775,-0.22572869,1.2603807
