Commodity_neo4j_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
commodity_15,-1.129667,-0.31163853,-0.13123399,-0.0296485,0.21713483,0.34914687,-0.10241655,-1.4970095,-0.755096,0.09807105,0.19892737,0.25942785,0.627585,0.3665216,-0.38484848,0.36268023,0.16515177,-0.24375133,0.5304487,0.3958751,-0.079058915,-0.70814985,0.24040963,0.51269907,-0.04624175,-0.013013014,0.1771028,-0.01208378,0.28277254,-0.41186595,0.26113144,0.19688262,-0.42092925,-0.29937226,-0.116759256,0.038818486,-0.21270981,-0.69857943,-0.0038826372,-0.26445422,0.8050027,-0.54475087,-0.21622059,-0.0034024322,0.52095306,-0.047033273,0.26986578,-0.33713186,0.24008933,0.30915093,0.027305786,0.014551617,-1.0998994,0.7506241,0.057019908,-0.3041728,0.35449234,-0.59792084,-0.41556853,-0.1869284,-0.6286049,0.53270584,-0.16990735,0.45938852,-0.25354376,0.5622145,0.39420286,-0.43593493,-1.2599427,0.07963256,0.055804342,0.08422997,0.47599682,-0.10085784,0.008933198,0.0042989086,-0.28194606,-0.7613597,1.0273474,-0.018398704,-0.1833522,0.15539052,-0.36632037,0.021775674,-0.05865247,-0.1973847,-0.5293461,-0.29883763,0.94223416,-0.6763061,-0.1667877,0.8385164,0.111763336,-0.2571431,-0.08895539,0.66932946,-0.4791587,-0.18663763,0.3012636,-0.33328807,0.4383975,0.20478725,-0.82092077,-0.25983804,0.08128738,-0.23207155,0.37901333,-0.11102926,0.068653226,-0.5821197,-0.44876963,0.0027825052,-0.21861948,-0.5759911,0.12431519,0.17004423,0.029606521,0.6519567,0.82528216,-0.73797095,0.08525163,-0.045340333,-0.48940614,0.09803032,0.02736383,0.07076321,0.43757516,0.43429503
commodity_16,-0.12398347,-0.5544914,0.13136001,0.04817567,0.49890408,-0.25193197,0.184879,0.18683857,-0.25846544,0.40004745,-0.83196753,-0.38496962,0.23069085,0.10309659,0.2532893,0.22075751,1.0915105,0.032196745,-0.47239742,-0.10586226,0.24016234,-0.30354193,-0.41524875,0.49100932,0.07449274,-0.30589104,0.27224517,-0.7447397,0.07303608,-0.15218553,0.019270945,-0.52857023,-0.04591424,-0.604752,-0.013634167,-0.019920668,0.009650983,-0.09714271,-0.28703263,0.00823705,0.48503032,0.026852058,0.22604759,-0.34376177,-0.80149543,0.20512217,-0.27963725,-0.5048341,-0.16913481,0.2621317,-0.18166399,-0.35235235,-0.10754602,0.3073415,-0.07689402,-0.5468681,0.061234258,1.4248807,0.38218233,-0.19403109,7.138058e-05,-0.11263111,-0.077066734,-0.28104034,0.098632835,0.3288157,0.16210082,0.70097625,-0.29905412,0.23276697,-0.087406956,0.099645495,0.11509136,-0.4666657,0.5776033,-0.96799874,-0.048952814,-0.92156404,0.82035905,-0.1768703,-0.12195755,0.28942183,0.28623772,-0.4657088,-0.22695544,0.0514236,0.4647525,0.15743066,-0.19350289,0.01779989,-0.3162307,-0.23725516,-0.19109437,0.24941353,-0.38992697,-0.6710351,0.012890385,-0.13814846,-0.5264034,-0.025510091,0.2995411,-0.28656444,-0.24237947,0.34794942,-0.5136618,-0.048660595,-0.347244,-0.05484111,-0.028072402,-0.5374084,-0.1735543,0.3736967,-0.12035766,0.4411818,0.27519643,-0.07707016,0.63964736,-0.15301993,0.1824058,0.44365132,0.34117818,0.07033832,0.2291091,-0.035837002,-0.102037445,0.033085793,0.17171265,0.2995908
commodity_18,0.40063387,-1.1618427,0.21295159,-0.2749384,-0.45597738,0.23048823,0.8167639,0.069817185,0.059176836,-0.3359411,-1.5483853,-0.3151026,-0.32957947,-0.25683305,-0.54253733,-0.047700442,0.43254015,-0.16681771,-0.738786,0.476362,0.29564422,-0.8093861,1.0210922,0.070125796,0.17047952,0.23076956,0.5903367,-0.2631751,0.42665675,-0.7268649,0.09062925,-0.6305746,-0.43436682,0.46120158,-0.5736575,0.3149731,0.5742392,-0.42000437,0.11078768,0.6177455,-0.73884124,-0.05341202,0.20688026,-0.09350712,0.03506845,1.3396431,0.033884063,-0.2622672,-0.38080615,-0.52474004,0.016859489,-0.6521072,-0.89291,1.0809623,-0.64030606,-0.31172648,0.9435952,0.4024121,1.1591467,-0.4173618,0.37500983,0.4070558,-0.5087385,0.48930624,0.43216568,0.50349766,1.0606285,0.69910717,-0.042628013,-1.0052074,0.35403877,-0.16855906,-0.0838221,0.19411388,-0.54949087,-0.20173164,0.8763387,-0.052902196,0.67039216,0.20725359,-0.29434046,0.15312509,0.685459,1.346922,0.2512002,-0.8067752,0.7663595,-0.034417965,0.95250547,-0.68174857,0.32491985,0.37431282,-0.03328876,0.6984511,-0.020973349,0.9573652,0.8592909,0.5584836,0.29075283,0.07705548,-0.3913515,0.4654863,-0.08746451,-0.28636155,-0.6529877,0.53681654,0.23229733,0.13474181,0.21644016,-0.1307391,0.072492994,0.84082294,-0.1253808,0.034044165,0.29199654,-0.48312807,-0.6238498,0.18673497,-0.69054323,1.0551374,0.74033767,-0.4890056,0.14802705,-0.8959277,-0.40721044,0.88137096,0.7168287,0.6195727
commodity_19,-0.08610961,-0.13918692,0.057800032,0.0600279,0.15048598,0.04277964,0.058668442,0.22440895,-0.018064512,-0.070153795,-0.8028436,-0.070604935,0.31679627,0.08617259,0.5363785,-0.043264534,0.3043131,0.2784054,0.038515046,-0.34607083,-0.32531902,-0.20141888,-0.106838204,-0.17525423,-0.5264946,-0.4152073,-0.2234673,0.087945625,0.35974687,0.0797327,0.03205344,0.3787985,-0.16466191,-0.020376606,0.21477713,0.12543173,0.5884067,-0.48201698,0.014211365,0.06650429,-0.3332164,0.5750261,-0.24210595,0.52922684,-0.26455078,0.12233393,-0.14296386,-0.44671467,0.5931198,0.07854818,-0.026490374,-0.12206109,-0.28102392,-0.381917,-0.04472126,0.35636875,-0.09206507,-0.20238192,0.21521665,0.20028906,0.1359818,-0.09300476,0.25185743,0.018557874,-0.3283303,-0.15492927,0.3239433,0.21456018,0.27246004,0.117767476,-0.32945517,-0.14708407,-0.5038443,-0.14882077,0.3397393,-0.025399625,-0.31075972,-0.06207966,-0.6599458,-0.020848228,-0.2739391,0.27130175,-0.108206175,0.3528162,0.32802355,-0.10939452,0.6381868,0.19999832,0.01956238,-0.13755414,-0.32842466,0.059374686,0.7018928,-0.19733995,0.50891715,0.30525947,0.14637738,0.07478656,0.1706713,-0.34588754,0.14903341,0.14359584,-0.18851049,0.22306783,0.14511995,0.062828094,-0.16712414,-0.35082573,-0.4931234,-0.57421815,-0.16845576,-0.0070010596,0.140628,0.40001622,0.120129846,-0.628136,0.18598767,0.09557946,-0.2423876,0.009440658,0.09951622,-0.25760686,-0.18919839,-0.045345817,-0.06104074,0.29846144,0.087951675,0.37482837
commodity_20,-0.20396827,-0.45716617,0.0018047218,0.06800851,0.15846397,-0.06650648,0.0020072903,-0.16355321,-0.3429107,-0.28883862,-0.033121046,0.009319363,0.08985509,-0.030171478,-0.07883862,0.0702464,0.018620888,0.30551994,-0.0214123,0.058365546,0.006231527,0.14236479,-0.16567239,0.027847664,0.26518327,-0.25100765,-0.0007885278,0.09901692,0.032306228,-0.051134102,-0.013263382,0.0046315854,-0.03838096,-0.23478213,0.07810702,0.025042534,-0.033597335,-0.038947936,-0.12518522,-0.15187345,0.053003334,-0.035013832,-0.1755391,0.060056396,-0.035567343,0.030464163,-0.024464129,-0.103613384,-0.018046843,-0.25989875,-0.08731803,-0.14709195,-0.11580641,-0.17522551,-0.027577851,-0.048635937,-0.02252356,0.03464453,0.15431476,-0.4023793,0.27948442,0.057973694,0.06570628,0.30832303,0.036714867,0.10867244,-0.10762241,0.03457247,0.09381071,0.12808667,0.025617383,-0.22183529,-0.20974618,-0.11294628,-0.089684114,-0.0343116,0.058273565,-0.12627997,-0.00031029165,-0.061669968,-0.17693532,-0.383684,0.07867559,0.29251242,0.104976214,0.102754466,0.11955001,0.022984061,0.10542934,0.0569725,0.0046557616,-0.09871336,0.059446886,0.12177665,-0.4257281,0.14980008,-0.22295624,0.045980424,-0.0825663,-0.28101188,-0.092953645,0.005759148,0.051377058,0.10175167,0.0017998663,0.26136675,-0.17044927,0.0511828,-0.29001552,-0.12453741,0.17608105,-0.07413661,0.0673635,0.1320991,-0.08750791,-0.18370502,0.010913301,0.2983148,-0.117156036,-0.23770447,0.17385639,-0.12063126,-0.05502618,-0.14990017,0.3112722,0.15595242,0.15322883,-0.14958864
commodity_21,-0.2843133,0.2557537,-0.7424914,1.6733268,0.15032434,0.58958703,0.12281568,0.18061893,0.4269437,0.11823753,-1.5358295,-0.08952746,-0.58552665,-0.6291841,-0.0071568573,-0.4151436,-1.22532,0.68723476,-0.54551566,-0.55341434,1.0818872,-0.26247346,-0.06525602,-0.0076020616,-0.012103354,-0.07347311,0.18630834,0.07852127,0.96558976,-0.7910048,-0.1250091,-0.05544261,-0.056480262,-0.11265068,0.10960364,-0.03829781,0.23691724,-0.36678642,-0.3779728,-0.11173351,0.104987234,-0.6299499,0.028138552,0.22368215,-0.49097168,-0.6578043,-1.4853219,0.016095772,0.3998917,-0.54815,0.15738861,0.11384821,0.142048,-0.5419432,-0.038127016,-0.03973032,0.66858697,0.55694824,-0.20294246,0.45391032,0.7546162,0.48284078,-0.08825352,-0.32305416,0.30558953,0.31046486,-1.0757473,-0.5779016,0.15010163,-0.58493245,0.33752945,0.5345721,-0.28940132,0.52112496,-1.0090506,0.06578831,-0.330764,-0.6199492,-0.3876422,-0.62260926,0.59339714,0.49999452,-0.26005483,0.6894388,0.47545445,0.091958195,-0.6927216,0.5293814,-0.4933804,0.48442188,-0.14004546,-0.54769033,0.7662107,-0.16069268,-0.21155825,0.616778,0.5006457,0.22283566,0.123900786,-0.8017962,-0.08960337,0.20662355,-0.39870453,0.39572972,0.47470364,-0.14741175,0.663324,-0.5798639,0.5802155,-0.3404607,0.477516,-0.19511226,0.24927478,0.54773164,0.6001597,-0.7260359,-0.7178534,0.42025644,0.23919219,-0.18193336,-0.7998051,0.34154752,0.2001883,0.066567905,-0.577987,-0.21210496,0.7856392,0.63898796
commodity_22,0.038723934,-0.22071937,0.34596574,0.19675028,0.011727167,0.41872412,0.07980435,0.47109017,-0.13987358,-0.14825368,0.025776144,0.25568902,-0.08011214,-0.027832603,0.37688068,0.67393965,0.6687736,-0.25604346,-0.012566048,0.12267203,0.057645466,0.16452554,-0.20474511,0.29964924,0.09445374,-0.4551753,0.039496914,-0.43387052,0.32068768,-0.09188113,-0.1348404,-0.15473881,-0.35293713,-0.16827074,-0.13655275,0.042644456,0.2276998,0.40622523,-0.084083974,-0.5289426,-0.46958062,0.22739044,0.35364762,-0.28320563,0.18206148,-0.012759608,-0.0143177975,-0.30529812,0.26118338,0.06698783,0.32162437,-0.15349421,-0.20766816,-0.22289164,0.08527239,-0.055125605,-0.3925479,-0.09367184,0.5832204,-0.34821674,0.11078578,0.0056118146,-0.20400566,0.5189162,0.055880103,0.70591533,0.19570795,0.23414004,0.38997087,-0.7027593,-0.08260983,0.21552983,-0.08905676,0.04508026,-0.1701259,-0.026596704,0.031570356,-0.16097496,-0.09570912,-0.16573018,0.29710567,-0.34120113,-0.17962714,0.316361,0.3662269,-0.09635388,-1.075412,0.19068183,-0.51048106,0.14856659,0.22396564,-0.16797012,0.044837162,-0.1252073,0.05226978,0.384401,0.016940324,-0.18801299,-0.19968453,-0.24648982,0.20206083,0.4383578,-0.087053,-0.055589054,0.039958254,-0.1475527,-0.80513287,0.16289765,0.2969293,-0.25603068,-0.021748478,-0.13824226,0.35450906,0.38580313,0.14834653,0.2224486,-0.19312996,0.29511666,0.15415762,0.31324953,0.03539996,-0.30806726,0.059213746,-0.004298293,0.13147435,0.11796627,0.053038478,-0.16935009
commodity_23,-0.08668069,0.0726733,0.008995425,-0.069706276,-0.0446519,0.05574706,0.13267791,0.45445803,-0.2011433,-0.14108592,-0.10046817,0.08419874,-0.15396473,0.20519069,0.11103244,0.32092467,-0.075006984,0.08785061,0.50264066,0.056344457,-0.3342495,-0.34568125,-0.2215326,-0.087486096,0.2087529,-0.24965224,-0.0034579337,-0.07553595,0.13510026,0.36061224,-0.039258678,0.016623933,-0.20281117,-0.11447611,-0.15988714,0.035800282,0.09724536,-0.34991896,0.05564045,-0.16331665,0.33990633,-0.26964977,0.22986206,0.008670244,0.103374764,0.15201248,-0.012413743,-0.20055516,0.07210397,-0.18491107,-0.027332997,-0.16862191,0.29730394,0.1477318,0.048139486,0.1546128,-0.14122693,-0.17298137,-0.18245071,-0.030924212,-0.14813596,0.32814446,0.13161093,-0.00079433946,0.060512107,0.15735957,0.3034539,0.30383405,0.09639633,-0.40987393,0.037222676,-0.014985824,-0.15443817,0.18627095,0.016468821,-0.021984005,0.001362459,0.16049814,0.06431744,-0.30144715,-0.13654386,0.16141047,0.011872268,0.32805115,-0.030863293,-0.14099872,0.009194252,-0.18352138,-0.2756732,0.116886534,0.03503519,-0.06211165,0.008993869,0.13745673,-0.06810767,0.10549985,-0.13555992,0.005604299,-0.26081154,-0.24793279,0.32707116,-0.03638393,-0.014895689,-0.1489503,-0.17429496,0.31207168,-0.03788888,-0.1701968,0.024454778,-0.15501523,0.31585094,-0.19652122,0.33892334,-0.2522505,0.09557199,0.19304635,0.17679738,0.46267894,-0.09584037,0.13388467,0.37655357,0.21302983,0.0026252856,-0.026415735,0.32479352,-0.08103615,0.14428024,-0.10756846
commodity_24,-0.4005245,0.10121898,-0.07371678,-0.040936317,-0.021900265,-0.35274926,-0.12754603,0.099114366,-0.22013295,0.517506,-0.22031946,0.7719389,-0.46560222,-0.07187694,-0.055807516,0.31295776,0.54808044,-0.14454353,0.007372167,0.17690787,-0.4734145,0.54720396,-0.5925252,0.15803014,-0.298768,0.20707032,-0.2544611,-0.1738807,0.3409296,-0.6036207,-0.70529544,-0.298056,-0.26880473,0.14448135,-0.16576335,0.10077001,-0.40342012,-0.27202228,0.16557898,-0.34021702,0.17746662,0.24471876,-0.014590629,0.17374507,-0.11814724,0.42916992,0.037339114,-0.17168102,0.010749173,-0.25594944,-0.4416968,0.47210968,0.3311629,-0.64475507,-0.3924117,-0.13954514,0.12488867,-0.24435437,0.12885332,0.30344886,0.46888044,0.7323274,0.33158168,-0.08106386,-0.16400516,-0.20426567,0.113311954,-0.21477029,0.0774749,0.19544068,-0.6429317,0.05972961,-0.69175553,0.039196916,-0.3887346,0.14267732,0.18743262,0.39895743,0.114961,0.015325087,-0.3547329,-0.39067996,0.6092366,0.18851212,0.12899047,0.54360384,-0.6171929,0.4772489,-0.21690296,-0.9425818,0.17083824,0.0820147,0.12161064,0.036735054,0.14039686,0.39004743,-0.026591746,-0.009874675,-0.19845311,-0.9918965,0.2748378,0.54490626,0.33103657,-0.30061364,-0.52679414,0.09279189,-0.2484498,0.017273214,-0.65656936,-0.12326537,0.4629296,-0.049905334,0.06724365,-0.8344768,0.43201554,-0.10931319,-0.78521913,0.016000286,-0.6300887,0.021085232,0.24890219,0.21579053,-0.20548894,0.37394884,0.278358,-0.55772907,0.022420643,0.24425001
commodity_27,-0.6225192,-0.20270324,0.16198729,-0.015297952,-0.024462024,-0.18101378,0.23549639,-0.18705966,0.18905385,-0.0595463,-0.14255774,0.14067732,0.04150369,0.2627062,-0.07922616,0.3852839,0.17392601,0.011945516,0.16949908,0.5492341,-0.012486164,0.42512393,-0.088031664,0.067412995,0.30950513,-0.28140712,0.27355954,-0.059883542,0.13830847,-0.24786967,0.05428414,-0.33386552,-0.19101307,-0.3911048,-0.3569997,-0.14709005,0.044048484,0.02360471,0.0012652719,-0.4299668,0.3203909,-0.06531976,-0.025935525,-0.09019613,-0.18678671,-0.38479844,-0.16265725,0.38627553,0.516791,-0.18076622,-0.05345904,-0.063684784,-0.31947914,0.03619848,0.055396922,0.015023883,-0.29922348,0.2528968,-0.1451986,0.21568912,0.20834237,0.009028824,-0.2872327,-0.36141956,0.03157674,-0.07791612,0.3034879,0.29022315,-0.00026413088,0.25991756,-0.26405174,-0.11048803,-0.24493165,0.20019905,-0.32075092,0.6336115,0.6922176,-0.2873016,0.1151214,-0.14891502,-0.04080957,0.18273857,-0.2778313,-0.07364976,0.16671225,0.2994287,0.08321533,0.5275794,0.45757887,0.69881284,0.3328892,0.26355904,0.18928759,-0.31515843,-0.05561273,0.118374735,0.20209888,0.13576674,-0.06546389,-0.27653134,0.08767234,0.2834735,-0.081337005,-0.2505526,-0.0989762,0.41987178,-0.30729702,-0.16162015,0.029208332,-0.14201537,0.43536782,-0.18372771,0.261016,0.1860683,-0.04718704,-0.1998089,0.026551362,0.6681072,0.096099466,0.29220343,-0.25072142,-0.09627859,0.11926171,0.2183816,0.23414089,-0.16471039,0.2755336,0.2116363
commodity_30,-0.997185,0.7589651,0.35407412,-0.6859078,0.14986812,-0.5423692,-0.19260475,-0.03888297,0.20514037,0.08200158,0.5107885,-0.20449132,-1.0168989,-0.7630524,-0.18779795,0.3732534,-0.35450312,0.14854625,0.2464619,0.016749872,-0.09278275,-0.47119075,0.9865608,0.36455786,0.038789697,0.21964008,-0.26418933,-0.17939585,0.30850664,-0.536905,-0.3385185,0.28299275,0.22875464,-0.4949434,-0.018890966,-0.73136413,0.145231,-0.011123047,-0.25458038,0.5434606,0.2510279,-0.3094898,0.15423384,0.45019284,0.0072688116,-0.084292196,-0.32097968,-0.005662893,0.399148,0.7273153,-0.118608765,-0.09728414,0.33588985,-0.021953078,-0.18949232,-0.7515066,0.25927216,0.55629206,-0.4261073,-0.2883743,0.91764,0.7340442,0.5009731,-0.616959,-0.5445081,0.51018465,0.28994325,0.46739084,0.24775602,0.95129037,0.2557063,0.59283656,0.13769403,0.2215178,-0.22752199,-0.12763266,0.38728416,0.076317556,-0.22388507,0.23852491,-0.12539253,-1.347098,0.03190241,1.1232387,1.0472192,0.1643384,-0.8095216,-0.34539843,-0.2585012,-0.17949663,0.45195737,-0.64493424,1.7001822,0.060441,-0.31095773,0.098771535,0.64675945,0.4408216,-0.19771597,0.4744169,-0.2275883,0.1799336,0.25090185,-0.09038212,-0.17939815,-1.3432512,-0.08489614,-0.53429854,-0.06283226,-0.32737255,0.20620544,0.67533505,-1.0728544,-0.14661105,-0.060626116,-0.83152115,-0.2218126,0.077148594,0.34460297,-0.4132415,-0.01491362,0.71636516,0.703063,0.2816615,-0.02029186,0.5480723,-0.17278719,0.9077595
commodity_32,-0.59751755,-0.5754161,-0.17935668,-0.12083151,-0.29423994,-0.50966454,0.50597715,0.100158885,0.0551655,-0.006431932,-0.06344663,0.10682292,-0.28881142,0.023474796,-0.21375662,0.0976743,0.8014275,-0.13947734,0.08187648,0.14621742,0.8178409,0.37529445,-0.47656304,0.107622005,0.1620322,-0.1874074,0.4334729,0.2723255,0.78838617,-0.27075276,-0.9299353,0.47886908,-0.032516144,0.10311385,-0.11651114,-0.29352245,-0.43381324,-0.24902333,-0.44042882,-0.6456255,0.16935462,-0.22985561,-0.4700908,0.4799232,-0.472002,0.16697359,0.9035166,-0.30481482,-0.030484973,-0.22029199,0.24626362,0.34858677,-0.048843905,-0.047532216,-0.3404355,-0.030305777,0.4084832,0.0036679474,0.30376586,-0.6892334,0.65992385,0.54831105,-0.21826279,-0.3229062,-0.28116146,-0.43057382,0.3904731,0.35555264,0.38678378,0.4594547,0.74848086,0.21089487,-0.08650698,-0.40728062,-0.23572011,-0.26638615,0.09685629,-0.5017929,-0.111055404,0.06640777,-1.1471046,-0.44840494,-0.07081352,-0.55430347,0.08962351,0.04841614,-0.21143106,-5.9317914e-05,-0.25558087,-0.1779733,0.1262302,0.24573609,-0.42806828,-0.78694826,0.12297647,-0.44766152,-0.21887754,-0.6656094,-0.32559314,-0.22537479,-0.70458734,-0.42513645,-0.5089411,-0.25757164,0.242276,-0.2677632,0.27230704,-0.082303755,0.35252762,-0.3540604,-0.0007384317,0.3442332,-0.34387183,-0.3826441,0.044582874,0.8840401,-0.28913862,0.44641483,-0.032890234,0.106621735,-0.6793595,-0.16269751,0.24972038,-0.122325234,-0.118849374,0.01606806,0.5818639,-0.21723904
commodity_33,-0.10221453,-0.5149779,-0.5695638,0.055061903,0.4747858,-0.0003249792,0.060575336,0.29022297,0.021846702,-0.01727673,-0.34534913,-0.27486235,0.040790003,-0.20066252,0.3124076,0.16251576,0.07143318,-0.212227,-0.26288497,-0.49631464,0.65788835,0.40517727,-0.14256288,-0.031536303,0.36624965,-0.2947562,-0.21943606,-0.0013026904,0.6588843,-0.24941033,-0.2055995,-0.12193599,-0.024561422,-0.26017752,0.078418545,-0.2458756,0.03557854,-0.346742,0.40707263,-0.31753588,0.0854601,-0.2045731,-0.29961222,0.1400214,0.42258608,0.18919823,-0.2653048,-0.1604531,-0.28558862,0.1283316,-0.002749526,0.51056635,-0.14767975,0.15299194,-0.26405326,0.37824115,-0.12082832,0.04321966,-0.5548242,-0.46742323,-0.46964565,0.35955927,0.11393965,0.6126459,-0.07511517,-0.3317347,-0.35983908,0.5156368,0.27586472,0.22495598,-0.12334979,-0.13558997,-0.48829076,-0.13365671,0.23037508,-0.09952173,-0.25821513,-0.037549917,0.3767904,-0.04865227,0.07974547,-0.008560619,0.27609628,0.31652877,0.26493654,0.051427282,-0.2878564,0.24142048,-0.0018051687,-0.40505728,0.201635,0.19884917,0.11528061,-0.13637614,-0.13050418,-0.19308078,-0.24124882,-0.00412585,-0.1492583,-0.43605715,0.3699468,-0.20885316,0.12528367,0.462973,0.38576058,-0.36944386,-0.22712341,0.37785497,-0.16554435,-0.25860295,-0.38140255,0.25554347,0.43724433,0.1476534,0.075693384,-0.16041328,0.18149133,0.8892742,-0.29797685,-0.2724449,-0.23025943,-0.09594229,-0.043284405,0.11454223,-0.19085775,-0.04072995,0.5136699,-0.01260721
commodity_34,-0.5040671,-0.18597034,0.18743272,0.103390746,-0.10597724,0.4712342,-0.11762924,0.014001899,-0.08807556,-0.30878878,0.3594014,-0.06269603,0.07015835,0.21606864,0.21711119,0.010597523,0.31776655,0.32028583,-0.33386108,0.2731145,-0.21113165,0.15580972,-0.0055184364,-0.18400685,0.5424643,-0.101288,-0.59814763,-0.3771219,0.13569933,-0.039612547,0.21930417,-0.018304763,0.12628238,0.030021666,-0.14699543,0.034039877,0.24323706,-0.5036113,0.22191635,-0.22207586,0.09955713,-0.23845437,-0.25120598,-0.4018945,0.36931926,-0.054974657,-0.08169712,-0.52770317,-0.4540874,-0.66995823,0.3103843,0.089112334,-0.2166939,-0.2049706,-0.49071512,0.07987105,-0.17496377,0.00051353616,-0.027662123,-0.42804477,0.08524977,0.103873715,-0.15399694,0.16805987,-0.31240642,-0.06525025,0.008958458,0.105490446,0.09072857,0.18089902,-0.38159746,-0.23226011,-0.5652043,-0.26666358,0.13215506,-0.049671624,-0.14118394,0.109377734,0.07120493,-0.030216465,-0.15655085,-0.02612996,0.14233992,-0.14681844,0.08714763,0.120836265,-0.13166785,-0.08206705,-0.15792742,0.44507018,-0.15407261,0.2690333,-0.32931405,-0.17854102,-0.21126798,-0.3507067,-0.2225109,0.39529034,-0.027096963,-0.17195052,-0.2017668,-0.23244217,0.13145863,0.0388061,-0.6272454,-0.023394715,-0.10196965,0.08875377,0.07273383,-0.20735225,0.06641314,-0.10253487,-0.0054739397,-0.46729976,-0.04688786,0.09763137,0.12487419,0.30541313,-0.2821287,-0.34194434,-0.16862598,-0.26137742,0.12635341,-0.06324971,0.1746764,0.027865455,0.08095969,0.053933598
commodity_36,-0.23533306,-0.18501197,-0.05989668,0.10865018,-0.114132635,0.20112753,0.07236102,-0.107798375,0.09435186,-0.37069806,-0.050694592,0.10062091,0.06980413,0.4993345,-0.28618008,0.1262819,0.3026299,-0.3473161,0.23453586,0.18399286,-0.05847288,-0.11892819,0.44447765,0.05700073,0.07014591,-0.023312544,-0.033577077,0.23298813,-0.048178107,-0.008046737,-0.07165802,-0.4299052,0.108990535,-0.15209161,0.00014070584,-0.077120855,0.16081108,0.26793164,-0.13143928,-0.25612295,0.2176804,-0.092155114,-0.2993242,-0.0036048621,-0.29233107,0.26958492,0.24608278,0.04491874,-0.28243604,0.10243921,0.13284615,-0.06500931,0.107990466,-0.08557553,-0.12744214,0.2268919,0.2118666,-0.26008072,0.2324468,-0.21187091,-0.11409971,0.051962648,-0.0070095463,-0.034571834,-0.05886057,0.27329236,0.18856306,0.026271285,0.2033943,0.2659317,-0.39886227,0.40868804,-0.41540533,-0.59923625,0.14937726,-0.120690666,0.1496312,0.63508004,-0.01708705,0.2468623,-0.15089266,-0.41954276,-0.2101905,0.2427069,-0.20305672,0.2156342,-0.46616605,-0.02723036,0.0424351,0.1657647,0.07810164,0.06863184,0.13007236,0.10571816,-0.18888883,-0.09736854,0.043846134,-0.122249015,-0.16892149,-0.2845416,-0.28677255,-0.45176443,0.325787,0.308505,-0.31417182,-0.017006608,-0.4299457,-0.0684345,0.24562813,-0.3939128,0.35634488,-0.38103566,0.26596403,0.06447434,-0.3491956,-0.009341412,0.12646343,0.6414604,0.034856442,-0.41957176,-0.09430456,-0.5805501,0.38577086,0.1622577,0.50767386,0.20671654,-0.01324944,0.14349066
