companyID,Ticker,Company Name,SYNONYMS,ACN,Country of Domicile,Company Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees:LF,ICB Sector,ICB Subsector,GICS Industry,GICS SubIndustry,BICS L3 Industry,BICS L4 Sub Industry,BICS L5 Segment,BICS L6 Segment,Company Description,Linkedin_empCount,Linkedin_Followers,Source
comp_5138,NAPCO PS Equity,Napco Aluminum & Profile Co,,,"Palestine, State of",Common Stock,20090000.0,31720000.0,99920000.0,,,,Building Products,Building Products,Metals & Mining,Base Metals,Aluminum,,,,,Bloomberg
comp_5139,8140 HK Equity,Bosa Technology Holdings Ltd,,,Hong Kong,Common Stock,19810000.0,19660000.0,39890000.0,42.0,Construction and Materials,Engineering and Contracting Services,Commercial Services & Supplies,Diversified Support Services,Steel,Steel Producers,,,"Bosa Technology Holdings Limited operates as a holding company. The Company,through its subsidiaries, manufactures steel coiled, chamfered, deformed bars,and other products. Bosa Technology Holdings serves customers in Hong Kong.",,,Bloomberg
comp_5140,BAST KZ Equity,BAST JSC,,,Kazakhstan,Common Stock,19780000.0,708880.0,40760000.0,44.0,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,,,,,Bloomberg
comp_5141,BAUT IJ Equity,Mitra Angkasa Sejahtera Tbk PT,,,Indonesia,Common Stock,19660000.0,14630000.0,22670000.0,212.0,Industrial Metals and Mining,Metal Fabricating,Trading Companies & Distributors,Trading Companies & Distributors,Industrial Intermediate Prod,Fabricated Metal & Hardware,Hardware,Bolts & Washers,,,,Bloomberg
comp_5142,GTS VN Equity,Saigon Traffic Construction JSC,,,Viet Nam,Common Stock,19490000.0,90930000.0,68080000.0,504.0,,,,,Engineering & Construction,Infrastructure Construction,,,,,,Bloomberg
comp_5143,AALU JR Equity,Arab Aluminium Industry Co Ltd,,,Jordan,Common Stock,19180000.0,21090000.0,30200000.0,,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,,,,,Bloomberg
comp_5144,GTI US Equity,Graphjet Technology,,,Malaysia,Common Stock,19180000.0,,3130000.0,,Industrial Metals and Mining,Metal Fabricating,Electrical Equipment,Electrical Components & Equipment,Chemicals,Specialty Chemicals,Advanced Materials,Graphite Products,,,,Bloomberg
comp_5145,CHR MK Equity,Chuan Huat Resources BHD,,,Malaysia,Common Stock,19150000.0,263540000.00000003,219790000.0,,Construction and Materials,Building Materials: Other,Trading Companies & Distributors,Trading Companies & Distributors,Steel,Metal Svc Centers & Processors,Steel Processors,,,,,Bloomberg
comp_5146,NBC VN Equity,Vinacomin - Nui Beo Coal JSC,,,Viet Nam,Common Stock,18920000.0,169810000.0,163060000.0,,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,Thermal Coal,,,,,Bloomberg
comp_5147,EIB MK Equity,Ecoscience International Bhd,,,Malaysia,Common Stock,18870000.0,47900000.0,54570000.0,,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Construction Engineering Svcs,,,,,Bloomberg
comp_5148,AMA GR Equity,Altech Advanced Materials AG,,,Germany,Common Stock,18780000.0,153460.0,21600000.0,3.0,Industrial Materials,Paper,Containers & Packaging,Paper & Plastic Packaging Products & Materials,Metals & Mining,Base Metals,Aluminum,Bauxite Mining,,,,Bloomberg
comp_5149,KORDE GA Equity,Kordellos Ch Bros SA,,,Greece,Common Stock,18710000.0,72630000.0,93450000.0,80.0,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Metals & Ore Whslrs & Traders,,,,,,Bloomberg
comp_5150,COPPTECH BD Equity,Coppertech Industries Ltd,,,Bangladesh,Common Stock,18620000.0,23110000.0,24460000.0,,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining,,,,Bloomberg
comp_5151,2227 HK Equity,Solis Holdings Ltd,,,Singapore,Common Stock,18570000.0,22610000.0,86580000.0,195.0,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,,,,,,Bloomberg
comp_5152,1826 HK Equity,FDB Holdings Ltd,,,Hong Kong,Common Stock,18440000.0,91060000.0,35260000.0,59.0,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,,,,,,Bloomberg
comp_5153,HMC VN Equity,Hochiminh City Metal Corp - Vnsteel,,,Viet Nam,Common Stock,18390000.0,256420000.00000003,86250000.0,162.0,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,,,,,,Bloomberg
comp_5154,BAWAT SS Equity,Bawat Water Technologies AB,,,Denmark,Common Stock,18210000.0,2090000.0,7150000.0,,Industrial Engineering,Machinery: Industrial,Machinery,Industrial Machinery & Supplies & Components,Engineering & Construction,Engineering Services,Environmental Engineering Svcs,,,,,Bloomberg
comp_5155,BMV LN Equity,Bluebird Mining Ventures Ltd,,,"Virgin Islands, British",Common Stock,18130000.0,,32260000.0,7.0,Industrial Metals and Mining,General Mining,,,Metals & Mining,Precious Metals,Gold,,,,,Bloomberg
comp_5156,2067 TT Equity,Chia Yi Steel Co Ltd,,,"Taiwan, Province of China",Common Stock,18000000.0,47630000.0,92330000.0,,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,,,,,,Bloomberg
comp_5157,PECO PA Equity,Pakistan Engineering Co Ltd,,,Pakistan,Common Stock,17840000.0,8440000.0,68290000.0,,Industrial Engineering,Machinery: Industrial,Machinery,Industrial Machinery & Supplies & Components,Steel,Steel Producers,,,,,,Bloomberg
comp_5158,1690 HK Equity,Lap Kei Engineering Holdings Ltd,,,Hong Kong,Common Stock,17820000.0,80730000.0,74740000.0,112.0,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,,,,,,Bloomberg
comp_5159,1557 HK Equity,KH Group Holdings Ltd,,,Hong Kong,Common Stock,17780000.0,25510000.0,39580000.0,71.0,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,,,,,,Bloomberg
comp_5160,TV4 VN Equity,Power Engineering Consulting JSC No.4,,,Viet Nam,Common Stock,17620000.0,12540000.0,23760000.0,391.0,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,,,,,,Bloomberg
comp_5161,KHLL SP Equity,Kori Holdings Ltd,,,Singapore,Common Stock,17570000.0,19790000.0,90270000.0,,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,Transportation Infra Const,Railway & Subway Construction,,,,Bloomberg
comp_5162,SHV MO Equity,Shivee Ovoo JSC,,,Mongolia,Common Stock,17560000.0,26420000.0,63230000.0,,,,,,Metals & Mining,Coal Mining,,,,,,Bloomberg
comp_5163,HCD VN Equity,HCD Investment Producing & Trading JSC,,,Viet Nam,Common Stock,17380000.0,52630000.0,51520000.0,31.0,Industrial Metals and Mining,Iron and Steel,Industrial Conglomerates,Industrial Conglomerates,Chemicals,Basic & Diversified Chemicals,"Organic Resins, Fibers & Rubber",Organic Resins,,,,Bloomberg
comp_5164,8501 HK Equity,Sanbase Corp Ltd,,,Hong Kong,Common Stock,17350000.0,82450000.0,58030000.0,67.0,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,,,,,,Bloomberg
comp_5165,MAYU MK Equity,MAYU GLOBAL GROUP Bhd,,,Malaysia,Common Stock,17250000.0,21330000.0,173050000.0,,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,,,,,,Bloomberg
comp_5166,SCI VN Equity,SCI E&C JSC,,,Viet Nam,Common Stock,17170000.0,61020000.0,101900000.0,564.0,Construction and Materials,Construction,Construction & Engineering,Construction & Engineering,Engineering & Construction,Infrastructure Construction,,,,,,Bloomberg
comp_5167,65 HK Equity,Grand Ocean Advanced Resources Co Ltd,,,Hong Kong,Common Stock,17160000.0,35170000.0,59250000.0,426.0,"Oil, Gas and Coal",Coal,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Coal Mining,,,"Grand Ocean Advanced Resources Company Limited mines coal. The Company alsomanufactures and sells plastic woven bags, paper bags, and plastic barrels.Grand Ocean Advanced Resources operates in the People's Republic of China.",,,Bloomberg
comp_5168,MOROCOI1 PE Equity,Cia Minera San Ignacio de Morococha SAA,,,Peru,Common Stock,17080000.0,,196920000.0,,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Zinc,,,,Bloomberg
comp_5169,2193 HK Equity,Man King Holdings Ltd,,,Hong Kong,Common Stock,17020000.0,66099999.99999999,76480000.0,164.0,Construction and Materials,Engineering and Contracting Services,Construction & Engineering,Construction & Engineering,Engineering & Construction,Engineering Services,Construction Engineering Svcs,,,,,Bloomberg
comp_5170,LALU SL Equity,Lanka Aluminium Industries PLC,,,Sri Lanka,Common Stock,17000000.0,17560000.0,21770000.0,,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,,,,,Bloomberg
comp_5171,1315 HK Equity,Green Economy Development Ltd,,,Hong Kong,Common Stock,16960000.0,557890000.0,137490000.0,72.0,Industrial Metals and Mining,Iron and Steel,Construction & Engineering,Construction & Engineering,Engineering & Construction,Building Construction,,,,,,Bloomberg
comp_5172,FSG PW Equity,Fabryka Sprzetu i Narzedzi Gorniczych Grupa Kapitalowa Fasing SA,,,Poland,Common Stock,16710000.0,101680000.0,130110000.0,,Industrial Metals and Mining,Metal Fabricating,Machinery,Industrial Machinery & Supplies & Components,Industrial Intermediate Prod,Fabricated Metal & Hardware,,,,,,Bloomberg
