ENO,name,status,commodity,owner,startDate,endDate,observationMethod,positionalAccuracy,source,status_uri,representativeCommodity_uri,specification_uri,LAT_GDA94,LONG_GDA94
333286,Bethanga,historic mine,"Gold, Copper",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333286,-36.11540085,147.0912474
333287,Cadjebut,historic mine,"Zinc, Lead, Silver",,,,method unknown,10 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333287,-18.71084053,125.9680199
333288,Honeymoon,operating mine,"Uranium, (Uranium oxide)",,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333288,-31.74096387,140.6623574
333289,Hamersley Iron - Marandoo,operating mine,"Iron, Iron ore",Rio Tinto Limited,1/01/1994,,method unknown,100 metres,http://www.riotinto.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333289,-22.63545578,118.1385991
333290,Elizabeth Creek,historic mine,"Copper, Cobalt, (Silver)",Coda Minerals Ltd,,,"State or NT agency supplied location, method unknown",10 metres,https://www.codaminerals.com/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333290,-31.449941,137.172005
333291,New Occidental,operating mine,"Gold, Copper",New Gold Incorporated,1/01/2001,,"company supplied location, method unknown",500 metres,http://www.newgold.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333291,-31.5403,145.864
333292,Palmer River,historic mine,Gold,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333292,-15.87711519,143.4665044
333294,Randalls,historic mine,Gold,Silver Lake Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.silverlakeresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333294,-31.0452,122.2123
333295,Robe River,historic mine,Iron,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333295,-21.71437279,116.5000414
333296,Whim Creek,care and maintenance,"Copper, Zinc, (Lead, Silver, Gold)",ANAX Metals Limited,,,method unknown,100 metres,https://anaxmetals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333296,-20.84373003,117.8305834
333297,Sheridan,historic mine,Gold,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333297,-19.69710859,134.1660109
333299,Halls Reward,historic mine,"Copper, Silver, Gold",,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333299,-18.91656851,144.9854956
333300,O.K.,historic mine,"Silver, Copper, Gold",,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333300,-16.6016042,144.2461003
333301,Liontown,historic mine,"Zinc, Gold, Lead, Copper, (Silver)",Sunshine Metals Ltd,,,"State or NT agency supplied location, method unknown",500 metres,https://shnmetals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333301,-20.4095,146.0678
333302,Blinman,historic mine,Copper,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333302,-31.0860741,138.6757717
333303,Canoona,historic mine,Gold,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333303,-23.04091238,150.2585344
333304,Goodall,historic mine,Gold,,,,"satellite image, Google",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333304,-13.2113,131.3731
333306,Myuna,operating mine,Coal - black,Banpu Public Company Limited,1/01/1982,,method unknown,2000 metres,http://www.banpu.com/en_index.php,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333306,-33.06011103,151.5687383
333308,Jellinbah East,operating mine,Coal - black,"Sojitz Corporation, Marubeni Corporation, Anglo American Plc, Zashvin Pty. Ltd.",1/01/1989,,"State or NT agency supplied location, method unknown",100 metres,"http://australia.angloamerican.com/, http://www.marubeni.com, http://www.sojitz.com/en",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333308,-23.406874,148.950644
333311,Wonarah,under development,"Phosphate, (Phosphorus oxide)",,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333311,-19.89708661,136.3300086
333312,Copper Blonde,historic mine,Copper,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333312,-20.47303325,140.0680181
333313,Even Steven,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333313,-20.90055967,140.014198
333314,Springs,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333314,-20.87855977,140.0061969
333315,Western,historic mine,"Gold, Copper",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333315,-20.17456404,139.9061887
333318,Nolans,closed,Gold,EMR Capital Group,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333318,-20.09694172,146.8829782
333320,Wallaby,operating mine,Gold,Gold Fields Limited,1/01/1990,,"State or NT agency supplied location, method unknown",500 metres,http://www.goldfields.co.za/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333320,-28.8518,122.3055
333322,Kennedy Gap,historic mine,"Iron ore, (Iron)",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333322,-20.58846427,120.3363586
333323,Iguana (South Ida Shear),historic mine,Gold,Ora Banda Mining Ltd,,,"State or NT agency supplied location, method unknown",500 metres,http://www.orabandamining.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333323,-30.495,120.6619
333324,Nicholas Downs,care and maintenance,"Manganese ore, (Manganese)",,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333324,-22.77389419,120.8942814
333331,Tate River,historic mine,Tin,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333331,-17.45159229,144.3310082
333332,Canyon,closed,Coal - black,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333332,-33.53611707,150.2764398
333334,Charbon,closed,Coal - black,"Banpu Public Company Limited, SK Holdings Co. Ltd",31/12/2015,,method unknown,500 metres,"http://www.banpu.com/en_index.php, http://www.hc.sk.co.kr/en/",http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333334,-32.89641885,149.977658
333335,Success - Mt McClure,historic mine,Gold,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333335,-27.5148,120.9409
333337,French Kiss,care and maintenance,Gold,Silver Lake Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.silverlakeresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333337,-31.2131,122.5764
333340,Wonder North,historic mine,Gold,"Bligh Resources Limited, SR Mining Pty Ltd",,,"State or NT agency supplied location, method unknown",500 metres,http://www.blighresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333340,-28.3414,121.1823
333346,Navajo Chief,historic mine,Gold,Zijin Mining Group Company Ltd,,,"company supplied location, method unknown",500 metres,http://www.zjky.cn,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333346,-30.8256,121.3919
333355,Station Creek,historic mine,"Tin oxide/cassiterite, Tungsten, Tin",,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin-oxide ,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333355,-16.60769405,145.2246744
333359,Hermes,care and maintenance,Gold,Catalyst Metals Ltd,,,"company supplied location, method unknown",500 metres,https://catalystmetals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333359,-25.5845,118.9098
333360,Tower,closed,Coal - black,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333360,-34.1668506,150.7199896
333362,Costerfield Mh Zone,historic mine,"Antimony, Gold",Mandalay Resources Corporation,,,"satellite image, Google",999 metres,http://www.mandalayresources.com/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/antimony,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333362,-36.8936,144.801
333365,Lounge Lizard,historic mine,Gold,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333365,-32.43013,119.687576
333369,Ludlow,historic mine,"Ilmenite, Leucoxene, Zircon",,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333369,-33.589615,115.488983
333370,Norris,historic mine,Copper,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333370,-17.67362565,137.8531926
333377,Banderol,historic mine,Gold,Monument Mining Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.monumentmining.com/s/home.asp,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333377,-27.0708,118.4337
333379,Bynoe,historic mine,"Tin, Tantalum pentoxide, Tin oxide/cassiterite, Tantalum",Lithium Plus Minerals Ltd,,,method unknown,100 metres,http://www.lithiumplus.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333379,-12.66998711,130.7947369
333380,Cork Tree Well,historic mine,Gold,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333380,-28.3386,122.4044
333381,Pine Creek,historic mine,"Gold, (Silver)",Newmarket Gold Inc,,,method unknown,2000 metres,http://www.newmarketgoldinc.com,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333381,-13.82566225,131.8287177
333382,Forbes,historic mine,Gold,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333382,-33.37989232,148.0159886
333383,Grants Patch,historic mine,Gold,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333383,-30.45041797,121.1289897
333384,Kilkivan,historic mine,Gold,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333384,-26.07683214,152.1699719
333386,Mount Carbine,operating mine,"Tungsten trioxide (wolframite), Tin, Tungsten","Specialty Metals International, EQ Resources Limited",,,method unknown,250 metres,"http://www.specialitymetalsintl.com.au, https://www.eqresources.com.au/site/content/",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/tungsten-trioxide ,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333386,-16.52256832,145.1331734
333388,Ranger,closed,"Uranium, (Uranium oxide)",Energy Resources of Australia Limited,1/08/2021,,satellite image,50 metres,http://www.energyres.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333388,-12.67353859,132.9184626
333389,Spargoville (KalNorth),historic mine,Gold,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333389,-31.23042964,121.4659817
333390,Tarcoola,care and maintenance,Gold,Barton Gold Holdings Ltd,1/01/2019,,method unknown,2000 metres,https://bartongold.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333390,-30.69714917,134.529974
333391,TC8,historic mine,"Copper, Silver, Gold",,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333391,-19.62710875,134.1500106
333392,Tower Hill,historic mine,"Gold, (Silver)","St Barbara Limited, Genesis Minerals Ltd",,,"State or NT agency supplied location, method unknown",500 metres,"http://www.genesisminerals.com.au, http://www.stbarbara.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333392,-28.8976,121.3228
333394,Round Hill,historic mine,"Lead, Gold, Silver",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333394,-41.4801061,146.152069
333395,Mount Cobalt,historic mine,"Cobalt, Nickel",,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333395,-21.73604021,140.4910061
333396,Tick Hill,historic mine,Gold,Carnaby Resources Ltd,,,method unknown,2000 metres,https://carnabyresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333396,-21.64893085,139.92562
333397,Mount Perry,historic mine,"Copper, Silver, Gold",,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333397,-25.18448308,151.7060203
333398,Warwick,historic mine,Gold,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333398,-28.09682672,151.799982
333399,Gilmore,historic mine,Tin,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333399,-17.5318846,144.9276927
333400,"X41 Mine 500, 650, 1100 & 1900 Orebodies",operating mine,Copper,Glencore Plc,1/01/1953,,satellite image,100 metres,http://www.glencore.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333400,-20.724705,139.478029
333401,Lauriston Goldfield,historic mine,Gold,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333401,-37.2469903,144.3660131
333402,Great Central-Comet,historic mine,Copper,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333402,-32.88099542,145.8589282
333404,Potosi,historic mine,"Zinc, Lead, (Silver, Gold)",,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333404,-31.9317,141.5013
333405,Peak Downs,operating mine,Coal - black,"Mitsubishi Corporation, BMA",1/01/1972,,method unknown,2000 metres,"http://www.bmacoal.com, http://www.mitsubishicorp.com/jp/en/index.html",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333405,-22.2199145,148.1730658
333406,Amy,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333406,-20.90555992,139.9751985
333407,Edna May,historic mine,Copper,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333407,-20.8184,139.8398
333408,Mount Norna,historic mine,"Gold, Copper, Silver",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333408,-20.91754994,140.6981809
333409,O.P.,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333409,-19.36459041,139.0851874
333410,Stuart,historic mine,"Copper, Gold, (Cobalt)",,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333410,-21.77602673,140.4720144
333411,Trekelano,historic mine,"Copper, Gold, Silver",,,,method unknown,10 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333411,-21.47797088,139.903092
333412,Anglo-American,historic mine,"Lead, Silver",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333412,-18.70459943,138.5651976
333413,Durham,historic mine,"Lead, Gold, Silver",,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333413,-18.28610021,143.4742095
333416,Skardon River,operating mine,Kaolin,,1/01/2007,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/kaolin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333416,-11.87777632,142.0089264
333417,Tuckabianna Group,under development,Gold,,,,"company supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333417,-27.4867,118.1168
333418,Red October,care and maintenance,Gold,"Saracen Mineral Holdings Limited, Matsa Resources Limited",1/01/2022,,"State or NT agency supplied location, method unknown",500 metres,"http://www.matsa.com.au/, http://www.saracen.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333418,-29.2166,122.4141
333419,Santa Ana,historic mine,Gold,Gold Fields Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.goldfields.co.za/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333419,-31.2598,121.6853
333421,Angus Place,care and maintenance,Coal - black,"Banpu Public Company Limited, Korea Resources Corporation, SK Holdings Co. Ltd",,,method unknown,1000 metres,"http://eng.kores.or.kr/eng/userMain/engMain.do, http://www.banpu.com/en_index.php, http://www.hc.sk.co.kr/en/",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333421,-33.34915717,150.1990187
333422,Newstan,care and maintenance,Coal - black,Banpu Public Company Limited,,,method unknown,1000 metres,http://www.banpu.com/en_index.php,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333422,-32.9758137,151.5768899
333427,Bee Hill,historic mine,"Manganese, (Manganese ore)",,,,"State or NT agency supplied location, method unknown",0 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333427,-22.08528,120.90348
333432,Harringtons Hill,historic mine,Gold,Newmarket Gold Inc,,,"State or NT agency supplied location, method unknown",500 metres,http://www.newmarketgoldinc.com,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333432,-36.7238,144.5072
333435,Brimstone,closed,Coal - black,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333435,-33.99667089,150.4556119
333436,Bloomfield,operating mine,Coal - black,Bloomfield Group,1850-01-01,,method unknown,999 metres,http://www.bloomcoll.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333436,-32.79218872,151.5669617
333437,Speewah Valley,pre-feasibility,"Fluorite, Fluorine","King River Copper Limited, Tivan Limited",30/07/2024,,method unknown,100 metres,"http://www.kingrivercopper.com.au, https://tivan.com.au",,http://resource.geosciml.org/classifier/cgi/commodity-code/fluorite,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333437,-16.4041217,127.9781761
333443,Wolverton,historic mine,"Tin oxide/cassiterite, Tin",,,,method unknown,1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin-oxide ,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333443,-13.31014285,143.0025035
333444,Empress,historic mine,Gold,Focus Minerals Limited,,,"satellite image, Google",500 metres,http://www.focusminerals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333444,-30.9895,121.1707
333449,Golden Gate - Cuddingwarra,historic mine,Gold,Westgold Resources Limited,,,"company supplied location, method unknown",500 metres,http://www.westgold.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333449,-27.3686,117.8015
