ENO,name,status,commodity,owner,startDate,endDate,observationMethod,positionalAccuracy,source,status_uri,representativeCommodity_uri,specification_uri,LAT_GDA94,LONG_GDA94
333991,Saraji,operating mine,Coal - black,"BHP Billiton Limited, Mitsubishi Corporation, BHP Group Limited",1/01/1974,,method unknown,500 metres,"http://www.bhpbilliton.com/, http://www.mitsubishicorp.com/jp/en/index.html, https://www.bhp.com/",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333991,-22.36937913,148.2910512
333992,Angel,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333992,-20.76356396,139.7222024
333993,Jessie,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333993,-20.71755377,140.4981828
333994,Jubilee,historic mine,"Gold, Copper",Hammer Metals Ltd,,,method unknown,100 metres,http://www.hammermetals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333994,-20.79455994,140.0071962
333995,Lakeview,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333995,-20.82955974,140.0261963
333998,Matilda Mine,operating mine,Gold,Blackham Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.blackhamresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333998,-26.7575,120.2149
334001,Maud Creek,historic mine,Gold,"Newmarket Gold Inc, PNX Metals Limited",,,"State or NT agency supplied location, method unknown",999 metres,"http://www.newmarketgoldinc.com, http://www.pnxmetals.com.au",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334001,-14.44307952,132.4540106
334002,King Vol,care and maintenance,"Zinc, Copper, (Silver, Lead, Arsenic, Cadmium, Iron)",Aurora Metals Ltd,21/03/2020,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334002,-16.9363,144.2496
334005,Ravensworth UG,care and maintenance,Coal - black,"Marubeni Corporation, Glencore Plc, POSCO",,,method unknown,1000 metres,"http://www.glencore.com/, http://www.marubeni.com, http://www.posco.com/homepage/docs/eng5/jsp/s91a0000001i.jsp",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334005,-32.43656236,151.0374824
334006,Rix's Creek,operating mine,Coal - black,Bloomfield Group,1/01/1990,,method unknown,999 metres,http://www.bloomcoll.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334006,-32.52685226,151.1299763
334007,Bald Hill,closed,"Tantalum pentoxide, Lithium oxide, Tantalum","Alliance Resources Limited, Tawana Resources NL",,,method unknown,100 metres,"http://www.allianceresources.com.au/IRM/content/home.html, https://tawana.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/tantalum-pentoxide,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334007,-31.51333089,122.1811482
334015,Surprise,historic mine,"Gold, Copper",,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334015,-20.0774,140.0177
334019,Middlemount,operating mine,Coal - black,"Peabody Energy Corp., Yancoal Australia Limited",1/01/2011,,method unknown,999 metres,"http://www.peabodyenergy.com/, http://www.yancoal.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334019,-22.84813103,148.6316259
334020,Maddingley,operating mine,Coal - brown,Mantle Mining Corporation Ltd,1/01/1964,,"State or NT agency supplied location, method unknown",100 metres,http://www.mantlemining.com,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/brown-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334020,-37.70428889,144.4401611
334026,Ricciardo,historic mine,"Antimony, Gold","Minjar Gold Pty Ltd, Warriedar Resources",,,method unknown,250 metres,"http://www.minjargold.com.au, https://www.warriedarresources.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/antimony,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334026,-28.90326567,116.9501913
334027,Mount Garnet,historic mine,Tin,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334027,-17.72199898,145.0425893
334032,New Wallsend No2,historic mine,Coal - black,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334032,-32.91635376,151.6783403
334035,Mount Margaret-E1 (Glencore),care and maintenance,"Copper, Gold, (Uranium, Uranium oxide)","Glencore Plc, Comet Resources Ltd",1/01/2014,,"State or NT agency supplied location, method unknown",999 metres,"http://www.glencore.com/, https://www.cometres.com.au",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334035,-20.4424,140.7829
334037,Trout,historic mine,Gold,Northern Star Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.nsrltd.com/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334037,-25.3181,119.5085
334042,Gibraltar - Yaloginda,historic mine,Gold,Westgold Resources Limited,,,method unknown,999 metres,http://www.westgold.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334042,-26.67489954,118.4356266
334043,Central Tanami,historic mine,Gold,"Northern Star Resources Limited, Tanami Gold NL",,,satellite image,10000 metres,"http://www.nsrltd.com/, http://www.tanami.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334043,-19.966,129.1739
334049,Dendrobium,operating mine,Coal - black,"South32 Limited, M Resources Pty Ltd, Golden Energy and Resources Limited",1/01/2005,,method unknown,999 metres,https://www.south32.net/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334049,-34.37685049,150.7599918
334052,Cooljarloo (IMAGE),under development,"Zircon, Ilmenite, Rutile, (Leucoxene, Garnet)",Image Resources NL,3/11/2024,,method unknown,1000 metres,http://www.imageres.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/under-development,http://resource.geosciml.org/classifier/cgi/commodity-code/zircon,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334052,-30.6352,115.4242
334055,Hellyer,feasibility,"Gold, Zinc, Lead, (Silver, Copper, Bismuth, Antimony)","Bass Metals Limited, NQ Minerals Plc, Munich Partners Ag",3/01/2023,,"State or NT agency supplied location, method unknown",500 metres,"http://www.bassmetals.com.au/, https://nqminerals.com/",http://resource.geosciml.org/classifier/cgi/mine-status/feasibility,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334055,-41.5746,145.7221
334058,Leinster,care and maintenance,"Nickel, (Copper, Cobalt)","BHP Billiton Limited, BHP Group Limited",31/10/2024,,method unknown,100 metres,"http://www.bhpbilliton.com/, https://www.bhp.com/",http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334058,-27.7889067,120.6972253
334059,Falcon,historic mine,"Silver, Gold",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334059,-20.96054953,140.7441806
334060,New North Clunes,historic mine,Gold,,,,satellite image,2002 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334060,-37.2501,143.7866
334061,Christmas Creek,operating mine,"Iron ore, (Iron)",,1/01/2009,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334061,-22.376169,119.758987
334062,"Eucla Basin (Jacinth Ambrosia, Atacama, Typhoon, Sonoran, Tripitaka)",operating mine,"Zircon, Ilmenite, (Rutile, Titanium)",Iluka Resources Limited,1/01/2009,,method unknown,200 metres,http://www.iluka.com,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/zircon,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334062,-30.9076433,132.2202734
334065,Mutooroo,pre-feasibility,"Copper, Cobalt, (Gold)",,,,satellite image,1000 metres,,,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334065,-32.2496386,140.9380101
334067,Agnew,operating mine,Gold,Gold Fields Limited,1/01/1982,,satellite image,2000 metres,http://www.goldfields.co.za/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334067,-28.00071,120.5081
334068,Eneabba area (Iluka Mid West),closed,"Ilmenite, Zircon, Rutile",Iluka Resources Limited,12/06/2022,,method unknown,100 metres,http://www.iluka.com,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334068,-29.83555023,115.3017838
334069,Granny Smith,operating mine,Gold,Gold Fields Limited,1/01/1989,,"State or NT agency supplied location, method unknown",999 metres,http://www.goldfields.co.za/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334069,-28.812,122.423
334071,Hannan South,historic mine,Gold,"Newmont Mining Corporation, Barrick Gold Corporation",,,"State or NT agency supplied location, method unknown",500 metres,"http://www.barrick.com/, http://www.newmont.com/",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334071,-30.8834,121.5526
334072,Mount Painter,historic mine,"Uranium, Rare earth elements, Uranium oxide",,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334072,-30.22704936,139.3699731
334073,Peko,care and maintenance,"Gold, Copper, Bismuth, Cobalt, Silver",Elmore Limited,,,method unknown,2000 metres,https://elmoreltd.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334073,-19.67512158,134.2835012
334075,Hamersley Iron - Yandicoogina-Junction (Rio Tinto-HIYandi),operating mine,Iron,Rio Tinto Limited,1/01/1998,,method unknown,100 metres,http://www.riotinto.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334075,-22.7610284,119.2124874
334076,Golden Forty,historic mine,"Gold, Bismuth, Copper",,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334076,-19.68338493,134.3191343
334077,Anchor,historic mine,"Tin, Tungsten, Copper",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334077,-41.22452888,148.0131208
334079,El Sherana,historic mine,"Gold, Uranium oxide, Uranium",,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334079,-13.5057,132.5203
334080,Elizabeth,historic mine,Gold,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334080,-13.64925708,131.7523305
334081,Einasleigh,historic mine,"Copper, (Gold, Silver)",,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334081,-18.5074,144.0999
334082,Sardine,historic mine,Tin,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334082,-19.08235096,145.7963786
334083,Elgalla,historic mine,Chromium,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/chromium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334083,-23.35330403,150.7198246
334084,Pernatty,historic mine,"Silver, Copper",,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334084,-31.5980912,137.2109822
334085,Chinese Howley,historic mine,Gold,,,,satellite image,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334085,-13.5099,131.3575
334086,Queens Birthday - Dunolly,historic mine,Gold,GBM Gold Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.gbmgold.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334086,-36.8271,143.6722
334087,Blue Funnel,historic mine,Gold,Evolution Mining Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.evolutionmining.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334087,-30.5837,121.1259
334088,May Day,historic mine,"Gold, Silver, Copper, Zinc, Lead",,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334088,-32.42462035,145.991697
334089,Bengalla,operating mine,Coal - black,Taipower,1/01/1996,,method unknown,25 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334089,-32.2715,150.846
334090,Rolleston,operating mine,Coal - black,Glencore Plc,1/01/2005,,method unknown,250 metres,http://www.glencore.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334090,-24.44405859,148.4105959
334091,Eva,historic mine,"Uranium, Gold, (Uranium oxide)",,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334091,-17.681,137.8196
334093,Lady Rose,historic mine,"Gold, Copper",,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334093,-20.90155995,139.9731985
334094,Secret,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334094,-20.87655991,139.9861981
334095,T.C.,historic mine,"Gold, Copper",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334095,-20.41156214,139.9561909
334096,The Joker,historic mine,"Gold, Copper",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334096,-20.88754995,140.7071805
334097,Ballarat West,historic mine,Gold,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334097,-37.55005841,143.8479015
334102,Carosue Dam Group - 2003 (SOG),historic mine,Gold,Sons Of Gwalia Limited,,,"State or NT agency supplied location, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334102,-30.1489,122.3384
334107,Wynberg,operating mine,Gold,True North Copper Ltd,,,method unknown,100 metres,https://truenorthcopper.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334107,-20.75586355,140.7429703
334108,Sarsfield,historic mine,Gold,PT Sinar Mas,,,"State or NT agency supplied location, method unknown",999 metres,http://www.sinarmas.com/en/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334108,-20.1046,146.8979
334110,West Wallsend,closed,Coal - black,Glencore Plc,,,method unknown,500 metres,http://www.glencore.com/,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334110,-32.94791066,151.6048113
334113,South Digger Rocks,historic mine,"Nickel, Cobalt",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334113,-32.71735605,119.8114705
334118,Minyango,feasibility,Coal - black,QCoal Pty Ltd,,,method unknown,999 metres,http://qcoal.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/feasibility,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334118,-23.63257327,148.9146758
334131,New Hill,historic mine,Coal - black,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334131,-27.62023688,152.8321269
334135,Mandalong,operating mine,Coal - black,Banpu Public Company Limited,1/01/2005,,method unknown,500 metres,http://www.banpu.com/en_index.php,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334135,-33.12684092,151.449976
334139,Canyon Mine,closed,Coal - black,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334139,-30.73375105,150.16977
334148,Russell Vale (NRE 1),operating mine,Coal - black,Wollongong Coal Ltd,1/09/2021,,method unknown,500 metres,http://wollongongcoal.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334148,-34.34684941,150.8699894
334151,Tutunup (Bemax),historic mine,"Zircon, Leucoxene, Ilmenite",,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/zircon,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334151,-33.711731,115.523499
334153,Bottle Creek Project,historic mine,"Gold, (Silver)","Alt Resources Ltd, Aurene Group Mining",,,"State or NT agency supplied location, method unknown",500 metres,"http://www.altresources.com.au, https://www.aurenne.com/",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334153,-29.175,120.4542
334154,Redbrook - Wallbrook,historic mine,Gold,Saracen Mineral Holdings Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.saracen.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334154,-29.8704,122.3173
334156,Harbour View - Kundip,historic mine,"Gold, Silver, Copper","ACH Global Pty Ltd, Medallion Metals Limited",,,"State or NT agency supplied location, method unknown",500 metres,http://www.achglobal.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334156,-33.6818,120.1964
334158,Long Tunnel,historic mine,Gold,Orion Gold NL,,,"State or NT agency supplied location, method unknown",500 metres,http://www.oriongold.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334158,-37.9416,146.4479
334159,South German Co,historic mine,Gold,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334159,-37.07167,144.07907
334160,Toombon,historic mine,Gold,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334160,-37.73616,146.40303
334161,Great Cobar,historic mine,"Copper, Gold, Silver",,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334161,-31.500124,145.842188
334163,Jack Hills,care and maintenance,"Iron ore, (Iron)",,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334163,-26.05232,117.2414
334164,Cock-Eyed Bob,operating mine,Gold,Silver Lake Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.silverlakeresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334164,-31.0895,122.1761
334167,Mount Leyshon,historic mine,"Gold, Silver",,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334167,-20.28763264,146.2718782
334168,Araluen - Majors Creek,historic mine,Gold,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334168,-35.67081479,149.8279897
334169,Ardlethan,operating mine,Tin,,1/01/2024,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334169,-34.31691654,146.8499868
334170,Charters Towers,care and maintenance,"Gold, (Silver)",Citigold Corporation Limited,,,"State or NT agency supplied location, method unknown",2000 metres,http://www.citigold.com/,http://resource.geosciml.org/classifier/cgi/mine-status/care-and-maintenance,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334170,-20.0757,146.2666
334171,Christmas Gift,historic mine,Gold,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334171,-34.61904975,148.1988041
334172,Goongarrie,historic mine,Gold,"Intermin Resources Limited, Kingwest Resources Ltd, Brightstar Resources Ltd",,,method unknown,100 metres,"http://www.kingwestresources.com.au, https://www.brightstarresources.com.au/",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334172,-30.03273417,121.1678224
334173,Juno,historic mine,"Gold, Silver, (Copper, Bismuth)","Gold Valley Holdings Pty Ltd., Australia",,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334173,-19.7033,134.2407
334175,Nagambie,historic mine,"Gold, (Antimony)",Nagambie Resources Limited,,,"satellite image, Google",500 metres,https://www.nagambieresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/334175,-36.79607784,145.2216701
