ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,ACCURACY_M,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,COMPANY_WEBSITES,PROVINCES,GEOLOGIC_AGE,DEPOSIT_MODEL
336121,Sunny Corner,,NSW,149.8903,-33.2894,2000,historic mine,"Zn, Pb, Au, Ag, Cu",,"Zinc, Lead, Gold, Silver, Copper",Argent Minerals Limited,http://www.argentminerals.com.au/,"Lachlan Orogen, Lachlan Orogen, Woodlawn Base Metal Metallogenic Province, Hill End Trough",,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Felsic-siliciclastic VMS"
336125,Togara North,,QLD,148.6124,-23.8999,2000,mineral deposit,Cbl,,Coal - black,Glencore Plc,http://www.glencore.com/,Bowen Basin,,
336126,Saraji South,Norwich Park,QLD,148.4294,-22.6158,50,care and maintenance,Cbl,,Coal - black,"BHP Group Limited, Mitsubishi Corporation, Mitsubishi Corp","http://www.mitsubishicorp.com/jp/en/index.html, https://www.bhp.com/, http://www.mitsubishicorp.com/au/en/",Bowen Basin,,
336127,Middleback Ranges,"Iron Baron, Iron Duchess, Iron Duke, Iron Knight, Iron Magnet, includes Iron Knob",SA,137.156,-32.998,25,operating mine,FeOre,Fe,"Iron ore, (Iron)","OneSteel Ltd, SIMEC Mining","http://www.onesteel.com, http://www.simec.com/","Gawler Craton, Cleve Domain",Proterozoic,"Environment: Basin chemical, Group: Iron formation, Type: Superior-type banded iron formation"
336128,Dolphin Project,King Island,TAS,144.06,-40.0519,100,operating mine,"WO3, W, Mo",,"Tungsten trioxide (wolframite), Tungsten, Molybdenum",Group 6 Metals Ltd,https://g6m.com.au/investors/asx-announcements/,Rocky Cape Block,,
336131,Barbara,Mt Remarkable,QLD,139.8529,-20.4191,100,care and maintenance,"Cu, Au","Co, Ag","Copper, (Cobalt, Gold, Silver)","Aeris Resources Limited, Syndicated Metals Limited",http://www.syndicatedmetals.com.au/,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,
336138,Bullabulling,Bullabulling Project,WA,120.9002,-31.0212,500,mineral deposit,Au,,Gold,"Zijin Mining Group Company Ltd, Auzex Resources Limited, Bullabulling Gold Limited, Norton Gold Fields Limited","http://www.zjky.cn, http://www.auzex.com/, http://www.bullabullinggold.com/, http://www.nortongoldfields.com.au/","Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Hypozonal orogenic gold"
336140,Quarters,Mount Pleasant Project,WA,121.2335,-30.5282,500,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/","Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
336141,Genesis – New Holland,"GNH, Lawlers Project",WA,120.4978,-27.9848,500,operating mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,"Yilgarn Craton, Eastern Goldfields Province",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
336142,Deflector,Gullewa Project,WA,116.3796,-28.6691,500,operating mine,"Au, Cu, Ag",,"Gold, Copper, Silver",Vault Minerals,vaultminerals.com,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Province, Murchison Domain (Youanmi Terrane), Murchison Domain",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
336143,"Murray Basin - Iluka (Douglas, Kulwin etc)",includes Rownack,VIC,141.7792,-37.103,1000,mineral deposit,"Zrn, Rt, Ilm",Mnsd,"Zircon, Rutile, Ilmenite, (Mineral sands)",Iluka Resources Limited,http://www.iluka.com,Murray Basin,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
336146,Mount Jackson,"J1, J2, J3",WA,119.2494,-30.2571,999,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Cliffs Natural Resources,http://www.cliffsnaturalresources.com,Yilgarn Craton,,
336149,Maroochydore,Broadhurst,WA,122.218,-22.2293,999,mineral deposit,"Co, Cu",,"Cobalt, Copper",Cyprium Metals Ltd,https://cypriummetals.com/,,Proterozoic,
336150,Glendell,,NSW,151.0776,-32.4512,999,operating mine,Cbl,,Coal - black,Glencore Plc,http://www.glencore.com/,Sydney Basin,,
336154,Fireball,,WA,119.7987,-32.7019,999,mineral deposit,Ni,,Nickel,Western Areas Limited,http://www.westernareas.com.au/,Yilgarn Craton,,
336157,Ben Hur (1-2-3) - Binduli,Binduli Project,WA,121.4075,-30.8467,500,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,
336158,Bream,Plutonic Project,WA,119.5134,-25.3344,500,mineral deposit,Au,,Gold,"Northern Star Resources Limited, Barrick Gold Corporation","http://www.nsrltd.com/, http://www.barrick.com/",Yilgarn Craton,,
336159,Liskeard,,QLD,148.4919,-23.082,999,mineral deposit,Cbl,,Coal - black,Sojitz Corporation,http://www.sojitz.com/en,Bowen Basin,,
336160,Corboys Find TC 7,Bronzewing Gold Project,WA,120.9664,-27.0778,999,mineral deposit,Au,,Gold,Navigator Resources Limited,http://www.navigatorresources.com.au,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown"
514605,Karari,Carosue Dam Project,WA,122.3595,-30.1595,500,operating mine,Au,,Gold,Northern Star Resources Limited,http://www.nsrltd.com/,Yilgarn Craton,Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
514609,Newstan Lochiel,Awaba East,NSW,151.5636,-33.0302,999,care and maintenance,Cbl,,Coal - black,"Banpu Public Company Limited, Centennial Coal Co Ltd","http://www.banpu.com/en_index.php, http://www.centennialcoal.com.au",Sydney Basin,,
514729,Juandah,Underground Coal Gasification,QLD,149.803,-26.237,999,mineral deposit,Cbl,,Coal - black,MetroCoal Ltd,http://metrocoal.com.au,Surat Basin,,
514731,Carmichael,Galilee (Linc Energy),QLD,146.322,-22.018,999,operating mine,Cbl,,Coal - black,"Adani Enterprises Limited, Bravus Mining and Resources","http://www.adani.com/, https://www.bravus.com.au/",Galilee Basin,,
515168,Red Lake (Melita),North Kookynie Project,WA,121.3732,-29.2087,500,mineral deposit,Au,,Gold,Nex Metals Explorations Limited,http://www.nexmetals.com/,Yilgarn Craton,Archean,
515170,Orient Well Group,North Kookynie Project,WA,121.4411,-29.2125,500,historic mine,Au,,Gold,Genesis Minerals Ltd,http://www.genesisminerals.com.au,Yilgarn Craton,Archean,
515172,Danluce,North Kookynie Project,WA,121.3721,-29.2022,500,historic mine,Au,,Gold,Nex Metals Explorations Limited,http://www.nexmetals.com/,Yilgarn Craton,Archean,
515183,Puzzle Group,South Kookynie Project,WA,121.532,-29.3131,500,historic mine,Au,,Gold,Genesis Minerals Ltd,http://www.genesisminerals.com.au,Yilgarn Craton,Archean,
515185,King,North Kookynie Project,WA,121.3779,-29.201,500,historic mine,Au,,Gold,Nex Metals Explorations Limited,http://www.nexmetals.com/,Yilgarn Craton,Archean,
515197,Irvine Island (Pluton Resources),,WA,123.5502,-16.0869,999,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Pluton Resources,http://www.plutonresources.com,Kimberley Basin,,
515198,Twin Peaks,Carosue Dam Project,WA,122.2945,-30.0557,500,historic mine,Au,,Gold,Saracen Mineral Holdings Limited,http://www.saracen.com.au/,Yilgarn Craton,Archean,"Environment: Magmatic hydrothermal, Group: Intrusion-related, Type: Reduced intrusion-related gold"
515249,Cookes Creek - Big Hill,,WA,120.4627,-21.6558,,mineral deposit,"W, WO3",,"Tungsten, Tungsten trioxide (wolframite)",Tungsten Mining NL,https://www.tungstenmining.com/en/home/,Pilbara Craton,,
515255,Wallbrook,Porphyry Project,WA,122.3103,-29.8581,500,mineral deposit,Au,,Gold,Saracen Mineral Holdings Limited,http://www.saracen.com.au/,Yilgarn Craton,Archean,
515257,Mexico,Safari Bore Project,WA,122.5504,-29.5507,500,mineral deposit,Au,,Gold,Saracen Mineral Holdings Limited,http://www.saracen.com.au/,Yilgarn Craton,Archean,
515481,Halleys East,Barlee Gold Project,WA,119.0954,-29.4755,500,historic mine,Au,,Gold,Beacon Minerals Limited,http://www.beaconminerals.com/,Yilgarn Craton,Archean,
515724,Bentley,"Jaguar Operation, Teutonic Bore group",WA,121.17,-28.4839,500,care and maintenance,"Zn, Cu, Ag","Au, Pb","Zinc, Copper, Silver, (Gold, Lead)",Independence Group NL,http://www.igo.com.au/IRM/content/home.html,Yilgarn Craton,Archean,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Bimodal-mafic VMS"
515728,Dulcie,Parker Range Project,WA,119.6002,-31.7662,500,mineral deposit,Au,,Gold,Zenith Minerals Limited,http://www.zenithminerals.com.au/,Yilgarn Craton,Cenozoic,
516405,Red Dam,Broads Dam Project,WA,121.0319,-30.5411,500,mineral deposit,Au,,Gold,Evolution Mining Limited,http://www.evolutionmining.com.au/,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown"
516415,Waldon,Paddington Project,WA,121.5995,-30.5891,500,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,
516417,Green Gum,Mount Pleasant Project,WA,121.233,-30.5312,500,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,
516422,Rose West - Violet,Mount Pleasant Project,WA,121.2606,-30.5367,500,operating mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,,
516424,Golden Flag,Mount Pleasant Project,WA,121.2814,-30.5475,500,mineral deposit,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,
516427,Crow,Nullagine Gold Project,WA,120.4195,-21.8102,500,mineral deposit,Au,,Gold,Millennium Minerals Limited,http://www.millenniumminerals.com.au/,Pilbara Craton,Archean,
516429,Golden Gate - G reef,Nullagine Gold Project,WA,120.4157,-21.8071,500,mineral deposit,Au,,Gold,Millennium Minerals Limited,http://www.millenniumminerals.com.au/,Pilbara Craton,Archean,
516436,Evelyn (Liberty-Indee),Liberty-Indee,WA,117.8472,-21.0964,,mineral deposit,"Cu, Zn, Au","Ag, Pb","Copper, Zinc, Gold, (Silver, Lead)",Venturex Resources Limited,http://www.venturexresources.com,Pilbara Craton,,
517124,Mount Marion (Ghost Crab),South Kalgoorlie Operations,WA,121.432,-31.0809,500,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Westgold Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.westgold.com.au/",Yilgarn Craton,Archean,
517126,Shirl,South Kalgoorlie Operations,WA,121.2597,-30.9695,500,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,
517129,Inclined Shaft - Lancashire Lass,South Kalgoorlie Operations,WA,121.6054,-31.1057,500,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,
517131,HBJ (Hampton-Boulder-Jubilee),South Kalgoorlie Operations,WA,121.6031,-31.0276,500,mineral deposit,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,
569902,Mars,St Ives Project,WA,121.7238,-31.2753,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569904,Neptune,St Ives Project,WA,121.7484,-31.301,500,mineral deposit,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569907,Paddys - St Ives,St Ives Project,WA,121.7756,-31.3302,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569909,Pistol Club,St Ives Project,WA,121.6676,-31.2231,500,mineral deposit,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569911,Redback,St Ives Project,WA,121.7392,-31.3076,500,mineral deposit,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569913,Swiftsure,St Ives Project,WA,121.7228,-31.2645,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown"
569915,Temeraire,St Ives Project,WA,121.6907,-31.2233,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569917,Thunderer,St Ives Project,WA,121.7611,-31.3057,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,"Environment: unknown, Group: unknown, Type: unknown"
569918,East Repulse,St Ives Project,WA,121.7785,-31.3316,500,historic mine,Au,,Gold,Gold Fields Limited,http://www.goldfields.co.za/,Yilgarn Craton,Archean,
569925,Junction - Nullagine,Camel Creek Joint Venture,WA,120.31,-21.8651,500,historic mine,Au,,Gold,"Millennium Minerals Limited, Northwest Resources Limited","http://www.millenniumminerals.com.au/, http://www.nw-resources.com.au/",Pilbara Craton,Archean,
569929,North Scotia,Mt Henry Gold Project,WA,121.7764,-32.4294,500,historic mine,Au,,Gold,Royal Nickel Corp,http://www.rncminerals.com,Yilgarn Craton,Archean,
569934,South Kalgoorlie Operations,South Kalgoorlie Operations,WA,121.6148,-31.0385,999,operating mine,Au,,Gold,"Northern Star Resources Limited, Horizon Minerals Ltd., Southern Gold Limited","http://www.nsrltd.com/, http://www.southerngold.com.au/, https://horizonminerals.com.au/",Yilgarn Craton,Archean,
569941,Juturna,North Darling Range Project,WA,116.514,-31.8331,5000,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,
569943,Minerva,North Darling Range Project,WA,116.4354,-31.6744,1000,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,
569945,Rusina,North Darling Range Project,WA,116.0888,-30.8328,5000,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,
569947,Vallonia,"Avon, North Darling Range Project",WA,116.1411,-31.7011,5000,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, State of Western Australia",http://www.bauxiteresources.com.au,Yilgarn Craton,,
569952,Felicitas,North Darling Range Project,WA,116.3448,-31.6329,1000,mineral deposit,Bx,Al2O3,"Bauxite, (Alumina)","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,
569954,Cardea 3,North Darling Range Project,WA,116.3713,-31.4511,5000,mineral deposit,Bx,"Al2O3, Sic","Bauxite, (Alumina, Silica)",Bauxite Resources Limited,http://www.bauxiteresources.com.au,Yilgarn Craton,,
569956,Cardea 1 and 2,North Darling Range Project,WA,116.2855,-31.5461,5000,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,
569958,Fortuna,North Darling Range Project,WA,116.3884,-31.6907,1000,mineral deposit,Bx,Al2O3,"Bauxite, (Alumina)",Bauxite Resources Limited,http://www.bauxiteresources.com.au,Yilgarn Craton,,
569960,Cronus,,WA,116.5631,-33.8742,10000,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Bauxite Resources Limited, Yankuang Group Corporation Limited",http://www.bauxiteresources.com.au,Yilgarn Craton,,
569981,Penfold,"Penfolds, South Kalgoorlie Operations",WA,121.4306,-31.0059,500,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,
569982,SBS 28 (Group),South Kalgoorlie Operations,WA,121.2546,-30.9649,999,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","http://www.alacergold.com/, http://www.metalsx.com.au/, http://www.nsrltd.com/",Yilgarn Craton,Archean,
569984,Hamersley Iron (Rio  Tinto),,WA,117.2204,-22.5983,0,operating mine,FeOre,Fe,"Iron ore, (Iron)",Rio Tinto Limited,http://www.riotinto.com.au/,Hamersley Basin,,
569987,Pearl Creek (EPC 862),Dingo West,QLD,149.5001,-23.7333,1000,mineral deposit,Cbl,,Coal - black,"Bunji Corporation Ltd, Whitehaven Coal Limited",http://www.whitehavennews.com.au/,Bowen Basin,,
569998,1600N/Shocker,Big Bell Project,WA,117.6442,-27.3356,500,historic mine,Au,,Gold,Westgold Resources Limited,http://www.westgold.com.au/,Yilgarn Craton,Archean,
570002,Big Bell South,Big Bell Project,WA,117.6477,-27.3303,500,historic mine,Au,,Gold,"Westgold Resources Limited, Metals X Limited","http://www.westgold.com.au/, http://www.metalsx.com.au/",Yilgarn Craton,Archean,
570006,Jim's Find,Cuddingwarra Project,WA,117.8044,-27.3306,500,mineral deposit,Au,,Gold,"Metals X Limited, Westgold Resources Limited","http://www.metalsx.com.au/, http://www.westgold.com.au/",Yilgarn Craton,Archean,
570007,City of Sydney,Cuddingwarra Project,WA,117.7989,-27.3568,500,historic mine,Au,,Gold,Metals X Limited,http://www.metalsx.com.au/,Yilgarn Craton,Archean,
570009,Lady Rosie,Cuddingwarra Project,WA,117.801,-27.3942,500,historic mine,Au,,Gold,"Metals X Limited, Westgold Resources Limited","http://www.metalsx.com.au/, http://www.westgold.com.au/",Yilgarn Craton,Archean,
570021,Flushing Meadows,Iron Stone Well Project,WA,120.7819,-26.8406,500,mineral deposit,Au,,Gold,Yandal Resources Limited,https://www.yandalresources.com.au/,Yilgarn Craton,Archean,
570029,McLaren West Eucla,,WA,123.1998,-32.1852,200,mineral deposit,"Ilm, Zrn","Rt, Leu","Ilmenite, (Rutile, Zircon, Leucoxene)",McLaren Minerals Ltd,https://allupsilica.com/,,,
334405,Crookwell,,NSW,149.4845,-34.462,999,mineral deposit,"Fe, Mag",,"Iron, Magnetite",,,Lachlan Orogen,,
333888,Daylesford Goldfield,,VIC,144.15,-37.347,2000,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen, Bendigo Zone",,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
335977,Ropewalk,,QLD,143.6871,-18.6764,999,mineral deposit,Au,,Gold,,,,,
528386,Shanghai,,QLD,143.3794,-19.7079,999,mineral deposit,Au,,Gold,,,,,
558214,Mount Victoria,,SA,139.8447,-31.9363,5,mineral deposit,"U3O8, U",,"Uranium oxide, Uranium",,,Curnamona Province,,
335061,Copper Creek Shear Lode,,NSW,149.4372,-35.5901,250,mineral deposit,"Zn, Cu, Pb",,"Zinc, Copper, Lead",,,Lachlan Orogen,Paleozoic,"Environment: unknown, Group: unknown, Type: unknown"
335216,Oonah,,TAS,145.3167,-41.8716,500,historic mine,"Sn, Pb, Zn, Bi, Cu, As, Ag",,"Tin, Lead, Zinc, Bismuth, Copper, Arsenic, Silver",,,Dundas Trough,,
335385,Freeburgh,"Bright, Wandiligong",VIC,147.026,-36.7729,100,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen, Adelong Gold Metallogenic Province",,
335277,Yarrabubba,,WA,118.7056,-27.0294,100,mineral deposit,"V, Fe",V2O5,"Vanadium, Iron, (Vanadium pentoxide)",,,"Yilgarn Craton, Gabanintha-Yarrabubba Vanadium Metallogenic Province, Southern Cross Province",Archean,
533503,Old Prospect Zone,,WA,117.788,-27.0048,999,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
429493,Sue,,QLD,138.2113,-17.4781,500,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",,,McArthur Basin,Proterozoic,
334200,Chum,,QLD,140.3912,-20.6876,100,historic mine,"Cu, Au",,"Copper, Gold",,,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,
335476,Riversleigh,,QLD,138.5393,-18.8417,2000,mineral deposit,"Phos, P, P2O5",,"Phosphate, Phosphorus, Phosphorus oxide",,,Georgina Basin,,"Environment: Basin chemical, Group: Phosphorite, Type: Phosphorite"
627209,Cobra Fe,,WA,116.965,-22.4911,500,mineral deposit,"Fe, FeOre",,"Iron, Iron ore",,,,,
