ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,PROVINCES,GEOLOGIC_AGE,ENVIRONMENT,GROUP,TYPE,IGNEOUS,SEDIMENTARY,TECTONIC
517140,Navan,Kalgoorlie North Project,WA,121.2764,-30.334,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517142,Big Blow - Bardoc,Kalgoorlie North Project,WA,121.2995,-30.3655,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517144,Excelsior,Kalgoorlie North Project,WA,121.2906,-30.3315,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517147,Lochinvar,Kalgoorlie North Project,WA,121.2904,-30.3217,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517150,Three Star,,WA,121.2902,-30.1189,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,,,,,,,West Australian Element
517152,Bulletin South,Kalgoorlie North Project,WA,121.2717,-30.4045,historic mine,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517154,Windanya,Kalgoorlie North Project,WA,121.2501,-30.369,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517157,Eldorado - Broad Arrow,Kalgoorlie North Project,WA,121.2962,-30.4142,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517159,Duke North,Kalgoorlie North Project,WA,121.3017,-30.4098,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517161,Talbot North,Kalgoorlie North Project,WA,121.3208,-30.4422,historic mine,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517163,Jackorite,Kalgoorlie North Project,WA,121.3042,-30.3584,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,Archean,,,,,,West Australian Element
517400,Kroombit,,QLD,150.8533,-24.4844,mineral deposit,Cu,Zn,"Copper, (Zinc)",Argonaut Resources NL,New England Orogen,,,,,,,New England Orogen
518031,Jacoletti,"Jaccoeltti, Southern Cross Operations",WA,119.4787,-31.4685,historic mine,Au,,Gold,"Shandong Tianye Real Estate, St Barbara Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
518033,Transvaal (Southern Cross),Southern Cross Operations,WA,119.3205,-31.2698,historic mine,Au,,Gold,"Shandong Tianye Real Estate, China Hanking Holdings Limited","Yilgarn Craton, Southern Cross Domain (Youanmi Terrane)",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
518253,Ulysses,,WA,121.3236,-29.1838,historic mine,Au,,Gold,Genesis Minerals Ltd,Yilgarn Craton,,,,,,,West Australian Element
518395,Pelican,Plutonic Dome Project,WA,119.6308,-25.2048,historic mine,Au,,Gold,"Vango Mining Ltd, Dampier Gold Limited",Yilgarn Craton,,,,,Warakurna Large Igneous Province,,Marymia Dome
518398,Tattersalls,Ora Banda Project,WA,121.1555,-30.48,mineral deposit,Au,,Gold,Phoenix Gold Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
518926,O'Callaghans,Telfer,WA,122.2585,-21.7921,mineral deposit,"Cu, Zn, Pb","W, WO3","Copper, Zinc, Lead, (Tungsten, Tungsten trioxide (wolframite))",Greatland Resources Ltd,Yeneena Basin,Neoproterozoic,Magmatic hydrothermal,Skarn,Skarn tungsten ± Mo,Kalkarindji Igneous Province,Yeneena Basin,Paterson Orogen
519421,Nullagine Au 81,Nullagine Gold Project,WA,120.1563,-21.9523,closed,Au,,Gold,Millennium Minerals Limited,Pilbara Craton,Archean,,,,Warakurna Large Igneous Province,,Pilbara Craton
519423,Zsa Zsa,Ora Banda Project,WA,121.1331,-30.4692,mineral deposit,Au,,Gold,Phoenix Gold Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
519576,Gnows Nest,Gnows Nest Project,WA,116.8683,-28.5873,mineral deposit,Au,,Gold,Emu NL,Yilgarn Craton,,,,,,,West Australian Element
519582,DeGrussa,"Conductor 1, Doolgunna",WA,119.3281,-25.5406,closed,"Cu, Au",Ag,"Copper, Gold, (Silver)",Sandfire Resources NL,Bryah Basin,Proterozoic,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Mafic-siliciclastic VMS,Warakurna Large Igneous Province,Bryah Basin,West Australian Element
520087,Speewah Vanadium (Tivan),Speewah Dome,WA,127.9495,-16.3614,mineral deposit,"Fe, Al, V2O5, Ti","V, TiO2","Iron, (Vanadium, Aluminium, Vanadium pentoxide, Titanium, Titanium dioxide)",Tivan Limited,,,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion iron-titanium-vanadium,Kalkarindji Igneous Province,Speewah Basin,Halls Creek Orogen
520415,Wondinong,,WA,118.4236,-27.868,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",Wondinong,,,,,,,Austin Paleovalley,West Australian Element
520531,Mount Finnerty,"FIN10, FIN11, FIN9",WA,120.145,-30.701,mineral deposit,"FeOre, Fe",,"Iron ore, Iron","Cliffs Natural Resources, Reed Resources Limited",Yilgarn Craton,,,,,,,West Australian Element
523485,Cashmere Downs (Cashmere Iron),,WA,119.6344,-28.7946,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Cashmere Iron Ltd,Yilgarn Craton,,,,,,,West Australian Element
523487,Doyles Creek,"Redbank Creek, West Borehole, Whybrow, Whynot and Woodlands Hill",NSW,150.871,-32.5103,mineral deposit,Cbl,,Coal - black,"Mitsui Matsushima Co. Ltd, NuCoal Resources Ltd",Sydney Basin,,,,,,Sydney Basin,Eastern Province
525797,Red Rock (Glencore),Redrock EPCs,QLD,148.552,-23.375,mineral deposit,Cbl,,Coal - black,"Unnamed Owner, Glencore Plc",Bowen Basin,,,,,,Bowen Basin,Anakie Province
525800,Sarum,,QLD,147.904,-20.749,mineral deposit,Cbl,,Coal - black,Glencore Plc,Bowen Basin,,,,,,Bowen Basin,Connors-Auburn Province
570057,Bundaberg,,QLD,152.15,-24.7,mineral deposit,Cbl,,Coal - black,"Hancock Prospecting Pty Ltd, Unnamed Owner, International Coal Limited",Maryborough Basin,,,,,,Maryborough Basin,Tasman Element
570077,Romulus,Ashburton Gold Project,WA,117.7452,-23.3848,mineral deposit,Au,,Gold,Northern Star Resources Limited,,Paleoproterozoic,,,,Warakurna Large Igneous Province,Ashburton Basin,Pilbara Craton
570085,Spur Hill,,NSW,150.77,-32.41,mineral deposit,Cbl,,Coal - black,Malabar Coal Limited,Sydney Basin,,,,,,Sydney Basin,Eastern Province
570090,Browns Range,,WA,128.9398,-18.8595,operating mine,"REO, Y2O3, Tb4O7, Dy2O3, Dy, U3O8, Th","Y, Tb","Rare earth oxides, (Yttrium, Yttrium oxide, Terbium(III,IV) Oxide, Dysprosium(III) oxide, Dysprosium, Uranium oxide, Thorium, Terbium)",Northern Minerals Limited,Tanami Orogen,,Basin hydrothermal,Unconformity-related,Unconformity-related REE,Kalkarindji Igneous Province,,Lucas Craton
570093,Bondi,St Ives Project,WA,121.8261,-31.4424,mineral deposit,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
570095,Invincible - St Ives,St Ives Project,WA,121.6761,-31.2951,operating mine,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,Lefroy Paleovalley,West Australian Element
570097,Trinidad,St Ives Project,WA,121.6939,-31.2714,mineral deposit,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,unknown,unknown,unknown,,Lefroy Paleovalley,West Australian Element
570099,Yorick,St Ives Project,WA,121.8216,-31.3961,mineral deposit,Au,,Gold,Gold Fields Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
570102,Broads Dam Project,Broads Dam Project,WA,121.101,-30.5588,historic mine,Au,,Gold,Evolution Mining Limited,Yilgarn Craton,Archean,,,,,Roe Paleovalley,West Australian Element
570110,Zuleika North,"Carbine North Project, Lady Jane",WA,120.7231,-30.3066,historic mine,Au,,Gold,"Evolution Mining Limited, Phoenix Gold Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
570115,Mount Windarra Ni Au Tailings,Mount Windarra Tailings,WA,122.2487,-28.4999,historic mine,"Ni, Au, Cu","Ag, As","Nickel, Gold, (Silver, Copper, Arsenic)",Poseidon Nickel Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
570181,Specimen Reef - Dunolly,Dunolly Gold Project,VIC,143.8152,-36.8463,historic mine,Au,,Gold,Octagonal Resources Limited,Lachlan Orogen,,,,,,,Bendigo Zone
570390,Wilson Hill,Wilson Hill Project,VIC,144.1097,-36.7411,historic mine,Au,,Gold,GBM Gold Limited,Lachlan Orogen,,,,,,,Bendigo Zone
570392,Venus (BHP),,WA,120.704,-27.815,operating mine,Ni,,Nickel,BHP Group Limited,Yilgarn Craton,,,,,,,West Australian Element
570399,Weld Range (Cr),,WA,117.7887,-26.8256,mineral deposit,"Co, Fe","Ni, Cr","Cobalt, Iron, (Nickel, Chromium)",Podium Minerals Ltd,Yilgarn Craton,,,,,Warakurna Large Igneous Province,Austin Paleovalley,West Australian Element
570426,Grant and Chainey,,NSW,151.95,-32.188,mineral deposit,Cbl,,Coal - black,Yancoal Australia Limited,Gloucester Basin,,,,,,Gloucester Basin,New England Orogen
570583,Peninsula Uranium,,WA,120.6979,-28.7971,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",Energy Metals Limited,,,,,,,Raeside Paleovalley,West Australian Element
570873,Pinnacles - Carosue Dam,Carosue Dam Project,WA,122.3715,-30.2866,historic mine,Au,,Gold,Saracen Mineral Holdings Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
570882,Teal,Binduli North Project,WA,121.3814,-30.6895,mineral deposit,Au,,Gold,Horizon Minerals Ltd.,Yilgarn Craton,Archean,,,,,,West Australian Element
570934,Twilight - Fortnum,Grosvenor Gold Project,WA,118.3591,-25.3183,historic mine,Au,,Gold,"Westgold Resources Limited, Resource and Investment NL",,Proterozoic,,,,Warakurna Large Igneous Province,Bryah Basin,West Australian Element
570941,Damsel,Mount Fisher Project,WA,121.4155,-26.8647,mineral deposit,Au,,Gold,High-Tech Metals Limited,,Archean,,,,,Carnegie Paleovalley,West Australian Element
571038,Contact,,WA,121.1711,-22.2637,mineral deposit,Mn,MnOre,"Manganese, (Manganese ore)",Trek Metals Ltd,,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
571086,Nyngan Scandium Platinum,,NSW,146.994,-31.612,mineral deposit,"Co, Sc","Pt, Ni","Cobalt, Scandium, (Platinum, Nickel)",Scandium International Mining Corp.,,,Supergene,Laterite,Laterite nickel,,,Central NSW - Omeo Province
572039,Kilba,,WA,115.5427,-22.7817,mineral deposit,"W, WO3",,"Tungsten, Tungsten trioxide (wolframite)",Cuvier Resources Pty Ltd,,,,,,Warakurna Large Igneous Province,,West Australian Element
573727,Wilclo South,,SA,136.444,-33.2969,mineral deposit,Gr,,Graphite,iTech Minerals Pty Ltd,Cleve Domain,,Metamorphic,Metamorphic,Metamorphic graphite,,,South Australian Element
573729,Koppio Mine,Koppio,SA,135.9072,-34.4274,historic mine,Gr,,Graphite,Lincoln Minerals Limited,Cleve Domain,,Metamorphic,Metamorphic,Metamorphic graphite,,,South Australian Element
573750,Sanjiv Ridge Iron Ore ,,WA,119.6649,-21.474,operating mine,FeOre,Fe,"Iron ore, (Iron)",Atlas Iron Ltd,Pilbara Craton,,Volcanic basin hydrothermal,Volcanogenic,Algoma-type banded iron formation,Warakurna Large Igneous Province,,Pilbara Craton
573756,West Pilbara Duck Creek,,WA,116.624,-22.5394,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Brockman Mining limited,,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
573788,Longtom,,WA,127.895,-17.6523,mineral deposit,Gr,,Graphite,"NH3 Clean Energy, Green Critical Minerals Ltd",,,,,,Kalkarindji Igneous Province,,Halls Creek Orogen
574054,Rocksteady Iron,Gullewa,WA,116.2737,-28.6941,mineral deposit,"FeOre, Fe",,"Iron ore, Iron","Doray Minerals Limited, Mutiny Gold Limited",,,,,,,,West Australian Element
574198,Calibre,Citadel Project,WA,122.2018,-20.772,mineral deposit,"Au, Cu","Ag, W","Gold, (Silver, Copper, Tungsten)","Antipa Minerals Limited, Rio Tinto Limited",Yeneena Basin,Neoproterozoic,Magmatic hydrothermal,Porphyry,,Kalkarindji Igneous Province,Canning Basin,Paterson Orogen
574207,John Hill,"Ben Hur, Greater Whitewash",QLD,150.8603,-24.6961,mineral deposit,"Ag, Mo, Cu",,"Silver, Molybdenum, Copper",Aeon Metals Limited,,,,,,,,Yarrol Province
334547,Swan Lake,,WA,115.1785,-34.305,mineral deposit,"Leu, Mnz, Rt","Ilm, Zrn","Leucoxene, Monazite, (Ilmenite, Rutile, Zircon)",,,,Erosional,Placer,Heavy mineral sands,,Vasse Shelf,Leeuwin Province
335987,Binneringie,,WA,122.1764,-31.5211,mineral deposit,"Ta2O5, Ta, Sn",,"Tantalum pentoxide, Tantalum, Tin",,Yilgarn Craton,,,,,,,West Australian Element
335280,Elsie,Elsie Siding,QLD,140.0172,-19.8186,historic mine,"Au, Cu",,"Gold, Copper",,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,,,,,,Mary Kathleen Domain
336079,Quartz Hill,,VIC,144.2644,-36.8111,mineral deposit,Au,,Gold,,Lachlan Orogen,,,,,,,Bendigo Zone
333977,Ashburton Downs,Windy Ridge,WA,117.2533,-23.4509,historic mine,"Cu, U",,"Copper, Uranium",,Ashburton Basin,Proterozoic,,,,Warakurna Large Igneous Province,Ashburton Basin,Pilbara Craton
335576,Lillimay,"Lillimay 1, Lillimay Extended 1, Royal",QLD,139.8232,-20.4286,historic mine,Cu,,Copper,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,,,,,,Kalkadoon-Leichhardt Domain
627983,Angularli,,NT,133.1565,-11.7403,mineral deposit,U,,Uranium,,Pine Creek Orogen,,Basin hydrothermal,Unconformity-related,Unconformity-related uranium,,Money Shoal Basin,Pine Creek Orogen
354876,Julie Anne,,QLD,143.2908,-15.4474,mineral deposit,Au,,Gold,,,,,,,,Savannah Province,North Australian Element
334455,O'Donnell,Tasman,NSW,151.54,-32.8868,mineral deposit,Cbl,,Coal - black,,Sydney Basin,,,,,,Sydney Basin,Eastern Province
334289,Wadnaminga,,SA,140.2092,-32.5492,historic mine,Au,,Gold,,Kanmantoo Copper Gold Metallogenic Province,,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,South Australian Element
333617,Iguana - Lady Mary,,QLD,142.2417,-18.1949,historic mine,Au,,Gold,,"Croydon Gold Metallogenic Province, Croydon Province, Georgetown Block",,,,,Croydon Province,,North Australian Element
335665,Sweet William,,QLD,140.4522,-21.0036,historic mine,"Au, Cu",,"Gold, Copper",,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,,,,,,Marimo-Staveley Domain
547110,Ashmore,,WA,127.2925,-14.2344,mineral deposit,Dmd,,Diamond - undifferentiated,,,,,,,Kalkarindji Igneous Province,Speewah Basin,North Australian Element
333454,Edin Hope,,WA,118.4203,-26.7243,historic mine,Au,,Gold,,Yilgarn Craton,,,,,Warakurna Large Igneous Province,Hope Paleovalley,West Australian Element
334363,Rose of Denmark,,VIC,147.1091,-37.0821,historic mine,Au,,Gold,,Lachlan Orogen,Paleozoic,,,,,,Lachlan Orogen
524841,Yarri (Heron),,WA,122.3645,-29.7795,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
335517,Tirrana,,NSW,149.6584,-34.812,mineral deposit,Fe,,Iron,,Lachlan Orogen,,,,,,,Eastern Province
334558,Mount Pyrton,,WA,117.4064,-21.9411,mineral deposit,Fe,,Iron,,Hamersley Basin,Archean,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
527395,Tutunup South/Iluka,,WA,115.4906,-33.7302,operating mine,"Ilm, Zrn, Rt, Leu",,"Ilmenite, Zircon, Rutile, Leucoxene",,,,,,,,Bunbury Trough,Pinjarra Orogen
335951,Waterhole,Waterhole 2,QLD,139.9264,-20.7219,historic mine,Cu,,Copper,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,,,,,,Mary Kathleen Domain
334919,Lady Irene,,WA,120.9633,-29.6346,historic mine,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
364836,Orebody 35,,WA,119.6573,-23.3897,historic mine,"Fe, FeOre",,"Iron, Iron ore",,Hamersley Basin,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
333941,Siberia-Wongi Hill (Gem),Siberia (WMC),WA,120.9959,-30.2361,mineral deposit,"Ni, Co",,"Nickel, Cobalt",,Yilgarn Craton,,,,,,,West Australian Element
334223,Blackfoot,,WA,121.4064,-30.8383,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,Roe Paleovalley,West Australian Element
599357,Wyloo,,WA,116.4477,-22.563,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",,,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
336259,Wet Lagoon,,NSW,149.4576,-34.8083,mineral deposit,"Zn, Ag, Cu, Pb",,"Zinc, Silver, Copper, Lead",,"Lachlan Orogen, Hill End Trough",Paleozoic,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Felsic-siliciclastic VMS,,,Eastern Province
335989,Bullrush Swamp,,WA,115.2954,-34.3052,mineral deposit,"Ilm, Leu, Zrn, Rt",,"Ilmenite, Leucoxene, Zircon, Rutile",,,,,,,,Vasse Shelf,Pinjarra Orogen
333958,Wallaroo,,SA,137.6775,-33.9892,historic mine,"Au, Cu",,"Gold, Copper",,"Gawler Craton, Olympic Copper Gold Metallogenic Province, Olympic Domain",Proterozoic,,,,,Stansbury Basin,Olympic Domain
335710,Gift,,QLD,145.2949,-17.5426,historic mine,Sn,,Tin,,Mossman Orogen,,,,,,,Mossman Orogen
334382,Hercules and Energetic,,VIC,144.2538,-36.7382,historic mine,Au,,Gold,,"Lachlan Orogen, Lachlan Orogen",,,,,,,Bendigo Zone
336104,Bendigo Goldfield,,VIC,144.267,-36.747,historic mine,Au,,Gold,,"Hume Superprovince, Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province, Bendigo Zone",,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,Bendigo Zone
815832,Glendell,,NSW,151.0776,-32.4512,operating mine,Cbl,,Coal - black,,Sydney Basin,,,,,,Sydney Basin,Eastern Province
647316,SW,,WA,116.0838,-25.3915,mineral deposit,Au,,Gold,,,,,,,Warakurna Large Igneous Province,,West Australian Element
533401,Austin - Yalgoo,,WA,116.9175,-28.786,mineral deposit,Au,,Gold,,Yilgarn Craton,Archean,,,,,,West Australian Element
333529,Mount Christie,,SA,133.218,-30.5458,mineral deposit,Fe,,Iron,,Gawler Craton,,,,,,,South Australian Element
335337,Saxon Extended,,WA,122.7328,-30.0784,mineral deposit,Au,,Gold,,,Archean,,,,,,West Australian Element
333637,Nimingarra,,WA,120.0153,-20.395,historic mine,MnOre,,Manganese ore,,Pilbara Craton,,,,,,,Pilbara Craton
334096,The Joker,Old Joker,QLD,140.7072,-20.8875,historic mine,"Au, Cu",,"Gold, Copper",,"Mount Isa Orogen, Cloncurry-Selwyn Zone",Proterozoic,,,,,,Soldiers Cap Domain
333565,Golden Valley,,QLD,146.4789,-19.7972,mineral deposit,Au,,Gold,,,Paleozoic,,,,,,Charters Towers Province
449183,Caller Herring,,WA,121.8234,-29.4803,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
334946,Longara,,QLD,140.3122,-20.9056,historic mine,Cu,,Copper,,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,,,,,,Mitakoodi Domain
429070,Pioneer,,TAS,147.9239,-41.0734,mineral deposit,,,,,Lachlan Orogen,,,,,,,Melbourne-Mathinna Zone
334661,Pommern,Pommern 2,QLD,140.0962,-20.9656,historic mine,"Au, Cu",,"Gold, Copper",,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,,,,,,Mitakoodi Domain
333557,Koolaman,,NSW,142.6742,-34.3569,mineral deposit,"Zrn, Leu, Ilm, Rt",,"Zircon, Leucoxene, Ilmenite, Rutile",,Murray Basin,,,,,,Murray Basin,Stawell Zone
333342,Emull,Lamboo,WA,127.3087,-18.4366,mineral deposit,"Cu, Zn",,"Copper, Zinc",,,Proterozoic,,,,Kalkarindji Igneous Province,,Halls Creek Orogen
335568,Black Mountain,Mt Leviathan,QLD,140.5,-20.717,mineral deposit,Fe,,Iron,,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,,,,,,Canobie Domain
334216,Mayfield,,WA,118.9415,-30.5662,mineral deposit,Fe,FeOre,"Iron, (Iron ore)",,"Yilgarn Craton, Southern Cross Province",,,,,,,West Australian Element
546505,Warramboo-Boo Loo (CEIP - Iron Road),,SA,135.6397,-33.2425,mineral deposit,"Fe, FeOre",,"Iron, Iron ore",,"Gawler Craton, Cleve Domain",,Basin chemical,Iron formation,,,Eucla Basin,South Australian Element
336216,Ida H,Barnicoat Project,WA,122.5011,-28.6864,historic mine,Au,,Gold,Focus Minerals Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
336217,Montague - Boulder,Gum Greek Project,WA,119.5384,-27.3982,historic mine,Au,,Gold,Brightstar Resources Ltd,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province",Archean,,,,,Raeside Paleovalley,West Australian Element
336218,Mount Cannindah,Mount Cannindah Project,QLD,151.2734,-24.6697,mineral deposit,"Cu, Au","Ag, Mo","Copper, Gold, (Silver, Molybdenum)","Cannindah Resources Limited, Drummond Gold Limited",New England Orogen,,,,,,,Yarrol Province
336223,Niagara Mining Centre,South Kookynie Project,WA,121.4153,-29.3769,historic mine,Au,,Gold,Nex Metals Explorations Limited,"Yilgarn Craton, Norseman-Wiluna Belt",Archean,,,,,,West Australian Element
336229,Carboona,,NSW,147.7237,-35.8249,mineral deposit,"Pb, Zn, Fl, Ag, F",,"Lead, Zinc, Fluorite, Silver, Fluorine",Mining Exploration Group Pty Ltd,"Lachlan Orogen, Lachlan Orogen",Paleozoic,,,,,,Central NSW - Omeo Province
