companyID,Tier_MarketCap,Tier_Revenue,Tier_Assets,CountryGroup,Group_AssetTurnover,Group_MarketToAsset
comp_1,MegaCap,HighRevenue,HeavyAsset,Australia,MidTurnover,HighValue
comp_2,MegaCap,HighRevenue,HeavyAsset,Australia,MidTurnover,FairValue
comp_3,MegaCap,HighRevenue,HeavyAsset,Australia,MidTurnover,FairValue
comp_4,MegaCap,HighRevenue,LargeAsset,Australia,MidTurnover,FairValue
comp_5,LargeCap,UpperRevenue,LargeAsset,Australia,MidTurnover,HighValue
comp_6,LargeCap,UpperRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_7,LargeCap,MidRevenue,MidAsset,Australia,LowTurnover,HighValue
comp_8,LargeCap,UpperRevenue,LargeAsset,Australia,LowTurnover,LowValue
comp_9,LargeCap,UpperRevenue,LargeAsset,Australia,MidTurnover,LowValue
comp_10,LargeCap,UpperRevenue,MidAsset,Australia,MidTurnover,FairValue
comp_11,MidCap,HighRevenue,LargeAsset,Australia,HighTurnover,LowValue
comp_12,MidCap,UpperRevenue,LargeAsset,Australia,MidTurnover,LowValue
comp_13,MidCap,MidRevenue,MidAsset,Australia,LowTurnover,HighValue
comp_14,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_15,MidCap,HighRevenue,LargeAsset,Australia,HighTurnover,LowValue
comp_16,MidCap,UpperRevenue,LargeAsset,Australia,MidTurnover,LowValue
comp_17,MidCap,MidRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_18,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_19,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,FairValue
comp_20,MidCap,UpperRevenue,LargeAsset,Australia,MidTurnover,LowValue
comp_21,MidCap,MidRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_22,MidCap,MidRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_23,MidCap,HighRevenue,MidAsset,Australia,HighTurnover,FairValue
comp_24,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_25,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_26,MidCap,UpperRevenue,MidAsset,Australia,HighTurnover,FairValue
comp_27,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,FairValue
comp_28,MidCap,MidRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_29,MidCap,MidRevenue,MidAsset,Australia,LowTurnover,HighValue
comp_30,MidCap,MidRevenue,MidAsset,Australia,LowTurnover,HighValue
comp_31,MidCap,MidRevenue,MidAsset,Australia,MidTurnover,HighValue
comp_32,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,FairValue
comp_33,MidCap,MidRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_34,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,LowValue
comp_35,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,FairValue
comp_36,MidCap,,MidAsset,Australia,,HighValue
comp_37,MidCap,UpperRevenue,MidAsset,Australia,HighTurnover,FairValue
comp_38,MidCap,UpperRevenue,MidAsset,Australia,MidTurnover,FairValue
comp_39,MidCap,,MicroAsset,Australia,,HighValue
comp_40,MidCap,MidRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_41,MidCap,UpperRevenue,MidAsset,Australia,HighTurnover,HighValue
comp_42,MidCap,MidRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_43,MidCap,MidRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_44,MidCap,UpperRevenue,MidAsset,Australia,HighTurnover,FairValue
comp_45,MidCap,MidRevenue,LightAsset,Australia,HighTurnover,HighValue
comp_46,MidCap,UpperRevenue,MidAsset,Australia,HighTurnover,HighValue
comp_47,SmallCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,HighValue
comp_48,SmallCap,UpperRevenue,MidAsset,Australia,MidTurnover,LowValue
comp_49,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_50,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_51,SmallCap,UpperRevenue,MidAsset,Australia,MidTurnover,FairValue
comp_52,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,HighValue
comp_53,SmallCap,MidRevenue,MidAsset,Australia,MidTurnover,FairValue
comp_54,SmallCap,MidRevenue,MidAsset,Australia,LowTurnover,LowValue
comp_55,SmallCap,UpperRevenue,MidAsset,Australia,HighTurnover,FairValue
comp_56,SmallCap,,LightAsset,Australia,,HighValue
comp_57,SmallCap,,MicroAsset,Australia,,HighValue
comp_58,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_59,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,HighValue
comp_60,SmallCap,UpperRevenue,LightAsset,Australia,HighTurnover,FairValue
comp_61,SmallCap,VeryLowRevenue,MidAsset,Australia,LowTurnover,FairValue
comp_62,SmallCap,LowRevenue,LightAsset,Australia,LowTurnover,HighValue
comp_63,SmallCap,,LightAsset,Australia,,HighValue
comp_64,SmallCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,HighValue
comp_65,SmallCap,LowRevenue,MidAsset,Australia,LowTurnover,FairValue
comp_66,SmallCap,,LightAsset,Australia,,HighValue
comp_67,SmallCap,,LightAsset,Australia,,FairValue
comp_68,SmallCap,,LightAsset,Australia,,HighValue
comp_69,SmallCap,UpperRevenue,MidAsset,Australia,HighTurnover,LowValue
comp_70,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_71,SmallCap,,MicroAsset,Australia,,HighValue
comp_72,SmallCap,LowRevenue,LightAsset,Australia,LowTurnover,HighValue
comp_73,SmallCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,HighValue
comp_74,SmallCap,LowRevenue,LightAsset,Australia,LowTurnover,HighValue
comp_75,SmallCap,,LightAsset,Australia,,HighValue
comp_76,SmallCap,,MicroAsset,Australia,,HighValue
comp_77,SmallCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_78,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,FairValue
comp_79,SmallCap,,MicroAsset,Australia,,HighValue
comp_80,SmallCap,MidRevenue,MidAsset,Australia,MidTurnover,LowValue
comp_81,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,HighValue
comp_82,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_83,SmallCap,,MicroAsset,Australia,,HighValue
comp_84,SmallCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,HighValue
comp_85,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_86,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_87,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,FairValue
comp_88,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,HighValue
comp_89,SmallCap,,MicroAsset,Australia,,HighValue
comp_90,SmallCap,,LightAsset,Australia,,HighValue
comp_91,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,HighValue
comp_92,SmallCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_93,SmallCap,,MicroAsset,Australia,,HighValue
comp_94,SmallCap,,MicroAsset,Australia,,HighValue
comp_95,SmallCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,FairValue
comp_96,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,HighValue
comp_97,SmallCap,,MicroAsset,Australia,,HighValue
comp_98,SmallCap,,MicroAsset,Australia,,HighValue
comp_99,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_100,SmallCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_101,SmallCap,,LightAsset,Australia,,HighValue
comp_102,SmallCap,,MicroAsset,Australia,,HighValue
comp_103,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_104,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,FairValue
comp_105,SmallCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_106,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,LowValue
comp_107,SmallCap,,MicroAsset,Australia,,HighValue
comp_108,SmallCap,MidRevenue,LightAsset,Australia,HighTurnover,FairValue
comp_109,SmallCap,,LightAsset,Australia,,FairValue
comp_110,SmallCap,,MicroAsset,Australia,,HighValue
comp_111,SmallCap,,MicroAsset,Australia,,HighValue
comp_112,SmallCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_113,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_114,SmallCap,,MicroAsset,Australia,,HighValue
comp_115,SmallCap,LowRevenue,MidAsset,Australia,LowTurnover,LowValue
comp_116,SmallCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,HighValue
comp_117,SmallCap,,MicroAsset,Australia,,HighValue
comp_118,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_119,SmallCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_120,SmallCap,,MicroAsset,Australia,,HighValue
comp_121,SmallCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_122,SmallCap,MidRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_123,SmallCap,,LightAsset,Australia,,FairValue
comp_124,SmallCap,,MicroAsset,Australia,,HighValue
comp_125,SmallCap,,MicroAsset,Australia,,HighValue
comp_126,SmallCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_127,MicroCap,LowRevenue,LightAsset,Australia,LowTurnover,FairValue
comp_128,MicroCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_129,MicroCap,,MicroAsset,Australia,,HighValue
comp_130,MicroCap,LowRevenue,LightAsset,Australia,MidTurnover,HighValue
comp_131,MicroCap,,MicroAsset,Australia,,HighValue
comp_132,MicroCap,,LightAsset,Australia,,FairValue
comp_133,MicroCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_134,MicroCap,MidRevenue,MidAsset,Australia,MidTurnover,LowValue
comp_135,MicroCap,MidRevenue,LightAsset,Australia,HighTurnover,HighValue
comp_136,MicroCap,MidRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_137,MicroCap,,MicroAsset,Australia,,HighValue
comp_138,MicroCap,,MicroAsset,Australia,,HighValue
comp_139,MicroCap,,MicroAsset,Australia,,HighValue
comp_140,MicroCap,,MicroAsset,Australia,,HighValue
comp_141,MicroCap,LowRevenue,LightAsset,Australia,HighTurnover,HighValue
comp_142,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_143,MicroCap,,MicroAsset,Australia,,HighValue
comp_144,MicroCap,,MicroAsset,Australia,,HighValue
comp_145,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_146,MicroCap,,MicroAsset,Australia,,HighValue
comp_147,MicroCap,,MicroAsset,Australia,,HighValue
comp_148,MicroCap,,,Australia,,
comp_149,MicroCap,,MicroAsset,Australia,,HighValue
comp_150,MicroCap,UpperRevenue,LightAsset,Australia,HighTurnover,LowValue
comp_151,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_152,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_153,MicroCap,,MicroAsset,Australia,,HighValue
comp_154,MicroCap,,MicroAsset,Australia,,HighValue
comp_155,MicroCap,,,Australia,,
comp_156,MicroCap,LowRevenue,LightAsset,Australia,LowTurnover,FairValue
comp_157,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_158,MicroCap,MidRevenue,LightAsset,Australia,HighTurnover,LowValue
comp_159,MicroCap,VeryLowRevenue,MicroAsset,Australia,MidTurnover,HighValue
comp_160,MicroCap,MidRevenue,LightAsset,Australia,HighTurnover,LowValue
comp_161,MicroCap,,MicroAsset,Australia,,HighValue
comp_162,MicroCap,LowRevenue,LightAsset,Australia,LowTurnover,FairValue
comp_163,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_164,MicroCap,,MicroAsset,Australia,,HighValue
comp_165,MicroCap,,MicroAsset,Australia,,HighValue
comp_166,MicroCap,,MicroAsset,Australia,,HighValue
comp_167,MicroCap,,MicroAsset,Australia,,HighValue
comp_168,MicroCap,,LightAsset,Australia,,LowValue
comp_169,MicroCap,,MicroAsset,Australia,,HighValue
comp_170,MicroCap,LowRevenue,LightAsset,Australia,LowTurnover,LowValue
comp_171,MicroCap,,MicroAsset,Australia,,HighValue
comp_172,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_173,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_174,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_175,MicroCap,LowRevenue,MicroAsset,Australia,MidTurnover,HighValue
comp_176,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_177,MicroCap,,LightAsset,Australia,,FairValue
comp_178,MicroCap,MidRevenue,MicroAsset,Australia,HighTurnover,HighValue
comp_179,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_180,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_181,MicroCap,,MicroAsset,Australia,,HighValue
comp_182,MicroCap,,MicroAsset,Australia,,HighValue
comp_183,MicroCap,LowRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_184,MicroCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,FairValue
comp_185,MicroCap,MidRevenue,LightAsset,Australia,HighTurnover,LowValue
comp_186,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_187,MicroCap,,MicroAsset,Australia,,FairValue
comp_188,MicroCap,,MicroAsset,Australia,,HighValue
comp_189,MicroCap,,MicroAsset,Australia,,HighValue
comp_190,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_191,MicroCap,LowRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_192,MicroCap,MidRevenue,MicroAsset,Australia,HighTurnover,HighValue
comp_193,MicroCap,,MicroAsset,Australia,,HighValue
comp_194,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_195,MicroCap,,LightAsset,Australia,,FairValue
comp_196,MicroCap,,MicroAsset,Australia,,HighValue
comp_197,MicroCap,,LightAsset,Australia,,FairValue
comp_198,MicroCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,LowValue
comp_199,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_200,MicroCap,,MicroAsset,Australia,,HighValue
comp_201,MicroCap,,MicroAsset,Australia,,HighValue
comp_202,MicroCap,,MicroAsset,Australia,,HighValue
comp_203,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_204,MicroCap,,MicroAsset,Australia,,FairValue
comp_205,MicroCap,,MicroAsset,Australia,,HighValue
comp_206,MicroCap,,MicroAsset,Australia,,HighValue
comp_207,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_208,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_209,MicroCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,LowValue
comp_210,MicroCap,LowRevenue,LightAsset,Australia,MidTurnover,FairValue
comp_211,MicroCap,,MicroAsset,Australia,,HighValue
comp_212,MicroCap,,MicroAsset,Australia,,HighValue
comp_213,MicroCap,,MicroAsset,Australia,,HighValue
comp_214,MicroCap,,MicroAsset,Australia,,HighValue
comp_215,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,FairValue
comp_216,MicroCap,MidRevenue,LightAsset,Australia,MidTurnover,LowValue
comp_217,MicroCap,,MicroAsset,Australia,,HighValue
comp_218,MicroCap,,LightAsset,Australia,,FairValue
comp_219,MicroCap,LowRevenue,LightAsset,Australia,LowTurnover,LowValue
comp_220,MicroCap,,MicroAsset,Australia,,HighValue
comp_221,MicroCap,,MicroAsset,Australia,,HighValue
comp_222,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_223,MicroCap,,MicroAsset,Australia,,HighValue
comp_224,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_225,MicroCap,,,Australia,,
comp_226,MicroCap,MidRevenue,MicroAsset,Australia,HighTurnover,FairValue
comp_227,MicroCap,MidRevenue,LightAsset,Australia,HighTurnover,FairValue
comp_228,MicroCap,,MicroAsset,Australia,,HighValue
comp_229,MicroCap,,MicroAsset,Australia,,HighValue
comp_230,MicroCap,,MicroAsset,Australia,,FairValue
comp_231,MicroCap,,MicroAsset,Australia,,HighValue
comp_232,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_233,MicroCap,,LightAsset,Australia,,LowValue
comp_234,MicroCap,LowRevenue,LightAsset,Australia,LowTurnover,FairValue
comp_235,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_236,MicroCap,,MicroAsset,Australia,,HighValue
comp_237,MicroCap,,MicroAsset,Australia,,HighValue
comp_238,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_239,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_240,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_241,MicroCap,,MicroAsset,Australia,,HighValue
comp_242,MicroCap,,LightAsset,Australia,,LowValue
comp_243,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_244,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_245,MicroCap,LowRevenue,MicroAsset,Australia,MidTurnover,FairValue
comp_246,MicroCap,,MicroAsset,Australia,,HighValue
comp_247,MicroCap,LowRevenue,LightAsset,Australia,LowTurnover,LowValue
comp_248,MicroCap,LowRevenue,MicroAsset,Australia,HighTurnover,HighValue
comp_249,MicroCap,LowRevenue,LightAsset,Australia,MidTurnover,LowValue
comp_250,MicroCap,,MicroAsset,Australia,,HighValue
comp_251,MicroCap,,MicroAsset,Australia,,HighValue
comp_252,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_253,MicroCap,,LightAsset,Australia,,LowValue
comp_254,MicroCap,,MicroAsset,Australia,,HighValue
comp_255,MicroCap,,MicroAsset,Australia,,HighValue
comp_256,MicroCap,,MicroAsset,Australia,,HighValue
comp_257,MicroCap,,MicroAsset,Australia,,HighValue
comp_258,MicroCap,,MicroAsset,Australia,,HighValue
comp_259,MicroCap,,MicroAsset,Australia,,HighValue
comp_260,MicroCap,,LightAsset,Australia,,LowValue
comp_261,MicroCap,,MicroAsset,Australia,,HighValue
comp_262,MicroCap,,MicroAsset,Australia,,HighValue
comp_263,MicroCap,,MicroAsset,Australia,,HighValue
comp_264,MicroCap,,MicroAsset,Australia,,HighValue
comp_265,MicroCap,,MicroAsset,Australia,,FairValue
comp_266,MicroCap,,,Australia,,
comp_267,MicroCap,,MicroAsset,Australia,,HighValue
comp_268,MicroCap,LowRevenue,MicroAsset,Australia,LowTurnover,FairValue
comp_269,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_270,MicroCap,,MicroAsset,Australia,,HighValue
comp_271,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,FairValue
comp_272,MicroCap,,MicroAsset,Australia,,HighValue
comp_273,MicroCap,,MicroAsset,Australia,,HighValue
comp_274,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_275,MicroCap,,MicroAsset,Australia,,HighValue
comp_276,MicroCap,,MicroAsset,Australia,,HighValue
comp_277,MicroCap,,LightAsset,Australia,,LowValue
comp_278,MicroCap,,MicroAsset,Australia,,LowValue
comp_279,MicroCap,,LightAsset,Australia,,LowValue
comp_280,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_281,MicroCap,,MicroAsset,Australia,,FairValue
comp_282,MicroCap,,MicroAsset,Australia,,HighValue
comp_283,MicroCap,,MicroAsset,Australia,,HighValue
comp_284,MicroCap,,MicroAsset,Australia,,HighValue
comp_285,MicroCap,,MicroAsset,Australia,,FairValue
comp_286,MicroCap,,MicroAsset,Australia,,HighValue
comp_287,MicroCap,,MicroAsset,Australia,,HighValue
comp_288,MicroCap,MidRevenue,LightAsset,Australia,HighTurnover,LowValue
comp_289,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_290,MicroCap,,MicroAsset,Australia,,HighValue
comp_291,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_292,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_293,MicroCap,,LightAsset,Australia,,LowValue
comp_294,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,FairValue
comp_295,MicroCap,,LightAsset,Australia,,LowValue
comp_296,MicroCap,,MicroAsset,Australia,,HighValue
comp_297,MicroCap,,MicroAsset,Australia,,FairValue
comp_298,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_299,MicroCap,,MicroAsset,Australia,,HighValue
comp_300,MicroCap,MidRevenue,LightAsset,Australia,MidTurnover,LowValue
comp_301,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_302,MicroCap,,MicroAsset,Australia,,HighValue
comp_303,MicroCap,,MicroAsset,Australia,,HighValue
comp_304,MicroCap,,MicroAsset,Australia,,HighValue
comp_305,MicroCap,,MicroAsset,Australia,,HighValue
comp_306,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,LowValue
comp_307,MicroCap,,MicroAsset,Australia,,HighValue
comp_308,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_309,MicroCap,LowRevenue,MicroAsset,Australia,LowTurnover,FairValue
comp_310,MicroCap,,LightAsset,Australia,,LowValue
comp_311,MicroCap,LowRevenue,MicroAsset,Australia,MidTurnover,HighValue
comp_312,MicroCap,,MicroAsset,Australia,,HighValue
comp_313,MicroCap,,MicroAsset,Australia,,FairValue
comp_314,MicroCap,MidRevenue,LightAsset,Australia,HighTurnover,LowValue
comp_315,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_316,MicroCap,,MicroAsset,Australia,,FairValue
comp_317,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_318,MicroCap,,MicroAsset,Australia,,HighValue
comp_319,MicroCap,,MicroAsset,Australia,,FairValue
comp_320,MicroCap,,MicroAsset,Australia,,FairValue
comp_321,MicroCap,,MicroAsset,Australia,,FairValue
comp_322,MicroCap,,MicroAsset,Australia,,FairValue
comp_323,MicroCap,,MicroAsset,Australia,,HighValue
comp_324,MicroCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,LowValue
comp_325,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_326,MicroCap,,MicroAsset,Australia,,HighValue
comp_327,MicroCap,,,Australia,,
comp_328,MicroCap,,MicroAsset,Australia,,HighValue
comp_329,MicroCap,LowRevenue,MicroAsset,Australia,HighTurnover,HighValue
comp_330,MicroCap,LowRevenue,MicroAsset,Australia,HighTurnover,LowValue
comp_331,MicroCap,,,Australia,,
comp_332,MicroCap,,MicroAsset,Australia,,HighValue
comp_333,MicroCap,,MicroAsset,Australia,,HighValue
comp_334,MicroCap,,MicroAsset,Australia,,HighValue
comp_335,MicroCap,,MicroAsset,Australia,,HighValue
comp_336,MicroCap,,MicroAsset,Australia,,LowValue
comp_337,MicroCap,,MicroAsset,Australia,,FairValue
comp_338,MicroCap,,MicroAsset,Australia,,FairValue
comp_339,MicroCap,,MicroAsset,Australia,,FairValue
comp_340,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_341,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,LowValue
comp_342,MicroCap,,MicroAsset,Australia,,HighValue
comp_343,MicroCap,,,Australia,,
comp_344,MicroCap,,MicroAsset,Australia,,HighValue
comp_345,MicroCap,,MicroAsset,Australia,,HighValue
comp_346,MicroCap,,MicroAsset,Australia,,HighValue
comp_347,MicroCap,,MicroAsset,Australia,,LowValue
comp_348,MicroCap,LowRevenue,MicroAsset,Australia,HighTurnover,LowValue
comp_349,MicroCap,,MicroAsset,Australia,,HighValue
comp_350,MicroCap,,MicroAsset,Australia,,FairValue
comp_351,MicroCap,,MicroAsset,Australia,,HighValue
comp_352,MicroCap,,,Australia,,
comp_353,MicroCap,LowRevenue,MicroAsset,Australia,MidTurnover,FairValue
comp_354,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,LowValue
comp_355,MicroCap,,MicroAsset,Australia,,LowValue
comp_356,MicroCap,,MicroAsset,Australia,,FairValue
comp_357,MicroCap,,MicroAsset,Australia,,HighValue
comp_358,MicroCap,VeryLowRevenue,LightAsset,Australia,LowTurnover,LowValue
comp_359,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,FairValue
comp_360,MicroCap,,MicroAsset,Australia,,FairValue
comp_361,MicroCap,,LightAsset,Australia,,LowValue
comp_362,MicroCap,,MicroAsset,Australia,,LowValue
comp_363,MicroCap,,MicroAsset,Australia,,HighValue
comp_364,MicroCap,,MicroAsset,Australia,,FairValue
comp_365,MicroCap,,MicroAsset,Australia,,HighValue
comp_366,MicroCap,,MicroAsset,Australia,,LowValue
comp_367,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,FairValue
comp_368,MicroCap,,MicroAsset,Australia,,FairValue
comp_369,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_370,MicroCap,,MicroAsset,Australia,,HighValue
comp_371,MicroCap,,MicroAsset,Australia,,FairValue
comp_372,MicroCap,,MicroAsset,Australia,,LowValue
comp_373,MicroCap,,MicroAsset,Australia,,HighValue
comp_374,MicroCap,,MicroAsset,Australia,,HighValue
comp_375,MicroCap,,MicroAsset,Australia,,HighValue
comp_376,MicroCap,,MicroAsset,Australia,,HighValue
comp_377,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,FairValue
comp_378,MicroCap,LowRevenue,LightAsset,Australia,MidTurnover,LowValue
comp_379,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_380,MicroCap,,MicroAsset,Australia,,FairValue
comp_381,MicroCap,VeryLowRevenue,MicroAsset,Australia,MidTurnover,FairValue
comp_382,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_383,MicroCap,,MicroAsset,Australia,,HighValue
comp_384,MicroCap,,MicroAsset,Australia,,HighValue
comp_385,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,LowValue
comp_386,MicroCap,,MicroAsset,Australia,,FairValue
comp_387,MicroCap,MidRevenue,LightAsset,Australia,HighTurnover,LowValue
comp_388,MicroCap,,MicroAsset,Australia,,FairValue
comp_389,MicroCap,,MicroAsset,Australia,,HighValue
comp_390,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_391,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,HighValue
comp_392,MicroCap,,MicroAsset,Australia,,HighValue
comp_393,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,FairValue
comp_394,MicroCap,VeryLowRevenue,MicroAsset,Australia,LowTurnover,LowValue
comp_395,MicroCap,,MicroAsset,Australia,,FairValue
