Ticker,Company Name,Country of Domicile,Company Type,Market Cap,Revenue:Y,Tot Assets:Y,Tier_MarketCap,Tier_Revenue,Tier_Assets,CountryGroup,AssetTurnover,MarketToAsset,CapIntensity,Group_AssetTurnover,Group_MarketToAsset,Group_CapIntensity
4411625Z IM Equity,Euro Ferroviaria Srl,Italy,Private Comp,,132730000.0,197930000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.6705906128429243,,1.491222783093498,MidTurnover,UnknownValue,BalancedCap
CHSP RU Equity,Cherepovets Steel Rolling Plant OAO,Russian Federation,Common Stock,,416480000.0,197920000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,2.1042845594179465,,0.4752208989627353,HighTurnover,UnknownValue,CapLight
FUTURAI1 PE Equity,Futura Consorcio Inmobiliario SA,Peru,Common Stock,,5470000.0,197840000.0,UnknownMCap,VeryLowRevenue,LightAsset,South_America,0.02764860493327942,,36.168190127970746,LowTurnover,UnknownValue,CapHeavy
VJSP CP Equity,Vojenske Stavby Praha,Czechia,Common Stock,,315940000.0,197370000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.6007498606677812,,0.6247072228904222,HighTurnover,UnknownValue,CapLight
4523655Z IM Equity,New Holland Construction Machinery SpA,Italy,Private Comp,,151140000.0,197260000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.766196897495691,,1.3051475453222179,MidTurnover,UnknownValue,BalancedCap
2847420Z BB Equity,Drever International SA,Belgium,Private Comp,,43740000.0,197110000.0,UnknownMCap,LowRevenue,LightAsset,Other_Regions,0.2219065496423317,,4.506401463191587,LowTurnover,UnknownValue,CapHeavy
VFNZ RU Equity,Neftezavodmontazh,Russian Federation,Common Stock,,280240000.0,196820000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.4238390407478916,,0.7023265772195261,HighTurnover,UnknownValue,CapLight
4192841Z IM Equity,PAC SpA,Italy,Private Comp,,128280000.0,196370000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.6532566074247593,,1.5307920174618024,MidTurnover,UnknownValue,BalancedCap
ZACO UZ Equity,Zaporozhcoke PJSC,Ukraine,Common Stock,,235080000.0,195810000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.200551555078903,,0.8329504849412965,HighTurnover,UnknownValue,CapLight
4190905Z IM Equity,Acciaierie Di Sicilia SpA,Italy,Private Comp,,303780000.0,195580000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.5532263012577974,,0.6438211863848838,HighTurnover,UnknownValue,CapLight
ETEM GA Equity,ETEM SA,Greece,Common Stock,,116320000.0,195530000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.5948959238991459,,1.6809662998624484,MidTurnover,UnknownValue,BalancedCap
MMTZRA CZ Equity,Montmontaza dd,Croatia,Common Stock,,183760000.0,195070000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.9420208130414723,,1.0615476708750544,HighTurnover,UnknownValue,BalancedCap
3757816Z SM Equity,CHM Obras e Infraestructuras SA,Spain,Private Comp,,162940000.0,195030000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.8354612110957289,,1.1969436602430343,HighTurnover,UnknownValue,BalancedCap
4295797Z IM Equity,Molla Srl,Italy,Private Comp,,218990000.0,194280000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.1271875643401277,,0.8871637974336728,HighTurnover,UnknownValue,CapLight
4522447Z IM Equity,CO.MERI SpA,Italy,Private Comp,,4900000.0,193980000.0,UnknownMCap,VeryLowRevenue,LightAsset,Europe,0.025260336117125477,,39.587755102040816,LowTurnover,UnknownValue,CapHeavy
4251893Z IM Equity,Sacal-Societa' Alluminio Carisio-SpA,Italy,Private Comp,,204240000.0,192810000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.0592811576163061,,0.9440364277320799,HighTurnover,UnknownValue,CapLight
4168829Z SS Equity,Rejlers Ingenjorer AB,Sweden,Private Comp,,325120000.0,192250000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.6911313394018206,,0.5913201279527559,HighTurnover,UnknownValue,CapLight
VDKTRA CZ Equity,Viadukt DD,Croatia,Common Stock,,130840000.0,191940000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.6816713556319683,,1.4669825741363498,MidTurnover,UnknownValue,BalancedCap
4294781Z IM Equity,Veneta Nastri SpA,Italy,Private Comp,,324930000.0,191690000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.6950805988836142,,0.5899424491428923,HighTurnover,UnknownValue,CapLight
3023115Z SM Equity,Idom SA,Spain,Private Comp,,30610000.0,190720000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.16049706375838926,,6.230643580529239,LowTurnover,UnknownValue,CapHeavy
2358 TT Equity,Ting Sin Co Ltd,"Taiwan, Province of China",Common Stock,,102290000.0,189330000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.5402735963661333,,1.8509140678463192,MidTurnover,UnknownValue,BalancedCap
4396585Z NO Equity,Sverdrup Steel AS,Norway,Private Comp,,244410000.0,189300000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.2911251980982568,,0.7745182275684301,HighTurnover,UnknownValue,CapLight
NETZ IT Equity,Netz Group Ltd,Israel,Common Stock,,19520000.0,189010000.0,UnknownMCap,LowRevenue,LightAsset,Other_Regions,0.10327495899687847,,9.682889344262295,LowTurnover,UnknownValue,CapHeavy
4266493Z IM Equity,Costruzioni Generali Santarelli SpA,Italy,Private Comp,,20590000.0,188940000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.10897639462263152,,9.176299174356483,LowTurnover,UnknownValue,CapHeavy
4781017Z ID Equity,Coal Marketing Co Ltd,Ireland,Private Comp,,2380000000.0,188310000.0,UnknownMCap,UpperRevenue,LightAsset,Other_Regions,6.291549585376963,,0.1589441672154858,HighTurnover,UnknownValue,CapLight
2765082Z GR Equity,MS Powertrain Technologie GmbH,Germany,Private Comp,,349010000.0,188070000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.8557452012548519,,0.5388670811724593,HighTurnover,UnknownValue,CapLight
4288205Z SM Equity,Megasa Siderurgica SL,Spain,Private Comp,,269960000.0,187960000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.4362630346882315,,0.6962512964883687,HighTurnover,UnknownValue,CapLight
3900394Z LX Equity,Nizi International SA,Luxembourg,Private Comp,,682100000.0,187900000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,3.630122405534859,,0.2754728045741094,HighTurnover,UnknownValue,CapLight
SHFT LN Equity,Shaft Sinkers Holdings PLC,Isle of Man,Common Stock,,246910000.0,187810000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.3146797295138704,,0.7606415293021749,HighTurnover,UnknownValue,CapLight
3729802Z BB Equity,Dharm Diam BVBA,Belgium,Private Comp,,438070000.0,187740000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,2.3333865984872695,,0.4285616453991371,HighTurnover,UnknownValue,CapLight
EEG NO Equity,Eeg-Henriksen Gruppen AS,Norway,Common Stock,,403760000.0,185290000.0,UnknownMCap,MidRevenue,LightAsset,Europe,2.179070646014356,,0.4589112343966713,HighTurnover,UnknownValue,CapLight
3722502Z BB Equity,Samir Gems NV,Belgium,Private Comp,,350820000.0,185130000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.8949927078269324,,0.5277065161621344,HighTurnover,UnknownValue,CapLight
4222077Z IM Equity,Ivecos-SpA,Italy,Private Comp,,62010000.0,184740000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.33566092887301074,,2.9791969037252057,MidTurnover,UnknownValue,BalancedCap
3700111Z BB Equity,Verhaeren & Co NV,Belgium,Private Comp,,166800000.0,183540000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.9087937234390323,,1.1003597122302158,HighTurnover,UnknownValue,BalancedCap
GUUG RU Equity,Gukovugol OAO,Russian Federation,Common Stock,,162840000.0,183500000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.8874114441416894,,1.126873004175878,HighTurnover,UnknownValue,BalancedCap
4490707Z IM Equity,Arcelormittal Stainless Service Italy Srl,Italy,Private Comp,,357650000.0,183100000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.9533042053522665,,0.5119530267020831,HighTurnover,UnknownValue,CapLight
CEMS RU Equity,Centroenergomontazh,Russian Federation,Common Stock,,110290000.0,182910000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.6029741402875731,,1.6584459153141717,MidTurnover,UnknownValue,BalancedCap
4415241Z NO Equity,Grenland Group Technology AS,Norway,Private Comp,,499850000.0,182670000.0,UnknownMCap,MidRevenue,LightAsset,Europe,2.736355176000438,,0.36544963489046717,HighTurnover,UnknownValue,CapLight
4184997Z IM Equity,Rivit SPA Societa' Benefit,Italy,Private Comp,,218410000.0,181970000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.2002527889212506,,0.8331578224440273,HighTurnover,UnknownValue,CapLight
ARCM SS Equity,Arcam AB,Sweden,Common Stock,,102020000.0,181780000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.5612278578501485,,1.7818074887277005,MidTurnover,UnknownValue,BalancedCap
HUP SP Equity,HupSteel Ltd,Singapore,Common Stock,,69630000.0,181480000.0,UnknownMCap,LowRevenue,LightAsset,Asia,0.38367864227463083,,2.606347838575327,MidTurnover,UnknownValue,BalancedCap
PON SM Equity,Coto Minero Cantabrico SA,Spain,Common Stock,,157520000.0,181190000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.8693636514156411,,1.1502666328085323,HighTurnover,UnknownValue,BalancedCap
HFSB DC Equity,Hoffman & Sonner A/S,Denmark,Common Stock,,368970000.0,180980000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,2.038733561719527,,0.4905005827032008,HighTurnover,UnknownValue,CapLight
4499219Z IM Equity,Minerali Industriali Srl,Italy,Private Comp,,115030000.0,180960000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.6356653404067197,,1.573154829174998,MidTurnover,UnknownValue,BalancedCap
VIS VN Equity,Vietnam - Italy Steel JSC,Viet Nam,Common Stock,,338200000.0,180500000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.8736842105263158,,0.5337078651685393,HighTurnover,UnknownValue,CapLight
3987116Z DC Equity,CG Jensen A/S,Denmark,Private Comp,,451420000.0,179830000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,2.5102596897069454,,0.39836515883212975,HighTurnover,UnknownValue,CapLight
3747328Z SM Equity,Altiare Empresa Constructora SA,Spain,Private Comp,,58870000.0,179320000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.3282957840731653,,3.0460336334295905,MidTurnover,UnknownValue,CapHeavy
3775008Z NA Equity,Tad Inox Service BV,Netherlands,Private Comp,,230090000.0,179150000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.2843427295562377,,0.7786083706375766,HighTurnover,UnknownValue,CapLight
3747160Z SM Equity,Red Espanola de servicios SA,Spain,Private Comp,,24960000.0,178450000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.13987111235640234,,7.149439102564102,LowTurnover,UnknownValue,CapHeavy
3755512Z SM Equity,Thielmann Portinox Spain SA,Spain,Private Comp,,139950000.0,178220000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.7852654023117496,,1.2734548052876027,MidTurnover,UnknownValue,BalancedCap
3728546Z BB Equity,Cordeel Zetel Hoeselt NV,Belgium,Private Comp,,347620000.0,177970000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.9532505478451425,,0.5119670905011219,HighTurnover,UnknownValue,CapLight
4504403Z IM Equity,IMS SpA/Arcore,Italy,Private Comp,,171200000.0,177700000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.9634214969048959,,1.0379672897196262,HighTurnover,UnknownValue,BalancedCap
4175381Z IM Equity,Trafileria A Mauri E Figli SpA,Italy,Private Comp,,159010000.0,177470000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.8959824195638699,,1.1160933274636815,HighTurnover,UnknownValue,BalancedCap
4054277Z IM Equity,Sandvik Italia SpA,Italy,Private Comp,,325810000.0,176640000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.8444859601449275,,0.542156471563181,HighTurnover,UnknownValue,CapLight
858517Z NA Equity,Heerema Fabrication Group BV,Netherlands,Private Comp,,451650000.0,176570000.0,UnknownMCap,MidRevenue,LightAsset,Europe,2.557909044571558,,0.390944315288387,HighTurnover,UnknownValue,CapLight
FER PW Equity,Ferrum SA,Poland,Common Stock,,225880000.0,176180000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.2820978544670223,,0.7799716663715247,HighTurnover,UnknownValue,CapLight
NMQ SM Equity,Nueva Montana Quijano,Spain,Common Stock,,,174270000.0,UnknownMCap,UnknownRevenue,LightAsset,Europe,,,,UnknownTurnover,UnknownValue,UnknownCap
4376945Z SM Equity,Soluciones De Edificacion Integrales Y Sostenibles SA,Spain,Private Comp,,206450000.0,174190000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.1852000688902922,,0.8437394042140954,HighTurnover,UnknownValue,CapLight
4041685Z NA Equity,TBI Techniek BV,Netherlands,Private Comp,,,174110000.0,UnknownMCap,UnknownRevenue,LightAsset,Europe,,,,UnknownTurnover,UnknownValue,UnknownCap
4337821Z IM Equity,Comarco Cia Generale Di Commercio Arbitraggio E Copertura SpA,Italy,Private Comp,,1330000000.0,174080000.0,UnknownMCap,UpperRevenue,LightAsset,Europe,6.291549585376963,,0.1589441672154858,HighTurnover,UnknownValue,CapLight
4340221Z IM Equity,Hydro Aluminium Slim SpA,Italy,Private Comp,,414650000.0,173950000.0,UnknownMCap,MidRevenue,LightAsset,Europe,2.383730957171601,,0.4195104304835403,HighTurnover,UnknownValue,CapLight
4336357Z IM Equity,Comal Ferlatta SpA,Italy,Private Comp,,252220000.0,173660000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.4523782102959806,,0.688525890095948,HighTurnover,UnknownValue,CapLight
PRUG RU Equity,Primorskugol PJSC,Russian Federation,Common Stock,,104830000.0,173570000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.6039638186322521,,1.6557283220452161,MidTurnover,UnknownValue,BalancedCap
186655Z BB Equity,Molymet Belgium SA,Belgium,Private Comp,,249850000.0,173410000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.4408050285450666,,0.6940564338603162,HighTurnover,UnknownValue,CapLight
CRYD RU Equity,Kommunarovskiy Rudnik AO,Russian Federation,Common Stock,,156130000.0,173190000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.9014954674057394,,1.1092679177608402,HighTurnover,UnknownValue,BalancedCap
4489431Z NA Equity,Nedmag Industries Mining & Manufacturing Holding BV,Netherlands,Private Comp,,157820000.0,173090000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.9117799988445318,,1.0967557977442657,HighTurnover,UnknownValue,BalancedCap
4264437Z IM Equity,Ecor SpA,Italy,Private Comp,,151030000.0,172840000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.8738139319601944,,1.144408395682977,HighTurnover,UnknownValue,BalancedCap
TLRD IT Equity,Telrad Networks Ltd,Israel,Common Stock,,238470000.0,172800000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.3800347222222222,,0.724619448987294,HighTurnover,UnknownValue,CapLight
4185857Z IM Equity,Riveco GeneralSider SpA,Italy,Private Comp,,71470000.0,172730000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.4137671510449835,,2.416818245417658,MidTurnover,UnknownValue,BalancedCap
1299155D CN Equity,CIC Energy Corp/Bahamas,"Virgin Islands, British",Common Stock,,,172100000.0,UnknownMCap,UnknownRevenue,LightAsset,Other_Regions,,,,UnknownTurnover,UnknownValue,UnknownCap
KOVB CP Equity,Kovohute Bridlicna,Czechia,Common Stock,,190480000.0,171500000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.1106705539358601,,0.9003569928601428,HighTurnover,UnknownValue,CapLight
3733542Z BB Equity,Iemants NV,Belgium,Private Comp,,246790000.0,171390000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.4399323181049068,,0.6944770857814336,HighTurnover,UnknownValue,CapLight
3806092Z NA Equity,GMB Holding BV,Netherlands,Private Comp,,273110000.0,170660000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.600316418610102,,0.6248764234191352,HighTurnover,UnknownValue,CapLight
3724706Z BB Equity,Jean Goldschmidt International SA,Belgium,Private Comp,,174500000.0,170620000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.0227405931309344,,0.9777650429799427,HighTurnover,UnknownValue,CapLight
3843916Z SM Equity,Gutser SA,Spain,Private Comp,,291200000.0,169600000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.7169811320754718,,0.5824175824175825,HighTurnover,UnknownValue,CapLight
HBP PW Equity,Hydrobudowa Polska SA,Poland,Common Stock,,18330000.0,169220000.0,UnknownMCap,LowRevenue,LightAsset,Other_Regions,0.10832052948824016,,9.231860338243317,LowTurnover,UnknownValue,CapHeavy
1476340D GR Equity,Aluminiumwerk Unna AG,Germany,Common Stock,,199130000.0,168950000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.1786327315773897,,0.8484407171194697,HighTurnover,UnknownValue,CapLight
4186289Z IM Equity,tecopress SpA,Italy,Private Comp,,61070000.0,168950000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.3614678899082569,,2.766497461928934,MidTurnover,UnknownValue,BalancedCap
4764705Z PL Equity,Tecnovia-Madeira Sociedade de Empreitadas SA,Portugal,Private Comp,,77290000.0,168010000.0,UnknownMCap,LowRevenue,LightAsset,Other_Regions,0.4600321409439914,,2.173761159270281,MidTurnover,UnknownValue,BalancedCap
3791488Z SM Equity,Assyce Fotovoltaica SL,Spain,Private Comp,,178620000.0,167560000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.066006206731917,,0.938080842010973,HighTurnover,UnknownValue,CapLight
STEE IT Equity,Israel Steel Mills,Israel,Common Stock,,172290000.0,167480000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.0287198471459278,,0.9720819548435777,HighTurnover,UnknownValue,CapLight
1706 HK Equity,Shuang Yun Holdings Ltd,Singapore,Common Stock,,103030000.0,167280000.0,UnknownMCap,MidRevenue,LightAsset,Asia,0.6159134385461502,,1.6236047753081626,MidTurnover,UnknownValue,BalancedCap
4312533Z IM Equity,Metalsider SpA,Italy,Private Comp,,192470000.0,167280000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.150585844093735,,0.8691224606432171,HighTurnover,UnknownValue,CapLight
BLNG RM Equity,Belon OJSC,Russian Federation,Common Stock,,101480.0,167140000.0,UnknownMCap,VeryLowRevenue,LightAsset,Other_Regions,0.0011527886160927056,,867.5006382435424,LowTurnover,UnknownValue,CapHeavy
DIEKA GA Equity,Diekat SA,Greece,Common Stock,,161420000.0,166250000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.9709473684210527,,1.0299219427580226,HighTurnover,UnknownValue,BalancedCap
BIND ZH Equity,Bindura Nickel Corp Ltd,Zimbabwe,Common Stock,,72440000.0,165510000.0,UnknownMCap,LowRevenue,LightAsset,Other_Regions,0.43767748172315873,,2.2847874102705688,MidTurnover,UnknownValue,BalancedCap
661118Z SM Equity,Construcciones y Promociones Balzola SA,Spain,Private Comp,,214800000.0,165440000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.2983558994197293,,0.7702048417132216,HighTurnover,UnknownValue,CapLight
4188473Z IM Equity,Tirrena Scavi SpA,Italy,Private Comp,,58300000.0,165150000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.353012412957917,,2.8327615780445967,MidTurnover,UnknownValue,BalancedCap
TTJ SP Equity,TTJ Holdings Ltd,Singapore,Common Stock,,74730000.0,165050000.0,UnknownMCap,LowRevenue,LightAsset,Asia,0.45277188730687673,,2.2086176903519337,MidTurnover,UnknownValue,BalancedCap
4057181Z IM Equity,FIMI - Fabbrica Impianti Macchine Industriali - SpA,Italy,Private Comp,,123790000.0,164750000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.751380880121396,,1.330882946926246,MidTurnover,UnknownValue,BalancedCap
4015340Z SS Equity,Sandbacken Utveckling AB,Sweden,Private Comp,,16920000.0,164050000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.10313928680280403,,9.69562647754137,LowTurnover,UnknownValue,CapHeavy
3795800Z NA Equity,Kuijpers Installaties,Netherlands,Private Comp,,454790000.0,163530000.0,UnknownMCap,MidRevenue,LightAsset,Europe,2.7810799241729347,,0.35957254996811716,HighTurnover,UnknownValue,CapLight
3730098Z BB Equity,Vergalle NV,Belgium,Private Comp,,241730000.0,163190000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.4812794901648385,,0.6750920448434203,HighTurnover,UnknownValue,CapLight
4456041Z IM Equity,Sapa Profili Srl,Italy,Private Comp,,283440000.0,162840000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.7406042741341194,,0.5745131244707875,HighTurnover,UnknownValue,CapLight
3810300Z SM Equity,Concesiones Intercontinentales Sociedad Ltda,Spain,Private Comp,,27160000.0,162770000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.16686121521164834,,5.99300441826215,LowTurnover,UnknownValue,CapHeavy
4028301Z IM Equity,KME Brass Italy Srl,Italy,Private Comp,,264330000.0,162220000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.629453828134632,,0.6137025687587485,HighTurnover,UnknownValue,CapLight
HTM PW Equity,Hutmen SA,Poland,Common Stock,,293150000.0,162130000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.8081169431937334,,0.5530615725737676,HighTurnover,UnknownValue,CapLight
QFR NO Equity,Q-Free AS,Norway,Common Stock,,142490000.0,161850000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.8803830707445165,,1.135869183802372,HighTurnover,UnknownValue,BalancedCap
3723430Z BB Equity,Advices for Technical Systems NV,Belgium,Private Comp,,196360000.0,161620000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.214948644969682,,0.8230800570380933,HighTurnover,UnknownValue,CapLight
MAF IM Equity,Maffei SpA,Italy,Common Stock,,111170000.0,161580000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.6880183190988983,,1.4534496716740128,MidTurnover,UnknownValue,BalancedCap
GMM IM Equity,Gruppo Minerali Maffei SpA,Italy,Common Stock,,111170000.0,161580000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.6880183190988983,,1.4534496716740128,MidTurnover,UnknownValue,BalancedCap
4431177Z IM Equity,Simar Societa' Metalli Marghera SpA,Italy,Private Comp,,279320000.0,161490000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.7296427023345098,,0.5781540885006444,HighTurnover,UnknownValue,CapLight
4306037Z IM Equity,Siderurgica Astico SpA,Italy,Private Comp,,227970000.0,161380000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.4126285785103483,,0.7079001623020573,HighTurnover,UnknownValue,CapLight
4221245Z IM Equity,Sintexcal-SpA,Italy,Private Comp,,160370000.0,161340000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.9939878517416636,,1.0060485128141174,HighTurnover,UnknownValue,BalancedCap
3723502Z BB Equity,Diambel NV,Belgium,Private Comp,,167860000.0,161180000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.0414443479339868,,0.9602049326819969,HighTurnover,UnknownValue,CapLight
3777980Z PL Equity,Aapico Maia SA,Portugal,Private Comp,,178230000.0,161150000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.105988209742476,,0.9041687706895585,HighTurnover,UnknownValue,CapLight
3899298Z SS Equity,Kubikenborg Aluminium AB,Sweden,Private Comp,,477340000.0,161140000.0,UnknownMCap,MidRevenue,LightAsset,Europe,2.962268834553804,,0.3375790840910043,HighTurnover,UnknownValue,CapLight
4194017Z IM Equity,Metallurgica Siderforge Srl,Italy,Private Comp,,166150000.0,161120000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.0312189672293943,,0.9697261510683117,HighTurnover,UnknownValue,CapLight
4255365Z IM Equity,Hinowa SpA,Italy,Private Comp,,194310000.0,161070000.0,UnknownMCap,MidRevenue,LightAsset,Europe,1.2063699012851554,,0.8289331480623745,HighTurnover,UnknownValue,CapLight
MCHI UZ Equity,Markochim,Ukraine,Common Stock,,411190000.0,160070000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,2.5688136440307368,,0.3892847588705951,HighTurnover,UnknownValue,CapLight
E4A BU Equity,Enemona AD-Kozloduy,Bulgaria,Common Stock,,121500000.0,159860000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.7600400350306519,,1.3157201646090535,MidTurnover,UnknownValue,BalancedCap
4490339Z IM Equity,Impresa di Costruzioni Ing E Mantovani SpA,Italy,Private Comp,,6290000.0,159450000.0,UnknownMCap,VeryLowRevenue,LightAsset,Europe,0.03944810285355911,,25.349761526232115,LowTurnover,UnknownValue,CapHeavy
4058565Z IM Equity,Inossman Fonderie Acciaio Maniago Srl,Italy,Private Comp,,52650000.0,159360000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.3303840361445783,,3.026780626780627,MidTurnover,UnknownValue,CapHeavy
PGO PW Equity,PGO SA,Poland,Common Stock,,147610000.0,159270000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,0.9267909838638789,,1.0789919382155682,HighTurnover,UnknownValue,BalancedCap
3732034Z BB Equity,voestalpine Sadef NV,Belgium,Private Comp,,324910000.0,158640000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,2.048096318709027,,0.4882582869102213,HighTurnover,UnknownValue,CapLight
4361453Z IM Equity,GDM Costruzioni SpA,Italy,Private Comp,,66800000.0,157430000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.4243155688242393,,2.356736526946108,MidTurnover,UnknownValue,BalancedCap
4294637Z IM Equity,Varesina Stampi SpA,Italy,Private Comp,,119980000.0,157400000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.762261753494282,,1.3118853142190365,MidTurnover,UnknownValue,BalancedCap
4383761Z IM Equity,Eure Inox Srl,Italy,Private Comp,,97480000.0,157330000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.6195893980804678,,1.6139720968403775,MidTurnover,UnknownValue,BalancedCap
3997196Z IM Equity,Vdp Fonderia SpA,Italy,Private Comp,,123740000.0,156980000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.7882532806726972,,1.2686277679004363,MidTurnover,UnknownValue,BalancedCap
EDRA GA Equity,Edrasis - C Psallidas Technicalco SA,Greece,Common Stock,,8670000.0,156950000.0,UnknownMCap,VeryLowRevenue,LightAsset,Other_Regions,0.05524052245938197,,18.102652825836216,LowTurnover,UnknownValue,CapHeavy
4430633Z IM Equity,Consorzio Ferroviario S Giorgio Volla Due,Italy,Private Comp,,12620000.0,156590000.0,UnknownMCap,LowRevenue,LightAsset,Europe,0.08059263043617089,,12.408082408874803,LowTurnover,UnknownValue,CapHeavy
2759604Z BB Equity,Henco Industries N.V.,Belgium,Private Comp,,202380000.0,155960000.0,UnknownMCap,MidRevenue,LightAsset,Other_Regions,1.297640420620672,,0.7706295088447475,HighTurnover,UnknownValue,CapLight
4307085Z IM Equity,Quadrio Gaetano Costruzioni SpA,Italy,Private Comp,,129540000.0,155820000.0,UnknownMCap,MidRevenue,LightAsset,Europe,0.8313438582980361,,1.2028716998610467,HighTurnover,UnknownValue,BalancedCap
