Ticker,Company Name,Country of Domicile,Company Type,Market Cap,Revenue:Y,Tot Assets:Y,Tier_MarketCap,Tier_Revenue,Tier_Assets,CountryGroup,AssetTurnover,MarketToAsset,CapIntensity,Group_AssetTurnover,Group_MarketToAsset,Group_CapIntensity
CUL AU Equity,Cullen Resources Ltd,Australia,Common Stock,4850000.0,114370.0,4870000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.02348459958932238,0.9958932238193019,42.581096441374484,LowTurnover,FairValue,CapHeavy
WC1 AU Equity,West Cobar Metals ltd,Australia,Common Stock,4840000.0,51470.0,12020000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.004282029950083195,0.40266222961730447,233.53409753254323,LowTurnover,LowValue,CapHeavy
ADC AU Equity,ACDC Metals Ltd,Australia,Common Stock,4790000.0,,10910000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.4390467461044913,,UnknownTurnover,LowValue,UnknownCap
SBR AU Equity,Sabre Resources Ltd,Australia,Common Stock,4730000.0,232290.0,13310000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.01745229151014275,0.35537190082644626,57.299065822893795,LowTurnover,LowValue,CapHeavy
PBL AU Equity,Parabellum Resources Ltd,Australia,Common Stock,4670000.0,,2710000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.7232472324723247,,UnknownTurnover,HighValue,UnknownCap
ZMI AU Equity,Zinc of Ireland NL,Australia,Common Stock,4660000.0,,8920000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.5224215246636771,,UnknownTurnover,LowValue,UnknownCap
SMX AU Equity,Strata Minerals Ltd,Australia,Common Stock,4650000.0,,2970000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.5656565656565657,,UnknownTurnover,HighValue,UnknownCap
EMU AU Equity,Emu NL,Australia,Common Stock,4550000.0,,201960.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,22.529213705684295,,UnknownTurnover,HighValue,UnknownCap
EE1 AU Equity,Earths Energy Ltd,Australia,Common Stock,4500000.0,,6680000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.6736526946107785,,UnknownTurnover,LowValue,UnknownCap
TAS AU Equity,Tasman Resources Ltd,Australia,Common Stock,4470000.0,2020000.0,23500000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.08595744680851064,0.19021276595744682,11.633663366336634,LowTurnover,LowValue,CapHeavy
PKO AU Equity,Peako Ltd,Australia,Common Stock,4460000.0,,177280.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,25.157942238267147,,UnknownTurnover,HighValue,UnknownCap
EFE AU Equity,Eastern Resources Ltd,Australia,Common Stock,4410000.0,,11630000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.3791917454858126,,UnknownTurnover,LowValue,UnknownCap
CBY AU Equity,Canterbury Resources Ltd,Australia,Common Stock,4360000.0,,12060000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.3615257048092869,,UnknownTurnover,LowValue,UnknownCap
C29 AU Equity,C29 Metals ltd,Australia,Common Stock,4350000.0,,7670000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.5671447196870926,,UnknownTurnover,LowValue,UnknownCap
DMG AU Equity,Dragon Mountain Gold Ltd,Australia,Common Stock,4340000.0,9400.800000000001,1440000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.006528333333333334,3.013888888888889,153.1784528976257,LowTurnover,HighValue,CapHeavy
CZN AU Equity,Corazon Mining Ltd,Australia,Common Stock,4320000.0,,15660000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.27586206896551724,,UnknownTurnover,LowValue,UnknownCap
AOA AU Equity,Ausmon Resources Ltd,Australia,Common Stock,4280000.0,196240.0,2830000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.06934275618374558,1.5123674911660778,14.421116999592336,LowTurnover,HighValue,CapHeavy
OCT AU Equity,Octava Minerals Ltd,Australia,Common Stock,4270000.0,,5140000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.830739299610895,,UnknownTurnover,FairValue,UnknownCap
IMI AU Equity,Infinity Mining Ltd,Australia,Common Stock,4230000.0,,,MicroCap,UnknownRevenue,UnknownAsset,Australia,,,,UnknownTurnover,UnknownValue,UnknownCap
PIM AU Equity,Pinnacle Minerals Ltd,Australia,Common Stock,4210000.0,82500.0,4330000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.01905311778290993,0.9722863741339491,52.484848484848484,LowTurnover,FairValue,CapHeavy
CR3 AU Equity,Core Energy Minerals Ltd,Australia,Common Stock,4190000.000000001,,3650000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.1479452054794523,,UnknownTurnover,FairValue,UnknownCap
SER AU Equity,Strategic Energy Resources Ltd,Australia,Common Stock,4180000.0,,8460000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.4940898345153664,,UnknownTurnover,LowValue,UnknownCap
CHR AU Equity,Charger Metals NL,Australia,Common Stock,4180000.0,,12200000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.34262295081967215,,UnknownTurnover,LowValue,UnknownCap
RDS AU Equity,Redstone Resources Ltd,Australia,Common Stock,4180000.0,82660.0,9840000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.00840040650406504,0.4247967479674797,119.04185821437213,LowTurnover,LowValue,CapHeavy
AM5 AU Equity,Antares Metals Ltd,Australia,Common Stock,4120000.0,,4110000.000000001,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.0024330900243306,,UnknownTurnover,FairValue,UnknownCap
BYH AU Equity,Bryah Resources Ltd,Australia,Common Stock,4110000.000000001,24350.0,12430000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.0019589702333065164,0.3306516492357201,510.4722792607803,LowTurnover,LowValue,CapHeavy
RIE AU Equity,Riedel Resources Ltd,Australia,Common Stock,4110000.000000001,9400.800000000001,6430000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.001462021772939347,0.6391912908242614,683.9843417581482,LowTurnover,LowValue,CapHeavy
SUM AU Equity,Summit Minerals Ltd,Australia,Common Stock,4100000.0,418380.0,13350000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.03133932584269663,0.30711610486891383,31.908791051197475,LowTurnover,LowValue,CapHeavy
PLG AU Equity,Pearl Gull Iron Ltd,Australia,Common Stock,4090000.0,21000.0,10170000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.002064896755162242,0.40216322517207476,484.2857142857143,LowTurnover,LowValue,CapHeavy
CIO CN Equity,Central Iron Ore Ltd,Australia,Common Stock,4090000.0,,4420000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.9253393665158371,,UnknownTurnover,FairValue,UnknownCap
CR9 AU Equity,Corella Resources Ltd,Australia,Common Stock,4030000.000000001,,3700000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.0891891891891894,,UnknownTurnover,FairValue,UnknownCap
OKJ AU Equity,Oakajee Corp,Australia,Common Stock,3930000.0,,1560000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,2.519230769230769,,UnknownTurnover,HighValue,UnknownCap
OLH AU Equity,Oldfields Holdings Ltd,Australia,Common Stock,3840000.0,24190000.0,20880000.0,MicroCap,LowRevenue,MicroAsset,Australia,1.1585249042145593,0.1839080459770115,0.8631665977676726,HighTurnover,LowValue,CapLight
SLB AU Equity,Stelar Metals Ltd,Australia,Common Stock,3810000.0,,9510000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.40063091482649843,,UnknownTurnover,LowValue,UnknownCap
AUR AU Equity,Auris Minerals Ltd,Australia,Common Stock,3810000.0,,11540000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.33015597920277295,,UnknownTurnover,LowValue,UnknownCap
MOM AU Equity,Moab Minerals Ltd,Australia,Common Stock,3750000.0,,6390000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.5868544600938967,,UnknownTurnover,LowValue,UnknownCap
PLC AU Equity,Premier1 Lithium Ltd,Australia,Common Stock,3680000.0,484320.0,2830000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.17113780918727914,1.3003533568904593,5.843244136108358,LowTurnover,FairValue,CapHeavy
AIV AU Equity,ActivEX Ltd,Australia,Common Stock,3660000.0,,5900000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.6203389830508474,,UnknownTurnover,LowValue,UnknownCap
SQX AU Equity,SQX Resources Ltd,Australia,Common Stock,3590000.0,,3310000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.0845921450151057,,UnknownTurnover,FairValue,UnknownCap
M2R AU Equity,Miramar Resources Ltd,Australia,Common Stock,3580000.0,,9360000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.38247863247863245,,UnknownTurnover,LowValue,UnknownCap
HYD AU Equity,Hydrix Ltd,Australia,Common Stock,3550000.0,10090000.0,8350000.0,MicroCap,LowRevenue,MicroAsset,Australia,1.208383233532934,0.4251497005988024,0.8275520317145689,HighTurnover,LowValue,CapLight
DAF AU Equity,Discovery Alaska Ltd,Australia,Common Stock,3510000.0,9400.800000000001,387960.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.024231364058150327,9.04732446643984,41.26882818483533,LowTurnover,HighValue,CapHeavy
FIN AU Equity,Fin Resources Ltd,Australia,Common Stock,3470000.0,,3420000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.0146198830409356,,UnknownTurnover,FairValue,UnknownCap
RBR AU Equity,RBR Group Ltd,Australia,Common Stock,3440000.0,948350.0,4260000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.22261737089201877,0.8075117370892019,4.492012442663573,LowTurnover,FairValue,CapHeavy
DTM AU Equity,Dart Mining NL,Australia,Common Stock,3440000.0,298230.0,21330000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.013981715893108298,0.1612751992498828,71.52197968011266,LowTurnover,LowValue,CapHeavy
MTB AU Equity,Mount Burgess Mining NL,Australia,Common Stock,3410000.0,,3770000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.9045092838196287,,UnknownTurnover,FairValue,UnknownCap
AAJ AU Equity,Aruma Resources Ltd,Australia,Common Stock,3280000.0,,2410000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.3609958506224067,,UnknownTurnover,FairValue,UnknownCap
MRD AU Equity,Mount Ridley Mines Ltd,Australia,Common Stock,3270000.0,25360.0,3960000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.006404040404040404,0.8257575757575758,156.15141955835963,LowTurnover,FairValue,CapHeavy
R8R AU Equity,Regener8 Resources NL,Australia,Common Stock,3260000.0,99990.0,4690000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.021319829424307036,0.6950959488272921,46.904690469046905,LowTurnover,LowValue,CapHeavy
OM1 AU Equity,Omnia Metals Group Ltd,Australia,Common Stock,3040000.0,,8140000.000000001,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.37346437346437344,,UnknownTurnover,LowValue,UnknownCap
ACS AU Equity,Accent Resources NL,Australia,Common Stock,2940000.0,,22220000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.1323132313231323,,UnknownTurnover,LowValue,UnknownCap
HMI LN Equity,Harvest Minerals Ltd,Australia,Common Stock,2930000.0,2650000.0,9070000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.2921719955898567,0.3230429988974642,3.422641509433962,LowTurnover,LowValue,CapHeavy
PNT AU Equity,Panther Metals Ltd,Australia,Common Stock,2710000.0,,8430000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.32147093712930014,,UnknownTurnover,LowValue,UnknownCap
BOA AU Equity,BOA Resources Ltd,Australia,Common Stock,2710000.0,,5720000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.4737762237762238,,UnknownTurnover,LowValue,UnknownCap
M3M AU Equity,M3 Mining Ltd,Australia,Common Stock,2700000.0,,2120000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.2735849056603774,,UnknownTurnover,FairValue,UnknownCap
APC AU Equity,APC Minerals Ltd,Australia,Common Stock,2640000.0,,1560000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,1.6923076923076923,,UnknownTurnover,HighValue,UnknownCap
C7A AU Equity,Clara Resources Australia Ltd,Australia,Common Stock,2600000.0,,9760000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.26639344262295084,,UnknownTurnover,LowValue,UnknownCap
AVW AU Equity,Avira Resources Ltd,Australia,Common Stock,2530000.0,35640.0,1800000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.0198,1.4055555555555554,50.505050505050505,LowTurnover,FairValue,CapHeavy
NTM AU Equity,NT Minerals Ltd,Australia,Common Stock,2420000.0,,13530000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.17886178861788618,,UnknownTurnover,LowValue,UnknownCap
WSR AU Equity,Westar Resources Ltd,Australia,Common Stock,2390000.0,,3640000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.6565934065934066,,UnknownTurnover,LowValue,UnknownCap
DUN AU Equity,Dundas Minerals Ltd,Australia,Common Stock,2250000.0,67580.0,5060000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.013355731225296442,0.44466403162055335,74.8742231429417,LowTurnover,LowValue,CapHeavy
BMO AU Equity,Bastion Minerals Ltd,Australia,Common Stock,2200000.0,,3390000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.6489675516224189,,UnknownTurnover,LowValue,UnknownCap
CNJ AU Equity,Conico Ltd,Australia,Common Stock,1910000.0,,3470000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.5504322766570605,,UnknownTurnover,LowValue,UnknownCap
SLZ AU Equity,Sultan Resources Ltd,Australia,Common Stock,1800000.0,11170.0,9820000.0,MicroCap,VeryLowRevenue,MicroAsset,Australia,0.0011527886160927056,0.18329938900203666,867.5006382435424,LowTurnover,LowValue,CapHeavy
MSG AU Equity,MCS Services Ltd,Australia,Common Stock,1580000.0,,4120000.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,0.38349514563106796,,UnknownTurnover,LowValue,UnknownCap
RLC AU Equity,Reedy Lagoon Corp Ltd,Australia,Common Stock,1550000.0,,104270.0,MicroCap,UnknownRevenue,MicroAsset,Australia,,14.865253668360985,,UnknownTurnover,HighValue,UnknownCap
CAT US Equity,Caterpillar Inc,United States,Common Stock,35124300000.00004,24026799999.999603,32212599999.99984,LargeCap,HighRevenue,LargeAsset,North_America,0.7458820461558434,1.0903900958010286,1.3406945577438683,MidTurnover,FairValue,BalancedCap
NEM US Equity,Newmont Corp,United States,Common Stock,35124300000.00004,24026799999.999603,32212599999.99984,LargeCap,HighRevenue,LargeAsset,North_America,0.7458820461558434,1.0903900958010286,1.3406945577438683,MidTurnover,FairValue,BalancedCap
SCCO US Equity,Southern Copper Corp,United States,Common Stock,35124300000.00004,17340000000.0,30260000000.0,LargeCap,HighRevenue,LargeAsset,North_America,0.5730337078651685,1.1607501652346344,1.7450980392156863,MidTurnover,FairValue,BalancedCap
FCX US Equity,Freeport-McMoRan Inc,United States,Common Stock,35124300000.00004,24026799999.999603,32212599999.99984,LargeCap,HighRevenue,LargeAsset,North_America,0.7458820461558434,1.0903900958010286,1.3406945577438683,MidTurnover,FairValue,BalancedCap
PWR US Equity,Quanta Services Inc,United States,Common Stock,35124300000.00004,24026799999.999603,30210000000.0,LargeCap,HighRevenue,LargeAsset,North_America,0.7953260509764847,1.162671300893745,1.2573459636739182,MidTurnover,FairValue,BalancedCap
FAST US Equity,Fastenal Co,United States,Common Stock,35124300000.00004,11440000000.0,7600000000.0,LargeCap,HighRevenue,MidAsset,North_America,1.5052631578947369,4.621618421052637,0.6643356643356644,HighTurnover,HighValue,CapLight
NUE US Equity,Nucor Corp,United States,Common Stock,35124300000.00004,24026799999.999603,32212599999.99984,LargeCap,HighRevenue,LargeAsset,North_America,0.7458820461558434,1.0903900958010286,1.3406945577438683,MidTurnover,FairValue,BalancedCap
STLD US Equity,Steel Dynamics Inc,United States,Common Stock,30510000000.0,24026799999.999603,24150000000.0,LargeCap,HighRevenue,LargeAsset,North_America,0.9948985507246213,1.2633540372670808,1.0051276075049693,HighTurnover,FairValue,BalancedCap
J US Equity,Jacobs Solutions Inc,United States,Common Stock,27030000000.0,17450000000.0,17020000000.0,LargeCap,HighRevenue,LargeAsset,North_America,1.0252643948296123,1.5881316098707403,0.9753581661891118,HighTurnover,HighValue,CapLight
ACM US Equity,AECOM,United States,Common Stock,26600000000.0,24026799999.999603,17380000000.0,LargeCap,HighRevenue,LargeAsset,North_America,1.3824395857307021,1.5304948216340621,0.7233589158772823,HighTurnover,HighValue,CapLight
MTZ US Equity,MasTec Inc,United States,Common Stock,24040000000.0,18660000000.0,14510000000.0,LargeCap,HighRevenue,LargeAsset,North_America,1.2860096485182633,1.6567884217780842,0.777599142550911,HighTurnover,HighValue,CapLight
RS US Equity,Reliance Inc,United States,Common Stock,22570000000.0,20980000000.0,16200000000.0,LargeCap,HighRevenue,LargeAsset,North_America,1.2950617283950616,1.39320987654321,0.7721639656816015,HighTurnover,FairValue,CapLight
MP US Equity,MP Materials Corp,United States,Common Stock,20060000000.0,309180000.0,3770000000.0,LargeCap,MidRevenue,MidAsset,North_America,0.0820106100795756,5.320954907161804,12.193544213726632,LowTurnover,HighValue,CapHeavy
RGLD US Equity,Royal Gold Inc,United States,Common Stock,19160000000.0,1090000000.0,5480000000.0,LargeCap,UpperRevenue,MidAsset,North_America,0.1989051094890511,3.4963503649635035,5.027522935779817,LowTurnover,HighValue,CapHeavy
RBC US Equity,RBC Bearings Inc,United States,Common Stock,18370000000.0,2510000000.0,7450000000.0,LargeCap,UpperRevenue,MidAsset,North_America,0.33691275167785234,2.4657718120805368,2.9681274900398407,MidTurnover,HighValue,BalancedCap
CRS US Equity,Carpenter Technology Corp,United States,Common Stock,18070000000.0,4450000000.0,5300000000.0,LargeCap,UpperRevenue,MidAsset,North_America,0.839622641509434,3.409433962264151,1.1910112359550562,HighTurnover,HighValue,BalancedCap
CDE US Equity,Coeur Mining Inc,United States,Common Stock,17570000000.0,1600000000.0,3720000000.0,LargeCap,UpperRevenue,MidAsset,North_America,0.43010752688172044,4.723118279569892,2.325,MidTurnover,HighValue,BalancedCap
MLI US Equity,Mueller Industries Inc,United States,Common Stock,17070000000.0,5710000000.0,5300000000.0,LargeCap,UpperRevenue,MidAsset,North_America,1.0773584905660378,3.220754716981132,0.9281961471103327,HighTurnover,HighValue,CapLight
STRL US Equity,Sterling Infrastructure Inc,United States,Common Stock,16610000000.0,3210000000.0,3260000000.0,LargeCap,UpperRevenue,MidAsset,North_America,0.9846625766871165,5.095092024539877,1.0155763239875388,HighTurnover,HighValue,BalancedCap
TTEK US Equity,Tetra Tech Inc,United States,Common Stock,14370000000.0,6560000000.0,6070000000.0,LargeCap,UpperRevenue,MidAsset,North_America,1.0807248764415156,2.367380560131796,0.9253048780487805,HighTurnover,HighValue,CapLight
OSK US Equity,Oshkosh Corp,United States,Common Stock,12940000000.0,16270000000.0,15240000000.0,LargeCap,HighRevenue,LargeAsset,North_America,1.0675853018372703,0.8490813648293963,0.9366933005531654,HighTurnover,FairValue,CapLight
AA US Equity,Alcoa Corp,United States,Common Stock,12380000000.0,18040000000.0,22740000000.0,LargeCap,HighRevenue,LargeAsset,North_America,0.793315743183817,0.544415127528584,1.2605321507760532,MidTurnover,LowValue,BalancedCap
DY US Equity,Dycom Industries Inc,United States,Common Stock,11830000000.0,7160000000.0,4660000000.0,LargeCap,UpperRevenue,MidAsset,North_America,1.536480686695279,2.53862660944206,0.6508379888268156,HighTurnover,HighValue,CapLight
ROAD US Equity,Construction Partners Inc,United States,Common Stock,11370000000.0,2770000000.0,2220000000.0,LargeCap,UpperRevenue,MidAsset,North_America,1.2477477477477477,5.121621621621622,0.8014440433212996,HighTurnover,HighValue,CapLight
HL US Equity,Hecla Mining Co,United States,Common Stock,11350000000.0,1410000000.0,4820000000.0,LargeCap,UpperRevenue,MidAsset,North_America,0.2925311203319502,2.354771784232365,3.4184397163120566,LowTurnover,HighValue,CapHeavy
FLR US Equity,Fluor Corp,United States,Common Stock,10930000000.0,24026799999.999603,14780000000.0,LargeCap,HighRevenue,LargeAsset,North_America,1.6256292286873886,0.7395128552097429,0.6151464198311987,HighTurnover,FairValue,CapLight
PRIM US Equity,Primoris Services Corp,United States,Common Stock,10550000000.0,9660000000.0,6780000000.0,LargeCap,UpperRevenue,MidAsset,North_America,1.424778761061947,1.556047197640118,0.7018633540372671,HighTurnover,HighValue,CapLight
CMC US Equity,Commercial Metals Co,United States,Common Stock,9680000000.0,12080000000.0,10090000000.0,MidCap,HighRevenue,LargeAsset,North_America,1.197224975222993,0.9593657086223984,0.8352649006622517,HighTurnover,FairValue,CapLight
CLF US Equity,Cleveland-Cliffs Inc,United States,Common Stock,8630000000.0,24026799999.999603,32212599999.99984,MidCap,HighRevenue,LargeAsset,North_America,0.7458820461558434,0.26790758895587574,1.3406945577438683,MidTurnover,LowValue,BalancedCap
LEU US Equity,Centrus Energy Corp,United States,Common Stock,8130000000.000001,670360000.0,1770000000.0,MidCap,MidRevenue,MidAsset,North_America,0.37873446327683613,4.593220338983051,2.640372337251626,MidTurnover,HighValue,BalancedCap
TKR US Equity,Timken Co/The,United States,Common Stock,8109999999.999999,6940000000.0,10370000000.0,MidCap,UpperRevenue,LargeAsset,North_America,0.6692381870781099,0.7820636451301831,1.494236311239193,MidTurnover,FairValue,BalancedCap
GVA US Equity,Granite Construction Inc,United States,Common Stock,7300000000.0,6080000000.0,4890000000.0,MidCap,UpperRevenue,MidAsset,North_America,1.243353783231084,1.492842535787321,0.8042763157894737,HighTurnover,FairValue,CapLight
ACA US Equity,Arcosa Inc,United States,Common Stock,7120000000.0,3900000000.0,7950000000.0,MidCap,UpperRevenue,MidAsset,North_America,0.49056603773584906,0.8955974842767296,2.0384615384615383,MidTurnover,FairValue,BalancedCap
SSRM CN Equity,SSR Mining Inc,United States,Common Stock,7100000000.0,1510000000.0,8390000000.000001,MidCap,UpperRevenue,MidAsset,North_America,0.17997616209773537,0.8462455303933253,5.556291390728478,LowTurnover,FairValue,CapHeavy
ECG US Equity,Everus Construction Group Inc,United States,Common Stock,6360000000.0,4320000000.0,2080000000.0,MidCap,UpperRevenue,MidAsset,North_America,2.076923076923077,3.0576923076923075,0.48148148148148145,HighTurnover,HighValue,CapLight
CNR US Equity,Core Natural Resources Inc,United States,Common Stock,5930000000.0,3260000000.0,4660000000.0,MidCap,UpperRevenue,MidAsset,North_America,0.6995708154506438,1.2725321888412018,1.4294478527607362,MidTurnover,FairValue,BalancedCap
EFR CN Equity,Energy Fuels Inc/Canada,United States,Common Stock,5660000000.0,118470000.0,989440000.0,MidCap,MidRevenue,LightAsset,North_America,0.11973439521345408,5.720407503234153,8.351819025913734,LowTurnover,HighValue,CapHeavy
EXPO US Equity,Exponent Inc,United States,Common Stock,5310000000.0,847680000.0,1250000000.0,MidCap,MidRevenue,MidAsset,North_America,0.678144,4.248,1.4746130615326538,MidTurnover,HighValue,BalancedCap
TEX US Equity,Terex Corp,United States,Common Stock,5170000000.0,7780000000.0,9260000000.0,MidCap,UpperRevenue,MidAsset,North_America,0.8401727861771058,0.5583153347732182,1.1902313624678664,HighTurnover,LowValue,BalancedCap
HCC US Equity,Warrior Met Coal Inc,United States,Common Stock,5010000000.0,2310000000.0,4190000000.000001,MidCap,UpperRevenue,MidAsset,North_America,0.5513126491646777,1.195704057279236,1.8138528138528143,MidTurnover,FairValue,BalancedCap
ORA CN Equity,Aura Minerals Inc,United States,Common Stock,4390000000.0,901140000.0,1750000000.0,MidCap,MidRevenue,MidAsset,North_America,0.5149371428571429,2.5085714285714285,1.9419845972878798,MidTurnover,HighValue,BalancedCap
MYRG US Equity,MYR Group Inc,United States,Common Stock,4210000000.0,5100000000.0,2540000000.0,MidCap,UpperRevenue,MidAsset,North_America,2.0078740157480315,1.6574803149606299,0.4980392156862745,HighTurnover,HighValue,CapLight
BTU US Equity,Peabody Energy Corp,United States,Common Stock,4190000000.000001,6430000000.0,9630000000.0,MidCap,UpperRevenue,MidAsset,North_America,0.667705088265836,0.43509865005192117,1.4976671850699845,MidTurnover,LowValue,BalancedCap
CENX US Equity,Century Aluminum Co,United States,Common Stock,3800000000.0,3370000000.0,3140000000.0,MidCap,UpperRevenue,MidAsset,North_America,1.0732484076433122,1.2101910828025477,0.9317507418397626,HighTurnover,FairValue,CapLight
METC US Equity,Ramaco Resources Inc,United States,Common Stock,3370000000.0,1010000000.0,1090000000.0,MidCap,UpperRevenue,MidAsset,North_America,0.926605504587156,3.091743119266055,1.0792079207920793,HighTurnover,HighValue,BalancedCap
AMR US Equity,Alpha Metallurgical Resources Inc,United States,Common Stock,3290000000.0,4490000000.0,3940000000.0,MidCap,UpperRevenue,MidAsset,North_America,1.1395939086294415,0.8350253807106599,0.8775055679287305,HighTurnover,FairValue,CapLight
PPTA CN Equity,Perpetua Resources Corp,United States,Common Stock,3080000000.0,,190150000.0,MidCap,UnknownRevenue,LightAsset,North_America,,16.19773862739942,,UnknownTurnover,HighValue,UnknownCap
CTRI US Equity,Centuri Holdings Inc,United States,Common Stock,2870000000.0,4000000000.0,3340000000.0,MidCap,UpperRevenue,MidAsset,North_America,1.1976047904191616,0.8592814371257484,0.835,HighTurnover,FairValue,CapLight
WS US Equity,Worthington Steel Inc,United States,Common Stock,2550000000.0,4770000000.0,3050000000.0,MidCap,UpperRevenue,MidAsset,North_America,1.5639344262295083,0.8360655737704918,0.639412997903564,HighTurnover,FairValue,CapLight
UNIT US Equity,Uniti Group Inc,United States,Common Stock,2360000000.0,1770000000.0,8539999999.999999,MidCap,UpperRevenue,MidAsset,North_America,0.20725995316159254,0.2763466042154567,4.824858757062146,LowTurnover,LowValue,CapHeavy
IE US Equity,Ivanhoe Electric Inc / US,United States,Common Stock,2020000000.0,4400000.0,606200000.0,MidCap,VeryLowRevenue,LightAsset,North_America,0.007258330583965688,3.332233586275157,137.77272727272728,LowTurnover,HighValue,CapHeavy
KALU US Equity,Kaiser Aluminum Corp,United States,Common Stock,1810000000.0,4590000000.0,3900000000.0,SmallCap,UpperRevenue,MidAsset,North_America,1.176923076923077,0.4641025641025641,0.8496732026143791,HighTurnover,LowValue,CapLight
ASTE US Equity,Astec Industries Inc,United States,Common Stock,1660000000.0,1980000000.0,1690000000.0,SmallCap,UpperRevenue,MidAsset,North_America,1.1715976331360947,0.9822485207100592,0.8535353535353535,HighTurnover,FairValue,CapLight
MEG US Equity,Montrose Environmental Group Inc,United States,Common Stock,1530000000.0,1060000000.0,1600000000.0,SmallCap,UpperRevenue,MidAsset,North_America,0.6625,0.95625,1.509433962264151,MidTurnover,FairValue,BalancedCap
UAMY US Equity,United States Antimony Corp,United States,Common Stock,1420000000.0,22660000.0,56010000.0,SmallCap,LowRevenue,MicroAsset,North_America,0.4045706123906445,25.352615604356366,2.471756398940865,MidTurnover,HighValue,BalancedCap
HNRG US Equity,Hallador Energy Co,United States,Common Stock,1270000000.0,613330000.0,596800000.0,SmallCap,MidRevenue,LightAsset,North_America,1.0276977211796248,2.1280160857908847,0.9730487665693835,HighTurnover,HighValue,CapLight
GLDD US Equity,Great Lakes Dredge & Dock Corp,United States,Common Stock,1250000000.0,1160000000.0,2030000000.0,SmallCap,UpperRevenue,MidAsset,North_America,0.5714285714285714,0.6157635467980296,1.75,MidTurnover,LowValue,BalancedCap
