Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
SSW SJ Equity,SIBANYE STILLWAT,ZA,Common Stock,11.31B,9.28B,11.81B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,Platinum Group,--
OR CN Equity,OR ROYALTIES INC,CA,Common Stock,10.73B,289.92M,2.23B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
2099 HK Equity,CHINA GOLD INTER,CA,Common Stock,10.47B,1.15B,4.75B,2k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
IMG CN Equity,IAMGOLD CORP,CA,Common Stock,10.47B,2.48B,8.69B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
BTO CN Equity,B2GOLD CORP,CA,Common Stock,9.88B,2.88B,7.78B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
NPH SJ Equity,NORTHAM PLATINUM,ZA,Common Stock,8.94B,2.80B,4.99B,23k,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,Platinum Group,--
TFPM CN Equity,TRIPLE FLAG,CA,Common Stock,8.90B,407.97M,2.86B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
ELD CN Equity,ELDORADO GOLD,CA,Common Stock,8.82B,2.01B,9.44B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AG CN Equity,FIRST MAJESTIC S,CA,Common Stock,8.72B,850.24M,3.20B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,Silver,--
BUENAVC1 PE Equity,BUENAVENTURA-COM,PE,Common Stock,8.69B,1.75B,8.16B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Base Metals,--,--
NGD CN Equity,NEW GOLD INC,CA,Common Stock,8.32B,1.40B,3.24B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ANTM IJ Equity,ANEKA TAMBANG TB,ID,Common Stock,8.03B,6.62B,4.43B,4k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
DPM CN Equity,DPM METALS INC,CA,Common Stock,7.70B,920.60M,2.30B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
OGC CN Equity,OCEANAGOLD CORP,CA,Common Stock,7.44B,1.96B,4.02B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
002155 CH Equity,HUNAN GOLD COR-A,CN,Common Stock,7.23B,5.87B,1.82B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
RMS AU Equity,RAMELIUS RESOURC,AU,Common Stock,7.22B,1.20B,2.39B,250,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SSRM CN Equity,SSR MINING INC,US,Common Stock,7.10B,1.51B,8.39B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
GMIN CN Equity,G MINING VENTURE,CA,Common Stock,6.78B,220.30M,2.38B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
GMD AU Equity,GENESIS MINERALS,AU,Common Stock,6.57B,920.14M,1.80B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
PRU AU Equity,PERSEUS MINING,AU,Common Stock,6.47B,1.93B,3.77B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
601069 CH Equity,WESTERN REGION-A,CN,Common Stock,6.06B,1.48B,1.69B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
TXG CN Equity,TOREX GOLD RESOU,CA,Common Stock,5.43B,1.24B,2.40B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
CMM AU Equity,CAPRICORN METALS,AU,Common Stock,5.37B,505.89M,1.04B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
OLA CN Equity,ORLA MINING LTD,CA,Common Stock,5.35B,521.61M,967.42M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
SSL CN Equity,SANDSTORM GOLD,CA,Common Stock,5.33B,267.36M,2.99B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
EMAS IJ Equity,MERDEKA GOLD RES,ID,Common Stock,5.30B,--,--,253,--,--,--,--,Metals & Mining,Precious Metals,Gold,--
GGP AU Equity,GREATLAND RESOUR,AU,Common Stock,4.99B,957.37M,2.12B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
NG CN Equity,NOVAGOLD RES,CA,Common Stock,4.76B,0,168.28M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
RRL AU Equity,REGIS RESOURCES,AU,Common Stock,4.61B,1.65B,2.28B,432,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
KNT CN Equity,K92 MINING,CA,Common Stock,4.58B,531.77M,1.02B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
VAU AU Equity,VAULT MINERALS L,AU,Common Stock,4.49B,1.43B,2.44B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
3330 HK Equity,LINGBAO GOLD-H,CN,Common Stock,4.40B,2.50B,1.60B,4k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ORA CN Equity,AURA MINERALS,US,Common Stock,4.39B,901.14M,1.75B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
WGX AU Equity,WESTGOLD RESOURC,AU,Common Stock,4.13B,1.36B,3.21B,2k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
FVI CN Equity,FORTUNA MINING C,CA,Common Stock,3.97B,1.61B,3.42B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
GOR AU Equity,GOLD ROAD RESOUR,AU,Common Stock,3.79B,527.96M,1.54B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
PODERC1 PE Equity,COMPANIA MINERA,PE,Common Stock,3.77B,1.06B,1.09B,790,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
PAF LN Equity,PAN AFRICAN RESO,ZA,Common Stock,3.68B,834.45M,1.53B,2k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
HOC LN Equity,HOCHSCHILD MININ,PE,Common Stock,3.65B,1.44B,2.67B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
DRD SJ Equity,DRDGOLD LTD,ZA,Common Stock,3.63B,669.99M,1.05B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
002237 CH Equity,SHANDONG HUMON-A,CN,Common Stock,3.53B,15.97B,5.48B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
WAF AU Equity,WEST AFRICAN RES,AU,Common Stock,3.47B,724.50M,1.97B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
WDO CN Equity,WESDOME GOLD MIN,CA,Common Stock,3.43B,617.89M,838.92M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SEA CN Equity,SEABRIDGE GOLD,CA,Common Stock,3.39B,0,1.63B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
EDR CN Equity,ENDEAVOUR SILVER,CA,Common Stock,3.38B,330.08M,1.16B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,--,--
EMR AU Equity,EMERALD RESOURCE,AU,Common Stock,3.21B,430.41M,756.12M,328,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
PPTA CN Equity,PERPETUA RESOURC,US,Common Stock,3.08B,0,190.15M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
KOZAL TI Equity,KOZA ALTIN,TR,Common Stock,3.07B,403.77M,1.73B,2k,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
CG CN Equity,CENTERRA GOLD IN,CA,Common Stock,3.03B,1.84B,3.66B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
AAUC CN Equity,ALLIED GOLD CORP,CA,Common Stock,3.01B,1.11B,2.13B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
MAU CN Equity,MONTAGE GOLD COR,CA,Common Stock,2.76B,--,413.92M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
001337 CH Equity,SICHUAN GO-A,CN,Common Stock,2.51B,134.84M,443.75M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
600459 CH Equity,SINO-PLATINUM-A,CN,Common Stock,2.50B,10.01B,3.22B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Base Metals,--,--
AYA CN Equity,AYA GOLD & SILVE,CA,Common Stock,2.49B,59.33M,646.90M,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,Silver,--
ARCI IJ Equity,ARCHI INDONESIA,ID,Common Stock,2.44B,436.22M,1.40B,658,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
PNR AU Equity,PANTORO GOLD LTD,AU,Common Stock,2.29B,229.43M,560.88M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
CYL AU Equity,CATALYST METALS,AU,Common Stock,2.15B,361.41M,651.93M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
OBM AU Equity,ORA BANDA MINING,AU,Common Stock,2.09B,404.29M,444.42M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
RSG AU Equity,RESOLUTE MINING,AU,Common Stock,2.04B,1.21B,1.33B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
SVM CN Equity,SILVERCORP METAL,CA,Common Stock,2.02B,458.60M,1.82B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,Silver,--
000506 CH Equity,ZHAOJIN INTERN-A,CN,Common Stock,1.93B,70.22M,558.79M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
FOM CN Equity,FORAN MINING CRP,CA,Common Stock,1.93B,0,1.30B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,--
ZIM AU Equity,ZIMPLATS HOLDING,GG,Common Stock,1.92B,1.28B,3.99B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,Platinum Group,--
5857 JP Equity,ARE HOLDINGS INC,JP,Common Stock,1.77B,5.10B,5.24B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Gold,Commercial Support Services,Waste Management,Solid Waste Collection & Treat,Recycling Facilities
ASE CN Equity,ASANTE GOLD CORP,CA,Common Stock,1.74B,699.88M,1.15B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
301071 CH Equity,HENAN LILIANG -A,CN,Common Stock,1.73B,144.61M,1.46B,--,Precious Metals and Mining,Diamonds and Gemstones,Chemicals,Commodity Chemicals,Chemicals,Specialty Chemicals,Advanced Materials,--
300139 CH Equity,BEIJING XIAOCH-A,CN,Common Stock,1.62B,73.76M,280.92M,--,Precious Metals and Mining,Gold Mining,Semiconductors & Semiconductor Equipment,Semiconductors,Electrical Equipment,Measurement Instruments,--,--
BGL AU Equity,BELLEVUE GOLD LT,AU,Common Stock,1.61B,394.97M,1.25B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
OGP PM Equity,OCEANAGOLD PHILI,PH,Common Stock,1.51B,520.15M,1.13B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
PSAB IJ Equity,J RESOURCES ASIA,ID,Common Stock,1.37B,357.95M,1.40B,708,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
BTQ CN Equity,BTQ TECHNOLOGIES,CA,Common Stock,1.37B,737.98k,10.93M,--,Precious Metals and Mining,Platinum and Precious Metals,Software,Systems Software,IT Services,IT Services,--,--
DTR AU Equity,DATELINE RESOURC,AU,Common Stock,1.35B,0,10.03M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
MINEROS CB Equity,MINEROS SA,CO,Common Stock,1.30B,820.83M,941.79M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
MUX US Equity,MCEWEN INC,CA,Common Stock,1.22B,264.62M,1.07B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
APM CN Equity,ANDEAN PRECIOUS,CA,Common Stock,1.20B,385.25M,509.45M,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Silver,Metals & Mining,Precious Metals,Silver,--
IAU CN Equity,I-80 GOLD CORP,CA,Common Stock,1.13B,76.34M,1.06B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
PDI AU Equity,PREDICTIVE DISCO,AU,Common Stock,1.09B,0,231.32M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
CMCL US Equity,CALEDONIA MINING,ZA,Common Stock,1.01B,277.58M,563.24M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
GROY US Equity,GOLD ROYALTY COR,CA,Common Stock,982.37M,15.32M,1.19B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Mining Services,--,--
BC8 AU Equity,BLACK CAT SYNDIC,AU,Common Stock,964.82M,0,157.80M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
GTWO CN Equity,G2 GOLDFIELDS IN,CA,Common Stock,945.53M,695.74k,118.61M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ORE CN Equity,OREZONE GOLD COR,CA,Common Stock,916.68M,430.00M,725.27M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
KCN AU Equity,KINGSGATE CONSOL,AU,Common Stock,912.44M,336.75M,541.78M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
FVL CN Equity,FREEGOLD VENTURE,CA,Common Stock,909.69M,0,166.99M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
THX CN Equity,THOR EXPLORATION,CA,Common Stock,909.56M,292.91M,451.21M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
RML CN Equity,RUSORO MINING LT,CA,Common Stock,888.31M,0,1.26M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ODV CN Equity,OSISKO DEVELOPME,CA,Common Stock,885.29M,5.05M,962.79M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
CHN AU Equity,CHALICE MINING L,AU,Common Stock,883.27M,118.00k,170.67M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
GAU CN Equity,GALIANO GOLD INC,CA,Common Stock,869.14M,350.86M,808.98M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
RBX CN Equity,ROBEX RESOURCES,CA,Common Stock,864.74M,175.33M,449.27M,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ATX CN Equity,ATEX RESOURCES I,CA,Common Stock,806.55M,0,10.52M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
DC US Equity,DAKOTA GOLD CORP,US,Common Stock,802.44M,0,154.17M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
EEE LN Equity,EMPIRE METALS LT,GB,Common Stock,789.56M,0,17.04M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
NFG CN Equity,NEW FOUND GOLD C,CA,Common Stock,779.93M,0,83.17M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
7826 JP Equity,FURUYA METAL CO,JP,Common Stock,769.21M,592.97M,1.31B,--,Technology Hardware and Equipment,Electronic Components,"Electronic Equipment, Instruments & Components",Electronic Components,Electrical Equipment,Electrical Components,--,--
SAU CN Equity,ST AUGUSTINE GOL,US,Common Stock,761.70M,0,180.76M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Base Metals,--,--
EMX CN Equity,EMX ROYALTY CORP,CA,Common Stock,743.08M,41.63M,253.68M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
BROCALI1 PE Equity,EL BROCAL-INV,PE,Common Stock,728.00M,664.14M,1.10B,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",--
SMI MC Equity,SMI,MA,Common Stock,720.20M,160.58M,278.15M,--,Precious Metals and Mining,Platinum and Precious Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,--,--
AMRQ CN Equity,AMAROQ LTD,CA,Common Stock,671.47M,0,287.61M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,--,--
PRB CN Equity,PROBE GOLD INC,CA,Common Stock,663.62M,0,38.56M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
IDR US Equity,IDAHO STRATEGIC,US,Common Stock,654.42M,39.08M,71.17M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
MKO CN Equity,MAKO MINING CORP,CA,Common Stock,628.19M,139.65M,173.13M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
ALMS KZ Equity,ALTYNALMAS JSC,KZ,Common Stock,602.15M,2.01B,2.42B,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
MEK AU Equity,MEEKA METALS LTD,AU,Common Stock,598.86M,0,35.45M,--,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Mineral & Precious Stone Mining,--,--
8299 HK Equity,GT GOLD HOLDINGS,HK,Common Stock,593.28M,258.74M,345.81M,154,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
2489 HK Equity,PERSISTENCE RESO,HK,Common Stock,588.30M,105.26M,277.97M,485,Precious Metals and Mining,Gold Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
THA SJ Equity,THARISA PLC,CY,Common Stock,583.82M,1.09B,1.74B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,Platinum Group,--
KSI CN Equity,KNEAT.COM INC,IE,Common Stock,573.45M,54.17M,139.97M,--,Precious Metals and Mining,Gold Mining,Health Care Technology,Health Care Technology,Software,Application Software,Enterprise Software,--
