Ticker,Short Name,Cntry Terrtry Of Dom,Sec Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees LF,ICB Sector Name,ICB Subsector Name,GICS Ind Name,GICS SubInd Name,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm
1986986D LN Equity,BHP GROUP UK LTD,AU,Common Stock,285.59B,84.93B,153.37B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
BHP AU Equity,BHP GROUP LTD,AU,Common Stock,204.27B,79.21B,165.51B,91k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
RIO AU Equity,RIO TINTO LTD,AU,Common Stock,164.40B,81.38B,166.19B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
RIO LN Equity,RIO TINTO PLC,GB,Common Stock,164.40B,81.38B,166.19B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
SCCO US Equity,SOUTHERN COPPER,US,Common Stock,135.81B,17.34B,30.26B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
FCX US Equity,FREEPORT-MCMORAN,US,Common Stock,98.76B,38.61B,88.68B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,--
MAADEN AB Equity,SAUDI ARABIAN MI,SA,Common Stock,93.15B,13.04B,49.53B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Chemicals,Agricultural Chemicals,Fertilizers,Phosphate Fertilizers
GMEXICOB MM Equity,GRUPO MEXICO-B,MX,Common Stock,87.99B,24.52B,59.64B,32k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
FAST US Equity,FASTENAL CO,US,Common Stock,83.52B,11.44B,7.60B,22k,Industrial Metals and Mining,Metal Fabricating,Trading Companies & Distributors,Trading Companies & Distributors,Industrial Support Services,Industrial Wholesale & Rental,Industrial Equip & Sply Whslrs,--
GLEN LN Equity,GLENCORE PLC,CH,Common Stock,77.87B,350.26B,210.93B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
VALE3 BZ Equity,VALE SA,BR,Common Stock,74.24B,58.19B,130.04B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
AAL LN Equity,ANGLO AMER PLC,GB,Common Stock,61.55B,41.39B,104.88B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Platinum Group,--
FMG AU Equity,FORTESCUE LTD,AU,Common Stock,58.81B,24.01B,46.42B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
3993 HK Equity,CMOC-H,CN,Common Stock,56.34B,44.89B,37.71B,12k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Metals & Ore Whslrs & Traders,--,--
ANTO LN Equity,ANTOFAGASTA PLC,CL,Common Stock,48.82B,10.03B,36.60B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
JSTL IN Equity,JSW STEEL LTD,IN,Common Stock,47.81B,30.64B,45.10B,16k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
1378 HK Equity,CHINA HONGQIAO,CN,Common Stock,47.22B,32.91B,50.76B,52k,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
NUE US Equity,NUCOR CORP,US,Common Stock,47.08B,46.61B,54.87B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
MT NA Equity,ARCELORMITTAL,LU,Common Stock,46.65B,94.70B,144.52B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
TATA IN Equity,TATA STEEL LTD,IN,Common Stock,37.15B,39.35B,52.34B,43k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
600111 CH Equity,CHINA NORTHERN-A,CN,Common Stock,35.46B,6.95B,10.05B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth
5401 JP Equity,NIPPON STEEL COR,JP,Common Stock,35.10B,87.56B,116.97B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
HZ IN Equity,HINDUSTAN ZINC,IN,Common Stock,33.49B,6.00B,6.46B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
600019 CH Equity,BAOSHAN IRON &-A,CN,Common Stock,32.12B,67.88B,80.82B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
VEDL IN Equity,VEDANTA LTD,IN,Common Stock,30.70B,27.35B,38.08B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
STLD US Equity,STEEL DYNAMICS,US,Common Stock,30.51B,26.60B,24.15B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
002384 CH Equity,SUZHOU DONGSHA-A,CN,Common Stock,29.86B,7.75B,10.19B,--,Industrial Metals and Mining,Metal Fabricating,"Electronic Equipment, Instruments & Components",Electronic Components,Technology Hardware,Electronics Components,PCBs,--
HNDL IN Equity,HINDALCO INDS,IN,Common Stock,28.79B,43.28B,49.83B,23k,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
TECK/B CN Equity,TECK RESOURCES-B,CA,Common Stock,28.58B,10.03B,52.85B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
2600 HK Equity,ALUMINUM CORP-H,CN,Common Stock,26.91B,49.96B,47.83B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
FM CN Equity,FIRST QUANTUM,CA,Common Stock,25.43B,7.28B,38.98B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
PE&OLES* MM Equity,INDUSTRIAS PENOL,MX,Common Stock,25.40B,10.09B,16.60B,15k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Precious Metals & Minerals,Metals & Mining,Precious Metals,--,--
005490 KS Equity,POSCO HOLDINGS I,KR,Common Stock,24.57B,80.81B,113.07B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
SPCCPI1 PE Equity,SOUTHERN CP-INV1,PE,Common Stock,23.32B,6.98B,13.04B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,--
RS US Equity,RELIANCE INC,US,Common Stock,22.57B,20.98B,16.20B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Metal Svc Centers & Processors,Steel Processors,--
600010 CH Equity,INNER MONGOLIA-A,CN,Common Stock,22.20B,14.35B,34.36B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
CVERDEC1 PE Equity,SOCIEDAD MINERA,PE,Common Stock,21.77B,6.43B,12.99B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,--
002460 CH Equity,GANFENG LITHIU-A,CN,Common Stock,21.42B,3.95B,22.33B,--,Industrial Metals and Mining,Nonferrous Metals,Chemicals,Specialty Chemicals,Chemicals,Specialty Chemicals,Functional Additives,--
603799 CH Equity,ZHEJIANG HUAYO-A,CN,Common Stock,20.64B,12.84B,30.25B,--,Industrial Metals and Mining,Nonferrous Metals,Electrical Equipment,Electrical Components & Equipment,Metals & Mining,Base Metals,--,--
010130 KS Equity,KOREA ZINC CO,KR,Common Stock,20.56B,13.40B,16.18B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
NHY NO Equity,NORSK HYDRO ASA,NO,Common Stock,20.20B,28.71B,29.45B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
MP US Equity,MP MATERIALS COR,US,Common Stock,20.06B,309.18M,3.77B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth
IVN CN Equity,IVANHOE MINES LT,CA,Common Stock,19.43B,61.91M,9.28B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Mining
358 HK Equity,JIANGXI COPPER-H,CN,Common Stock,19.25B,109.42B,42.78B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
JINDALST IN Equity,JINDAL STEEL LTD,IN,Common Stock,18.62B,9.03B,16.08B,6k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
RBC US Equity,RBC BEARINGS INC,US,Common Stock,18.37B,2.51B,7.45B,--,Industrial Metals and Mining,Metal Fabricating,Machinery,Industrial Machinery & Supplies & Components,Industrial Intermediate Prod,Fabricated Metal & Hardware,Hardware,Ball & Roller Bearing
CRS US Equity,CARPENTER TECH,US,Common Stock,18.07B,4.45B,5.30B,5k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
SKFB SS Equity,SKF AB- B SHARES,SE,Common Stock,17.49B,14.16B,17.44B,38k,Industrial Metals and Mining,Metal Fabricating,Machinery,Industrial Machinery & Supplies & Components,Industrial Intermediate Prod,Fabricated Metal & Hardware,Hardware,Ball & Roller Bearing
MLI US Equity,MUELLER INDS,US,Common Stock,17.07B,5.71B,5.30B,--,Industrial Metals and Mining,Metal Fabricating,Machinery,Industrial Machinery & Supplies & Components,Industrial Intermediate Prod,Fabricated Metal & Hardware,Hardware,Fabricated Pipe & Pipe Fitting
PMAH MK Equity,PRESS METAL ALUM,MY,Common Stock,17.07B,4.95B,6.01B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
LUN CN Equity,LUNDIN MINING CO,CA,Common Stock,16.49B,5.19B,16.83B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
LYC AU Equity,LYNAS RARE EARTH,AU,Common Stock,16.40B,556.51M,2.94B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth
BOL SS Equity,BOLIDEN AB,SE,Common Stock,16.23B,12.79B,16.97B,8k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
600673 CH Equity,GUANGDONG HEC -A,CN,Common Stock,15.81B,2.57B,5.62B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Electrical Equipment,Electrical Components,Electronic Coil,--
5016 JP Equity,JX ADVANCED META,JP,Common Stock,15.51B,7.20B,13.71B,10k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
2059 TT Equity,KING SLIDE WORKS,TW,Common Stock,15.39B,478.43M,1.31B,--,Industrial Metals and Mining,Metal Fabricating,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Industrial Intermediate Prod,Fabricated Metal & Hardware,Hardware,--
2002 TT Equity,CHINA STEEL CORP,TW,Common Stock,15.35B,17.03B,34.27B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
002466 CH Equity,TIANQI LITHIUM-A,CN,Common Stock,14.73B,2.75B,15.21B,--,Industrial Metals and Mining,Nonferrous Metals,Chemicals,Specialty Chemicals,Chemicals,Specialty Chemicals,--,--
000807 CH Equity,YUNNAN ALUM-A,CN,Common Stock,14.23B,11.47B,9.28B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
003670 KS Equity,POSCO FUTURE M C,KR,Common Stock,13.92B,4.11B,8.67B,--,Industrial Metals and Mining,Iron and Steel,Electrical Equipment,Electrical Components & Equipment,Chemicals,Specialty Chemicals,Advanced Materials,--
1208 HK Equity,MMG,AU,Common Stock,13.79B,6.79B,24.23B,5k,Industrial Metals and Mining,Copper,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Mining
000708 CH Equity,CITI PACIFIC S-A,CN,Common Stock,13.62B,23.01B,24.60B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Specialty Metals,--
5713 JP Equity,SUMITOMO MET MIN,JP,Common Stock,12.71B,16.04B,32.80B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
000975 CH Equity,SHANJIN INTERN-A,CN,Common Stock,12.70B,2.86B,4.03B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,--,--
AA US Equity,ALCOA CORP,US,Common Stock,12.38B,18.04B,22.74B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
5411 JP Equity,JFE HOLDINGS INC,JP,Common Stock,12.36B,48.94B,60.37B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
486 HK Equity,RUSAL,RU,Common Stock,12.25B,18.32B,35.89B,59k,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Aluminum Smelting & Refining
MNG MC Equity,MANAGEM,MA,Common Stock,12.19B,1.35B,4.82B,141,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Precious Metals,Gold,--
000630 CH Equity,TONGLING NONFE-A,CN,Common Stock,12.18B,30.67B,17.93B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
KGH PW Equity,KGHM,PL,Common Stock,11.95B,13.46B,21.08B,35k,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
LLOYDSME IN Equity,LLOYDS METALS,IN,Common Stock,11.85B,1.22B,1.76B,2k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
NMDC IN Equity,NMDC LTD,IN,Common Stock,11.79B,4.34B,7.68B,6k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
S32 AU Equity,SOUTH32 LTD,AU,Common Stock,11.66B,8.93B,20.88B,9k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Aluminum,--
JDSL IN Equity,JINDAL STAINLESS,IN,Common Stock,11.33B,7.07B,6.77B,5k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
000831 CH Equity,CHINA RARE EAR-A,CN,Common Stock,11.10B,637.97M,1.22B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth
TIINDIA IN Equity,TUBE INVESTMENTS,IN,Common Stock,10.98B,3.53B,2.99B,3k,Industrial Metals and Mining,Metal Fabricating,Automobile Components,Automotive Parts & Equipment,Steel,Steel Producers,"Long, Pipe & Tubular",--
002532 CH Equity,TIANSHAN ALUMI-A,CN,Common Stock,10.76B,5.92B,12.58B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
BHFC IN Equity,BHARAT FORGE CO,IN,Common Stock,10.27B,2.74B,3.76B,4k,Industrial Metals and Mining,Metal Fabricating,Automobile Components,Automotive Parts & Equipment,Industrial Intermediate Prod,Fabricated Metal & Hardware,Fabricated Metal,Forging & Stamping
000426 CH Equity,INNER MONGOLIA-A,CN,Common Stock,10.23B,899.93M,2.69B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",--
ORI AU Equity,ORICA LTD,AU,Common Stock,10.11B,7.66B,9.60B,--,Industrial Metals and Mining,General Mining,Chemicals,Commodity Chemicals,Chemicals,Specialty Chemicals,Explosives,--
601958 CH Equity,JINDUICHENG -A,CN,Common Stock,10.05B,2.86B,4.57B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Molybdenum,--
BSL AU Equity,BLUESCOPE STEEL,AU,Common Stock,9.94B,16.29B,15.78B,17k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
SAIL IN Equity,STEEL AUTHORITY,IN,Common Stock,9.74B,18.46B,25.55B,53k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
CMC US Equity,COMMERCIAL METAL,US,Common Stock,9.68B,12.08B,10.09B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
601168 CH Equity,WESTERN MINING-A,CN,Common Stock,9.63B,10.54B,12.17B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
600219 CH Equity,SHANDONG NANSH-A,CN,Common Stock,9.45B,7.05B,15.56B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,--
600549 CH Equity,XIAMEN TUNGSTE-A,CN,Common Stock,9.37B,7.42B,10.07B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Chemicals,Specialty Chemicals,Electronic Chemicals,--
UEC US Equity,URANIUM ENERGY,CA,Common Stock,9.33B,342.02k,1.36B,--,Industrial Metals and Mining,Nonferrous Metals,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,Uranium,--
601061 CH Equity,CITIC METAL CO-A,CN,Common Stock,9.32B,27.44B,10.65B,--,Industrial Metals and Mining,Nonferrous Metals,Trading Companies & Distributors,Trading Companies & Distributors,Wholesale - Discretionary,Import & Export,--,--
VOE AV Equity,VOESTALPINE AG,AT,Common Stock,9.27B,25.92B,27.26B,50k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
UNTR IJ Equity,UNITED TRACTORS,ID,Common Stock,9.23B,12.86B,16.85B,39k,Industrial Metals and Mining,General Mining,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Mining Services,Coal Support Services,--
KIO SJ Equity,KUMBA IRON ORE L,ZA,Common Stock,9.22B,5.67B,8.45B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
000932 CH Equity,HUNAN VALIN ST-A,CN,Common Stock,9.19B,30.49B,32.81B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
000933 CH Equity,HENAN SHENHUO-A,CN,Common Stock,9.11B,8.09B,11.21B,--,Industrial Metals and Mining,Aluminum,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Aluminum,--
1258 HK Equity,CHINA NONFERROUS,CN,Common Stock,8.94B,5.79B,6.72B,9k,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
BRMS IJ Equity,BUMI RESOURCES M,ID,Common Stock,8.84B,246.22M,1.87B,907,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",--
SSABA SS Equity,SSAB-A,SE,Common Stock,8.79B,14.83B,16.17B,15k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
CLF US Equity,CLEVELAND-CLIFFS,US,Common Stock,8.63B,29.10B,33.87B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
CS CN Equity,CAPSTONE COPPER,CA,Common Stock,8.61B,2.43B,10.29B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Mining
ARTG CN Equity,ARTEMIS GOLD INC,CA,Common Stock,8.52B,0,1.92B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Gold,Metals & Mining,Precious Metals,Gold,--
000657 CH Equity,CHINA TUNGSTEN-A,CN,Common Stock,8.43B,3.11B,3.86B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
3939 HK Equity,WANGUO GOLD GROU,CN,Common Stock,8.34B,395.25M,915.95M,1k,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,--
CMIN3 BZ Equity,CSN MINERACAO SA,BR,Common Stock,8.34B,4.66B,9.53B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Metals & Mining,Iron,Iron Ore Mining,--
600392 CH Equity,SHENGHE RESOUC-A,CN,Common Stock,8.32B,2.40B,3.43B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Chemicals,Basic & Diversified Chemicals,Inorganic Base Chemicals,--
603979 CH Equity,JCHX MINING MA-A,CN,Common Stock,8.21B,2.10B,3.76B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
EREGL TI Equity,EREGLI,TR,Common Stock,8.12B,9.43B,19.44B,12k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
TKR US Equity,TIMKEN CO,US,Common Stock,8.11B,6.94B,10.37B,--,Industrial Metals and Mining,Metal Fabricating,Machinery,Industrial Machinery & Supplies & Components,Industrial Intermediate Prod,Fabricated Metal & Hardware,Hardware,Ball & Roller Bearing
HBM CN Equity,HUDBAY MINERALS,CA,Common Stock,8.06B,3.07B,8.87B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,Copper,Copper Mining
APAT IN Equity,APL APOLLO TUBES,IN,Common Stock,8.02B,3.63B,1.42B,1k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Industrial Intermediate Prod,Fabricated Metal & Hardware,Hardware,Fabricated Pipe & Pipe Fitting
688122 CH Equity,WESTERN SUPERC-A,CN,Common Stock,7.89B,972.02M,3.01B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Diversified Metals & Mining,Steel,Steel Producers,Specialty Metals,--
NXE CN Equity,NEXGEN ENERGY LT,CA,Common Stock,7.86B,0,1.86B,--,Industrial Metals and Mining,General Mining,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,Metals & Mining,Base Metals,--,--
NDA GR Equity,AURUBIS AG,DE,Common Stock,7.84B,28.18B,12.61B,7k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,--
MIN AU Equity,MINERAL RESOURCE,AU,Common Stock,7.67B,4.47B,11.93B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Iron,Iron Ore Mining,--
PLS AU Equity,PILBARA MINERALS,AU,Common Stock,7.37B,768.85M,4.67B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium
5406 JP Equity,KOBE STEEL LTD,JP,Common Stock,7.35B,25.73B,30.90B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
SIMECB MM Equity,GRUPO SIMEC-B,MX,Common Stock,7.21B,2.80B,5.68B,5k,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
002683 CH Equity,GUANGDONG HONG-A,CN,Common Stock,7.20B,2.88B,4.35B,--,Industrial Metals and Mining,General Mining,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Coal Mining,Thermal Coal,--
000960 CH Equity,YUNNAN TIN CO-A,CN,Common Stock,7.04B,8.85B,8.12B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
600126 CH Equity,HANGZHOU IRON-A,CN,Common Stock,6.82B,13.42B,7.31B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
NACL IN Equity,NATIONAL ALUMIN,IN,Common Stock,6.59B,3.02B,4.29B,5k,Industrial Metals and Mining,Aluminum,Metals & Mining,Aluminum,Metals & Mining,Base Metals,Aluminum,Bauxite Mining
000959 CH Equity,BEIJING SHOUG-A,CN,Common Stock,6.58B,22.83B,29.21B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,Flat Rolled,--
5444 JP Equity,YAMATO KOGYO,JP,Common Stock,6.47B,1.69B,7.03B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
000878 CH Equity,YUNNAN COPPER-A,CN,Common Stock,6.43B,37.51B,9.65B,--,Industrial Metals and Mining,Copper,Metals & Mining,Copper,Metals & Mining,Base Metals,Copper,Copper Smelting & Refining
NCKL IJ Equity,TRIMEGAH BANGUN,ID,Common Stock,6.37B,2.58B,5.19B,11k,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel
600282 CH Equity,NANJING IRON-A,CN,Common Stock,6.32B,13.03B,15.31B,--,Industrial Metals and Mining,Iron and Steel,Metals & Mining,Steel,Steel,Steel Producers,--,--
600497 CH Equity,YUNNAN CHIHONG-A,CN,Common Stock,6.28B,3.96B,5.84B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Zinc
5706 JP Equity,MITSUI MINING &,JP,Common Stock,6.26B,7.17B,7.03B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Base Metals,--,--
002738 CH Equity,SINOMINE RESOU-A,CN,Common Stock,6.26B,1.13B,3.81B,--,Industrial Metals and Mining,Nonferrous Metals,Metals & Mining,Diversified Metals & Mining,Metals & Mining,Mining Services,--,--
ICHB MM Equity,INDUS CH SAB-B,MX,Common Stock,6.12B,3.19B,6.39B,6k,Industrial Metals and Mining,Metal Fabricating,Metals & Mining,Steel,Steel,Steel Producers,--,--
