depositID:ID,ENO:int,STATE:string,LOCATION:string,OPERATING_STATUS:string,GEOLOGIC_AGE:string,DEPOSIT_MODEL_ENVIRONMENT:string,DEPOSIT_MODEL_GROUP:string,DEPOSIT_MODEL_TYPE:string,PROVINCES:string,IGNEOUS:string,METALLOGENIC:string,SEDIMENTARY:string,TECTONIC:string,:LABEL
deposit_0997,333657,WA,"119.04,-21.3273",mineral deposit,,,,,Pilbara Craton,Warakurna Large Igneous Province,,,"Pilbara Craton,West Australian Element",Deposit
deposit_0998,335699,VIC,"146.47,-38.167",mineral deposit,Cenozoic,,,,Gippsland Basin,,,"Gippsland Basin,Selwyn Province","Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element",Deposit
deposit_0999,519263,WA,"121.2212,-30.909",historic mine,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1000,533497,WA,"121.0334,-29.7145",mineral deposit,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1001,452100,WA,"122.1667,-28.55",mineral deposit,,,,,Yilgarn Craton,,,Carey Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_1002,599425,VIC,"146.462,-38.2676",mineral deposit,,,,,Gippsland Basin,,,"Gippsland Basin,Selwyn Province","Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element",Deposit
deposit_1003,334528,NSW,"142.52,-33.51",mineral deposit,,Erosional,Placer,Heavy mineral sands,Murray Basin,,,"Berri Basin,Darling Basin,Murray Basin","Delamerian Orogen,Tasman Element",Deposit
deposit_1004,334867,VIC,"144.7822,-36.9067",mineral deposit,,,,,Lachlan Orogen,,,Selwyn Province,"Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element",Deposit
deposit_1005,335419,WA,"121.5053,-31.3645",mineral deposit,,,,,"Yilgarn Craton, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1006,354871,QLD,"143.2842,-15.4322",mineral deposit,,,,,,,,Savannah Province,North Australian Element,Deposit
deposit_1007,334079,NT,"132.5203,-13.5057",historic mine,Proterozoic,Basin hydrothermal,Unconformity-related,Unconformity-related uranium,Pine Creek Orogen,,,,"North Australian Element,Pine Creek Orogen",Deposit
deposit_1008,533819,WA,"121.0761,-28.4834",mineral deposit,,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1009,454696,WA,"120.6405,-28.0967",mineral deposit,,,,,,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1010,335478,WA,"120.5327,-22.6606",historic mine,Cenozoic,,,,Hamersley Basin,Warakurna Large Igneous Province,,Fortescue Basin,"Pilbara Craton,West Australian Element",Deposit
deposit_1011,640823,SA,"133.428,-30.2019",mineral deposit,,,,,,,,,"Christie Domain,Gawler Craton,South Australian Element",Deposit
deposit_1012,467178,QLD,"147.0853,-20.8753",mineral deposit,,,,,,,,Drummond Basin,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_1013,333794,QLD,"140.6552,-20.7166",historic mine,Proterozoic,,,,"Mount Isa Orogen, Cloncurry-Selwyn Zone",,,,"Mount Isa Orogen,North Australian Element,Soldiers Cap Domain",Deposit
deposit_1014,334518,WA,"118.425,-26.7155",mineral deposit,,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Hope Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_1015,334394,QLD,"139.2642,-19.8786",historic mine,Proterozoic,,,,"Mount Isa Orogen, Lawn Hill Platform",,,,"Mount Isa Orogen,Mount Oxide Domain,North Australian Element",Deposit
deposit_1016,453891,WA,"120.9849,-30.2046",mineral deposit,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1017,333831,NSW,"150.0162,-33.2693",mineral deposit,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1018,333523,SA,"134.718,-30.6957",mineral deposit,,,,,Gawler Craton,,,,"Gawler Craton,South Australian Element",Deposit
deposit_1019,361298,WA,"115.7473,-23.8684",historic mine,,,,,,Warakurna Large Igneous Province,,,"Gascoyne Province,West Australian Element",Deposit
deposit_1020,334369,QLD,"147.5833,-22.6469",historic mine,,,,,"Belyando Gold Province, Bowen Basin",,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_1021,335990,WA,"115.39,-33.6666",mineral deposit,,,,,,,,"Bunbury Trough,Perth Basin","Pinjarra Element,Pinjarra Orogen",Deposit
deposit_1022,333776,SA,"138.8944,-34.7246",historic mine,Proterozoic,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Delamerian Orogen,,,,"Delamerian Orogen,South Australian Element",Deposit
deposit_1023,364690,WA,"119.0142,-31.9524",mineral deposit,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1024,606528,QLD,"139.0409,-19.7793",mineral deposit,,,,,,,,,"Mount Isa Orogen,Mount Oxide Domain,North Australian Element",Deposit
deposit_1025,463921,NT,"134.3017,-19.7162",mineral deposit,,unknown,unknown,unknown,Warramunga Province,Kalkarindji Igneous Province,,Warramunga Province,North Australian Element,Deposit
deposit_1026,334053,WA,"115.1884,-34.2037",mineral deposit,,,,,,,,"Perth Basin,Vasse Shelf","Leeuwin Province,Pinjarra Element,Pinjarra Orogen",Deposit
deposit_1027,449191,WA,"122.1701,-29.1826",mineral deposit,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1028,455539,QLD,"151.2534,-23.8338",historic mine,,,,,New England Orogen,,,,"New England Orogen,Tasman Element,Wandilla Province",Deposit
deposit_1029,547112,WA,"128.5452,-16.5163",mineral deposit,,,,,,Kalkarindji Igneous Province,,Wolfe Basin,"Halls Creek Orogen,Lamboo Province,North Australian Element",Deposit
deposit_1030,335357,QLD,"151.3344,-24.3818",mineral deposit,,,,,,,,,"New England Orogen,Tasman Element,Wandilla Province",Deposit
deposit_1031,334944,QLD,"140.2732,-20.9946",historic mine,Proterozoic,,,,"Mount Isa Orogen, Quamby-Malbon Zone",,,,"Mitakoodi Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1032,567550,QLD,"139.1334,-21.8629",mineral deposit,,,,,Georgina Basin,,,Georgina Basin,"Mount Isa Orogen,Mount Oxide Domain,North Australian Element",Deposit
deposit_1033,334739,NSW,"149.5032,-34.984",historic mine,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal-mafic VMS,"Lachlan Orogen, Lachlan Orogen, Captains Flat - Goulburn Trough",,,,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1034,335070,QLD,"146.1177,-19.2954",historic mine,,,,,,,,,"Charters Towers Province,Tasman Element,Thomson Orogen",Deposit
deposit_1035,336036,WA,"119.6611,-23.3789",historic mine,Archean,,,,Hamersley Basin,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element",Deposit
deposit_1036,333434,WA,"118.0803,-27.105",mineral deposit,Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1037,335248,WA,"119.5097,-21.2793",mineral deposit,,,,,,Warakurna Large Igneous Province,,Fortescue Basin,"Pilbara Craton,West Australian Element",Deposit
deposit_1038,533419,WA,"117.4304,-29.0722",mineral deposit,,,,,Yilgarn Craton,,,Moore-Monger Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_1039,333526,NSW,"150.8892,-34.3497",historic mine,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1040,533513,WA,"120.4481,-28.1857",mineral deposit,,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,Raeside Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_1041,881812,New South Wales,"141.7906,-32.0564",mineral deposit,,,,,,,,,"Curnamona Province,South Australian Element",Deposit
deposit_1042,577498,WA,"117.7974,-28.0406",mineral deposit,Archean,,,,,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1043,334396,QLD,"140.3122,-20.8696",historic mine,Proterozoic,,,,"Mount Isa Orogen, Quamby-Malbon Zone",,,,"Mitakoodi Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1044,455553,SA,"138.1011,-32.04",historic mine,,,,,Delamerian Orogen,,,,"Delamerian Orogen,Gawler Craton,South Australian Element",Deposit
deposit_1045,448838,WA,"121.1152,-29.9453",mineral deposit,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1046,334293,WA,"120.14,-33.5835",historic mine,Archean,,,,"Yilgarn Craton, Southern Cross Province",,Ravensthorpe Nickel Metallogenic Province,,"Central Australian Element,Yilgarn Craton",Deposit
deposit_1047,336137,NSW,"145.7,-31.7799",historic mine,,Magmatic hydrothermal,Epithermal,Low-sulfidation (LS) epithermal gold-silver,"Lachlan Orogen, Lachlan Orogen, Cobar Basin",,,Cobar Basin,"Central NSW - Omeo Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1048,335296,QLD,"152.95,-26.5168",historic mine,,,,,New England Orogen,,,,"Gympie Province,New England Orogen,Tasman Element",Deposit
deposit_1049,569246,NT,"132.2955,-22.3452",mineral deposit,,,,,,,,,"Aileron Province,Arunta Orogen,North Australian Element",Deposit
deposit_1050,333899,QLD,"140.0172,-20.7026",historic mine,Proterozoic,,,,"Mount Isa Orogen, Mary Kathleen Zone",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1051,335872,WA,"120.5892,-27.443",mineral deposit,,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1052,334909,WA,"117.005,-29.1032",mineral deposit,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1053,334357,QLD,"141.64,-12.977",mineral deposit,Cenozoic,,,,Karumba Basin,,,"Carpentaria Basin,Karumba Basin",North Australian Element,Deposit
deposit_1054,334565,QLD,"139.81,-21.194",historic mine,Proterozoic,,,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1055,599076,VIC,"144.0329,-37.6885",historic mine,,,,,Otway Basin,,,,"Bendigo Zone,Lachlan Orogen,Tasman Element",Deposit
deposit_1056,815895,QLD,"148.1514,-21.8091",operating mine,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_1057,334850,QLD,"145.1477,-17.4395",historic mine,,,,,Hodgkinson Province,,,,"Hodgkinson Province,Mossman Orogen,Tasman Element",Deposit
deposit_1058,333370,NT,"137.8532,-17.6736",historic mine,Proterozoic,,,,"Mount Isa Orogen, Murphy Inlier",,,,"Camooweal-Murphy Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1059,364094,WA,"119.5573,-31.5352",historic mine,,,,,Yilgarn Craton,,Forrestania Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1060,444261,VIC,"142.5697,-34.9886",mineral deposit,,Erosional,Placer,Heavy mineral sands,Murray Basin,,,Murray Basin,"Lachlan Orogen,Stawell Zone,Tasman Element",Deposit
deposit_1061,431031,WA,"116.1699,-27.9356",mineral deposit,Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1062,455554,SA,"139.1788,-31.5795",historic mine,,,,,Delamerian Orogen,,,,"Delamerian Orogen,South Australian Element",Deposit
deposit_1063,334278,SA,"134.7508,-28.9906",operating mine,,,,,Eromanga Basin,,,"Arckaringa Basin,Eromanga Basin","Gawler Craton,South Australian Element",Deposit
deposit_1064,335854,QLD,"140.2722,-21.0776",historic mine,Proterozoic,,,,"Mount Isa Orogen, Quamby-Malbon Zone",,,,"Mitakoodi Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1065,334161,NSW,"145.8422,-31.5001",historic mine,,Metamorphic hydrothermal,Orogenic,Orogenic copper ± gold,"Lachlan Orogen, Lachlan Orogen, Cobar Basin",,,Cobar Basin,"Central NSW - Omeo Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1066,334750,QLD,"140.0662,-20.4076",historic mine,Proterozoic,,,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1067,335170,WA,"121.5393,-31.4829",mineral deposit,Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1068,333898,QLD,"140.2712,-20.9836",historic mine,Proterozoic,,,,"Mount Isa Orogen, Quamby-Malbon Zone",,,,"Mitakoodi Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1069,454815,QLD,"143.5221,-18.3254",mineral deposit,,,,,,,,Etheridge Province,North Australian Element,Deposit
deposit_1070,334180,NT,"131.008,-12.9849",historic mine,Proterozoic,Basin hydrothermal,Unconformity-related,Unconformity-related uranium,"Pine Creek Orogen, Mount Todd Gold Metallogenic Province",,,,"North Australian Element,Pine Creek Orogen",Deposit
deposit_1071,333981,QLD,"144.5489,-17.1292",historic mine,,,,,Hodgkinson Province,,,,"Hodgkinson Province,Mossman Orogen,Tasman Element",Deposit
deposit_1072,335935,QLD,"147.616,-22.3469",historic mine,,,,,Bowen Basin,,,,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_1073,334132,WA,"121.2045,-30.999",mineral deposit,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1074,333730,WA,"118.4383,-26.7166",historic mine,Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Hope Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_1075,333543,WA,"118.6344,-22.4782",mineral deposit,,,,,Hamersley Basin,Warakurna Large Igneous Province,,"Dales Gorge Paleovalley,Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element",Deposit
deposit_1076,333918,WA,"119.5014,-30.2462",mineral deposit,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1077,334209,WA,"117.2856,-22.7108",mineral deposit,Cenozoic,,,,Hamersley Basin,Warakurna Large Igneous Province,,"Beasley Paleovalley,Fortescue Basin","Pilbara Craton,West Australian Element",Deposit
deposit_1078,335646,SA,"139.4465,-29.91",closed,Paleozoic,,,,Delamerian Orogen,,,,"Curnamona Province,Delamerian Orogen,South Australian Element",Deposit
deposit_1079,573842,WA,"119.2807,-29.8452",mineral deposit,,,,,,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1080,335258,NSW,"149.0156,-33.4605",mineral deposit,,Magmatic hydrothermal,Porphyry,Porphyry copper ± gold,"Lachlan Orogen, Lachlan Orogen, Cadia Porphyry Copper Gold Metallogenic Province",,,,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1081,333839,NSW,"142.9757,-34.2797",mineral deposit,,Erosional,Placer,Heavy mineral sands,Murray Basin,,,Murray Basin,"Lachlan Orogen,Stawell Zone,Tasman Element",Deposit
deposit_1082,333743,WA,"120.1681,-30.4962",mineral deposit,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1083,333493,QLD,"150.6937,-22.9981",mineral deposit,,,,,New England Orogen,,,,"New England Orogen,Tasman Element,Wandilla Province",Deposit
deposit_1084,333936,NSW,"151.1979,-29.9577",historic mine,,,,,New England Orogen,,,,"New England Orogen,Tasman Element,Woolomin Province",Deposit
deposit_1085,335285,SA,"138.9924,-35.1196",historic mine,Paleozoic,,,,Delamerian Orogen,,,,"Delamerian Orogen,Tasman Element",Deposit
deposit_1086,333980,QLD,"150.4578,-23.6081",mineral deposit,,,,,New England Orogen,,,,"Calliope Province,New England Orogen,Tasman Element",Deposit
deposit_1087,335807,NSW,"148.9918,-33.4475",mineral deposit,,,,,"Lachlan Orogen, Cadia Porphyry Copper Gold Metallogenic Province",,,,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1088,335251,NSW,"151.5622,-33.2272",historic mine,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1089,333480,SA,"137.7268,-33.9526",mineral deposit,Proterozoic,,,,Gawler Craton,,,Stansbury Basin,"Gawler Craton,Olympic Domain,South Australian Element",Deposit
deposit_1090,896582,Western Australia,"121.8989,-30.9692",mineral deposit,,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1091,335029,QLD,"140.3072,-20.8706",historic mine,Proterozoic,,,,"Mount Isa Orogen, Quamby-Malbon Zone",,,,"Mitakoodi Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1092,333397,QLD,"151.706,-25.1845",historic mine,,,,,"New England Orogen, Mount Rawdon Copper Gold Province",,,,"New England Orogen,Tasman Element,Wandilla Province",Deposit
deposit_1093,334601,WA,"119.4172,-27.2576",historic mine,Archean,,,,Yilgarn Craton,,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_1094,334602,WA,"120.6409,-30.2826",mineral deposit,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1095,334603,WA,"120.9883,-30.1931",mineral deposit,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1096,334607,WA,"118.9197,-20.9924",operating mine,Archean,Magmatic,Pegmatite,LCT pegmatite,Pilbara Craton,Warakurna Large Igneous Province,,,"Pilbara Craton,West Australian Element",Deposit
deposit_1097,334608,NT,"134.3979,-19.5964",mineral deposit,Proterozoic,Regional metasomatic,Metasomatic iron,Iron oxide gold,"Tennant Creek Block, Warramunga Province",Kalkarindji Igneous Province,,Warramunga Province,North Australian Element,Deposit
deposit_1098,334609,WA,"122.085,-30.5348",mineral deposit,Cenozoic,,,,"Yilgarn Craton, Eastern Goldfields Province",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1099,334610,WA,"115.6525,-34.396",mineral deposit,,Erosional,Placer,Heavy mineral sands,,,,"Bunbury Trough,Perth Basin","Pinjarra Element,Pinjarra Orogen",Deposit
deposit_1100,334613,WA,"115.9178,-32.9659",historic mine,,,,,,,,,"Pinjarra Element,Yilgarn Craton",Deposit
deposit_1101,334614,WA,"115.8648,-33.1799",mineral deposit,,,,,,,,"Mandurah Terrace,Perth Basin","Pinjarra Element,Yilgarn Craton",Deposit
deposit_1102,334615,WA,"115.5337,-33.5622",mineral deposit,,,,,,,,"Bunbury Trough,Perth Basin","Pinjarra Element,Pinjarra Orogen",Deposit
deposit_1103,334616,WA,"122.4778,-28.5473",historic mine,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1104,334618,NSW,"150.8603,-34.1956",historic mine,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1105,334619,WA,"121.4945,-31.3801",historic mine,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1106,334620,WA,"118.31,-25.3201",historic mine,Proterozoic,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Yilgarn Craton,Warakurna Large Igneous Province,,"Bryah Basin,Padbury Basin","West Australian Element,Yilgarn Craton",Deposit
deposit_1107,334621,WA,"122.3967,-28.7274",mineral deposit,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1108,334622,WA,"122.648,-28.7854",mineral deposit,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1109,334623,WA,"122.5147,-28.8092",mineral deposit,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1110,334624,WA,"119.7766,-23.1614",mineral deposit,,,,,Pilbara Craton,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element",Deposit
deposit_1111,334625,QLD,"148.05,-21.7469",mineral deposit,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_1112,334581,WA,"121.3804,-29.198",closed,Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1113,334628,WA,"115.549,-33.7199",mineral deposit,,Erosional,Placer,Heavy mineral sands,,,,"Bunbury Trough,Perth Basin","Pinjarra Element,Pinjarra Orogen",Deposit
deposit_1114,334629,WA,"118.5873,-24.6431",under development,Proterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-mafic zinc-lead,Edmund Basin,Warakurna Large Igneous Province,,Edmund Basin,"Gascoyne Province,West Australian Element",Deposit
deposit_1115,334630,TAS,"146.8156,-41.2021",historic mine,,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Lachlan Orogen, Beaconsfield Metallogenic Province",,,"Tasmania Basin,Thylacine Province","Delamerian Orogen,Tasman Element",Deposit
deposit_1116,334631,NT,"131.0445,-22.2188",mineral deposit,Paleozoic,Infiltrational,Uranium,Sandstone uranium,Ngalia Basin,,,Ngalia Basin,"Aileron Province,Arunta Orogen,North Australian Element",Deposit
deposit_1117,334633,WA,"121.4706,-30.7279",historic mine,Archean,,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1118,334634,WA,"121.2159,-30.499",historic mine,,,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1119,334635,WA,"115.183,-22.4094",mineral deposit,,,,,Northern Carnarvon Basin,Warakurna Large Igneous Province,,Northern Carnarvon Basin,"Gascoyne Province,West Australian Element",Deposit
deposit_1120,334636,QLD,"140.013,-20.746",historic mine,Paleoproterozoic,Magmatic hydrothermal,Skarn,Skarn uranium-REE,"Mount Isa Orogen, Mary Kathleen Domain, Mary Kathleen Zone",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1121,334638,TAS,"145.203,-41.4895",operating mine,Neoproterozoic,Regional metasomatic,IOA,Magnetite-dominant IOA,"Delamerian Orogen, Dundas Trough",,,Thylacine Province,"Delamerian Orogen,Tasman Element",Deposit
deposit_1122,334640,WA,"121.334,-28.9185",operating mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1123,334641,WA,"121.1741,-30.9882",historic mine,Archean,Metamorphic hydrothermal,Orogenic,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1124,334644,WA,"117.8329,-28.0651",historic mine,Archean,,,,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Domain",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1125,334646,WA,"117.697,-27.0534",mineral deposit,Archean,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),,"Yilgarn Craton, Mount Mulcahy Base Metal Metallogenic Province, Murchison Province, Murchison Domain (Youanmi Terrane), Murchison Domain",Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1126,334648,QLD,"139.5652,-20.5801",mineral deposit,Proterozoic,Regional metasomatic,Metasomatic iron,,"Mount Isa Orogen, Mary Kathleen Zone",,,,"Leichhardt River Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1127,334649,WA,"121.652,-30.3934",care and maintenance,Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_1128,334652,NSW,"150.7918,-34.2078",mineral deposit,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1129,334653,NSW,"151.01,-32.5568",operating mine,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1130,334654,NSW,"150.9981,-32.5782",operating mine,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_1131,334655,QLD,"140.6252,-20.8316",historic mine,Proterozoic,,,,"Mount Isa Orogen, Cloncurry-Selwyn Zone",,,,"Mount Isa Orogen,North Australian Element,Soldiers Cap Domain",Deposit
deposit_1132,334660,QLD,"139.9062,-21.0446",historic mine,Proterozoic,unknown,unknown,unknown,"Mount Isa Orogen, Mary Kathleen Zone",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_1133,334663,QLD,"149.8629,-23.4531",mineral deposit,,,,,New England Orogen,,,,"New England Orogen,Tasman Element,Yarrol Province",Deposit
deposit_1134,334665,VIC,"146.564,-38.2347",mineral deposit,Cenozoic,,,,Gippsland Basin,,,"Gippsland Basin,Selwyn Province","Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element",Deposit
deposit_1135,334666,WA,"121.0012,-27.382",closed,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province",,,Carey Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_1136,334667,WA,"121.7924,-32.1134",mineral deposit,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province",,Kambalda Nickel Metallogenic Province,Cowan Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_1137,334668,WA,"116.2865,-33.3917",operating mine,,,,,Collie Basin,,,Collie Basin,"West Australian Element,Yilgarn Craton",Deposit
deposit_1138,334672,WA,"116.118,-22.829",mineral deposit,Proterozoic,,,,,Warakurna Large Igneous Province,,"Ashburton Basin,Fortescue Basin,Hamersley Basin","Gascoyne Province,Pilbara Craton,West Australian Element",Deposit
deposit_1139,334673,TAS,"147.8347,-40.8288",mineral deposit,,,,,Lachlan Orogen,,,"Bass Basin,Durroon Sub-basin","Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element",Deposit
deposit_1140,334674,NSW,"151.6,-32.9568",closed,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
