depositID:ID,ENO:int,STATE:string,LOCATION:string,OPERATING_STATUS:string,GEOLOGIC_AGE:string,DEPOSIT_MODEL_ENVIRONMENT:string,DEPOSIT_MODEL_GROUP:string,DEPOSIT_MODEL_TYPE:string,PROVINCES:string,IGNEOUS:string,METALLOGENIC:string,SEDIMENTARY:string,TECTONIC:string,:LABEL
deposit_0001,333934,WA,"120.4823,-32.1997",historic mine,Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,"Yilgarn Craton, Maggie Hays Nickel Metallogenic Province, Southern Cross Domain (Youanmi Terrane)",,Maggie Hays Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0002,333935,WA,"116.937,-28.8276",historic mine,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0003,333940,WA,"121.3858,-30.6971",mineral deposit,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0004,333942,QLD,"145.3128,-17.5644",historic mine,,Magmatic hydrothermal,Skarn,Skarn tin ± copper ± Mo,"Mossman Orogen, Hodgkinson Province",,,,"Hodgkinson Province,Mossman Orogen,Tasman Element",Deposit
deposit_0005,333947,VIC,"144.5113,-36.673",historic mine,,,,,Lachlan Orogen,,,,"Bendigo Zone,Lachlan Orogen,Tasman Element",Deposit
deposit_0006,333948,WA,"121.4138,-30.8593",historic mine,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0007,333950,NSW,"150.01,-33.3569",historic mine,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_0008,333951,NT,"131.3209,-13.4659",mineral deposit,Paleoproterozoic,,,,Pine Creek Orogen,,,,"North Australian Element,Pine Creek Orogen",Deposit
deposit_0009,333953,QLD,"148.7596,-23.044",mineral deposit,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_0010,333954,WA,"119.4177,-27.2506",historic mine,Archean,,,,Yilgarn Craton,,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0011,333961,QLD,"150.0181,-25.9853",mineral deposit,Mesozoic,,,,Surat Basin,,,"Bowen Basin,Surat Basin","Connors-Auburn Province,New England Orogen,Tasman Element",Deposit
deposit_0012,333962,WA,"118.3604,-25.3437",historic mine,Proterozoic,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Bryah Basin,"West Australian Element,Yilgarn Craton",Deposit
deposit_0013,333963,WA,"121.5698,-31.5287",historic mine,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0014,333964,WA,"117.1261,-27.5321",mineral deposit,Archean,,,,"Yilgarn Craton, Murchison Province",Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0015,333966,SA,"138.4513,-30.5789",care and maintenance,Proterozoic,Magmatic hydrothermal,Replacement,,Delamerian Orogen,,,,"Delamerian Orogen,South Australian Element",Deposit
deposit_0016,333967,WA,"121.0316,-29.7251",historic mine,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0017,333968,WA,"120.2106,-21.9164",historic mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Pilbara Craton,Warakurna Large Igneous Province,,,"Pilbara Craton,West Australian Element",Deposit
deposit_0018,333969,WA,"122.2636,-19.1904",mineral deposit,,Basin hydrothermal,Mississippi Valley-type (MVT),MVT zinc-lead,"Canning Basin, Broome Platform",Kalkarindji Igneous Province,,Canning Basin,Central Australian Element,Deposit
deposit_0019,333970,WA,"121.131,-29.9549",operating mine,Archean,,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0020,333972,SA,"139.95,-31.467",mineral deposit,Cenozoic,Infiltrational,Uranium,Sandstone uranium,"Lake Eyre Basin, Callabonna Sub-basin",,,"Arrowie Basin,Billeroo Paleovalley,Lake Eyre Basin","Curnamona Province,South Australian Element",Deposit
deposit_0021,333975,WA,"119.583,-23.3984",mineral deposit,Archean,,,,Hamersley Basin,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element",Deposit
deposit_0022,333982,QLD,"144.3825,-17.0991",mineral deposit,,Magmatic hydrothermal,Skarn,Skarn zinc-lead-silver,Hodgkinson Province,,,,"Hodgkinson Province,Mossman Orogen,Tasman Element",Deposit
deposit_0023,333983,QLD,"146.112,-20.3798",mineral deposit,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal-mafic VMS,"Charters Towers Province, Lolworth-Ravenswood Block, Thalanga Base Metal Metallogenic Province, Seventy Mile Range Subprovince",,,,"Charters Towers Province,Tasman Element,Thomson Orogen",Deposit
deposit_0024,333986,NSW,"145.8778,-31.5653",operating mine,,Metamorphic hydrothermal,Orogenic,Orogenic copper ± gold,"Lachlan Orogen, Lachlan Orogen, Cobar Basin",,,Cobar Basin,"Central NSW - Omeo Province,Lachlan Orogen,Tasman Element",Deposit
deposit_0025,333988,WA,"120.5206,-29.7839",historic mine,Archean,,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Southern Cross Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0026,333989,QLD,"148.1726,-21.5886",operating mine,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_0027,333991,QLD,"148.2911,-22.3694",operating mine,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_0028,333994,QLD,"140.0072,-20.7946",historic mine,Proterozoic,,,,"Mount Isa Orogen, Mary Kathleen Zone",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_0029,333998,WA,"120.2149,-26.7575",operating mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Kalgoorlie Terrane, Norseman-Wiluna Belt",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0030,333999,QLD,"139.967,-21.0459",mineral deposit,Proterozoic,Regional metasomatic,Alkali-calcic,Low Iron alkali-calcic,"Mount Isa Orogen, Kalkadoon-Leichhardt Domain, Mary Kathleen Zone",,,,"Mitakoodi Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_0031,334000,QLD,"140.5309,-21.024",mineral deposit,Proterozoic,Regional metasomatic,IOCG,,"Mount Isa Orogen, Selwyn Metallogenic Province, Cloncurry-Selwyn Zone",,,,"Marimo-Staveley Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_0032,334001,NT,"132.454,-14.4431",historic mine,Proterozoic,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Pine Creek Orogen,Kalkarindji Igneous Province,,,"North Australian Element,Pine Creek Orogen",Deposit
deposit_0033,334002,QLD,"144.2496,-16.9363",care and maintenance,Paleozoic,Magmatic hydrothermal,Skarn,Skarn zinc-lead-silver,Hodgkinson Province,,,,"Hodgkinson Province,Mossman Orogen,Tasman Element",Deposit
deposit_0034,334005,NSW,"151.0375,-32.4366",care and maintenance,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_0035,334006,NSW,"151.13,-32.5269",operating mine,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_0036,334007,WA,"122.1811,-31.5133",closed,,Magmatic,Pegmatite,LCT pegmatite,"Yilgarn Craton, Kalgoorlie Terrane",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0037,334010,WA,"118.9739,-30.6708",mineral deposit,Archean,,,,"Yilgarn Craton, Forrestania Nickel Metallogenic Province, Southern Cross Province",,Forrestania Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0038,334016,SA,"140.2846,-32.7956",mineral deposit,Proterozoic,,,,Delamerian Orogen,,,,"Delamerian Orogen,Tasman Element",Deposit
deposit_0039,334019,QLD,"148.6316,-22.8481",operating mine,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_0040,334020,VIC,"144.4402,-37.7043",operating mine,Cenozoic,,,,Otway Basin,,,Selwyn Province,"Bendigo Zone,Lachlan Orogen,Tasman Element",Deposit
deposit_0041,334021,WA,"121.4606,-29.3323",mineral deposit,Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0042,334023,WA,"120.4043,-22.0766",mineral deposit,,,,,,Warakurna Large Igneous Province,,Fortescue Basin,"Pilbara Craton,West Australian Element",Deposit
deposit_0043,334024,WA,"120.3583,-33.6086",mineral deposit,,,,,,,Ravensthorpe Nickel Metallogenic Province,,"Albany-Fraser Orogen,Central Australian Element,Northern Foreland,Yilgarn Craton",Deposit
deposit_0044,334026,WA,"116.9502,-28.9033",historic mine,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0045,334035,QLD,"140.7829,-20.4424",care and maintenance,Proterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,Mount Isa Orogen,,,"Carpentaria Basin,Karumba Basin","Canobie Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_0046,334036,WA,"116.4842,-28.7014",mineral deposit,,,,,"Yilgarn Craton, Buddadoo Hills Vanadium Metallogenic Province",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0047,334037,WA,"119.5085,-25.3181",historic mine,Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"Marymia Dome,West Australian Element,Yilgarn Craton",Deposit
deposit_0048,334038,VIC,"146.4,-38.197",mineral deposit,Cenozoic,,,,Gippsland Basin,,,"Gippsland Basin,Selwyn Province","Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element",Deposit
deposit_0049,334039,VIC,"146.3426,-38.4142",mineral deposit,Cenozoic,,,,Gippsland Basin,,,"Gippsland Basin,Selwyn Province",Tasman Element,Deposit
deposit_0050,334041,WA,"117.8967,-23.4289",mineral deposit,,,,,,Warakurna Large Igneous Province,,"Ashburton Basin,Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element",Deposit
deposit_0051,334042,WA,"118.4356,-26.6749",historic mine,Archean,,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province",Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0052,334043,NT,"129.1739,-19.966",historic mine,Proterozoic,,,,Tanami Orogen,Kalkarindji Igneous Province,,,"North Australian Element,Tanami Orogen",Deposit
deposit_0053,334049,NSW,"150.76,-34.3769",operating mine,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_0054,334052,WA,"115.4242,-30.6352",under development,,Erosional,Placer,Heavy mineral sands,,,,Perth Basin,"Pinjarra Element,Pinjarra Orogen",Deposit
deposit_0055,334054,WA,"115.9062,-32.3963",mineral deposit,,Erosional,Placer,Heavy mineral sands,,,,"Mandurah Terrace,Perth Basin","Pinjarra Element,Pinjarra Orogen",Deposit
deposit_0056,333778,WA,"119.3208,-31.2303",historic mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province",,Forrestania Nickel Metallogenic Province,Deborah Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0057,333779,QLD,"139.366,-19.6961",historic mine,Proterozoic,Metamorphic hydrothermal,Orogenic,Orogenic copper ± gold,"Mount Isa Orogen, Lawn Hill Platform",,,,"Leichhardt River Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_0058,333780,QLD,"139.914,-19.988",mineral deposit,Proterozoic,Regional metasomatic,IOCG,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",,,,"Kalkadoon-Leichhardt Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_0059,333781,WA,"116.4559,-32.9292",operating mine,Cenozoic,Supergene,Laterite,Bauxite,"Yilgarn Craton, Southwest Terrane, Western Gneiss Terrane",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0060,333783,NSW,"152.181,-32.6017",historic mine,,,,,New England Orogen,,,,"Eastern Province,Lachlan Orogen,New England Orogen,Tamworth Province,Tasman Element",Deposit
deposit_0061,333784,NT,"133.8237,-19.4448",operating mine,Paleoproterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,"Tennant Creek Block, Warramunga Province, Warrego Metallogenic Province",Kalkarindji Igneous Province,,Warramunga Province,North Australian Element,Deposit
deposit_0062,333785,QLD,"140.5736,-22.0939",closed,Mesoproterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,"Mount Isa Orogen, Kuridala-Selwyn Domain, Selwyn Metallogenic Province, Cloncurry-Selwyn Zone",,,Eromanga Basin,"Kuridala-Selwyn Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_0063,333787,WA,"121.8636,-31.0533",historic mine,Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0064,333788,QLD,"144.266,-16.93",operating mine,Paleozoic,,,,Hodgkinson Province,,,,"Hodgkinson Province,Mossman Orogen,Tasman Element",Deposit
deposit_0065,333789,NSW,"148.7537,-34.6008",historic mine,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,"Lachlan Orogen, Lachlan Orogen",,,,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_0066,333791,NSW,"151.135,-32.4688",closed,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_0067,333792,NSW,"151.3139,-32.5324",mineral deposit,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_0068,333799,WA,"115.3346,-34.2601",mineral deposit,,Erosional,Placer,Heavy mineral sands,Perth Basin,,,"Bunbury Trough,Perth Basin","Pinjarra Element,Pinjarra Orogen",Deposit
deposit_0069,333800,WA,"120.594,-26.374",historic mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province",Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0070,333802,SA,"138.9159,-35.2511",care and maintenance,Paleozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-mafic zinc-lead,Kanmantoo Fold Belt,,,,"Delamerian Orogen,Tasman Element",Deposit
deposit_0071,333803,WA,"120.5777,-27.599",care and maintenance,Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,"Yilgarn Craton, Eastern Goldfields Province, Mount Keith Nickel Metallogenic Province",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0072,333804,WA,"118.2887,-27.0444",historic mine,Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,Hope Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0073,333806,WA,"118.2702,-27.1215",historic mine,Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0074,333808,WA,"121.264,-30.7497",mineral deposit,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Kalgoorlie Terrane",,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0075,333810,WA,"127.4902,-18.4375",mineral deposit,Proterozoic,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,Halls Creek Orogen - central zone,Kalkarindji Igneous Province,,,"Halls Creek Orogen,Lamboo Province,North Australian Element",Deposit
deposit_0076,333811,WA,"121.6939,-31.2403",operating mine,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,Lefroy Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0077,333814,WA,"121.0578,-30.5275",mineral deposit,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0078,333775,WA,"120.4456,-27.0402",mineral deposit,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0079,333817,QLD,"148.4427,-21.7709",operating mine,,,,,Bowen Basin,,,Bowen Basin,"Connors-Auburn Province,New England Orogen,Tasman Element",Deposit
deposit_0080,333818,QLD,"148.0471,-23.9214",closed,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen",Deposit
deposit_0081,333820,WA,"121.1741,-30.9532",historic mine,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0082,333821,NT,"135.0907,-15.1487",operating mine,,Basin chemical,Iron formation,Oolitic iron formation,McArthur Basin,,,McArthur Basin,North Australian Element,Deposit
deposit_0083,333822,WA,"121.2687,-30.9694",mineral deposit,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0084,333823,WA,"121.7158,-28.6772",mineral deposit,Cenozoic,,,,"Yilgarn Craton, Eastern Goldfields Province",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0085,333826,WA,"120.9383,-30.4749",mineral deposit,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0086,333832,NT,"131.05,-13.0472",mineral deposit,,,,,,,,,"North Australian Element,Pine Creek Orogen",Deposit
deposit_0087,333837,WA,"119.69,-32.36",mineral deposit,Archean,,,,Yilgarn Craton,,Forrestania Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0088,333840,VIC,"142.428,-34.9608",mineral deposit,,Erosional,Placer,Heavy mineral sands,Murray Basin,,,Murray Basin,"Lachlan Orogen,Stawell Zone,Tasman Element",Deposit
deposit_0089,333843,WA,"118.7172,-25.6394",historic mine,Proterozoic,,,,"Yilgarn Craton, Bryah Basin, Plutonic Gold Metallogenic Province",Warakurna Large Igneous Province,,,"Marymia Dome,West Australian Element,Yilgarn Craton",Deposit
deposit_0090,333844,TAS,"146.9175,-41.403",mineral deposit,,,,,Gippsland Basin,,,"Tasmania Basin,Thylacine Province","Delamerian Orogen,Tasman Element",Deposit
deposit_0091,333847,WA,"116.968,-29.1697",historic mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0092,333848,WA,"116.9589,-28.9387",historic mine,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0093,333849,WA,"117.9112,-23.4375",historic mine,Paleoproterozoic,,,,,Warakurna Large Igneous Province,,"Ashburton Basin,Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element",Deposit
deposit_0094,333850,WA,"119.6801,-32.4504",mineral deposit,Archean,,,,"Yilgarn Craton, Forrestania Nickel Metallogenic Province, Southern Cross Province",,Forrestania Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0095,333852,TAS,"145.3833,-41.85",mineral deposit,Paleozoic,,,,Delamerian Orogen,,,Thylacine Province,"Delamerian Orogen,Tasman Element",Deposit
deposit_0096,333855,WA,"121.4097,-30.8258",historic mine,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0097,333856,QLD,"138.1412,-17.4756",mineral deposit,Proterozoic,Basin hydrothermal,Unconformity-related,Unconformity-related uranium,McArthur Basin,,,"Karumba Basin,McArthur Basin",North Australian Element,Deposit
deposit_0098,333860,QLD,"148.069,-24.469",mineral deposit,,,,,Bowen Basin,,,Bowen Basin,"Tasman Element,Thomson Orogen",Deposit
deposit_0099,333862,SA,"137.17,-30.4471",operating mine,,,,,Eromanga Basin,,,Eromanga Basin,"Gawler Craton,Olympic Domain,South Australian Element",Deposit
deposit_0100,333863,WA,"121.2482,-30.9641",historic mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0101,333865,QLD,"145.2722,-14.9385",mineral deposit,,,,,Hodgkinson Province,,,,"Hodgkinson Province,Mossman Orogen,Tasman Element",Deposit
deposit_0102,333866,WA,"117.8312,-28.0127",historic mine,Archean,,,,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Domain",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0103,333815,WA,"120.1874,-21.665",mineral deposit,Archean,,,,Pilbara Craton,Warakurna Large Igneous Province,,,"Pilbara Craton,West Australian Element",Deposit
deposit_0104,333869,QLD,"139.112,-19.7571",mineral deposit,,Basin chemical,Phosphorite,Phosphorite,Georgina Basin,,,Georgina Basin,"Mount Isa Orogen,Mount Oxide Domain,North Australian Element",Deposit
deposit_0105,333870,QLD,"139.0702,-19.7686",operating mine,Proterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-carbonate zinc-lead,"Mount Isa Orogen, Century Domain, Lawn Hill Platform",,,,"Mount Isa Orogen,Mount Oxide Domain,North Australian Element",Deposit
deposit_0106,333871,WA,"119.4926,-31.4646",historic mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province, Southern Cross Domain (Youanmi Terrane)",,Forrestania Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0107,333872,WA,"121.545,-28.6656",historic mine,Archean,,,,"Yilgarn Craton, Darlot Gold Metallogenic Province, Eastern Goldfields Province, Norseman-Wiluna Belt",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0108,333873,QLD,"139.4756,-20.7159",operating mine,Paleoproterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-carbonate zinc-lead,"Mount Isa Orogen, Leichhardt River Domain, Leichhardt River Fault Trough",,,,"Leichhardt River Domain,Mount Isa Orogen,North Australian Element",Deposit
deposit_0109,333874,WA,"121.7941,-32.1964",operating mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0110,333876,TAS,"145.5431,-41.7723",operating mine,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Felsic-siliciclastic VMS,"Delamerian Orogen, Dundas Trough, Mount Read Igneous Province, Rosebery Basemetal Metallogenic Province",,,Thylacine Province,"Delamerian Orogen,Tasman Element",Deposit
deposit_0111,333880,WA,"121.5761,-30.6101",operating mine,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0112,333883,WA,"117.1852,-22.1833",operating mine,Archean,,,,Hamersley Basin,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element",Deposit
deposit_0113,333889,VIC,"144.0731,-36.9849",historic mine,,,,,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province",,,,"Bendigo Zone,Lachlan Orogen,Tasman Element",Deposit
deposit_0114,333890,WA,"116.9626,-28.7772",operating mine,Archean,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Felsic-siliciclastic VMS,"Yilgarn Craton, Golden Grove Base Metal Metallogenic Province, Murchison Domain (Youanmi Terrane), Murchison Domain",,,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0115,333891,QLD,"145.1986,-20.6335",mineral deposit,,,,,Galilee Basin,,,Galilee Basin,"Charters Towers Province,Tasman Element,Thomson Orogen",Deposit
deposit_0116,333907,WA,"119.1229,-22.9469",operating mine,,Basin chemical,Iron formation,Superior-type banded iron formation,Hamersley Basin,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element",Deposit
deposit_0117,333909,NSW,"148.4394,-33.9159",mineral deposit,Paleozoic,,,,Lachlan Orogen,,,,"Eastern Province,Lachlan Orogen,Tasman Element",Deposit
deposit_0118,333911,QLD,"150.4344,-23.8453",mineral deposit,,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion iron-titanium-vanadium,New England Orogen,,,,"New England Orogen,Tasman Element,Yarrol Province",Deposit
deposit_0119,333912,TAS,"145.3314,-41.9155",historic mine,Paleozoic,Basin hydrothermal,Sediment-hosted,Irish-type sediment-hosted zinc-lead,Delamerian Orogen,,,Thylacine Province,"Delamerian Orogen,Tasman Element",Deposit
deposit_0120,333913,QLD,"144.9555,-19.0254",mineral deposit,Cenozoic,Supergene,Laterite,Laterite nickel,Thomson Orogen,,,,"Broken River Province,Mossman Orogen,Tasman Element,Thomson Orogen",Deposit
deposit_0121,333915,WA,"121.4917,-31.3181",historic mine,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0122,333916,NSW,"151.4197,-32.5275",closed,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,New England Orogen,Tamworth Province,Tasman Element",Deposit
deposit_0123,333921,QLD,"151.822,-26.5953",mineral deposit,Mesozoic,,,,Tarong Basin,,,,"New England Orogen,Tasman Element,Wandilla Province",Deposit
deposit_0124,333922,QLD,"150.2872,-26.5786",operating mine,Mesozoic,,,,Surat Basin,,,Surat Basin,"Connors-Auburn Province,New England Orogen,Tasman Element",Deposit
deposit_0125,333923,WA,"120.9536,-30.2203",mineral deposit,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton",Deposit
deposit_0126,333925,WA,"122.4593,-29.0136",mineral deposit,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,Carey Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0127,333926,WA,"122.578,-31.21",mineral deposit,,,,,Yilgarn Craton,,,Lefroy Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
deposit_0128,333927,WA,"117.302,-27.8159",mineral deposit,,,,,"Yilgarn Craton, Murchison Province",,,Moore-Monger Paleovalley,"West Australian Element,Yilgarn Craton",Deposit
