companyNameID:ID,text:string
compname_9966,Erasteel Alloys UK Ltd
compname_9967,Erasteel Champagnole SAS
compname_9968,Erb Cape LLC
compname_9969,Erb Equipment Co Inc
compname_9970,Erbacon Investment Holdings Ltd
compname_9971,Erbosan Erciyas Boru Sanayii ve Ticaret AS
compname_9972,Erbud SA
compname_9973,Erc Barton Wood (Australia) Pty Ltd
compname_9974,Erciyas Celik Boru Sanayi AS
compname_9975,Erdene Resource Development Corp
compname_9976,Erdenet Auto Zam JSC
compname_9977,Eredi Bellini Stefano SpA
compname_9978,Eredi Bianchi Giuseppe SpA
compname_9979,Eregli Demir ve Celik Fabrikalari TAS
compname_9980,Erg Connect Pty Ltd
compname_9981,Ergas SA
compname_9982,Eric H Stewart Graphic Engravers
compname_9983,Eric H Stewart Graphic Engravers EHS Awards
compname_9984,Erin Mineral Resources Pty Limited
compname_9985,Erinbar Limited
compname_9986,Erinbar Ltd
compname_9987,Erith Contractors Ltd
compname_9988,Erm Power (Holdings) Pty Ltd
compname_9989,Erm Power Limited
compname_9990,Erm Power Pty Ltd
compname_9991,Erm Power Retail Pty Ltd
compname_9992,Erm-Europe Ltd
compname_9993,Erm-Na Holdings Corp
compname_9994,Ero Mining Limited
compname_9995,Eroc Pty Limited
compname_9996,Eromanga Hydrocarbons Limited
compname_9997,Eromanga Hydrocarbons N L
compname_9998,Eromanga Uranium Limited
compname_9999,Erongo Energy Limited
compname_10000,Erpo SL
compname_10001,Errawarra Resources Ltd
compname_10002,Erreci Srl
compname_10003,Erste Bayerische Basaltstein
compname_10004,Ervin Amasteel
compname_10005,Esab Group Srl
compname_10006,Esart Fonderie Srl
compname_10007,Esco Holdings Pty Limited
compname_10008,Esco Northgate Pty Ltd
compname_10009,Escorias Y Derivados SA
compname_10010,Esen Mining Consulting Pty Ltd
compname_10011,Esex Srl
compname_10012,Esg Minerals Limited
compname_10013,Esg Minerals Pty Ltd
compname_10014,Eskay K'n'IT India Ltd
compname_10015,Eskay Mining Corp
compname_10016,Eskay Resources Pty Ltd
compname_10017,Esmycsa SA
compname_10018,Esor Ltd
compname_10019,Espanola del Zinc SA
compname_10020,Esperance Minerals Limited
compname_10021,Esperance Minerals N.L.
compname_10022,Esperanza Resources Corp
compname_10023,Esplanade Capital Group Ltd
compname_10024,Esports Mogul Asia Pacific Limited
compname_10025,Esports Mogul Limited
compname_10026,Essar Steel Orissa Ltd
compname_10027,Essel Mining & Industries Ltd
compname_10028,Essen Italia Srl
compname_10029,Essential Metals Limited
compname_10030,Essential Metals Ltd
compname_10031,Essential Metals Pty Ltd
compname_10032,Essential Mining Solutions Pty Ltd
compname_10033,Esso Australia Ltd.
compname_10034,Esso Standard Oil (Australia) Limited
compname_10035,Esso Standard Oil (Australia) Pty. Limited
compname_10036,Estral SpA
compname_10037,Estrella Gold Corp
compname_10038,Estrella Resources
compname_10039,Estrella Resources Limited
compname_10040,Estrella Resources Ltd
compname_10041,Estrella Resources Pty Limited
compname_10042,Estructuras Metalicas Frutos SA
compname_10043,Estructuras Metalicas Singulares SA
compname_10044,Estrusione Roccafranca Srl
compname_10045,Estrusione Tecnologie Avanzate-SpA
compname_10046,Etablissement Maisonneuve SAS
compname_10047,Etablissement Pascal De Saedeleir NV
compname_10048,Etablissements Cazal SASU
compname_10049,Etablissements Debris
compname_10050,Etablissements Hoslet SA
compname_10051,Etablissements Jean Villeton SAS
compname_10052,Etablissements Jean Wust SA
compname_10053,Etablissements Masci
compname_10054,Etablissements Moniquet SPRL
compname_10055,Etablissements Offroy
compname_10056,Etablissements P L Maitre
compname_10057,Etablissements Pouchard Et Co
compname_10058,Etablissements R Doolaeghe & Cie SA
compname_10059,Etablissements Romaire SAS
compname_10060,Etablissements Servet Duchemin SA
compname_10061,Etablissements Viellevoye SA
compname_10062,Etch Coatings
compname_10063,Etermar - Engenharia SA
compname_10064,Eterniti Steels Ltd
compname_10065,Ethan Minerals Allegra Mining Zambia Limited
compname_10066,Ethan Minerals Limited
compname_10067,Etheridge Operations Pty Ltd
compname_10068,Ethic Steel Supplier
compname_10069,Ethical Development Corporation Pty Ltd
compname_10070,Etilor SAS
compname_10071,Etna Alluminio SpA
compname_10072,Etnall SpA
compname_10073,Etosa Obras Y Servicios SA
compname_10074,Etrs Pty. Ltd.
compname_10075,Etrusca Profilati Srl
compname_10076,Etruscan Resources P L
compname_10077,Etruscus Resources Corp
compname_10078,Ets Descours Et Cabaud Provence Alpes Cote d Azur SASU
compname_10079,Ets Jacquet-Labaisse SPRL
compname_10080,Etteplan Industry AB
compname_10081,Etteplan Oyj
compname_10082,Etteplan Sweden AB
compname_10083,Ettol Engineered Solutions
compname_10084,Etude Pluridiscipli Habitat Travau Annex
compname_10085,Etudes Construction Et Maintenance Et Par Abreviation E.C.M.
compname_10086,Etudes Et Recherches Geotechniques
compname_10087,Etudes&Representations Generales SA
compname_10088,Eulonga Quarries Pty Limited
compname_10089,Eulonga Quarries Pty Ltd
compname_10090,Eumeralla Resources Ltd
compname_10091,Eupene Exploration Enterprises Pty Ltd
compname_10092,Eur - Acciai SpA
compname_10093,Eural Gnutti SpA
compname_10094,Euralba Mining Ltd
compname_10095,Euralba Mining N.L.
compname_10096,Eurarma SASU
compname_10097,Eurasia Mining PLC
compname_10098,Eurasian Natural Resources Corp Ltd
compname_10099,Euraust Ltd
compname_10100,Eure Inox Srl
compname_10101,Eureco Srl
compname_10102,Eureka Capital Partners Ltd
compname_10103,Eureka Energy Ltd
compname_10104,Eureka Lithium Corp
compname_10105,Eureka Mining PLC
compname_10106,Eurisk SASU
compname_10107,Euro Clad Holdings Ltd
compname_10108,Euro Edes SpA
compname_10109,Euro Exploration Services Pty Ltd
compname_10110,Euro Ferroviaria Srl
compname_10111,Euro Gemmoro Srl
compname_10112,Euro Iron
compname_10113,Euro Manganese Inc
compname_10114,Euro Pali Srl
compname_10115,Euro Ressources SA
compname_10116,Euro Sider Scalo SpA
compname_10117,Euro Stampaggi SpA
compname_10118,Euro Sun Mining Inc
compname_10119,Euro Trade SpA
compname_10120,Euro-Doc Sarl
compname_10121,Euro-Mit Staal BV
compname_10122,Euro-Nevada Mining Corp
compname_10123,Euroacciai Srl
compname_10124,Eurobattery Minerals AB
compname_10125,Eurocel SAS
compname_10126,Eurocomet Tubi Srl
compname_10127,Eurocommerce Holding BV
compname_10128,Eurocon Consulting AB
compname_10129,Euroconsult Engineering Consulting Group SA
compname_10130,Euroenergy Group Srl
compname_10131,Euroestudios SL
compname_10132,Euroflex SpA
compname_10133,Eurofusione Srl
compname_10134,Eurogiciel SASU
compname_10135,Eurogroup SpA/Monfalcone
compname_10136,Euroinox Srl
compname_10137,Euroleghe Trading Srl
compname_10138,Eurolink Motorway Operations M3 Ltd
compname_10139,Euromax Resources Ltd
compname_10140,Euromecc Srl
compname_10141,Euronord SpA
compname_10142,Europa Metals Ltd
compname_10143,Europe Metals BV
compname_10144,Europe Minerals BV
compname_10145,Europea 92 SpA
compname_10146,European American Resources Inc
compname_10147,European Cannabis Corp Ltd
compname_10148,European Cobalt Ltd
compname_10149,European Electric Metals Inc
compname_10150,European Ferro Metals Ltd
compname_10151,European Green Transition Plc
compname_10152,European Lithium Limited
compname_10153,European Lithium Ltd
compname_10154,European Metals Holdings Limited
compname_10155,European Metals Holdings Ltd
compname_10156,European Technical
compname_10157,Europol Intelligent Network Co Ltd
compname_10158,Europower SpA
compname_10159,Europressvit - Srl
compname_10160,Europrofil AS
compname_10161,Eurosider Srl
compname_10162,Eurostandard SpA
compname_10163,Eurotelesites AG
compname_10164,Eurotradia International SA
compname_10165,Eurotravi Srl
compname_10166,Eurotubi Europa Srl
compname_10167,Eurotubi Srl
compname_10168,Eurovia Bourgogne SASU
compname_10169,Eurovia Champagne Ardenne SAS
compname_10170,Eurovia Haute Normandie SASU
compname_10171,Eurovia Pas de Calais SAS
compname_10172,Eurovia Picardie SASU
compname_10173,Eurovia Provence Alpes Cote d'Azur SASU
compname_10174,Eurovia Str SAS
compname_10175,Eurozinc Mining Corp
compname_10176,Eusider SpA
compname_10177,Eutaw Construction Co Inc
compname_10178,Eutron SpA
compname_10179,Evans & Peck Pty Ltd
compname_10180,Evans Deakin Limited
compname_10181,Evans Deakin Pty Ltd
compname_10182,Evans-Graves Engineers Inc
compname_10183,Evasi E Castelnuovo Srl
compname_10184,Eve Investments Limited
compname_10185,Ever Glory United Holdings Ltd
compname_10186,Ever-Clear Environmental Eng Corp
compname_10187,Everdigm Thor Pty Ltd
compname_10188,Eveready Group of Companies
compname_10189,Everest Infra Energy Ltd
compname_10190,Everest Metals Corp Ltd
compname_10191,Everest Metals Corporation Ltd
compname_10192,Everfor Resources PLC
compname_10193,Evergreen Caissons Inc
compname_10194,Evergreen Energy Inc
compname_10195,Evergreen Lithium Limited
compname_10196,Evergreen Lithium Ltd
compname_10197,Evergreen Lithium Pty Ltd
compname_10198,Evergreene Architectural Arts Inc
compname_10199,Everingham Wrought Iron
compname_10200,Everlast Minerals Ltd
compname_10201,Everlast Minerals Pty Ltd
compname_10202,Everlast Steelwork
compname_10203,Everlight Resources Ltd
compname_10204,Everlight Resources Pty Ltd
compname_10205,Everlight Resources Pty. Ltd.
compname_10206,Everun machining Products
compname_10207,Everus Construction Group Inc
compname_10208,Every Day Mine Services Limited
compname_10209,Evetts Mulch Soil Sand
compname_10210,Evion Group NL
compname_10211,Evo Metalworks
compname_10212,Evolution Blockchain Group Inc
compname_10213,Evolution Clotheslines
compname_10214,Evolution Drill Rigs Pty Ltd
compname_10215,Evolution Energy Minerals Limited
compname_10216,Evolution Energy Minerals Ltd
compname_10217,Evolution Global Frontier Ventures Corp
compname_10218,Evolution Materials Limited
compname_10219,Evolution Mining
compname_10220,Evolution Mining (Northparkes) Pty Ltd
compname_10221,Evolution Mining Gold Operations Ltd
compname_10222,Evolution Mining Limited
compname_10223,Evolution Mining Ltd
compname_10224,Evolution Mining Phoenix Pty Ltd
compname_10225,Evolution Rescue and Training Pty Ltd
compname_10226,Evolution Stainless Steel
compname_10227,Evraz Dnipropetrovsk Metallurgical Plant PJSC
compname_10228,Evraz Highveld Steel & Vanadium Ltd
compname_10229,Evraz North America PLC
compname_10230,Evraz PLC
compname_10231,EvrazHolding Finance OOO
compname_10232,ExGen Resources Inc
compname_10233,Exact Contracting
compname_10234,Exact Mining Group Pty Ltd
compname_10235,Exact Mining Services Pty Ltd
compname_10236,Exact Sheetmetal
compname_10237,Exactical Pty Ltd
compname_10238,Exalt Resources Limited
compname_10239,Exalt Resources Ltd
compname_10240,Exbasa Obras Y Servicios SL
compname_10241,Excavaciones Viuda De Sainz SA
compname_10242,Excedo Exploration Pty Ltd
compname_10243,Exceed Consulting WA Pty Ltd
compname_10244,Excel Coal Limited
compname_10245,Excel Coal Ltd
compname_10246,Excel Coal Marketing Pty Ltd
compname_10247,Excel Engineering Inc
compname_10248,Excel Engineering Inc/TX
compname_10249,Excel Gold Mining Inc
compname_10250,Excel Mining Ltd
compname_10251,Excel Undercarriage
compname_10252,Excellent Plating Works Pty Ltd
compname_10253,Excellon Resources Inc
compname_10254,Excelsior Gold Limited
compname_10255,Excelsior Gold Pty Ltd
compname_10256,Exceptional Tuition and Resumes
compname_10257,Excess Insurance Australia Ltd
compname_10258,Exchange Mineral Resources Pty Ltd
compname_10259,Excite Engineering
compname_10260,Exclusive Louvres
compname_10261,Exclusive Trophies
compname_10262,Exco Resources Limited
compname_10263,Exco Resources N.L.
compname_10264,Exco Resources NL
compname_10265,Exco Resources Pty Limited
compname_10266,Exco Resources Pty Ltd
compname_10267,Exco Resources QLD Pty Ltd
compname_10268,Exeau T P SAS
compname_10269,Executis
compname_10270,Executive Asset Management Pty Ltd
compname_10271,Executive Coating Solutions
compname_10272,Exel Fil SA
compname_10273,Exelco NV
compname_10274,Exelco Sourcing BVBA
compname_10275,Exelon Infrastructure Ltd
compname_10276,Exergen
compname_10277,Exeter Resource Corp
compname_10278,Exhaust Insulation
compname_10279,Exl Coal Marketing Pty Ltd
compname_10280,Exmouth Quarries Concrete
compname_10281,Exoma Energy Limited
compname_10282,Exoma Energy Pty Ltd
compname_10283,Exore Resources Ltd
compname_10284,Exotic Coal Ltd
compname_10285,Expansion Strip WA
compname_10286,Expedio Always Accurate Data
compname_10287,Expertise-Srl
compname_10288,Explaurum Limited
compname_10289,Explaurum Ltd
compname_10290,Explaurum Operations Pty Ltd
compname_10291,Exploitasi Energi Indonesia Tbk PT
compname_10292,Exploits Discovery Corp
compname_10293,Explor Resources Inc
compname_10294,Exploraction Pty. Ltd.
compname_10295,Exploration & Resource Development Pty. Ltd.
compname_10296,Exploration Auriginor Inc
compname_10297,Exploration Aurtois Inc
compname_10298,Exploration Data Services
compname_10299,Exploration Discovery Services Pty Ltd
compname_10300,Exploration Facilities Pty Ltd
compname_10301,Exploration Management Consultants Pty Ltd
compname_10302,Exploration Mining Information Systems
compname_10303,Exploration Storage Services
compname_10304,Exploris Pty Ltd
compname_10305,Explosion Proof Engine Company EPEC
compname_10306,Explosion Technologies
compname_10307,Expo' Inox SpA
compname_10308,Expocabel
compname_10309,Exponent Inc
compname_10310,Expose Resources Ltd
compname_10311,Express Laser
compname_10312,Expresspak Pty Ltd
compname_10313,Expressway Spares Pty Ltd
compname_10314,Extension Hill Pty Ltd
compname_10315,Exterra Resources
compname_10316,Exterra Resources Limited
compname_10317,Exterra Resources Pty Ltd
compname_10318,Extorre Gold Mines Ltd
compname_10319,Extra Mile People
compname_10320,Extract Resources
compname_10321,Extract Resources Ltd
compname_10322,Extract Resources Pty Ltd
compname_10323,Extractive Industry Association
compname_10324,Extraman
compname_10325,Extreme Excavators
compname_10326,Extreme Vision Welding
compname_10327,Extremena De Perfilados De Aluminio SL
compname_10328,Extrusal-Cia Portuguesa de Extrusao SA
compname_10329,Extrusion Services Sarlu
compname_10330,Extrusiones De Toledo SA
compname_10331,Extruverde-Extrusao de Aluminio SA
compname_10332,Exx No Liability
compname_10333,Exxaro Resources Ltd
compname_10334,Exxaro resources Ltd.
compname_10335,Exxon Coal Australia Limited
compname_10336,Exxon Coal Australia Pty Ltd
compname_10337,Exyte AG
compname_10338,Eyantra Ventures Ltd
compname_10339,Eyre Energy Limited
compname_10340,Eyre Energy Pty Ltd
compname_10341,Eyre Peninsula Minerals Pty Ltd
compname_10342,Ez Industries Limited
compname_10343,Eza Corporation Ltd
compname_10344,Ezeatm Limited
compname_10345,Ezenet Limited
compname_10346,Ezenet Pty Ltd
compname_10347,Ezio Selva Srl
compname_10348,Ezy Action Garage
compname_10349,Ezy Key
compname_10350,Ezz Steel Co SAE
compname_10351,F J Engineering Pty Ltd
compname_10352,F J Roller Door
compname_10353,F Laque
compname_10354,F M Tool Gauge
compname_10355,F Marques Da Silva SA
compname_10356,F Ramada Acos e Industrias SA
compname_10357,F S Group
compname_10358,F. & H. Evans Holdings Ltd.
compname_10359,F. & H. Evans Holdings Pty. Ltd.
compname_10360,F.A. S.P.A.
compname_10361,F.W. Lannen & Associates Pty. Limited
compname_10362,F3 Uranium Corp
compname_10363,F4 Uranium Corp
compname_10364,FACE Contracting
compname_10365,FACE network
compname_10366,FACOR Steels Ltd
compname_10367,FADDA SpA
compname_10368,FAF-Produtos Siderurgicos SA
compname_10369,FAI-FTC SpA
compname_10370,FARIDE PTY LTD
compname_10371,FARRELLY CONSTRUCTION SERVICES PTY LTD
compname_10372,FAST JV
compname_10373,FBF BVBA
compname_10374,FBG Holdings Bhd
compname_10375,FBR Ltd
compname_10376,FCC Construccion SA
compname_10377,FCI Industries
compname_10378,FDB Holdings Ltd
compname_10379,FDM Group Pty Ltd
compname_10380,FDP Hydraulic Mining
compname_10381,FDP Mining
compname_10382,FE Squared Holdings Ltd
compname_10383,FEG Holdings Corporation Ltd
compname_10384,FENNER DUNLOP AUSTRALIA PTY. LTD.
compname_10385,FENSTER FABRICATIONS LIMITED
compname_10386,FERLITO-Ferros do Litoral SA
compname_10387,FERPINTA - Industrias de Tubos de Aco de Fernando Pinho Teixeira SA
compname_10388,FERROCUT AUSTRALIA PTY LIMITED
compname_10389,FERROWEST LTD
compname_10390,FES COAL PTY LTD
compname_10391,FETHERS GLAZING SYSTEMS PTY LTD
compname_10392,FEV Software & Testing Solutions SAS
compname_10393,FFE Minerals Pty Ltd
compname_10394,FFF Australia
compname_10395,FG Equipment
compname_10396,FG Solutions Web
compname_10397,FGS Fonderia Ghisa E Acciai Speciali SpA
compname_10398,FIFO zone
compname_10399,FILTA WASH
compname_10400,FIM cast Srl
compname_10401,FIM-Fonderie Industriali Mondovi' Srl
compname_10402,FIMI - Fabbrica Impianti Macchine Industriali - SpA
compname_10403,FIRA Bau GmbH
compname_10404,FIRE PROTECTION TECHNOLOGIES PTY LTD
compname_10405,FIRST AID FOR KIDS LIMITED
compname_10406,FIRSTMEDEQUIP LTD
compname_10407,FISHING TACKLE AUSTRALIA PTY LTD
compname_10408,FITZROY PTY LTD
compname_10409,FJ Hawney
compname_10410,FJ Metal Products
compname_10411,FJ Willert Contracting Co
compname_10412,FKP Architects Inc
compname_10413,FL Samara Metal Co
compname_10414,FLANDERS Asia Pacific
compname_10415,FLB SAS
compname_10416,FLEETCO HOLDINGS PTY LIMITED
compname_10417,FLEETCO RENTALS PTY LIMITED
compname_10418,FLI International Ltd/Ireland
compname_10419,FLINDERS PROSPECTING PTY LTD
compname_10420,FLINT Corp
compname_10421,FLSMIDTH ABON PTY LTD
compname_10422,FLSMIDTH INDUSTRIAL SOLUTIONS PTY LTD
compname_10423,FLSMIDTH PTY LTD
compname_10424,FLSmidth & Co A/S
compname_10425,FLSmidth Milano Srl
compname_10426,FLSmidth Pvt Ltd
compname_10427,FLUIDRA HOLDINGS AUSTRALIA PTY LTD
compname_10428,FLUOR AUSTRALIA PTY LTD
compname_10429,FM Building Mining Services
compname_10430,FM Conway Ltd
compname_10431,FM Scanu Electronics
compname_10432,FMC
compname_10433,FMC AUSTRALASIA PTY LTD
compname_10434,FMC Gold Co
compname_10435,FMG Pilbara Pty Ltd
compname_10436,FMG Resources Pty Ltd
compname_10437,FMG SOLOMON PTY LTD
compname_10438,FMN Martinelli SpA
compname_10439,FMR Investments Pty Ltd
compname_10440,FMR Resources Ltd
compname_10441,FNQ Custom Sheet Metal
compname_10442,FNQ Engineering
compname_10443,FNQ Welding
compname_10444,FNV Engineering Pty Ltd
compname_10445,FNX Mining Co Inc
compname_10446,FOA SpA
compname_10447,FORCE EQUIPMENT PTY LTD
compname_10448,FORWARD HORIZON LIMITED
compname_10449,FOSTERVILLE GOLD MINE PTY LTD
compname_10450,FOUR MILE PTY LTD
compname_10451,FOXLEIGH COAL PTY LTD
compname_10452,FP Gravity Casting Srl
compname_10453,FPX Nickel Corp
compname_10454,FQM AUSTRALIA HOLDINGS PTY LTD
compname_10455,FQM AUSTRALIA NICKEL PTY LTD
compname_10456,FR Payne
compname_10457,FRCPipes
compname_10458,FSE Lifestyle Services Ltd
compname_10459,FSM Holdings Ltd
compname_10460,FT Engineers
compname_10461,FTC Obras Y Energia SA
compname_10462,FTK Worldwide Manufacturing BVBA
compname_10463,FTV Proclad International Ltd
compname_10464,FUCHS LUBRICANTS PTY LTD
compname_10465,FUGRO AUSTRALIA PTY LTD
compname_10466,FUJIFILM AUSTRALIA PTY LTD
compname_10467,FUJIFILM BUSINESS INNOVATION AUSTRALIA PTY LTD
compname_10468,FUJIFILM CSG LIMITED
compname_10469,FUJIFILM HOLDINGS AUSTRALASIA PTY LTD
compname_10470,FULLGOM S R L
compname_10471,FX Plastering
compname_10472,FZC 11-ti Oktomvri AD Kumanovo
compname_10473,FaRo Acciai Srl
compname_10474,Fabcon Constructions Pty Ltd
compname_10475,Fabled Copper Corp
compname_10476,Fabled Silver Gold Corp
compname_10477,Fabrellas Industries
compname_10478,Fabrica Nacional de Tubos Metalicos Oliva SA
compname_10479,Fabrication Mascot
compname_10480,Fabricom SA
compname_10481,Fabrika Kablova Zajecar AD
compname_10482,Fabrique DE FER Charleroi
compname_10483,Fabryka Butli Technicznych Milmet SA
compname_10484,Fabryka Sprzetu i Narzedzi Gorniczych Grupa Kapitalowa Fasing SA
compname_10485,Facco Corp SpA
compname_10486,Faces SpA
compname_10487,Faci Europe SpA
compname_10488,Facile & Co AB
compname_10489,Facor Alloys Ltd
compname_10490,Facozinc-Facometal SA
compname_10491,Factor Therapeutics Limited
compname_10492,Faggi Enrico SpA
compname_10493,Fair Star Resources Limited
compname_10494,FairStar Resources Ltd
compname_10495,Fairchild Gold Corp
compname_10496,Fairmile Goldtech Inc
compname_10497,Fairmount Santrol Holdings Inc
compname_10498,Fairstar Resources
compname_10499,Fairstar Resources Limited
compname_10500,Fairstar Resources Ltd
compname_10501,Fairway Coal Pty Ltd
compname_10502,Falco Resources Ltd
compname_10503,Falcon Caravan Hire
compname_10504,Falcon Contracting Co Inc
compname_10505,Falcon Energy Materials Plc
compname_10506,Falcon Freight North West
compname_10507,Falcon Gold Corp
compname_10508,Falcon Gold Zimbabwe Ltd
compname_10509,Falcon Metals Ltd/Australia
compname_10510,Falcon Minerals Limited
compname_10511,Falcon Power Co Ltd
compname_10512,Falconbridge Ltd/Old
compname_10513,Falsos Tectos e Perfis Isolantes SA
compname_10514,Fam Srl/Faenza
compname_10515,Famice Pty Ltd
compname_10516,Fancamp Exploration Ltd
compname_10517,FancySteel Steel Chastitybelt Manufacturing
compname_10518,Fandifi Technology Corp
compname_10519,Fangda Carbon New Material Co Ltd
compname_10520,Fangda Special Steel Technology Co Ltd
compname_10521,FansFrenzy Corp
compname_10522,Faprosid Srl
compname_10523,Far East Gold Ltd
compname_10524,Far North Fabrication
compname_10525,Far North Minerals Pty Ltd
compname_10526,Far Northern Resources Limited
compname_10527,Far Northern Resources Ltd
compname_10528,Far Pacific Resources Pty Limited
compname_10529,Far Sud Srl
compname_10530,Far West Mining Ltd
compname_10531,Far-Fonderie Acciaierie Roiale-SpA
compname_10532,Faraday Copper Corp
compname_10533,Farem Fonderie Acciaio Remanzacco Srl
compname_10534,Faresin Building Division SpA
compname_10535,Fargo Enterprises Limited
compname_10536,Farina Guido Srl
compname_10537,Farldraft Pty Ltd
compname_10538,Farley Metals
compname_10539,Farnell Thomas Ltd
compname_10540,Farnsworth Group Inc
compname_10541,Faroil Srl
compname_10542,Farquhars Plumbing Gas Electrical
compname_10543,Farrawell
compname_10544,Farrer Consulting Ltd
compname_10545,Farrugia Steel Fabricators
compname_10546,Fase Engineering Srl
compname_10547,Fase-Estudos e Projectos SA/Portugal
compname_10548,Faser SpA
compname_10549,Fasom Plumbing Castlemaine
compname_10550,Fast Bet Solutions PLC
compname_10551,Fast Formwork Hire
compname_10552,Fast Line Holding Inc
compname_10553,Fast Reactor Pty Ltd
compname_10554,Fast Steel Corp
compname_10555,Fastbrick Robotics Ltd
compname_10556,Fastenal Co
compname_10557,Fasteners Australia
compname_10558,Fastflow Group Ltd
compname_10559,Fata SpA
compname_10560,Fathom Nickel Inc
compname_10561,Faulkner Resources Pty Ltd
compname_10562,Faultzone
compname_10563,Favelle Favco Bhd
compname_10564,Favero E Milan Ingegneria SpA
compname_10565,Fayolle & Fils SADIR
compname_10566,Fazran Holdings Pty. Limited
compname_10567,Fc Srl
compname_10568,Fe Limited
compname_10569,Fe Ltd
compname_10570,Federal Screw Works
compname_10571,Federation Luxury Transportables homes
compname_10572,Federation Metals NL
compname_10573,Federation Mining
compname_10574,Federation Steel Industrial Pty Ltd
compname_10575,Feedlot Machinery and Equipment
compname_10576,Feicheng Mining Group Co Ltd
compname_10577,Feinmu SL
compname_10578,Feishang Anthracite Resources Ltd
compname_10579,Felb Srl
compname_10580,Felix Gold Limited
compname_10581,Felix Gold Ltd
compname_10582,Felix Resources
compname_10583,Felix Resources Limited
compname_10584,Felsar Pty Ltd
compname_10585,Felsen & Zoon BVBA
compname_10586,Feltham Construction Ltd
compname_10587,Female Tradie
compname_10588,Femco Steel Technology Co Ltd
compname_10589,Fender Geophysics
compname_10590,Feng County Economic Development Zone Investment Development Co Ltd
compname_10591,Feng Hsin Steel Co Ltd
compname_10592,Fengxing Co Ltd
compname_10593,Fenis Aluminyum Sanayi ve Ticaret AS
compname_10594,Fenix Resources Limited
compname_10595,Fenix Resources Ltd
compname_10596,FenixOro Gold Corp
compname_10597,Feore Limited
compname_10598,Fer Nova Srl
compname_10599,Fera SpA
compname_10600,Feralpi Siderurgica SpA
compname_10601,Fercometal SAS
compname_10602,Fercos SpA
compname_10603,Ferespe-Fundicao de Ferro e Aco Lda
compname_10604,Ferexport SAS
compname_10605,Ferguson Construction Inc
compname_10606,Ferguson Trenching Co Inc
compname_10607,Ferlat Acciai SpA
compname_10608,Fernando L Gaspar-Sinalizacao e Equipamentos Rodoviarios SA
compname_10609,Fernhill Corp
compname_10610,Ferntree Gully Electroplaters
compname_10611,Fero Group Pty Ltd
compname_10612,Fero Industries Pty Ltd
compname_10613,Fero Reinforcing Pty Ltd
compname_10614,Feroblast (W.A.) Pty Ltd
compname_10615,Ferona AS
compname_10616,FerrAus Ltd
compname_10617,FerrAus Pty Ltd
compname_10618,Ferralca SA
compname_10619,Ferralic SL
compname_10620,Ferrallados Core SA
compname_10621,Ferrallas Haro S L
compname_10622,Ferramenta Villafranca Siderurgica SpA
compname_10623,Ferrau SRL
compname_10624,Ferraus Limited
compname_10625,Ferraus Pty Limited
compname_10626,Ferreira & Americo Lda
compname_10627,Ferreirinhos-Construcoes Metalicas SA
compname_10628,Ferretera Malaguena De La Construccion SL
compname_10629,Ferretti International Srl
compname_10630,Ferrexpo Finance PLC
compname_10631,Ferrexpo PLC
compname_10632,Ferrexpo Poltava Mining PJSC
compname_10633,Ferriera Alto Milanese SpA
compname_10634,Ferriera Lamifer SpA
compname_10635,Ferriera Ponte Chiese Srl
compname_10636,Ferriera Valsabbia SpA
compname_10637,Ferriera Valsider SpA
compname_10638,Ferriera di Cittadella SpA
compname_10639,Ferriere Nord SpA
compname_10640,Ferro Alloys Corp Ltd
compname_10641,Ferro Entroncamento-Comercio e Industria de Fernando de Pinho Teixeira Lda
compname_10642,Ferro Mangualde-Comercio e Industria de Fernando de Pinho Teixeira Lda
compname_10643,Ferro Tubi SpA
compname_10644,Ferro-Alloy Resources Ltd
compname_10645,FerroChina Ltd
compname_10646,Ferroglobe France SAS
compname_10647,Ferroglobe PLC
compname_10648,Ferrolimiana-Comercio de Ferros do Lima SA
compname_10649,Ferromar-Comercio e Industria de Fernando de Pinho Teixeira Lda
compname_10650,Ferromatrix NV
compname_10651,Ferrometal SpA
compname_10652,Ferrominho-Comercio e Industria de Fernando de Pinho Teixeira Lda
compname_10653,Ferronavi Srl
compname_10654,Ferrosud 2 Consortile Scarl
compname_10655,Ferrotubal-Comercio e Industria de Fernando de Pinho Teixeira SA
compname_10656,Ferrovanadium Corporation N.L.
compname_10657,Ferrovial Agroman SA/Portugal
compname_10658,Ferrovial Construccion SA
compname_10659,Ferrovial SE
compname_10660,Ferrowest Limited
compname_10661,Ferrowest Ltd
compname_10662,Ferrowest Pty Ltd
compname_10663,Ferruccio 1927 Srl
compname_10664,Ferrum Consultants Pty Ltd
compname_10665,Ferrum Crescent Limited
compname_10666,Ferrum Engineering and Fabrication
compname_10667,Ferrum Metals Limited
compname_10668,Ferrum Metals Pty Ltd
compname_10669,Ferrum SA
compname_10670,Ferrus-Materiais Siderurgicos e de Construcao SA
compname_10671,Fersalento Srl
compname_10672,Fersider Srl/Lecco
compname_10673,Fertesino Srl
compname_10674,Fertoz Limited
compname_10675,Fertoz Pty Ltd
compname_10676,Fertubi Friuli Srl
compname_10677,Festina Lotus Belgium NV
compname_10678,Festos Stainless Steel Specialist PTY LTD
compname_10679,Feutz Contractors Inc
