:START_ID,:END_ID,:TYPE,ROLE:string
deposit_0664,commodity_0037,HAS,Primary
deposit_0664,commodity_0040,HAS,Secondary
deposit_0664,commodity_0070,HAS,Secondary
deposit_0665,commodity_0096,HAS,Primary
deposit_0666,commodity_0018,HAS,Secondary
deposit_0666,commodity_0026,HAS,Secondary
deposit_0666,commodity_0086,HAS,Primary
deposit_0667,commodity_0057,HAS,Secondary
deposit_0667,commodity_0066,HAS,Secondary
deposit_0667,commodity_0105,HAS,Primary
deposit_0667,commodity_0139,HAS,Primary
deposit_0668,commodity_0010,HAS,Primary
deposit_0669,commodity_0010,HAS,Primary
deposit_0670,commodity_0010,HAS,Primary
deposit_0671,commodity_0010,HAS,Primary
deposit_0672,commodity_0010,HAS,Primary
deposit_0673,commodity_0001,HAS,Primary
deposit_0673,commodity_0010,HAS,Secondary
deposit_0673,commodity_0026,HAS,Secondary
deposit_0673,commodity_0093,HAS,Primary
deposit_0673,commodity_0137,HAS,Primary
deposit_0674,commodity_0010,HAS,Primary
deposit_0675,commodity_0037,HAS,Primary
deposit_0675,commodity_0040,HAS,Primary
deposit_0676,commodity_0010,HAS,Primary
deposit_0676,commodity_0012,HAS,Primary
deposit_0676,commodity_0026,HAS,Primary
deposit_0676,commodity_0110,HAS,Primary
deposit_0677,commodity_0026,HAS,Primary
deposit_0678,commodity_0010,HAS,Primary
deposit_0679,commodity_0010,HAS,Primary
deposit_0680,commodity_0001,HAS,Secondary
deposit_0680,commodity_0010,HAS,Primary
deposit_0680,commodity_0026,HAS,Primary
deposit_0680,commodity_0137,HAS,Primary
deposit_0681,commodity_0037,HAS,Primary
deposit_0682,commodity_0001,HAS,Primary
deposit_0682,commodity_0010,HAS,Primary
deposit_0682,commodity_0026,HAS,Primary
deposit_0682,commodity_0079,HAS,Primary
deposit_0683,commodity_0015,HAS,Primary
deposit_0684,commodity_0018,HAS,Primary
deposit_0684,commodity_0026,HAS,Primary
deposit_0684,commodity_0086,HAS,Primary
deposit_0684,commodity_0095,HAS,Primary
deposit_0685,commodity_0010,HAS,Primary
deposit_0685,commodity_0026,HAS,Primary
deposit_0686,commodity_0015,HAS,Primary
deposit_0687,commodity_0001,HAS,Secondary
deposit_0687,commodity_0010,HAS,Secondary
deposit_0687,commodity_0026,HAS,Primary
deposit_0688,commodity_0010,HAS,Primary
deposit_0689,commodity_0016,HAS,Primary
deposit_0690,commodity_0010,HAS,Primary
deposit_0691,commodity_0057,HAS,Primary
deposit_0691,commodity_0066,HAS,Secondary
deposit_0691,commodity_0077,HAS,Secondary
deposit_0691,commodity_0105,HAS,Primary
deposit_0691,commodity_0139,HAS,Primary
deposit_0692,commodity_0037,HAS,Primary
deposit_0693,commodity_0075,HAS,Secondary
deposit_0693,commodity_0076,HAS,Primary
deposit_0694,commodity_0010,HAS,Primary
deposit_0695,commodity_0001,HAS,Secondary
deposit_0695,commodity_0010,HAS,Primary
deposit_0695,commodity_0026,HAS,Primary
deposit_0695,commodity_0137,HAS,Secondary
deposit_0696,commodity_0075,HAS,Primary
deposit_0696,commodity_0076,HAS,Secondary
deposit_0697,commodity_0015,HAS,Primary
deposit_0698,commodity_0010,HAS,Primary
deposit_0699,commodity_0010,HAS,Primary
deposit_0700,commodity_0050,HAS,Primary
deposit_0700,commodity_0051,HAS,Primary
deposit_0700,commodity_0082,HAS,Primary
deposit_0700,commodity_0083,HAS,Primary
deposit_0700,commodity_0103,HAS,Primary
deposit_0700,commodity_0116,HAS,Primary
deposit_0700,commodity_0117,HAS,Primary
deposit_0700,commodity_0126,HAS,Secondary
deposit_0700,commodity_0127,HAS,Primary
deposit_0700,commodity_0134,HAS,Secondary
deposit_0700,commodity_0135,HAS,Primary
deposit_0700,commodity_0139,HAS,Primary
deposit_0700,commodity_0140,HAS,Primary
deposit_0701,commodity_0015,HAS,Primary
deposit_0702,commodity_0010,HAS,Primary
deposit_0703,commodity_0057,HAS,Primary
deposit_0703,commodity_0105,HAS,Primary
deposit_0703,commodity_0139,HAS,Primary
deposit_0704,commodity_0015,HAS,Primary
deposit_0705,commodity_0010,HAS,Primary
deposit_0706,commodity_0010,HAS,Primary
deposit_0707,commodity_0037,HAS,Secondary
deposit_0707,commodity_0040,HAS,Primary
deposit_0708,commodity_0010,HAS,Primary
deposit_0708,commodity_0026,HAS,Primary
deposit_0709,commodity_0010,HAS,Primary
deposit_0710,commodity_0010,HAS,Primary
deposit_0711,commodity_0015,HAS,Primary
deposit_0712,commodity_0001,HAS,Primary
deposit_0712,commodity_0010,HAS,Primary
deposit_0713,commodity_0010,HAS,Primary
deposit_0714,commodity_0006,HAS,Primary
deposit_0714,commodity_0010,HAS,Primary
deposit_0714,commodity_0113,HAS,Primary
deposit_0714,commodity_0131,HAS,Primary
deposit_0715,commodity_0037,HAS,Primary
deposit_0715,commodity_0040,HAS,Primary
deposit_0716,commodity_0057,HAS,Primary
deposit_0716,commodity_0066,HAS,Secondary
deposit_0716,commodity_0105,HAS,Primary
deposit_0716,commodity_0139,HAS,Primary
deposit_0717,commodity_0016,HAS,Primary
deposit_0718,commodity_0036,HAS,Primary
deposit_0718,commodity_0042,HAS,Primary
deposit_0718,commodity_0079,HAS,Primary
deposit_0718,commodity_0126,HAS,Primary
deposit_0718,commodity_0127,HAS,Primary
deposit_0719,commodity_0015,HAS,Primary
deposit_0720,commodity_0010,HAS,Primary
deposit_0721,commodity_0015,HAS,Primary
deposit_0722,commodity_0010,HAS,Primary
deposit_0723,commodity_0015,HAS,Primary
deposit_0724,commodity_0010,HAS,Primary
deposit_0725,commodity_0010,HAS,Primary
deposit_0726,commodity_0023,HAS,Primary
deposit_0726,commodity_0072,HAS,Primary
deposit_0726,commodity_0073,HAS,Primary
deposit_0727,commodity_0015,HAS,Primary
deposit_0728,commodity_0010,HAS,Primary
deposit_0728,commodity_0026,HAS,Primary
deposit_0729,commodity_0002,HAS,Secondary
deposit_0729,commodity_0003,HAS,Primary
deposit_0729,commodity_0010,HAS,Primary
deposit_0729,commodity_0018,HAS,Primary
deposit_0729,commodity_0037,HAS,Primary
deposit_0729,commodity_0040,HAS,Primary
deposit_0729,commodity_0062,HAS,Primary
deposit_0729,commodity_0086,HAS,Primary
deposit_0729,commodity_0099,HAS,Primary
deposit_0729,commodity_0109,HAS,Secondary
deposit_0729,commodity_0122,HAS,Primary
deposit_0729,commodity_0123,HAS,Primary
deposit_0730,commodity_0010,HAS,Primary
deposit_0731,commodity_0010,HAS,Primary
deposit_0732,commodity_0015,HAS,Primary
deposit_0733,commodity_0010,HAS,Primary
deposit_0733,commodity_0026,HAS,Primary
deposit_0734,commodity_0010,HAS,Primary
deposit_0734,commodity_0026,HAS,Primary
deposit_0735,commodity_0010,HAS,Primary
deposit_0736,commodity_0010,HAS,Primary
deposit_0737,commodity_0010,HAS,Primary
deposit_0738,commodity_0010,HAS,Primary
deposit_0739,commodity_0010,HAS,Primary
deposit_0740,commodity_0057,HAS,Primary
deposit_0740,commodity_0078,HAS,Primary
deposit_0740,commodity_0105,HAS,Primary
deposit_0740,commodity_0139,HAS,Primary
deposit_0741,commodity_0001,HAS,Primary
deposit_0741,commodity_0093,HAS,Primary
deposit_0741,commodity_0137,HAS,Secondary
deposit_0742,commodity_0010,HAS,Primary
deposit_0743,commodity_0018,HAS,Secondary
deposit_0743,commodity_0086,HAS,Primary
deposit_0744,commodity_0010,HAS,Primary
deposit_0745,commodity_0001,HAS,Primary
deposit_0745,commodity_0010,HAS,Primary
deposit_0745,commodity_0093,HAS,Primary
deposit_0746,commodity_0001,HAS,Primary
deposit_0746,commodity_0026,HAS,Primary
deposit_0746,commodity_0058,HAS,Primary
deposit_0746,commodity_0093,HAS,Primary
deposit_0746,commodity_0113,HAS,Primary
deposit_0746,commodity_0137,HAS,Primary
deposit_0747,commodity_0001,HAS,Primary
deposit_0747,commodity_0010,HAS,Secondary
deposit_0747,commodity_0026,HAS,Primary
deposit_0747,commodity_0093,HAS,Secondary
deposit_0747,commodity_0137,HAS,Primary
deposit_0748,commodity_0010,HAS,Primary
deposit_0749,commodity_0015,HAS,Primary
deposit_0750,commodity_0010,HAS,Primary
deposit_0751,commodity_0018,HAS,Primary
deposit_0751,commodity_0026,HAS,Primary
deposit_0751,commodity_0086,HAS,Primary
deposit_0752,commodity_0015,HAS,Primary
deposit_0753,commodity_0015,HAS,Primary
deposit_0754,commodity_0010,HAS,Primary
deposit_0755,commodity_0010,HAS,Primary
deposit_0756,commodity_0010,HAS,Primary
deposit_0757,commodity_0010,HAS,Primary
deposit_0758,commodity_0089,HAS,Primary
deposit_0759,commodity_0010,HAS,Primary
deposit_0760,commodity_0018,HAS,Primary
deposit_0760,commodity_0086,HAS,Primary
deposit_0761,commodity_0026,HAS,Primary
deposit_0762,commodity_0001,HAS,Primary
deposit_0762,commodity_0010,HAS,Primary
deposit_0762,commodity_0026,HAS,Primary
deposit_0762,commodity_0093,HAS,Primary
deposit_0762,commodity_0137,HAS,Primary
deposit_0763,commodity_0057,HAS,Primary
deposit_0763,commodity_0066,HAS,Primary
deposit_0763,commodity_0105,HAS,Primary
deposit_0763,commodity_0139,HAS,Primary
deposit_0764,commodity_0037,HAS,Primary
deposit_0764,commodity_0040,HAS,Primary
deposit_0765,commodity_0010,HAS,Primary
deposit_0766,commodity_0010,HAS,Primary
deposit_0767,commodity_0010,HAS,Primary
deposit_0768,commodity_0139,HAS,Primary
deposit_0769,commodity_0037,HAS,Primary
deposit_0770,commodity_0015,HAS,Primary
deposit_0771,commodity_0001,HAS,Primary
deposit_0771,commodity_0010,HAS,Primary
deposit_0771,commodity_0026,HAS,Primary
deposit_0771,commodity_0093,HAS,Primary
deposit_0771,commodity_0137,HAS,Primary
deposit_0772,commodity_0026,HAS,Primary
deposit_0773,commodity_0126,HAS,Primary
deposit_0773,commodity_0127,HAS,Primary
deposit_0774,commodity_0075,HAS,Secondary
deposit_0774,commodity_0076,HAS,Primary
deposit_0775,commodity_0015,HAS,Primary
deposit_0776,commodity_0109,HAS,Primary
deposit_0777,commodity_0010,HAS,Primary
deposit_0778,commodity_0037,HAS,Primary
deposit_0779,commodity_0037,HAS,Secondary
deposit_0779,commodity_0040,HAS,Primary
deposit_0779,commodity_0096,HAS,Secondary
deposit_0780,commodity_0010,HAS,Primary
deposit_0781,commodity_0057,HAS,Primary
deposit_0781,commodity_0105,HAS,Primary
deposit_0781,commodity_0139,HAS,Primary
deposit_0782,commodity_0010,HAS,Primary
deposit_0783,commodity_0010,HAS,Primary
deposit_0784,commodity_0010,HAS,Primary
deposit_0784,commodity_0026,HAS,Primary
deposit_0785,commodity_0026,HAS,Primary
deposit_0785,commodity_0126,HAS,Primary
deposit_0785,commodity_0127,HAS,Primary
deposit_0786,commodity_0010,HAS,Primary
deposit_0787,commodity_0001,HAS,Primary
deposit_0787,commodity_0010,HAS,Primary
deposit_0788,commodity_0075,HAS,Primary
deposit_0789,commodity_0010,HAS,Primary
deposit_0790,commodity_0037,HAS,Secondary
deposit_0790,commodity_0040,HAS,Primary
deposit_0791,commodity_0001,HAS,Primary
deposit_0791,commodity_0010,HAS,Primary
deposit_0791,commodity_0093,HAS,Primary
deposit_0791,commodity_0137,HAS,Primary
deposit_0792,commodity_0010,HAS,Primary
deposit_0793,commodity_0057,HAS,Primary
deposit_0793,commodity_0066,HAS,Primary
deposit_0793,commodity_0105,HAS,Primary
deposit_0793,commodity_0139,HAS,Primary
deposit_0794,commodity_0137,HAS,Primary
deposit_0795,commodity_0079,HAS,Primary
deposit_0796,commodity_0010,HAS,Primary
deposit_0797,commodity_0010,HAS,Primary
deposit_0798,commodity_0001,HAS,Primary
deposit_0798,commodity_0010,HAS,Primary
deposit_0798,commodity_0026,HAS,Primary
deposit_0798,commodity_0093,HAS,Primary
deposit_0798,commodity_0137,HAS,Primary
deposit_0799,commodity_0015,HAS,Primary
deposit_0800,commodity_0010,HAS,Primary
deposit_0801,commodity_0010,HAS,Primary
deposit_0802,commodity_0113,HAS,Primary
deposit_0803,commodity_0026,HAS,Primary
deposit_0804,commodity_0010,HAS,Primary
deposit_0805,commodity_0057,HAS,Secondary
deposit_0805,commodity_0066,HAS,Secondary
deposit_0805,commodity_0105,HAS,Primary
deposit_0805,commodity_0139,HAS,Primary
deposit_0806,commodity_0010,HAS,Primary
deposit_0807,commodity_0001,HAS,Primary
deposit_0807,commodity_0026,HAS,Primary
deposit_0807,commodity_0093,HAS,Primary
deposit_0807,commodity_0137,HAS,Primary
deposit_0808,commodity_0010,HAS,Primary
deposit_0809,commodity_0013,HAS,Primary
deposit_0810,commodity_0057,HAS,Secondary
deposit_0810,commodity_0066,HAS,Primary
deposit_0810,commodity_0078,HAS,Primary
deposit_0810,commodity_0105,HAS,Primary
deposit_0810,commodity_0120,HAS,Secondary
deposit_0810,commodity_0139,HAS,Primary
deposit_0811,commodity_0001,HAS,Primary
deposit_0811,commodity_0010,HAS,Primary
deposit_0812,commodity_0015,HAS,Primary
deposit_0813,commodity_0015,HAS,Primary
deposit_0814,commodity_0015,HAS,Primary
deposit_0815,commodity_0016,HAS,Primary
deposit_0816,commodity_0001,HAS,Primary
deposit_0816,commodity_0010,HAS,Primary
deposit_0816,commodity_0108,HAS,Primary
deposit_0817,commodity_0037,HAS,Primary
deposit_0818,commodity_0010,HAS,Primary
deposit_0819,commodity_0001,HAS,Primary
deposit_0819,commodity_0010,HAS,Primary
deposit_0820,commodity_0010,HAS,Primary
deposit_0821,commodity_0010,HAS,Primary
deposit_0822,commodity_0092,HAS,Primary
deposit_0822,commodity_0096,HAS,Primary
deposit_0823,commodity_0001,HAS,Primary
deposit_0823,commodity_0093,HAS,Primary
deposit_0824,commodity_0010,HAS,Primary
deposit_0825,commodity_0001,HAS,Secondary
deposit_0825,commodity_0026,HAS,Secondary
deposit_0825,commodity_0093,HAS,Primary
deposit_0825,commodity_0137,HAS,Primary
deposit_0826,commodity_0010,HAS,Primary
deposit_0826,commodity_0026,HAS,Primary
deposit_0827,commodity_0016,HAS,Primary
deposit_0828,commodity_0124,HAS,Primary
deposit_0829,commodity_0001,HAS,Primary
deposit_0829,commodity_0010,HAS,Primary
deposit_0829,commodity_0093,HAS,Primary
deposit_0830,commodity_0026,HAS,Primary
deposit_0831,commodity_0015,HAS,Primary
deposit_0832,commodity_0015,HAS,Primary
deposit_0833,commodity_0010,HAS,Primary
deposit_0834,commodity_0001,HAS,Primary
deposit_0834,commodity_0026,HAS,Primary
deposit_0834,commodity_0093,HAS,Primary
deposit_0835,commodity_0001,HAS,Primary
deposit_0835,commodity_0093,HAS,Primary
deposit_0836,commodity_0010,HAS,Primary
deposit_0837,commodity_0010,HAS,Primary
deposit_0838,commodity_0037,HAS,Primary
deposit_0838,commodity_0040,HAS,Primary
deposit_0839,commodity_0037,HAS,Secondary
deposit_0839,commodity_0040,HAS,Primary
deposit_0840,commodity_0026,HAS,Primary
deposit_0841,commodity_0037,HAS,Secondary
deposit_0841,commodity_0040,HAS,Primary
deposit_0842,commodity_0075,HAS,Primary
deposit_0843,commodity_0137,HAS,Primary
deposit_0844,commodity_0037,HAS,Primary
deposit_0844,commodity_0040,HAS,Primary
deposit_0845,commodity_0010,HAS,Primary
deposit_0846,commodity_0010,HAS,Primary
deposit_0847,commodity_0016,HAS,Primary
deposit_0848,commodity_0016,HAS,Primary
deposit_0849,commodity_0010,HAS,Primary
deposit_0850,commodity_0010,HAS,Primary
deposit_0851,commodity_0057,HAS,Primary
deposit_0851,commodity_0066,HAS,Primary
deposit_0851,commodity_0105,HAS,Primary
deposit_0851,commodity_0139,HAS,Primary
deposit_0852,commodity_0037,HAS,Secondary
deposit_0852,commodity_0040,HAS,Primary
deposit_0853,commodity_0015,HAS,Primary
deposit_0854,commodity_0010,HAS,Primary
deposit_0855,commodity_0057,HAS,Primary
deposit_0855,commodity_0066,HAS,Secondary
deposit_0855,commodity_0105,HAS,Secondary
deposit_0855,commodity_0139,HAS,Primary
deposit_0856,commodity_0010,HAS,Primary
deposit_0857,commodity_0018,HAS,Secondary
deposit_0857,commodity_0026,HAS,Secondary
deposit_0857,commodity_0086,HAS,Primary
deposit_0858,commodity_0001,HAS,Primary
deposit_0858,commodity_0010,HAS,Primary
deposit_0858,commodity_0026,HAS,Primary
deposit_0858,commodity_0037,HAS,Primary
deposit_0859,commodity_0010,HAS,Primary
deposit_0860,commodity_0010,HAS,Primary
deposit_0861,commodity_0010,HAS,Primary
deposit_0862,commodity_0015,HAS,Primary
deposit_0863,commodity_0010,HAS,Primary
deposit_0864,commodity_0037,HAS,Secondary
deposit_0864,commodity_0040,HAS,Primary
deposit_0864,commodity_0122,HAS,Primary
deposit_0864,commodity_0123,HAS,Primary
deposit_0864,commodity_0128,HAS,Primary
deposit_0864,commodity_0129,HAS,Secondary
deposit_0865,commodity_0126,HAS,Primary
deposit_0865,commodity_0127,HAS,Primary
deposit_0866,commodity_0010,HAS,Primary
deposit_0867,commodity_0010,HAS,Primary
deposit_0868,commodity_0018,HAS,Primary
deposit_0868,commodity_0026,HAS,Secondary
deposit_0868,commodity_0037,HAS,Primary
deposit_0868,commodity_0040,HAS,Primary
deposit_0868,commodity_0086,HAS,Primary
deposit_0868,commodity_0122,HAS,Secondary
deposit_0868,commodity_0123,HAS,Primary
deposit_0868,commodity_0128,HAS,Primary
deposit_0868,commodity_0129,HAS,Primary
deposit_0869,commodity_0010,HAS,Primary
deposit_0869,commodity_0026,HAS,Primary
deposit_0870,commodity_0113,HAS,Primary
deposit_0871,commodity_0018,HAS,Primary
deposit_0871,commodity_0037,HAS,Secondary
deposit_0871,commodity_0086,HAS,Secondary
deposit_0872,commodity_0018,HAS,Secondary
deposit_0872,commodity_0026,HAS,Secondary
deposit_0872,commodity_0086,HAS,Primary
deposit_0873,commodity_0015,HAS,Primary
deposit_0874,commodity_0001,HAS,Primary
deposit_0874,commodity_0010,HAS,Primary
deposit_0874,commodity_0026,HAS,Primary
deposit_0875,commodity_0001,HAS,Primary
deposit_0875,commodity_0018,HAS,Secondary
deposit_0875,commodity_0026,HAS,Primary
deposit_0876,commodity_0010,HAS,Primary
deposit_0877,commodity_0018,HAS,Secondary
deposit_0877,commodity_0086,HAS,Primary
deposit_0878,commodity_0010,HAS,Primary
deposit_0879,commodity_0010,HAS,Primary
deposit_0880,commodity_0026,HAS,Primary
deposit_0881,commodity_0010,HAS,Primary
deposit_0882,commodity_0075,HAS,Primary
deposit_0882,commodity_0076,HAS,Primary
deposit_0883,commodity_0010,HAS,Primary
deposit_0884,commodity_0015,HAS,Primary
deposit_0885,commodity_0010,HAS,Primary
deposit_0886,commodity_0010,HAS,Primary
deposit_0887,commodity_0010,HAS,Primary
deposit_0888,commodity_0010,HAS,Primary
deposit_0889,commodity_0010,HAS,Primary
deposit_0890,commodity_0015,HAS,Primary
deposit_0891,commodity_0057,HAS,Primary
deposit_0891,commodity_0066,HAS,Secondary
deposit_0891,commodity_0105,HAS,Primary
deposit_0891,commodity_0139,HAS,Primary
deposit_0892,commodity_0126,HAS,Primary
deposit_0892,commodity_0127,HAS,Secondary
deposit_0893,commodity_0126,HAS,Primary
deposit_0893,commodity_0127,HAS,Primary
deposit_0894,commodity_0026,HAS,Primary
deposit_0895,commodity_0015,HAS,Primary
deposit_0896,commodity_0001,HAS,Primary
deposit_0896,commodity_0010,HAS,Primary
deposit_0896,commodity_0026,HAS,Primary
deposit_0896,commodity_0093,HAS,Primary
deposit_0896,commodity_0137,HAS,Primary
deposit_0897,commodity_0016,HAS,Primary
deposit_0898,commodity_0026,HAS,Primary
deposit_0899,commodity_0047,HAS,Primary
deposit_0899,commodity_0057,HAS,Primary
deposit_0899,commodity_0066,HAS,Primary
deposit_0899,commodity_0077,HAS,Primary
deposit_0899,commodity_0105,HAS,Primary
deposit_0899,commodity_0139,HAS,Primary
deposit_0900,commodity_0016,HAS,Primary
deposit_0901,commodity_0057,HAS,Primary
deposit_0901,commodity_0066,HAS,Primary
deposit_0901,commodity_0105,HAS,Primary
deposit_0901,commodity_0139,HAS,Primary
deposit_0902,commodity_0001,HAS,Primary
deposit_0902,commodity_0026,HAS,Primary
deposit_0902,commodity_0093,HAS,Primary
deposit_0902,commodity_0137,HAS,Primary
deposit_0903,commodity_0001,HAS,Primary
deposit_0903,commodity_0093,HAS,Primary
deposit_0903,commodity_0137,HAS,Primary
deposit_0904,commodity_0026,HAS,Primary
deposit_0904,commodity_0071,HAS,Primary
deposit_0905,commodity_0126,HAS,Primary
deposit_0905,commodity_0127,HAS,Primary
deposit_0906,commodity_0010,HAS,Primary
deposit_0906,commodity_0026,HAS,Primary
deposit_0907,commodity_0037,HAS,Primary
deposit_0908,commodity_0091,HAS,Primary
deposit_0908,commodity_0092,HAS,Primary
deposit_0908,commodity_0096,HAS,Primary
deposit_0909,commodity_0089,HAS,Primary
deposit_0910,commodity_0010,HAS,Primary
deposit_0911,commodity_0016,HAS,Primary
deposit_0912,commodity_0010,HAS,Primary
deposit_0913,commodity_0010,HAS,Primary
deposit_0914,commodity_0010,HAS,Primary
deposit_0915,commodity_0001,HAS,Primary
deposit_0915,commodity_0010,HAS,Primary
deposit_0915,commodity_0026,HAS,Primary
deposit_0916,commodity_0010,HAS,Primary
deposit_0917,commodity_0010,HAS,Primary
deposit_0918,commodity_0010,HAS,Primary
deposit_0918,commodity_0105,HAS,Primary
deposit_0918,commodity_0113,HAS,Primary
deposit_0918,commodity_0114,HAS,Primary
deposit_0918,commodity_0139,HAS,Primary
deposit_0919,commodity_0010,HAS,Primary
deposit_0919,commodity_0026,HAS,Primary
deposit_0920,commodity_0039,HAS,Primary
deposit_0921,commodity_0010,HAS,Primary
deposit_0922,commodity_0057,HAS,Primary
deposit_0922,commodity_0105,HAS,Secondary
deposit_0922,commodity_0139,HAS,Primary
deposit_0923,commodity_0010,HAS,Primary
deposit_0924,commodity_0010,HAS,Primary
deposit_0925,commodity_0026,HAS,Primary
deposit_0926,commodity_0010,HAS,Primary
deposit_0927,commodity_0026,HAS,Primary
deposit_0928,commodity_0010,HAS,Primary
deposit_0929,commodity_0003,HAS,Primary
deposit_0929,commodity_0057,HAS,Primary
deposit_0929,commodity_0066,HAS,Primary
deposit_0929,commodity_0105,HAS,Primary
deposit_0929,commodity_0139,HAS,Primary
deposit_0930,commodity_0126,HAS,Primary
deposit_0930,commodity_0127,HAS,Primary
deposit_0931,commodity_0016,HAS,Primary
deposit_0932,commodity_0037,HAS,Secondary
deposit_0932,commodity_0040,HAS,Primary
deposit_0933,commodity_0026,HAS,Primary
deposit_0934,commodity_0010,HAS,Primary
deposit_0935,commodity_0057,HAS,Primary
deposit_0935,commodity_0066,HAS,Primary
deposit_0935,commodity_0105,HAS,Primary
deposit_0935,commodity_0139,HAS,Primary
deposit_0936,commodity_0102,HAS,Primary
deposit_0936,commodity_0126,HAS,Primary
deposit_0937,commodity_0016,HAS,Primary
deposit_0938,commodity_0026,HAS,Primary
deposit_0939,commodity_0001,HAS,Primary
deposit_0939,commodity_0026,HAS,Primary
deposit_0940,commodity_0010,HAS,Primary
deposit_0941,commodity_0026,HAS,Primary
deposit_0942,commodity_0010,HAS,Primary
deposit_0943,commodity_0010,HAS,Primary
deposit_0944,commodity_0037,HAS,Primary
deposit_0945,commodity_0010,HAS,Primary
deposit_0946,commodity_0018,HAS,Primary
deposit_0946,commodity_0086,HAS,Primary
deposit_0947,commodity_0001,HAS,Primary
deposit_0947,commodity_0010,HAS,Primary
deposit_0948,commodity_0010,HAS,Primary
deposit_0948,commodity_0026,HAS,Primary
deposit_0949,commodity_0010,HAS,Primary
deposit_0950,commodity_0010,HAS,Primary
deposit_0951,commodity_0010,HAS,Primary
deposit_0952,commodity_0113,HAS,Primary
deposit_0953,commodity_0015,HAS,Primary
deposit_0954,commodity_0026,HAS,Primary
deposit_0955,commodity_0001,HAS,Secondary
deposit_0955,commodity_0026,HAS,Primary
deposit_0955,commodity_0093,HAS,Primary
deposit_0955,commodity_0137,HAS,Secondary
deposit_0956,commodity_0064,HAS,Primary
deposit_0957,commodity_0037,HAS,Primary
deposit_0958,commodity_0001,HAS,Primary
deposit_0958,commodity_0093,HAS,Primary
deposit_0958,commodity_0113,HAS,Primary
deposit_0958,commodity_0137,HAS,Primary
deposit_0959,commodity_0045,HAS,Primary
deposit_0960,commodity_0010,HAS,Primary
deposit_0960,commodity_0026,HAS,Primary
deposit_0961,commodity_0067,HAS,Primary
deposit_0961,commodity_0068,HAS,Primary
deposit_0962,commodity_0026,HAS,Primary
deposit_0963,commodity_0012,HAS,Secondary
deposit_0963,commodity_0026,HAS,Primary
deposit_0963,commodity_0037,HAS,Primary
deposit_0963,commodity_0113,HAS,Primary
deposit_0963,commodity_0131,HAS,Secondary
deposit_0963,commodity_0132,HAS,Primary
deposit_0963,commodity_0137,HAS,Primary
deposit_0964,commodity_0010,HAS,Primary
deposit_0965,commodity_0010,HAS,Primary
deposit_0965,commodity_0026,HAS,Primary
deposit_0966,commodity_0053,HAS,Primary
deposit_0966,commodity_0057,HAS,Primary
deposit_0966,commodity_0066,HAS,Secondary
deposit_0966,commodity_0077,HAS,Primary
deposit_0966,commodity_0105,HAS,Primary
deposit_0966,commodity_0122,HAS,Primary
deposit_0966,commodity_0139,HAS,Primary
deposit_0967,commodity_0010,HAS,Primary
deposit_0968,commodity_0037,HAS,Primary
deposit_0968,commodity_0040,HAS,Primary
deposit_0969,commodity_0010,HAS,Primary
deposit_0971,commodity_0001,HAS,Primary
deposit_0971,commodity_0010,HAS,Primary
deposit_0972,commodity_0010,HAS,Primary
deposit_0973,commodity_0037,HAS,Primary
deposit_0974,commodity_0075,HAS,Primary
deposit_0975,commodity_0010,HAS,Primary
deposit_0976,commodity_0026,HAS,Primary
deposit_0977,commodity_0026,HAS,Primary
deposit_0978,commodity_0010,HAS,Primary
deposit_0979,commodity_0026,HAS,Primary
deposit_0980,commodity_0010,HAS,Primary
deposit_0980,commodity_0026,HAS,Primary
deposit_0981,commodity_0057,HAS,Primary
deposit_0981,commodity_0066,HAS,Primary
deposit_0981,commodity_0077,HAS,Primary
deposit_0981,commodity_0139,HAS,Primary
deposit_0982,commodity_0015,HAS,Primary
deposit_0983,commodity_0010,HAS,Primary
deposit_0984,commodity_0010,HAS,Primary
deposit_0985,commodity_0037,HAS,Primary
deposit_0986,commodity_0015,HAS,Primary
deposit_0988,commodity_0010,HAS,Primary
deposit_0989,commodity_0010,HAS,Primary
deposit_0990,commodity_0086,HAS,Primary
deposit_0991,commodity_0091,HAS,Primary
deposit_0991,commodity_0092,HAS,Primary
deposit_0991,commodity_0096,HAS,Primary
deposit_0992,commodity_0010,HAS,Primary
deposit_0993,commodity_0015,HAS,Primary
deposit_0994,commodity_0057,HAS,Primary
deposit_0994,commodity_0066,HAS,Primary
deposit_0994,commodity_0105,HAS,Primary
deposit_0994,commodity_0139,HAS,Primary
deposit_0995,commodity_0010,HAS,Primary
deposit_0996,commodity_0010,HAS,Primary
deposit_0997,commodity_0001,HAS,Primary
deposit_0997,commodity_0010,HAS,Primary
deposit_0998,commodity_0016,HAS,Primary
deposit_0999,commodity_0010,HAS,Primary
deposit_1000,commodity_0010,HAS,Primary
deposit_1001,commodity_0086,HAS,Primary
deposit_1002,commodity_0016,HAS,Primary
deposit_1003,commodity_0057,HAS,Primary
deposit_1003,commodity_0066,HAS,Primary
deposit_1003,commodity_0105,HAS,Primary
deposit_1003,commodity_0139,HAS,Primary
deposit_1004,commodity_0010,HAS,Primary
deposit_1005,commodity_0086,HAS,Primary
deposit_1006,commodity_0010,HAS,Primary
deposit_1007,commodity_0010,HAS,Primary
deposit_1007,commodity_0126,HAS,Primary
deposit_1007,commodity_0127,HAS,Primary
deposit_1008,commodity_0010,HAS,Primary
deposit_1009,commodity_0071,HAS,Primary
