:START_ID,:END_ID,tier_distance:int
trv_1,trv_4,1
trv_1,trv_3,2
trv_1,trv_2,3
trv_1,trv_5,4
trv_4,trv_3,1
trv_4,trv_2,2
trv_4,trv_5,3
trv_3,trv_2,1
trv_3,trv_5,2
trv_2,trv_5,1
